family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,631,346,172,82,0.27258320126782887,0.23699421965317918,-0.035588981614649684,0.2526793273242724,0.2526793273242724,0.4,True,977,977
