family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,313,172,0,26,0.0,0.1511627906976744,0.1511627906976744,5.324089998292257e-13,0.05,True,485,977,1.597226999487677e-12
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,313,172,0,0,0.0,0.0,0.0,1.0,0.05,True,485,977,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,313,172,0,0,0.0,0.0,0.0,1.0,0.05,True,485,977,1.0
