family,metric,kind,n_conf,n_spur,p,effect,eff_lo,eff_hi,min_detectable,testable,p_holm
"A (chromospheric activity, ESP-CS)",A1 activityindex_espcs,num,18,18,0.132881986620485,0.35185185185185186,0.17901234567901234,0.5401234567901234,0.7750000000000002,True,0.132881986620485
B (photometric variability),B1 dAmp_G,num,631,346,0.12244286270551721,0.5298452772459533,0.49053903337211324,0.5688248880115058,0.5750000000000001,True,0.4960737963838594
B (photometric variability),B2 dAmp_BP,num,631,346,0.09921475927677188,0.5318560318056484,0.49331172192043093,0.5699095618478788,0.5750000000000001,True,0.4960737963838594
B (photometric variability),B3 dAmp_RP,num,631,346,0.14821562712003727,0.5279375795828257,0.4899781175856288,0.5661860016672315,0.5750000000000001,True,0.4960737963838594
B (photometric variability),B4 phot_variable_flag==VARIABLE,bin,631,346,0.4426164074145201,0.7890123456790124,,,0.15000000000000002,True,0.7955778270706062
B (photometric variability),B5 std_dev_mag_g_fov,num,52,22,0.3977889135353031,0.4370629370629371,0.3006993006993007,0.5786931818181815,0.7250000000000002,True,0.7955778270706062
C (astrometric/imaging quality -- NOT activity),C1 ruwe,num,631,346,0.015295774133743298,0.546861115945879,0.5084842162637524,0.5851271722103643,0.5750000000000001,True,0.06118309653497319
C (astrometric/imaging quality -- NOT activity),C2 ipd_frac_multi_peak,num,631,346,0.9564725557209867,0.5006046004598628,0.4792840179364803,0.5227779215485101,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C3 ipd_gof_harmonic_amplitude,num,631,346,0.7098374582423151,0.4928089187728443,0.45547026006980385,0.5302626576770517,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C4 astrometric_excess_noise_sig,num,631,346,0.008709560409901021,0.5506856718851626,0.5120451755631487,0.5880796377893608,0.5750000000000001,True,0.047382563197322286
C (astrometric/imaging quality -- NOT activity),C5 astrometric_gof_al,num,631,346,0.007897093866220381,0.5513269147971382,0.5134609483066607,0.5895922840156462,0.5750000000000001,True,0.047382563197322286
C (astrometric/imaging quality -- NOT activity),C6 phot_bp_rp_excess_factor,num,631,346,0.44773145495508404,0.5146707217647005,0.4776934492456235,0.5520101820213809,0.5750000000000001,True,1.0
NEGATIVE CONTROL (must not discriminate),N1 phot_g_n_obs,num,631,346,0.9961223959545089,0.4999038135632036,0.4617101261416414,0.5376688988027079,0.5750000000000001,True,0.9961223959545089
