source_id,designation_aw,tmass_designation,ra,dec,glon,glat,ecl_lat,b_band,parallax,parallax_error,pmra,pmdec,r_med_geo,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,M_G,j_m,h_m,ks_m,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,snr3,snr4,w3snr_aw,w4snr_aw,rmse,t_ds,gamma,gvar,verdict,verdict_reason,flag_v1_w3nm0,flag_v1_w4nm0,flag_v1_w3flg32,flag_v1_w4flg32,ph_qual_aw,ph_qual_as,flag_v2_release_inconsistent,flag_v3_subthreshold,p_chance_1as,v5_centroid,n1_flag,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag,nebular_flag,w3sky,w4sky,w3conf,w4conf,w3_S,w4_S,w3_A,w4_A,w3_G,w4_G,w3_C,w4_C,morph_ok,n4_score,n4_flag,nebular_flag_v2,catalog_version
1345188052692608,J025533.55+021927.3,02553351+0219277,43.889918,2.324253,173.305579,-48.030882,-13.788217,outer_b30_50,5.586558,0.051782,60.761675,-34.954575,177.56325,0.966002,16.265322,17.562551,15.175024,10.018557,13.673,13.103,12.854,12.693,0.023,12.562,0.024,11.093,0.123,7.711,0.134,8.826829,8.102239,8.8,8.1,0.11089,130.508475,0.1,1.01191,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.807655,False,False,2834.53,907.45,2.149,1.801,1.419039981780526,1.934304982728404,0.6238745391597103,1.3624299930020862,0.0605065189740231,0.3951462902885402,0.3817233605318566,0.4545299672861034,True,0.9397590361445785,False,False,v2
21485423574915456,J024051.94+085957.1,02405194+0859574,40.216493,8.999184,163.020523,-45.185875,-6.32461,outer_b30_50,5.067587,0.06595,14.656736,-23.214447,195.61487,0.962526,16.667915,18.134724,15.500504,10.210906,13.854,13.277,13.018,12.864,0.023,12.732,0.028,11.37,0.189,8.216,0.234,5.744444,4.639744,5.7,4.6,0.182078,130.508475,0.1,0.939715,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.749076,False,False,3205.838,1045.089,0.248,2.489,1.280402742232688,1.0512386305239758,0.5604267895857097,0.5399844412622962,0.1269774127236765,0.0783593713500236,0.338205842434599,0.4691033068586805,True,0.3637961335676625,False,False,v2
72265337311743744,J021859.35+105855.6,02185932+1058560,34.747383,10.982087,154.965189,-46.372747,-2.738779,outer_b30_50,3.641635,0.061087,42.606258,-28.576956,270.93594,0.970038,16.115475,17.225733,15.108921,8.951142,13.798,13.161,12.994,12.806,0.024,12.721,0.025,12.06,0.28,7.792,0.154,3.8775,7.05,3.9,7.0,0.02527,110.169492,0.1,0.838674,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.896918,False,False,3307.422,1100.088,4.219,2.504,1.3640071230242374,3.997041542104857,0.928927286462118,4.374797480797128,0.1067971012146271,1.3461141937490395,0.2032378010538879,0.2212095554120337,True,0.9909615867436604,True,True,v2
97338291233869952,J015044.07+211806.4,01504403+2118065,27.68368,21.301734,140.923552,-39.48942,9.272198,outer_b30_50,5.118348,0.131193,42.417517,-22.583532,193.93681,1.072616,17.500208,18.951807,16.218168,11.061907,14.564,14.019,13.752,13.473,0.025,13.212,0.029,11.093,0.109,8.487,0.278,9.96055,3.905396,10.0,3.9,0.102057,181.355932,0.1,1.462611,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AABC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.180586,False,False,2898.159,936.513,6.917,3.317,1.4295404366398397,1.3687269847463437,1.0207215798373226,1.358962181324869,0.0971807319475716,0.2511571009119429,0.5191808819617023,0.6464490605783507,True,0.6542806929450163,False,False,v2
310640179768135936,J011823.74+315708.4,01182373+3157086,19.599035,31.952321,129.57314,-30.571555,21.859457,outer_b30_50,3.595142,0.142911,27.552528,-18.16013,274.63248,0.968676,17.972185,19.630886,16.733892,10.778426,14.971,14.326,14.105,13.966,0.026,13.753,0.035,11.978,0.22,8.486,0.239,4.935,4.542678,4.9,4.5,0.122623,150.847458,0.116362,0.876646,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.9, W4 S/N 4.5) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.550388,False,False,2164.506,659.274,3.942,2.897,1.2416812205666594,0.9318596836287444,0.6656354394871316,0.6083285568176501,0.1615968964739595,0.2424312353990833,0.2781934660701763,0.3710896086564449,True,0.2907444668008048,False,False,v2
589125481283408000,J093107.09+100606.9,09310708+1006072,142.779472,10.101996,222.846199,39.959556,-4.355905,outer_b30_50,6.639467,0.296064,-13.463254,-6.456466,150.59349,1.044619,18.953062,20.831104,17.62319,13.064031,15.56,15.023,14.533,14.43,0.03,14.034,0.044,11.154,0.173,8.17,0.254,6.275723,4.274409,6.3,4.3,0.099046,171.186441,0.248233,0.89974,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.117643,False,False,2851.4,946.528,7.945,2.149,1.3153220876051843,0.847684376060873,0.753269197573834,0.498426273681731,0.0458400344136992,0.1422144928257469,0.4373730562411467,0.7450588005781633,True,0.4175244790359025,False,False,v2
615981808706309248,J095122.30+140332.2,09512229+1403330,147.842938,14.058883,220.936634,46.141838,1.002826,outer_b30_50,6.197447,0.211037,5.929849,-57.439791,161.36292,1.023752,18.39389,20.448816,17.07029,12.354871,15.191,14.562,14.233,14.071,0.028,13.808,0.036,11.679,0.278,7.178,0.138,3.905396,7.867391,3.9,7.8,0.117206,120.338983,0.421884,0.971513,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.568567,False,False,3067.286,1042.537,1.659,1.805,4.383984060977987,5.350920275184406,5.804114236390383,4.934502104011722,0.9506306635848046,3.190373874887728,0.2186178587165111,0.3102272035683096,True,0.9949786593020336,True,True,v2
661274918904769536,J083837.37+192440.5,08383742+1924399,129.655603,19.411271,206.030191,32.002755,0.921571,outer_b30_50,8.652619,0.06585,-63.281765,27.811031,114.931625,1.046893,16.311527,17.73456,15.14857,11.009329,13.619,13.019,12.776,12.584,0.024,12.436,0.028,10.958,0.258,7.265,0.21,4.20814,5.17,4.2,5.2,0.153867,130.508475,0.107871,0.936856,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AACB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.974037,False,False,3393.144,1122.099,4.704,3.724,1.7305834798407016,3.4644526377434883,0.7333893165712849,3.4550734734395143,0.1143533708622312,0.2181660647924106,0.3956241657068414,0.3828084654993723,True,0.988953050464474,False,False,v2
714714207670830336,J091557.17+354033.1,09155717+3540332,138.988237,35.675835,188.313612,43.803702,18.846541,outer_b30_50,3.50552,0.083077,-1.557638,-18.359201,283.1276,1.189894,16.715603,17.834047,15.654159,9.455692,14.312,13.701,13.547,13.356,0.025,13.201,0.029,11.686,0.256,7.941,0.189,4.241016,5.744444,4.2,5.7,0.082295,130.508475,0.107871,0.813622,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.261803,False,False,2521.258,791.244,3.743,1.616,1.207858920906977,1.12696563812771,0.8175248859120593,0.7193579547335823,0.0699169454676912,0.2565877578779721,0.2439239808484456,0.3873027692191882,True,0.3724899598393574,False,False,v2
731982617603542272,J110625.74+280951.0,11062580+2809511,166.607154,28.16414,204.250399,66.766889,20.59892,core_b50,3.764214,0.143737,-73.519844,-24.918493,260.39886,1.028161,17.744951,19.113297,16.57491,10.666756,14.98,14.454,14.096,14.145,0.026,13.993,0.04,11.687,0.29,7.431,0.134,3.743793,8.102239,3.7,8.1,0.080586,130.508475,0.288848,0.758966,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure; release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,True,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.9581,False,False,2381.057,754.132,4.607,1.721,1.1353085000072949,2.009852706878109,0.2897580270306814,2.579812748185749,0.0539700861859228,0.4278460816536139,0.1712628211895641,0.2754844205895999,True,0.9471830985915493,False,False,v2
763681404688064512,J111316.45+365607.1,11131641+3656071,168.318569,36.935318,181.45546,67.091006,29.140435,core_b50,4.705386,0.056566,13.883587,4.897895,210.92738,1.02172,16.455929,17.727932,15.249756,9.835264,13.734,13.097,12.863,12.706,0.024,12.538,0.025,11.027,0.126,7.634,0.123,8.616667,8.826829,8.6,8.8,0.079806,140.677966,0.1,0.873767,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.118837,False,False,1962.817,604.974,7.821,3.634,1.4572499001920265,1.9075336549989368,0.7038821125179625,1.2012681261813911,0.0671680330028356,0.2567988655985705,0.4085002701828775,0.490399193299165,True,0.932092555331992,False,False,v2
779253439980170112,J104044.57+395649.2,10404460+3956492,160.185642,39.947003,179.120407,60.124285,29.060006,core_b50,11.115725,0.037903,-41.759044,-3.671138,89.46773,0.979716,15.328735,16.889471,14.12411,10.570403,12.466,11.838,11.626,11.446,0.023,11.265,0.021,11.024,0.132,7.127,0.101,8.225,10.749505,8.2,10.7,0.115276,100.0,0.1,1.25664,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABA,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.165071,False,False,1983.971,612.497,7.357,3.796,1.5125005137774623,1.251829748967991,0.7969446877776876,0.6624340140265113,0.2208649020724138,1.0122650851482649,0.2875407781347197,0.196493806957444,True,0.6758048289738431,False,False,v2
801210485325007232,J094513.25+395608.8,09451325+3956089,146.305181,39.935773,182.206118,49.639114,24.81897,outer_b30_50,4.101011,0.0583,-9.274431,-0.402043,241.85472,1.027345,16.678862,18.113968,15.514683,9.761089,13.97,13.38,13.125,12.961,0.023,12.786,0.025,11.824,0.262,8.208,0.26,4.143893,4.175769,4.1,4.2,0.132885,120.338983,0.1,0.841591,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.1, W4 S/N 4.2) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.575853,False,False,2171.741,674.782,4.237,3.177,1.0880279701733924,1.5396547645348564,0.3397951556444837,1.4590380613854363,0.0835512902741944,0.557201192075062,0.2071514282070961,0.3675961488523791,True,0.7909959758551308,False,False,v2
856731076587435392,J112441.00+581249.0,11244096+5812491,171.17093,58.213571,142.984656,55.407532,48.392877,core_b50,3.938616,0.144391,26.121173,-13.354503,251.7233,1.009312,18.610643,20.222052,17.398548,11.606026,15.681,15.088,14.806,14.6,0.029,14.374,0.044,12.061,0.235,8.25,0.229,4.62,4.741048,4.6,4.7,0.064679,140.677966,0.248233,0.932539,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.6, W4 S/N 4.7) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.40556,False,False,1502.651,440.195,4.364,2.044,1.4597430351183531,2.3356484519810987,0.8296538763145541,1.617394506526257,0.2117810591324653,0.6933030495122856,0.2538268992688269,0.468302881307712,True,0.9703592062295906,False,False,v2
915114598561845376,J083049.52+414056.8,08304955+4140569,127.706382,41.682409,179.421341,35.628355,22.030046,outer_b30_50,4.424193,0.064144,-19.763626,-26.744946,224.0933,1.01351,16.321575,17.71147,15.167914,9.569431,13.632,12.949,12.692,12.546,0.023,12.382,0.023,10.753,0.104,7.583,0.165,10.439423,6.58,10.4,6.6,0.179549,150.847458,0.1,1.279455,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AAAB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.798176,False,False,2284.579,715.032,5.891,4.029,1.3261062619588633,1.51313289675162,0.8725198675423131,0.8076451246587341,0.0428395668906394,0.1077040878289113,0.3357395039010408,0.4878414270963263,True,0.7741448692152918,False,False,v2
916773138837599232,J083443.68+425116.5,08344369+4251167,128.681969,42.8546,178.068609,36.464394,23.352264,outer_b30_50,3.987845,0.28132,-10.336848,-8.53544,254.65594,1.140981,18.822435,20.63889,17.536636,11.792666,15.724,15.137,14.833,14.579,0.029,14.276,0.049,11.275,0.191,8.001,0.253,5.684293,4.291304,5.7,4.3,0.097281,161.016949,0.288848,0.934281,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.687376,False,False,2229.721,693.22,4.932,2.194,1.0852710951914624,1.050754243480111,0.6798462675718505,0.5805925849457401,0.0875635071652856,0.1826742720114025,0.4648203833967774,0.6894503727585967,True,0.2693661971830985,False,False,v2
1022359210388771328,J091545.54+515325.9,09154560+5153270,138.939702,51.890385,165.950598,43.020367,34.100731,outer_b30_50,16.894545,0.054503,-47.162706,-101.552326,58.97696,1.065218,16.490881,18.59775,15.17117,12.637469,13.172,12.588,12.253,12.066,0.024,11.858,0.023,11.669,0.196,7.968,0.263,5.539286,4.128137,5.5,4.1,0.137717,100.0,0.1,1.315824,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE",False,True,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.794429,False,False,1870.014,560.211,4.671,3.54,1.632225568563063,2.8012520354862787,1.0171903560385938,2.962982403619053,0.1770189180970919,1.836889972175875,0.2372018711663778,0.1800247087968425,True,0.9826676714393368,False,False,v2
1029198241433680512,J084510.34+522244.9,08451038+5222448,131.293055,52.379153,166.093534,38.304916,32.974739,outer_b30_50,3.918122,0.030617,-29.408717,-0.133998,252.16322,1.035749,15.518208,16.49842,14.538273,8.5098,13.345,12.674,12.495,12.352,0.023,12.306,0.024,11.541,0.206,7.941,0.183,5.270388,5.932787,5.3,5.9,0.186024,100.0,0.1,0.717102,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.847098,False,False,1891.254,568.795,2.727,3.246,1.2223306243067635,2.191904686642457,0.4923773218654524,2.349219506611931,0.173844704141838,0.7003730615231972,0.1995160642334935,0.2672370996255994,True,0.958553127354936,False,False,v2
1030096778655069312,J085443.44+545606.1,08544343+5456064,133.681053,54.935012,162.633263,39.434629,35.851874,outer_b30_50,5.157998,0.137645,11.715964,-27.878381,194.76138,1.020924,18.259796,20.008081,17.008724,11.812282,15.264,14.664,14.363,14.237,0.028,14.024,0.039,10.96,0.099,8.04,0.196,10.966667,5.539286,11.0,5.5,0.0626,171.186441,0.213329,0.872353,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.593515,False,False,1800.726,537.329,2.229,2.242,1.3953396039463035,1.437989902073718,0.9242571786811392,1.0330905911059898,0.0449997404907013,0.2933815204848671,0.3150338885869596,0.4159658246550394,True,0.7050992213011806,False,False,v2
1080477539607113216,J115147.23+763110.9,11514731+7631110,177.946737,76.519715,127.428967,40.083224,62.733273,outer_b30_50,5.395266,0.064383,-24.102131,0.686025,183.8598,1.007591,17.174892,18.867403,15.929459,10.852458,14.18,13.574,13.349,13.119,0.023,12.904,0.023,11.25,0.114,7.809,0.136,9.523684,7.983088,9.5,8.0,0.110444,150.847458,0.107871,1.033542,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.979709,False,False,1334.449,378.115,3.841,0.857,1.4340588026682284,1.3413615079536172,0.8694242851291595,0.8263751467475613,0.0340532279950513,0.1795802052041275,0.2344412861387477,0.3617565260204855,True,0.5706753703238765,False,False,v2
1081358179701867520,J075435.40+562229.3,07543548+5622299,118.647324,56.374667,161.329541,30.915732,34.79606,outer_b30_50,7.861209,0.086717,-57.713112,-70.288112,126.60076,1.12622,16.88659,18.581146,15.664169,11.374408,13.977,13.447,13.193,12.947,0.023,12.719,0.025,10.857,0.114,8.196,0.259,9.523684,4.191892,9.5,4.2,0.179156,161.016949,0.1,0.8821,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.757614,False,False,1856.396,552.112,4.441,2.027,1.1981860983644568,0.7515104675301351,0.52317036724436,0.4492169601862227,0.0488147548314506,0.0935011883583577,0.4067783316176368,0.5452514034636894,True,0.1991961818638533,False,False,v2
1154795003701462272,J150408.91+033358.2,15040895+0333589,226.037102,3.566069,2.134553,50.517622,20.049278,core_b50,5.621828,0.110341,-49.80848,-68.115702,177.42079,1.186969,17.291426,19.078468,16.043129,11.046403,14.358,13.786,13.63,13.321,0.025,13.102,0.031,12.192,0.302,8.256,0.217,3.595033,5.003226,3.6,5.0,0.07067,120.338983,0.107871,1.04134,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.936789,False,False,2385.219,743.591,6.261,4.943,1.45185777239581,1.1297949424230922,0.9369050999069778,0.9414363437128456,0.2122276291170772,0.2955390002593421,0.1884677492972397,0.3335635094794933,True,0.6016096579476862,False,False,v2
1179110845084033280,J142954.16+114140.4,14295414+1141398,217.475675,11.694623,3.991719,62.218909,25.021787,core_b50,4.600165,0.115124,-5.015837,27.014971,216.18663,1.090583,17.677063,19.09213,16.51991,11.002919,14.881,14.422,14.178,13.913,0.025,13.673,0.031,11.932,0.199,8.737,0.294,5.455779,3.692857,5.5,3.7,0.151359,150.847458,0.1,0.934289,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.497562,False,False,2130.71,662.167,5.533,3.968,1.539210244883796,2.0640721715388164,0.6096986298849902,1.844747381444519,0.2146772853166202,0.6955865727837229,0.2227124576892643,0.3429491945783685,True,0.953470824949698,False,False,v2
1184666505540509056,J145013.41+131346.9,14501345+1313472,222.555884,13.229646,12.265556,58.974254,28.154485,core_b50,3.751601,0.142279,-34.261305,-31.437601,263.80966,0.896283,18.084587,19.814148,16.828833,10.978134,15.01,14.402,14.115,13.939,0.025,13.751,0.032,12.195,0.276,8.728,0.297,3.933696,3.655556,3.9,3.7,0.132816,150.847458,0.1,0.910334,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.9, W4 S/N 3.7) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.228102,False,False,2026.407,610.909,4.566,2.202,1.2862138452363625,1.4810455293457112,0.7476654850462181,0.7921594013278471,0.0886135513006442,0.2961104420681638,0.2903574606777463,0.2978597937827048,True,0.75,False,False,v2
1208571468876585984,J151659.05+173549.8,15165906+1735499,229.246115,17.597162,24.79595,55.164615,34.374497,core_b50,3.824159,0.083835,-8.852266,-7.342053,258.39963,0.973016,17.3396,18.720984,16.200073,10.278141,14.692,14.064,13.849,13.67,0.024,13.479,0.031,11.806,0.188,8.36,0.215,5.775,5.049767,5.8,5.0,0.0383,150.847458,0.1,0.972158,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.566643,False,False,1792.51,531.063,6.226,2.11,1.3172154808965044,1.3121625388964326,0.9347517901671416,1.0924334534540772,0.2071524976344797,0.4757802815403284,0.190615341792202,0.3177231979623276,True,0.5797538306958051,False,False,v2
1213582939796616192,J151119.27+205322.8,15111927+2053225,227.830281,20.889649,29.538676,57.559397,37.055152,core_b50,3.975399,0.062518,-4.781527,3.802012,250.09618,0.951196,16.997025,18.243435,15.896009,10.00649,14.397,13.924,13.665,13.462,0.024,13.311,0.026,12.079,0.224,8.454,0.208,4.846875,5.219712,4.9,5.2,0.112042,130.508475,0.1,0.94012,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.27311,False,False,1705.626,501.957,4.978,3.661,2.0192941320688176,1.132258914073844,1.1554324966634906,1.098683725806329,0.1997962658855566,0.2278855044539235,0.3122100109171373,0.4495812831290562,True,0.8985179603114796,False,False,v2
1215825943517637632,J151946.62+234747.1,15194660+2347471,229.944293,23.796426,35.657553,56.471095,40.449314,core_b50,3.639156,0.042215,9.743552,-4.805646,271.91803,0.942121,16.211315,17.400509,15.127019,9.039125,13.725,13.075,12.857,12.702,0.023,12.618,0.024,11.21,0.114,7.927,0.143,9.523684,7.592308,9.5,7.6,0.175669,130.508475,0.1,0.804888,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.887431,False,False,1623.089,473.03,7.296,2.54,1.2179104045811255,1.6695583249890973,0.5044376157383672,1.5269382045073834,0.0199826108015971,0.4701653762924139,0.2244950130287797,0.3642377142352297,True,0.8480281336347651,False,False,v2
1231501539059734272,J140247.36+153927.4,14024738+1539276,210.697292,15.657616,1.856183,69.856056,26.304925,core_b50,3.659886,0.11933,-31.115161,-9.281645,272.05252,1.000711,17.864212,19.318495,16.70131,10.690948,15.14,14.546,14.327,14.08,0.026,13.892,0.034,12.057,0.257,8.524,0.264,4.224514,4.1125,4.2,4.1,0.065831,140.677966,0.1354,0.862976,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.2, W4 S/N 4.1) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AAUC,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.284721,False,False,2042.159,630.213,5.596,2.945,1.0587397121151716,1.8562868377170747,0.3438992727551464,1.253071470523503,0.0550969822726368,0.0639355260337006,0.1906941351082061,0.3639908987389672,True,0.9187625754527164,False,False,v2
1251430569566084352,J134640.64+230604.2,13464067+2306042,206.669334,23.101164,18.109054,76.872539,31.614511,core_b50,5.521991,0.039389,-32.491356,-9.829389,179.6669,0.980635,15.809479,17.062143,14.700099,9.537139,13.26,12.632,12.401,12.292,0.023,12.16,0.023,12.034,0.242,7.74,0.135,4.486364,8.042222,4.5,8.0,0.099484,100.0,0.1,1.104196,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.746507,False,False,1837.524,559.611,3.427,2.658,1.3325552905414924,1.6817147328961564,0.8047996156369802,2.4967651823050243,0.2873371938119501,1.4446730261895195,0.4950140528780941,0.1838808690371104,True,0.8543079628234111,False,False,v2
1261659498038120064,J150344.46+211729.7,15034450+2117292,225.935187,21.29164,29.236356,59.365746,36.831713,core_b50,3.749369,0.160067,-46.414206,29.380353,263.2664,0.977789,18.261963,19.803469,17.068453,11.159986,15.39,14.762,14.669,14.401,0.026,14.182,0.035,11.739,0.172,8.557,0.261,6.312209,4.15977,6.3,4.2,0.079781,161.016949,0.157554,0.86991,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.25627,False,False,1700.718,502.119,2.046,2.114,1.704902492268217,2.6251511885610435,1.0567405286503715,1.7989241440475463,0.163821388743451,0.7005047808241185,0.2724286727542919,0.4100687184454364,True,0.9781461944235116,False,False,v2
