family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,309,179,19,11,0.061488673139158574,0.061452513966480445,-3.6159172678129625e-05,1.0,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,309,179,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,309,179,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
