family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,633,347,163,92,0.2575039494470774,0.26512968299711814,0.007625733550040759,0.8194959612307722,0.8194959612307722,0.35000000000000003,True,980,980
