metric,population,n_conf,n_spur,p,auc,auc_lo,auc_hi,min_detectable_auc
astrometric_gof_al,all-65,633,347,0.5520512274594764,0.4885249782609685,0.4510322056353033,0.5265141064688983,0.5750000000000001
astrometric_gof_al,in-list,633,347,0.5520512274594764,0.4885249782609685,0.45135840492417517,0.5273739932893544,0.5750000000000001
ruwe,all-65,633,347,0.5001732955904106,0.4869907261974678,0.4483108431102067,0.5257271762933017,0.5750000000000001
ruwe,in-list,633,347,0.5001732955904106,0.4869907261974678,0.4493308703352136,0.5254314799386299,0.5750000000000001
