kind,run_id,batch,n_ids,n_needed_fetch,n_served,n_rows,seconds,seconds_per_source,source_id,n_transits_used,verdict
source,m6_cache_20260824T181908,27,,,,75,0.024,,1.464711807899088e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,62,0.035,,4.0460989938348867e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,95,0.022,,1.0805655692568456e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,75,0.02,,1.0077358088199437e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,88,0.021,,1.7319141272475325e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,90,0.02,,1.1413132087349645e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,27,,,,88,0.017,,5.446310318525313e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,75,0.018,,5.877686693317092e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,90,0.024,,5.188536620619779e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,27,,,,75,0.025,,5.3959417595754e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,81,0.026,,4.431265205570533e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,88,0.025,,4.1294828932816123e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,88,0.025,,4.3767079840059407e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,90,0.027,,1.6835756790798548e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,27,,,,62,0.024,,2.99209099828152e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,77,0.017,,5.393820290579721e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,27,,,,81,0.018,,3.4895660650589327e+18,649.0,SPURIOUS
batch,m6_cache_20260824T181908,28,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,28,,,,115,0.022,,1.3469733883768384e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,28,,,,81,0.019,,2.1978892854198548e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,73,0.018,,2.2079077604809344e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,74,0.019,,1.822800617416961e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,95,0.024,,5.807146051670382e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,75,0.025,,6.053747543236685e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,88,0.026,,2.8558501345238016e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,81,0.037,,2.0452029188598897e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,88,0.026,,5.763977064811542e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,90,0.025,,5.335709894187446e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,28,,,,90,0.025,,1.6852612304056576e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,28,,,,4,0.02,,5.523322380682928e+18,35.0,INCONCLUSIVE
source,m6_cache_20260824T181908,28,,,,90,0.02,,6.053335599996298e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,28,,,,74,0.017,,5.813236315296174e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,74,0.019,,2.800293117642446e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,90,0.018,,6.111811480954966e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,28,,,,90,0.018,,2.0006438744202092e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,28,,,,95,0.024,,5.541715767108021e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,28,,,,95,0.02,,5.895166321182019e+18,781.0,SPURIOUS
batch,m6_cache_20260824T181908,29,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,29,,,,75,0.023,,1.7468784461418598e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,4,0.019,,6.704912963785653e+18,35.0,INCONCLUSIVE
source,m6_cache_20260824T181908,29,,,,4,0.019,,1.9906454654235187e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,29,,,,75,0.022,,1.5869498069590088e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,90,0.022,,2.1739118230332372e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,29,,,,88,0.021,,3.981295977423773e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,95,0.024,,7.461150228078597e+17,781.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,81,0.024,,4.4721641131965056e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,95,0.025,,4.7473187921807834e+17,781.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,73,0.024,,7.376405025766564e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,97,0.023,,3.3413065427815475e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,115,0.026,,2.302795682674625e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,29,,,,81,0.023,,5.954475421490093e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,75,0.023,,4.612689120926484e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,74,0.023,,5.332815704681444e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,75,0.023,,5.118716532742525e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,95,0.025,,6.404973407268787e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,95,0.024,,6.589237709111184e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,29,,,,75,0.021,,6.410599470829058e+18,597.0,SPURIOUS
batch,m6_cache_20260824T181908,30,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,30,,,,74,0.024,,1.9624761836783327e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,115,0.022,,6.803410960608216e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,30,,,,90,0.024,,4.863754045553887e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,30,,,,90,0.023,,4.5181436279052867e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,30,,,,74,0.023,,3.8198089179459343e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,95,0.024,,4.1890207993895834e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,74,0.023,,5.359871868317321e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,62,0.021,,5.933215127248292e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,88,0.023,,5.634687859004763e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,62,0.023,,4.254362164119828e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,81,0.025,,3.615078925141326e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,4,0.021,,5.240533036598133e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,30,,,,62,0.023,,5.6937955811983706e+17,515.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,115,0.026,,6.242885877007796e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,30,,,,88,0.024,,4.94213561815791e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,115,0.031,,4.2191689959052544e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,30,,,,81,0.023,,2.3091707198109245e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,81,0.022,,5.54672497029454e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,30,,,,90,0.025,,6.458838138316615e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,30,,,,73,0.023,,3.6594560047122473e+18,608.0,SPURIOUS
batch,m6_cache_20260824T181908,31,20.0,2.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,31,,,,4,0.02,,4.255577674234699e+18,9.0,INCONCLUSIVE
source,m6_cache_20260824T181908,31,,,,75,0.024,,6.511513266501987e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,115,0.026,,6.558928365420159e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,31,,,,90,0.024,,5.955618466918607e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,31,,,,73,0.024,,4.5142062424162627e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,81,0.024,,5.375530765017982e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,81,0.024,,1.3882727631025695e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,95,0.023,,3.0875096066377395e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,97,0.026,,6.760827970480285e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,77,0.022,,5.2711127313886746e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,31,,,,97,0.018,,4.357622008333543e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,81,0.023,,2.790201525044593e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,75,0.022,,6.784523000111321e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,115,0.025,,5.057064373153577e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,31,,,,75,0.02,,4.743434866083441e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,88,0.021,,4.868510429775953e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,31,,,,77,0.022,,5.276763151622673e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,31,,,,81,0.021,,1.963233437956756e+18,649.0,SPURIOUS
batch,m6_cache_20260824T181908,32,20.0,2.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,32,,,,81,0.026,,4.920760390559115e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,75,0.023,,8.005474755168324e+17,597.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,73,0.021,,5.0008459012775296e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,90,0.02,,5.25854177006465e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,32,,,,62,0.057,,5.802330779146949e+17,515.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,75,0.024,,5.942872825078312e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,90,0.025,,6.349700579783559e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,32,,,,75,0.023,,5.489502541190588e+17,597.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,81,0.023,,5.837184090862338e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,90,0.024,,6.806977570172269e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,32,,,,81,0.022,,1.7590567056516884e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,77,0.023,,6.09170295947432e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,32,,,,95,0.023,,3.236163097674579e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,95,0.024,,1.0949677628329956e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,115,0.024,,4.888385889154754e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,32,,,,81,0.022,,8.134386351735075e+17,462.0,SPURIOUS
source,m6_cache_20260824T181908,32,,,,115,0.02,,4.129880298015426e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,32,,,,74,0.019,,4.0290610646369705e+18,576.0,SPURIOUS
batch,m6_cache_20260824T181908,33,20.0,3.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,33,,,,77,0.022,,4.2611439131503555e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,33,,,,73,0.024,,2.8854993932815386e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,75,0.024,,2.911328192728836e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,73,0.023,,5.664714937442271e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,75,0.023,,5.405967656372431e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,4,0.019,,1.799040342916893e+18,27.0,INCONCLUSIVE
source,m6_cache_20260824T181908,33,,,,74,0.022,,2.1897710756672686e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,62,0.021,,7.686424355132765e+17,515.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,90,0.023,,7.109075609753111e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,33,,,,77,0.023,,4.0907184813577615e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,33,,,,97,0.024,,5.008631916742944e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,95,0.025,,1.0933985192209183e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,115,0.026,,5.858664081383082e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,33,,,,88,0.023,,4.238642107138922e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,4,0.021,,2.2177666345706819e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,33,,,,73,0.025,,6.668996931127151e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,33,,,,77,0.022,,6.354333818703871e+18,558.0,CONFIRMED
batch,m6_cache_20260824T181908,34,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,34,,,,81,0.023,,3.416706995764558e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,97,0.024,,4.3517107546473984e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,81,0.024,,1.3159475067033324e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,81,0.022,,1.9572377323248883e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,73,0.017,,5.211170273635394e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,88,0.024,,4.4667672290880164e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,4,0.015,,3.029592969088456e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,34,,,,81,0.017,,1.4617008640251223e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,88,0.017,,6.110412562862596e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,62,0.023,,1.3102480163823857e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,77,0.023,,6.628782091478194e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,34,,,,90,0.024,,3.1770274109626004e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,34,,,,81,0.023,,5.237721898914549e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,115,0.024,,6.055539472293964e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,34,,,,74,0.023,,1.273420355446356e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,77,0.023,,2.2543406862764928e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,34,,,,88,0.024,,3.075883233243117e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,34,,,,77,0.023,,1.4393394432155858e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,34,,,,62,0.02,,5.858721324714675e+18,515.0,SPURIOUS
batch,m6_cache_20260824T181908,35,20.0,2.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,35,,,,81,0.025,,4.3665007021668685e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,73,0.023,,1.4424040913593964e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,77,0.024,,6.150696671738068e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,35,,,,75,0.024,,5.120499356487487e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,62,0.022,,3.2618055642589665e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,81,0.025,,5.073554092632638e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,88,0.023,,5.859138073991077e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,97,0.02,,4.751288437122137e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,90,0.031,,4.2481995732190597e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,35,,,,4,0.019,,1.3225686282863736e+18,27.0,INCONCLUSIVE
source,m6_cache_20260824T181908,35,,,,75,0.024,,6.387647680995666e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,75,0.024,,5.649773914452646e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,81,0.024,,5.355633933885075e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,95,0.024,,2.440289474287777e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,62,0.024,,4.071380820557119e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,81,0.025,,3.482193667796615e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,81,0.023,,5.852496469609565e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,35,,,,74,0.024,,5.999921810471834e+18,576.0,SPURIOUS
batch,m6_cache_20260824T181908,36,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,36,,,,75,0.019,,7.885875077341029e+17,597.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,115,0.02,,3.5715961221862323e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,36,,,,73,0.019,,1.901235241435006e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,77,0.02,,6.858282947387193e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,36,,,,115,0.02,,4.546290270943877e+17,824.0,CONFIRMED
source,m6_cache_20260824T181908,36,,,,75,0.018,,3.7958478151080026e+17,597.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,73,0.017,,4.236844985355568e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,74,0.016,,2.0245490095985582e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,90,0.017,,6.492905956347081e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,36,,,,77,0.019,,3.1840785790327506e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,36,,,,77,0.017,,1.9872976200201464e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,36,,,,81,0.019,,4.858726803513513e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,97,0.018,,4.968789738520547e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,77,0.016,,1.9647747127434404e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,36,,,,74,0.017,,6.914785436893172e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,81,0.019,,2.2089432212565156e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,95,0.021,,2.1742047741675494e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,4,0.019,,3.140690067795625e+17,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,36,,,,62,0.019,,5.491686854165101e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,36,,,,90,0.019,,3.518458756735182e+18,558.0,CONFIRMED
batch,m6_cache_20260824T181908,37,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,37,,,,115,0.025,,4.4486806751275576e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,37,,,,73,0.022,,5.223927563458221e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,77,0.022,,6.746675954459579e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,37,,,,62,0.021,,5.589511675000873e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,75,0.021,,2.0640900933803172e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,95,0.022,,2.4794553798437053e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,4,0.018,,2.1426230893487485e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,37,,,,88,0.024,,1.972351275571839e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,81,0.025,,2.525183694781219e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,62,0.026,,2.995158395204088e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,81,0.027,,4.039744877394943e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,74,0.024,,1.6361304123125023e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,90,0.024,,6.128077106221066e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,37,,,,74,0.019,,1.0027407575579313e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,97,0.027,,4.5344160220264095e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,73,0.025,,6.456174914995923e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,97,0.027,,6.397430929301318e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,81,0.027,,4.487799344681133e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,62,0.025,,6.476435409602502e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,37,,,,97,0.027,,4.246017970343179e+18,637.0,SPURIOUS
batch,m6_cache_20260824T181908,38,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,38,,,,74,0.016,,1.3060092959784407e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,81,0.019,,1.3731907964644365e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,88,0.019,,5.848928146394434e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,88,0.02,,2.9378592365106227e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,75,0.016,,4.47733834621372e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,74,0.021,,4.780527749839871e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,73,0.021,,5.551971358728458e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,90,0.022,,2.2322049058693962e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,38,,,,88,0.023,,2.0041759481361114e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,81,0.022,,5.874328960960829e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,81,0.02,,1.2708205945628017e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,95,0.025,,3.4204335842675333e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,115,0.024,,4.94054551818589e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,38,,,,4,0.015,,2.0342914041703808e+18,26.0,INCONCLUSIVE
source,m6_cache_20260824T181908,38,,,,75,0.017,,2.5946804962441856e+17,597.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,77,0.018,,1.546979535634043e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,38,,,,75,0.015,,4.220988103536976e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,38,,,,90,0.017,,5.540535956775983e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,38,,,,74,0.017,,5.764337356707279e+18,576.0,SPURIOUS
batch,m6_cache_20260824T181908,39,20.0,2.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,39,,,,90,0.018,,3.575889826788545e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,88,0.02,,5.619616406455084e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,39,,,,4,0.014,,2.1209429190716052e+18,27.0,INCONCLUSIVE
source,m6_cache_20260824T181908,39,,,,77,0.021,,1.7652823122869033e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,81,0.021,,2.176888956917121e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,39,,,,77,0.019,,6.541556592801137e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,97,0.019,,4.3960435831760845e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,39,,,,77,0.017,,5.953913841603514e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,77,0.016,,5.962264499334787e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,77,0.017,,5.473082636385878e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,73,0.017,,1.8250023207591224e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,39,,,,115,0.02,,5.226674761983826e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,115,0.017,,5.374933356545154e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,74,0.018,,1.6825188078875105e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,39,,,,115,0.017,,4.4025267160507187e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,77,0.017,,4.5805707370156513e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,39,,,,4,0.015,,3.3510779369767496e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,39,,,,88,0.017,,2.1012401173827284e+18,702.0,SPURIOUS
batch,m6_cache_20260824T181908,40,20.0,2.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,40,,,,115,0.026,,5.140841077515933e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,40,,,,81,0.024,,1.5026115957505725e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,4,0.018,,5.602760132982139e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,40,,,,4,0.015,,3.1122864826983793e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,40,,,,88,0.017,,6.742294434981882e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,90,0.017,,4.1934231065086587e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,40,,,,81,0.017,,7.277240759256187e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,115,0.02,,3.8902328739279974e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,40,,,,4,0.015,,6.346103286976027e+18,26.0,INCONCLUSIVE
source,m6_cache_20260824T181908,40,,,,90,0.019,,4.741744809335903e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,40,,,,90,0.018,,4.4010909256588524e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,40,,,,81,0.018,,3.064258131163403e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,74,0.017,,4.5444839063947407e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,88,0.018,,4.299945614081803e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,81,0.017,,1.1065157273028941e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,77,0.017,,5.341695601100253e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,40,,,,74,0.015,,4.838625497574749e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,40,,,,97,0.018,,5.337911356971993e+18,637.0,SPURIOUS
batch,m6_cache_20260824T181908,41,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,41,,,,74,0.019,,4.81069133952031e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,81,0.018,,4.975775318180804e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,73,0.022,,6.382964925397171e+18,608.0,SPURIOUS
