kind,run_id,batch,n_ids,n_needed_fetch,n_served,n_rows,seconds,seconds_per_source,source_id,n_transits_used,verdict
source,m6_cache_20260824T181908,13,,,,62,0.021,,1.5600772273794056e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,81,0.02,,4.320637632685061e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,81,0.021,,5.882914875430922e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,97,0.023,,4.2600799982138936e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,81,0.022,,5.614692759035676e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,88,0.019,,1.869118674294139e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,88,0.022,,1.955406426990652e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,90,0.023,,4.41708116198063e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,13,,,,81,0.02,,1.0071852970911498e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,115,0.023,,2.9959618976855173e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,13,,,,88,0.024,,4.3435577084319775e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,13,,,,4,0.017,,1.9087766843134438e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,13,,,,81,0.022,,6.344197627166228e+18,649.0,SPURIOUS
batch,m6_cache_20260824T181908,14,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,14,,,,97,0.027,,6.005844776519053e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,97,0.024,,1.9893120713884045e+17,637.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,81,0.026,,2.91285713236734e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,75,0.026,,5.547414810758429e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,77,0.027,,2.1166496010426532e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,14,,,,95,0.025,,2.1703622215307464e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,97,0.026,,6.09295498967582e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,88,0.024,,2.542287113548084e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,62,0.022,,5.005110352796334e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,75,0.024,,2.661432220757939e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,62,0.022,,5.306169796288923e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,88,0.023,,4.0976028972299643e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,77,0.024,,2.020361382098933e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,14,,,,74,0.024,,4.5783989266731873e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,81,0.024,,1.995058424068417e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,81,0.024,,7.609181215146903e+17,462.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,81,0.023,,1.527562950559195e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,14,,,,4,0.02,,2.3193631282569715e+17,26.0,INCONCLUSIVE
source,m6_cache_20260824T181908,14,,,,73,0.025,,2.018177545831528e+18,608.0,SPURIOUS
batch,m6_cache_20260824T181908,15,20.0,2.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,15,,,,81,0.026,,1.9249853110714138e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,97,0.02,,4.979419782578885e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,75,0.025,,2.860763370952208e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,74,0.024,,2.1206741915581862e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,62,0.021,,1.4156125964678154e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,74,0.021,,5.273767326031324e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,95,0.023,,1.4220440222315023e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,81,0.023,,1.9667262428023311e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,77,0.02,,5.049243375146501e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,15,,,,88,0.022,,2.3623460227080054e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,90,0.024,,2.0259679593667215e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,15,,,,95,0.022,,2.1681443304793871e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,90,0.024,,2.674148450690145e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,15,,,,4,0.019,,4.391491467595798e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,15,,,,90,0.019,,5.968984130270654e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,15,,,,81,0.019,,5.35183371676918e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,75,0.021,,6.481502062263141e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,15,,,,62,0.023,,4.1601130925318676e+18,515.0,SPURIOUS
batch,m6_cache_20260824T181908,16,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,16,,,,62,0.023,,5.375715865227179e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,74,0.023,,6.002781674574739e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,81,0.021,,2.6392792948410266e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,62,0.022,,3.012871287009431e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,115,0.018,,4.163244158035805e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,16,,,,97,0.018,,1.6200571328621832e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,115,0.026,,1.0123060319786936e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,16,,,,74,0.023,,5.301976396358297e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,73,0.024,,3.3169431174567767e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,73,0.022,,4.9312066143522854e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,74,0.02,,6.362128458495488e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,88,0.024,,2.7132246086099103e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,73,0.019,,1.579254496872812e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,77,0.017,,3.4030560735735644e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,16,,,,4,0.018,,5.327387312665407e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,16,,,,73,0.023,,5.260402384238267e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,62,0.022,,1.6445970985225705e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,81,0.023,,1.0288871140020824e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,88,0.025,,4.77905313294777e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,16,,,,88,0.025,,5.852017396147657e+18,702.0,SPURIOUS
batch,m6_cache_20260824T181908,17,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,17,,,,77,0.017,,4.783369128404126e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,17,,,,88,0.018,,5.74698908615071e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,90,0.022,,4.244641244347007e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,17,,,,77,0.02,,3.043517631015173e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,17,,,,81,0.023,,6.542671158289237e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,73,0.024,,5.239439645324648e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,81,0.024,,3.689702981204133e+17,462.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,95,0.024,,5.608603320027492e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,74,0.024,,4.567626628997731e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,95,0.024,,5.853552348740097e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,95,0.025,,5.854275999140479e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,88,0.025,,7.86876461476351e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,77,0.022,,6.421217935657933e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,17,,,,115,0.032,,4.949078553050935e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,17,,,,81,0.023,,3.382203461893842e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,62,0.021,,1.0762022948005748e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,81,0.024,,1.0860059141357044e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,73,0.022,,6.877422215014646e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,17,,,,115,0.024,,4.804478927024065e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,17,,,,88,0.021,,1.9798348222809e+18,702.0,SPURIOUS
batch,m6_cache_20260824T181908,18,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,18,,,,77,0.022,,9.898925561667378e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,18,,,,62,0.018,,4.465420396063545e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,73,0.023,,5.796742369569613e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,88,0.021,,4.827670204234557e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,95,0.024,,5.804037869732077e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,88,0.018,,1.1124979338692992e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,81,0.021,,4.970585103570821e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,90,0.021,,5.32564324670945e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,18,,,,88,0.021,,8.11943986554771e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,90,0.023,,3.2091149741924895e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,18,,,,97,0.021,,6.259582820065293e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,95,0.021,,1.9787000962402824e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,90,0.02,,1.4318253807515448e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,18,,,,77,0.022,,1.0610341195789295e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,18,,,,90,0.024,,1.6865431922441738e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,18,,,,62,0.021,,4.312158606986263e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,4,0.019,,5.941516646164195e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,18,,,,75,0.022,,5.839182174066052e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,18,,,,75,0.022,,1.470687722314941e+18,597.0,SPURIOUS
batch,m6_cache_20260824T181908,19,20.0,2.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,19,,,,90,0.024,,1.5911951244316872e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,19,,,,62,0.023,,1.830559870977294e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,81,0.025,,5.030092871887678e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,74,0.021,,2.0617455179724564e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,75,0.022,,2.1658180430581524e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,75,0.02,,1.1057328063013504e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,90,0.021,,4.5766786376546186e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,19,,,,62,0.026,,4.585121443844723e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,77,0.021,,4.807307558125609e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,19,,,,75,0.018,,5.249726023273496e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,81,0.02,,5.88232268540002e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,74,0.021,,4.814513516815694e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,75,0.021,,1.816676784309547e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,62,0.019,,4.486205735675856e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,90,0.021,,7.473620751519401e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,19,,,,73,0.02,,2.7709293195935933e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,95,0.021,,1.002301472598253e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,19,,,,75,0.02,,3.63391026079028e+18,597.0,SPURIOUS
batch,m6_cache_20260824T181908,20,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,20,,,,97,0.018,,5.879292706186248e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,88,0.018,,1.386979565629463e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,73,0.021,,4.299209761617594e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,62,0.019,,6.081932321190957e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,95,0.022,,4.1216201182188657e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,115,0.025,,2.231278532962626e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,20,,,,115,0.02,,6.05491433123551e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,20,,,,81,0.022,,1.9952230415720492e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,97,0.022,,1.1320739094467884e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,81,0.023,,4.841938639690902e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,88,0.022,,6.416572288572865e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,95,0.026,,4.258404346796583e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,73,0.021,,5.335019710119629e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,74,0.017,,1.260782225197846e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,73,0.017,,1.4990935364989366e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,81,0.022,,2.963110964149213e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,77,0.023,,5.833240035272613e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,20,,,,74,0.024,,1.3873093804622927e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,62,0.022,,6.9006735186849e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,20,,,,90,0.022,,4.207603581066195e+17,558.0,CONFIRMED
batch,m6_cache_20260824T181908,21,20.0,3.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,21,,,,77,0.018,,6.898820601071897e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,21,,,,90,0.022,,1.8279552653876316e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,21,,,,115,0.025,,3.046199756491004e+17,824.0,CONFIRMED
source,m6_cache_20260824T181908,21,,,,95,0.028,,4.929923514307259e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,73,0.022,,4217146784087552.0,608.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,75,0.019,,2.3145950917068554e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,62,0.017,,1.345279281476996e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,90,0.022,,5.648541293198449e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,21,,,,90,0.026,,3.105216726008353e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,21,,,,81,0.022,,5.039979680444075e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,62,0.022,,5.280078282257211e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,97,0.023,,5.32724056222103e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,73,0.022,,3.1929790569391647e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,81,0.021,,5.297942533074788e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,95,0.025,,1.7182215653494743e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,88,0.018,,2.0842476419155679e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,21,,,,73,0.055,,1.6326020107789317e+18,608.0,SPURIOUS
batch,m6_cache_20260824T181908,22,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,22,,,,97,0.026,,6.402842656814093e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,77,0.024,,2.001271420686638e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,22,,,,88,0.029,,1.8706486490317353e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,115,0.027,,2.1802593380158008e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,22,,,,73,0.023,,3.220802202984672e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,90,0.02,,4.568846026050648e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,22,,,,62,0.017,,5.560274870544003e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,90,0.028,,4.509011462269158e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,22,,,,88,0.026,,3.025192242511544e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,4,0.016,,2.1951250788150298e+18,27.0,INCONCLUSIVE
source,m6_cache_20260824T181908,22,,,,62,0.021,,4.987982091940017e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,90,0.025,,6.39857936919648e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,22,,,,95,0.019,,5.01797927740764e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,73,0.02,,2.164564290565627e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,97,0.024,,5.465606094755545e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,97,0.026,,5.780469460033567e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,73,0.024,,2.7606112319678592e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,73,0.022,,5.551721499020539e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,22,,,,81,0.032,,3.562859475806266e+18,462.0,SPURIOUS
batch,m6_cache_20260824T181908,23,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,23,,,,88,0.022,,5.432734755857834e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,81,0.025,,1.2775541412095347e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,62,0.024,,5.23572360526063e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,95,0.02,,4.800186124391956e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,97,0.02,,5.825458864532228e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,95,0.02,,5.541388898616068e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,115,0.022,,5.541879147666575e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,23,,,,90,0.022,,3.1817601213251594e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,23,,,,81,0.027,,1.985420517450487e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,75,0.025,,5.207982858145913e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,115,0.025,,1.3023443144850941e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,23,,,,95,0.022,,1.4795981989063503e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,88,0.021,,4.2325214951734195e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,90,0.02,,4.505797933387041e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,23,,,,90,0.021,,1.8432883973747978e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,23,,,,90,0.02,,1.9197757218980987e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,23,,,,81,0.028,,7.247760447328982e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,62,0.02,,5.92921173667289e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,23,,,,4,0.024,,5.71588342547036e+18,26.0,INCONCLUSIVE
source,m6_cache_20260824T181908,23,,,,97,0.022,,2.7687827980176097e+18,637.0,SPURIOUS
batch,m6_cache_20260824T181908,24,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,24,,,,77,0.026,,4.5492793576413317e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,24,,,,81,0.018,,5.272185575478187e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,74,0.018,,6.396515414073046e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,73,0.02,,7.24882972238781e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,74,0.019,,4.594177811881883e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,74,0.025,,5.441099634163762e+17,576.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,88,0.026,,4.604635095175049e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,81,0.024,,5.548810022279673e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,97,0.025,,4.0371146094742354e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,88,0.026,,2.078698617187818e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,74,0.024,,5.056341581697159e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,62,0.024,,2.0763680648589586e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,77,0.031,,3.2309096998359665e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,24,,,,115,0.027,,2.0471803948379558e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,24,,,,81,0.019,,5.39586984896879e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,75,0.016,,2.927550868333231e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,75,0.015,,2.2012391151005325e+17,597.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,115,0.017,,4.771965887154021e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,24,,,,62,0.017,,5.469275298200318e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,24,,,,97,0.017,,4.2413123011030943e+18,637.0,SPURIOUS
batch,m6_cache_20260824T181908,25,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,25,,,,4,0.017,,4.777062772088123e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,25,,,,62,0.018,,5.761922554295015e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,81,0.021,,5.390746017378194e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,81,0.027,,4.608282896798204e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,4,0.017,,2.1928765088192184e+18,35.0,INCONCLUSIVE
source,m6_cache_20260824T181908,25,,,,90,0.041,,1.5296901276015585e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,25,,,,88,0.026,,4.524807699152454e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,77,0.027,,1.0067308208312956e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,25,,,,75,0.019,,1.478956187196952e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,81,0.021,,5.298959130301467e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,75,0.018,,4.644097327774734e+17,597.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,88,0.019,,2.1416070031659684e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,90,0.017,,4.921951024213463e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,25,,,,97,0.017,,6.14053079338606e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,88,0.017,,5.945213238601718e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,90,0.017,,5.206819403045075e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,25,,,,97,0.021,,5.275668450356758e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,73,0.016,,5.386599789094748e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,25,,,,115,0.018,,5.25800812898149e+18,824.0,CONFIRMED
batch,m6_cache_20260824T181908,26,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,26,,,,88,0.025,,4.0716818462204626e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,75,0.019,,3.551239802564598e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,115,0.024,,3.56220794644739e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,26,,,,115,0.024,,6.455095503816097e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,26,,,,73,0.022,,4.917506866933336e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,81,0.021,,4.0374275923563643e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,73,0.021,,4.721434909721794e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,81,0.02,,5.223720271157843e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,115,0.026,,4.0471459350142013e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,26,,,,81,0.029,,1.1922900724931932e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,88,0.026,,6.85273213165478e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,62,0.023,,2.000590857343031e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,88,0.025,,3.1539318943466957e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,4,0.02,,6.849244583851074e+18,9.0,INCONCLUSIVE
source,m6_cache_20260824T181908,26,,,,81,0.024,,5.3665127811056e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,74,0.018,,6.649484280525524e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,75,0.019,,1.8346089900295332e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,26,,,,90,0.018,,4.737861579080696e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,26,,,,90,0.018,,2.0046879812680822e+18,558.0,CONFIRMED
batch,m6_cache_20260824T181908,27,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,27,,,,75,0.028,,5.655052704135369e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,81,0.02,,5.108679430398024e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,27,,,,73,0.02,,5.938730445019007e+18,608.0,SPURIOUS
