family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,221,667,60,172,0.27149321266968324,0.25787106446776614,-0.013622148201917095,0.7239330496469378,0.7239330496469378,0.4,True,981,888
