family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,113,327,6,17,0.05309734513274336,0.05198776758409786,-0.0011095775486455045,1.0,0.15000000000000002,True,489,981,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,113,327,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,489,981,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,113,327,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,489,981,1.0
