metric,population,n_conf,n_spur,p,auc,auc_lo,auc_hi,min_detectable_auc
astrometric_gof_al,all-65,245,735,0.36744535260960043,0.48079411356379287,0.4379339164237123,0.5225110370678884,0.5750000000000001
astrometric_gof_al,in-list,245,735,0.36744535260960043,0.48079411356379287,0.43850006941552133,0.5240830209634874,0.5750000000000001
ruwe,all-65,245,735,0.4242319736279587,0.4829709843120922,0.44071983895599054,0.5248763015410245,0.5750000000000001
ruwe,in-list,245,735,0.4242319736279587,0.4829709843120922,0.4406486186311259,0.5240616409829237,0.5750000000000001
