family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,116,372,6,24,0.05172413793103448,0.06451612903225806,0.01279199110122358,0.8248683090888385,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,116,372,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,116,372,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
