family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,245,735,69,186,0.2816326530612245,0.2530612244897959,-0.02857142857142858,0.4006513113803161,0.4006513113803161,0.4,True,980,980
