family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,219,668,63,155,0.2876712328767123,0.23203592814371257,-0.05563530473299974,0.10383404827496995,0.10383404827496995,0.4,True,981,887
