family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,103,330,7,20,0.06796116504854369,0.06060606060606061,-0.007355104442483079,0.8160377352113903,0.2,True,489,981,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,103,330,0,0,0.0,0.0,0.0,1.0,0.2,True,489,981,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,103,330,0,0,0.0,0.0,0.0,1.0,0.2,True,489,981,1.0
