source_id,ra,dec,w4mpro,n3_neighbours_60as,n3_neighbours_w4bright_60as,n3_density_deg2,n3_neighbours_suazored_60as,n3_density_w4bright_deg2,n3_density_suazored_deg2,n3_p_chance_3p25as,n3_p_chance_1as,glat
189486952011914496,83.8136576073405,37.0868748128164,8.184,24,2,27501.974166279513,1,2291.831180523293,1145.9155902616465,0.0058508721450527545,0.0005554012631419081,2.481198886658811
205800337313384448,76.00293575546853,44.85034499230452,7.209,28,15,32085.6365273261,6,17188.733853924696,6875.493541569878,0.043056010745425755,0.004157998154890041,2.094363292074633
216549472221300992,55.06156889265733,31.456800668588453,7.629,1,1,1145.9155902616465,1,1145.9155902616465,1145.9155902616465,0.002929727724797049,0.00027773920110285566,-18.93135854926491
216701544127953536,56.30025725042049,32.19474335152563,6.402,21,13,24064.227395494574,8,14896.902673401404,9167.324722093172,0.03742410223770931,0.0036045988905251125,-17.692019802069556
217188112383909120,57.67981286909673,33.35391545709071,8.441,22,1,25210.14298575622,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-16.057616431570626
217414650433979136,54.975840252762815,32.39457383806936,7.949,12,3,13750.987083139757,1,3437.746770784939,1145.9155902616465,0.008763458407512137,0.0008329862075416861,-18.249132027927203
217420147990826752,55.01932079460268,32.528622128181325,7.715,12,11,13750.987083139757,4,12605.07149287811,4583.662361046586,0.03175904822325948,0.0030508920967073916,-18.12181062647734
217459588675462656,55.43127838289131,32.412056865050545,7.978,9,1,10313.240312354817,1,1145.9155902616465,1145.9155902616465,0.002929727724797049,0.00027773920110285566,-17.99302146298731
219245818333825664,61.48821708098444,36.06890982611251,7.313,19,13,21772.396214971282,3,14896.902673401404,3437.746770784939,0.03742410223770931,0.0036045988905251125,-11.946815409060074
219268220880783360,61.11463340120041,36.33159151750867,7.555,9,3,10313.240312354817,0,3437.746770784939,0.0,0.008763458407512137,0.0008329862075416861,-11.959606036785342
219535982027057408,60.38913268072776,36.79798485467513,7.222,19,6,21772.396214971282,2,6875.493541569878,2291.831180523293,0.017450118611764154,0.0016652785490612887,-12.008805359508843
220182293002579456,59.48835953315277,36.69305078198953,7.272,24,12,27501.974166279513,3,13750.987083139757,3437.746770784939,0.0345957305839637,0.0033277839454767255,-12.56842811002616
220335674873600000,59.704797942004674,37.108447343947326,6.507,19,14,21772.396214971282,3,16042.81826366305,3437.746770784939,0.04024418753260495,0.0038813369532118003,-12.142794115637276
220446240215342336,58.94983896568532,37.26404182199781,8.141,12,4,13750.987083139757,2,4583.662361046586,2291.831180523293,0.011667511585247703,0.0011104940557207232,-12.423117810324271
225198295109397248,61.77558612315251,35.95660780223829,8.056,21,1,24064.227395494574,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-11.869715722196698
240152890198411904,45.86513674653379,41.76921452377392,8.441,21,1,24064.227395494574,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-14.65005042883283
247685133264868352,61.76677985180502,50.82483872762428,8.379,32,8,36669.29888837269,5,9167.324722093172,5729.577951308232,0.023198892343903377,0.0022197549143936346,-0.9187794565123751
251272599185908224,58.25279931032211,51.24240687987413,7.836,24,5,27501.974166279513,3,5729.577951308232,3437.746770784939,0.014563056677874053,0.001387924829091669,-2.0446606006766257
251638800979951872,58.90785265261293,51.31508313402543,8.288,27,6,30939.720937064452,3,6875.493541569878,3437.746770784939,0.017450118611764154,0.0016652785490612887,-1.7274384762010473
252058853079711872,58.74197081781245,53.433363811671526,7.271,21,9,24064.227395494574,3,10313.240312354817,3437.746770784939,0.026060653630615938,0.0024968776025399153,-0.16450014252803702
254922634193672448,74.14656395029108,47.357038353494026,7.149,31,13,35523.38329811104,2,14896.902673401404,2291.831180523293,0.03742410223770931,0.0036045988905251125,2.6233216020131893
258443098626568576,68.49061692076287,48.91817476531371,8.264,23,5,26356.05857601787,0,5729.577951308232,0.0,0.014563056677874053,0.001387924829091669,0.7765441033834849
271495091923795072,64.96807323798787,50.88327448720268,6.804,21,9,24064.227395494574,2,10313.240312354817,2291.831180523293,0.026060653630615938,0.0024968776025399153,0.5115811589970611
271889438640757248,64.4433262113923,52.3310187294836,8.096,27,5,30939.720937064452,1,5729.577951308232,1145.9155902616465,0.014563056677874053,0.001387924829091669,1.3174554975224797
272101811883235584,67.81480448547187,52.79389099605829,8.194,22,1,25210.14298575622,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,3.10436437381211
275445774638815872,65.98360896750063,53.949273226940406,8.044,28,4,32085.6365273261,2,4583.662361046586,2291.831180523293,0.011667511585247703,0.0011104940557207232,3.116250827635569
275542836603642496,66.9361929206012,54.71587547184795,8.29,27,1,30939.720937064452,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,4.048677455661415
310640179768135936,19.59903516219142,31.95232136376459,8.486,17,1,19480.565034447987,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-30.571555354213896
321869453367182080,19.81049423598867,37.32872805215158,8.163,9,1,10313.240312354817,1,1145.9155902616465,1145.9155902616465,0.002929727724797049,0.00027773920110285566,-25.21316340366125
349126552778518144,27.498660386449178,42.689033055414136,8.713,16,0,18334.649444186343,0,0.0,0.0,0.0,0.0,-18.891565465360703
354428986259904640,36.6860854124105,48.24382033277042,8.342,18,1,20626.480624709635,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-11.65549792385295
380829080780995456,9.239164694453542,40.74624723334097,8.63,21,1,24064.227395494574,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-22.04230418326783
381119493583484672,9.965223285399942,40.38037925360926,8.369,20,2,22918.311805232926,0,2291.831180523293,0.0,0.0058508721450527545,0.0005554012631419081,-22.437753426628518
408225234052092288,28.2714498759682,53.67129975357648,8.505,19,6,21772.396214971282,1,6875.493541569878,1145.9155902616465,0.017450118611764154,0.0016652785490612887,-8.101618840502711
410183017584971904,18.61787466501292,52.61588101613702,8.422,29,3,33231.552117587744,1,3437.746770784939,1145.9155902616465,0.008763458407512137,0.0008329862075416861,-10.097140247397684
412260716605216896,23.01533661113396,55.70739238122126,8.291,20,9,22918.311805232926,3,10313.240312354817,3437.746770784939,0.026060653630615938,0.0024968776025399153,-6.710884256232097
414663218229795584,11.452371138832412,49.7117249981686,8.783,17,0,19480.565034447987,0,0.0,0.0,0.0,0.0,-13.149813907088841
416959312041689984,10.981547294468193,52.84803404934455,8.844,16,0,18334.649444186343,0,0.0,0.0,0.0,0.0,-10.006919822310715
417703062949315072,12.132069776103624,55.69048115232031,8.619,19,7,21772.396214971282,2,8021.409131831525,2291.831180523293,0.020328722240263386,0.0019425552370303523,-7.178934189150415
417742641063196928,10.262259969917656,53.4837515666956,8.552,19,2,21772.396214971282,2,2291.831180523293,2291.831180523293,0.0058508721450527545,0.0005554012631419081,-9.356407315273726
418683208844394880,8.16392559083448,56.305712643655205,8.473,23,4,26356.05857601787,3,4583.662361046586,3437.746770784939,0.011667511585247703,0.0011104940557207232,-6.470475387501447
418711688764811904,9.303505626817806,56.093139321679296,8.901,28,1,32085.6365273261,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-6.723460831584774
421554029404145408,5.849537849824253,56.54346502731133,8.733,21,4,24064.227395494574,2,4583.662361046586,2291.831180523293,0.011667511585247703,0.0011104940557207232,-6.1168988344885395
422065714626840064,4.676150808073603,57.9408886275243,8.634,21,2,24064.227395494574,1,2291.831180523293,1145.9155902616465,0.0058508721450527545,0.0005554012631419081,-4.654294189973837
423322529440275968,0.3644523337655464,59.99180429860119,7.643,22,9,25210.14298575622,2,10313.240312354817,2291.831180523293,0.026060653630615938,0.0024968776025399153,-2.275296670861791
423618469869598336,14.122845725870794,56.53268043521353,7.864,26,15,29793.80534680281,0,17188.733853924696,0.0,0.043056010745425755,0.004157998154890041,-6.332191793357213
423691273846258944,12.531141574234654,55.61488259647595,8.526,35,12,40107.04565915762,0,13750.987083139757,0.0,0.0345957305839637,0.0033277839454767255,-7.256390726035833
423696363393261824,12.25978118965549,55.71858433060456,8.419,26,5,29793.80534680281,1,5729.577951308232,1145.9155902616465,0.014563056677874053,0.001387924829091669,-7.151580067859111
423828850239308928,13.2870030615043,56.86893121613174,7.434,22,14,25210.14298575622,1,16042.81826366305,1145.9155902616465,0.04024418753260495,0.0038813369532118003,-6.002038646638158
423849401666835840,12.401050596730975,56.54000854384962,7.69,21,8,24064.227395494574,2,9167.324722093172,2291.831180523293,0.023198892343903377,0.0022197549143936346,-6.330836011145847
423849573460173824,12.370376093537487,56.56699854988817,8.803,27,1,30939.720937064452,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-6.303721570000409
424095206931206656,15.689023706995108,57.25889038187631,8.291,28,11,32085.6365273261,3,12605.07149287811,3437.746770784939,0.03175904822325948,0.0030508920967073916,-5.579074706692373
424205024956963712,13.348766787660828,56.97933636138509,8.556,20,8,22918.311805232926,1,9167.324722093172,1145.9155902616465,0.023198892343903377,0.0022197549143936346,-5.891395032982321
425209257032248576,12.3455661368293,58.74641553097721,8.677,16,4,18334.649444186343,0,4583.662361046586,0.0,0.011667511585247703,0.0011104940557207232,-4.12426748462939
425565842397684352,9.746550096568557,60.02327186947585,8.551,22,7,25210.14298575622,3,8021.409131831525,3437.746770784939,0.020328722240263386,0.0019425552370303523,-2.8108374380418466
425729871483530240,15.032406275013406,58.793196410136346,8.378,30,5,34377.46770784939,0,5729.577951308232,0.0,0.014563056677874053,0.001387924829091669,-4.059507617163682
425775810455685632,16.986466589944175,58.83893862860583,7.817,21,6,24064.227395494574,0,6875.493541569878,0.0,0.017450118611764154,0.0016652785490612887,-3.9642257567905452
426167618852849920,16.898818796774385,59.28957556916667,8.403,23,2,26356.05857601787,1,2291.831180523293,1145.9155902616465,0.0058508721450527545,0.0005554012631419081,-3.517360014995403
426207025170131456,16.783663626894132,59.5698141139828,7.002,29,15,33231.552117587744,0,17188.733853924696,0.0,0.043056010745425755,0.004157998154890041,-3.241284869241252
426617280451156352,15.786642066820267,61.043254047488674,8.195,20,3,22918.311805232926,0,3437.746770784939,0.0,0.008763458407512137,0.0008329862075416861,-1.7962684105060367
426617353471477248,15.737311974338194,61.06847178921184,8.377,15,2,17188.733853924696,1,2291.831180523293,1145.9155902616465,0.0058508721450527545,0.0005554012631419081,-1.7721527233724217
426737303316086528,12.209055834086987,59.30464163898562,8.211,20,3,22918.311805232926,0,3437.746770784939,0.0,0.008763458407512137,0.0008329862075416861,-3.5654278744223613
426749290564433024,12.238925691709744,59.55533037876324,7.264,23,6,26356.05857601787,1,6875.493541569878,1145.9155902616465,0.017450118611764154,0.0016652785490612887,-3.3149016253262933
426757506843340416,12.645089668283616,59.54271234920474,8.592,20,3,22918.311805232926,0,3437.746770784939,0.0,0.008763458407512137,0.0008329862075416861,-3.3288563942590663
427673125151565696,10.311419652156223,62.21308155452304,7.925,25,6,28647.88975654116,2,6875.493541569878,2291.831180523293,0.017450118611764154,0.0016652785490612887,-0.6351631846630015
427700333763047936,9.795714693412744,62.59510469859707,8.508,23,5,26356.05857601787,1,5729.577951308232,1145.9155902616465,0.014563056677874053,0.001387924829091669,-0.2430976957378859
428366745188850304,4.456251038831253,59.87734774434652,8.047,29,14,33231.552117587744,6,16042.81826366305,6875.493541569878,0.04024418753260495,0.0038813369532118003,-2.7193202741396996
428417043541865728,8.516675265770585,59.2750312965384,8.381,27,15,30939.720937064452,6,17188.733853924696,6875.493541569878,0.043056010745425755,0.004157998154890041,-3.5217718126651794
428614680758224384,8.149963786496121,60.71135492546365,8.159,20,13,22918.311805232926,1,14896.902673401404,1145.9155902616465,0.03742410223770931,0.0036045988905251125,-2.0761137177388167
428664575404376320,7.676316758443188,60.7621507107103,8.494,22,1,25210.14298575622,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-2.0076900785620455
428764184283676544,5.248746396543078,60.32556217782317,8.457,35,22,40107.04565915762,6,25210.14298575622,6875.493541569878,0.06250945930247154,0.006092476250829093,-2.323597613378166
428900622501544192,5.614167195412685,61.0155277006124,8.586,22,8,25210.14298575622,1,9167.324722093172,1145.9155902616465,0.023198892343903377,0.0022197549143936346,-1.6588298936107575
428952578731027200,5.20598991772248,61.500126458240366,8.58,17,6,19480.565034447987,0,6875.493541569878,0.0,0.017450118611764154,0.0016652785490612887,-1.1548173382665234
428969719934784768,4.134582504675356,59.058835062434326,8.962,19,6,21772.396214971282,2,6875.493541569878,2291.831180523293,0.017450118611764154,0.0016652785490612887,-3.508898727773314
429111252000753408,4.3146059605835605,59.84756800353061,8.302,28,1,32085.6365273261,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-2.7395046313629745
429138086956185088,3.803135598199849,60.24229047720511,7.907,17,8,19480.565034447987,0,9167.324722093172,0.0,0.023198892343903377,0.0022197549143936346,-2.313660187801185
429140079811143296,3.6266093851243046,60.22615493133274,7.997,21,6,24064.227395494574,1,6875.493541569878,1145.9155902616465,0.017450118611764154,0.0016652785490612887,-2.317227414705888
429240680832402048,2.835172268077007,60.84550976032415,7.786,28,18,32085.6365273261,0,20626.480624709635,0.0,0.05144214959357696,0.00498752080731768,-1.6468088243066066
429453986087983744,1.7155849528613656,61.3228967421686,8.533,30,6,34377.46770784939,0,6875.493541569878,0.0,0.017450118611764154,0.0016652785490612887,-1.0873461117776557
429460381304268544,1.1825120883927762,61.548035344882656,8.544,18,8,20626.480624709635,6,9167.324722093172,6875.493541569878,0.023198892343903377,0.0022197549143936346,-0.8208430590559255
429590604711470720,3.666429838646567,61.25502097251566,8.211,17,3,19480.565034447987,0,3437.746770784939,0.0,0.008763458407512137,0.0008329862075416861,-1.301645365239915
429652933278508544,3.0097851268213898,61.63582575894414,8.646,20,6,22918.311805232926,4,6875.493541569878,4583.662361046586,0.017450118611764154,0.0016652785490612887,-0.8787802839695159
430348851116412288,8.324950414006913,62.14526723671595,8.752,25,0,28647.88975654116,0,0.0,0.0,0.0,0.0,-0.6519009640646878
430484370229326464,5.699557246601833,62.12127262088305,8.348,12,1,13750.987083139757,1,1145.9155902616465,1145.9155902616465,0.002929727724797049,0.00027773920110285566,-0.5645309540709672
430512613933810432,4.993348076611,62.53696633194484,8.073,24,11,27501.974166279513,1,12605.07149287811,1145.9155902616465,0.03175904822325948,0.0030508920967073916,-0.11350361401647185
430546045945198208,6.347638800250447,62.52616562022966,8.769,17,1,19480.565034447987,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-0.1938091257675635
430575938929550336,6.381349673170243,62.76414286636874,7.555,22,12,25210.14298575622,2,13750.987083139757,2291.831180523293,0.0345957305839637,0.0033277839454767255,0.04139967518740654
430576587459764864,6.222825460733561,62.77645761717793,8.546,19,5,21772.396214971282,0,5729.577951308232,0.0,0.014563056677874053,0.001387924829091669,0.06102267401730763
430680731825890432,8.434984330035128,62.37812766540642,8.684,27,4,30939.720937064452,2,4583.662361046586,2291.831180523293,0.011667511585247703,0.0011104940557207232,-0.4231639348084329
431369270928566656,4.8353312235941335,62.91211553950128,8.18,24,5,27501.974166279513,2,5729.577951308232,2291.831180523293,0.014563056677874053,0.001387924829091669,0.26770409991731065
431821956175511040,4.847174705401954,64.05744560215244,8.06,25,7,28647.88975654116,2,8021.409131831525,2291.831180523293,0.020328722240263386,0.0019425552370303523,1.403515667002952
431998393432343552,3.5204366461977075,64.69456019881919,7.725,24,11,27501.974166279513,1,12605.07149287811,1145.9155902616465,0.03175904822325948,0.0030508920967073916,2.111884878603264
432253243911039488,2.3524860918282133,65.62704585250633,8.765,25,7,28647.88975654116,0,8021.409131831525,0.0,0.020328722240263386,0.0019425552370303523,3.108599655738937
432325365001480960,0.8657392062280553,66.09445924891727,7.863,16,9,18334.649444186343,1,10313.240312354817,1145.9155902616465,0.026060653630615938,0.0024968776025399153,3.6746113122803945
438193110662183680,40.55390725828988,47.995680700383765,8.025,20,3,22918.311805232926,1,3437.746770784939,1145.9155902616465,0.008763458407512137,0.0008329862075416861,-10.865268501069716
444233934922667008,58.27536070087198,53.738925973192174,8.222,20,1,22918.311805232926,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-0.10508069218742903
444276025602172544,58.11909162286613,53.76825279228393,8.281,17,3,19480.565034447987,1,3437.746770784939,1145.9155902616465,0.008763458407512137,0.0008329862075416861,-0.14086559539278568
449103122168914816,55.65032766588969,57.71084780520336,8.573,20,0,22918.311805232926,0,0.0,0.0,0.0,0.0,2.0967398284892647
450187820450393088,52.6003042036541,59.141696402904856,7.323,22,13,25210.14298575622,0,14896.902673401404,0.0,0.03742410223770931,0.0036045988905251125,2.316460306210631
450216034091974912,52.428212990875295,59.47400608956448,7.53,19,8,21772.396214971282,1,9167.324722093172,1145.9155902616465,0.023198892343903377,0.0022197549143936346,2.5399198169937773
450216034091976320,52.41942087256757,59.47378214592761,7.564,19,6,21772.396214971282,0,6875.493541569878,0.0,0.017450118611764154,0.0016652785490612887,2.5372013960087383
454557661915136256,42.26131700312325,56.213489753980376,8.172,24,4,27501.974166279513,1,4583.662361046586,1145.9155902616465,0.011667511585247703,0.0011104940557207232,-2.9922130564108564
454863429227709696,40.91432222140468,57.35684041447704,8.397,31,1,35523.38329811104,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,-2.2750213009081115
459972619242227584,47.60254793347112,56.53758199246641,7.536,17,2,19480.565034447987,1,2291.831180523293,1145.9155902616465,0.0058508721450527545,0.0005554012631419081,-1.3086116881979073
459980826920492544,47.78010785255736,56.66819414257991,8.14,24,9,27501.974166279513,3,10313.240312354817,3437.746770784939,0.026060653630615938,0.0024968776025399153,-1.146448978627663
460053394688513664,46.78515326549123,56.866316794517786,7.428,12,5,13750.987083139757,3,5729.577951308232,3437.746770784939,0.014563056677874053,0.001387924829091669,-1.2496348661177223
460053807005410688,46.82669572755887,56.88774985699916,7.357,8,2,9167.324722093172,0,2291.831180523293,0.0,0.0058508721450527545,0.0005554012631419081,-1.2197531847157974
460407471791326336,47.529115134707936,58.103840965814086,6.352,24,13,27501.974166279513,0,14896.902673401404,0.0,0.03742410223770931,0.0036045988905251125,0.021532110206032753
460469598497982848,47.63486693592459,58.54152683194288,7.782,16,5,18334.649444186343,1,5729.577951308232,1145.9155902616465,0.014563056677874053,0.001387924829091669,0.426960471371049
461720907150863360,48.65160468999512,58.36456691277287,7.89,24,4,27501.974166279513,0,4583.662361046586,0.0,0.011667511585247703,0.0011104940557207232,0.5486541395849467
461901884191864832,48.04025126768402,58.25270734638372,6.938,24,13,27501.974166279513,2,14896.902673401404,2291.831180523293,0.03742410223770931,0.0036045988905251125,0.28694644854534246
462173012589099776,49.19997213979799,60.2160824794621,7.603,11,5,12605.07149287811,2,5729.577951308232,2291.831180523293,0.014563056677874053,0.001387924829091669,2.272231483341919
462521832652528000,50.75649886040952,60.43984345780439,6.904,21,13,24064.227395494574,3,14896.902673401404,3437.746770784939,0.03742410223770931,0.0036045988905251125,2.8751369976195393
462552417119024000,49.8411579213804,60.38219859757361,7.589,21,11,24064.227395494574,3,12605.07149287811,3437.746770784939,0.03175904822325948,0.0030508920967073916,2.5818704113762387
462675008365799936,51.295579491021165,60.89886381953443,8.422,20,1,22918.311805232926,1,1145.9155902616465,1145.9155902616465,0.002929727724797049,0.00027773920110285566,3.403697266239562
462856603883606912,47.09679080985576,59.90047920203283,8.243,21,3,24064.227395494574,2,3437.746770784939,2291.831180523293,0.008763458407512137,0.0008329862075416861,1.461643674795886
462951501179483136,49.095147428724246,60.68969011023746,8.179,20,6,22918.311805232926,3,6875.493541569878,3437.746770784939,0.017450118611764154,0.0016652785490612887,2.6474151193396764
462963359591192576,47.91134564135082,60.34325363019241,8.304,21,6,24064.227395494574,3,6875.493541569878,3437.746770784939,0.017450118611764154,0.0016652785490612887,2.0488918585864573
462987166587681664,47.68616752701782,60.59876187826127,8.272,16,2,18334.649444186343,1,2291.831180523293,1145.9155902616465,0.0058508721450527545,0.0005554012631419081,2.2120577195256117
463021530620770816,48.62203040639564,61.032134746367866,7.923,23,7,26356.05857601787,0,8021.409131831525,0.0,0.020328722240263386,0.0019425552370303523,2.8184930371738792
463148313762333696,46.481135144384176,60.92580951589511,8.107,15,1,17188.733853924696,1,1145.9155902616465,1145.9155902616465,0.002929727724797049,0.00027773920110285566,2.2002722549121128
463178451551923328,47.67850738121604,60.77657616718978,8.354,28,8,32085.6365273261,3,9167.324722093172,3437.746770784939,0.023198892343903377,0.0022197549143936346,2.363246250741435
463331970862727552,49.14740029514773,60.89105010729284,8.531,19,1,21772.396214971282,0,1145.9155902616465,0.0,0.002929727724797049,0.00027773920110285566,2.83198144355677
463336162751360768,49.5566373111013,60.95232894869098,8.075,18,7,20626.480624709635,0,8021.409131831525,0.0,0.020328722240263386,0.0019425552370303523,2.989353691332237
463346157134545408,50.38893601136631,61.01581390092212,8.03,18,3,20626.480624709635,1,3437.746770784939,1145.9155902616465,0.008763458407512137,0.0008329862075416861,3.259992461308923
463494526785200000,51.75205768776945,61.899097360304125,8.603,14,0,16042.81826366305,0,0.0,0.0,0.0,0.0,4.35597121138937
463605474381125888,48.93462288052894,61.67352699843748,8.503,36,1,41252.96124941927,1,1145.9155902616465,1145.9155902616465,0.002929727724797049,0.00027773920110285566,3.4435760149309527
