source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro,prov
1345188052692608,43.88991754467799,2.3242530116702502,0.11089031588467115,130.50847457627117,0.1,10.018556572678362,8.826829268292684,8.10223880597015,1.0119098603598862,0.9660015,True,True,177.56325,12.693,12.562,11.093,7.711,AIP-exact
21485423574915456,40.21649295724785,8.999184344987995,0.18207798640140557,130.50847457627117,0.1,10.210905673266543,5.744444444444445,4.63974358974359,0.9397148656446656,0.96252644,True,True,195.61487,12.864,12.732,11.37,8.216,AIP-exact
65225469302220800,56.71438897122719,24.10432284781211,0.14698119821714825,201.6949152542373,0.1833324376267034,11.817556340055852,8.548818897637796,7.983088235294118,1.2243963806907023,1.0897739,True,True,133.44974,13.038,12.752,9.887,7.284,AIP-exact
65236739295987200,55.80826538420033,23.795884149961378,0.1394016588902938,150.84745762711864,0.24823268762177775,12.713736218817001,3.502258064516129,4.175769230769231,0.8566148862591081,0.9449834,True,True,171.219,14.436,14.219,11.554,8.217,AIP-exact
65294364873918080,56.29278594931714,24.392156067592783,0.12255979141612706,181.35593220338984,0.15755401855293244,11.097190657938425,10.857000000000001,6.424260355029586,0.979597215911269,0.86675483,True,True,184.34097,13.212,13.003,10.311,7.514,AIP-exact
66522377627294336,57.01249962488416,24.0012898055372,0.09716155867178343,252.54237288135593,0.21332862845930578,10.861901145324252,14.476000000000003,3.8228873239436627,0.8373987615771908,1.1295671,True,True,230.14671,13.695,13.41,9.762,7.735,AIP-exact
66783099321711360,56.728728157066,24.466451174674035,0.12373410631257797,171.18644067796612,0.19776262910622383,12.72759700655989,4.5810126582278485,4.25764705882353,1.0778357633333495,0.86404675,True,True,141.64394,13.76,13.505,10.905,7.838,AIP-exact
72265337311743744,34.74738303164307,10.982086713404204,0.025270249672093993,110.16949152542372,0.1,8.951141907126754,3.8775,7.050000000000001,0.8386737145357912,0.97003806,True,True,270.93594,12.806,12.721,12.06,7.792,AIP-exact
97338291233869952,27.6836800932037,21.301733752501164,0.10205742897757308,181.35593220338984,0.1,11.061906761139667,9.960550458715597,3.9053956834532375,1.4626112992993403,1.0726156,True,True,193.93681,13.473,13.212,11.093,8.487,AIP-exact
111132759821159424,49.55821650132807,24.631530397419255,0.19620943362713597,150.84745762711864,0.1,10.709759008800422,7.983088235294118,3.809473684210527,1.354102382691454,0.95588654,True,True,158.04858,12.702,12.508,10.892,8.099,AIP-exact
121176287440183936,54.10247468694697,30.77814877730277,0.05763052281474495,181.35593220338984,0.1,10.030621328575672,8.755645161290323,4.291304347826087,0.828962350484895,0.98915404,True,True,249.58641,13.27,13.098,10.766,8.039,AIP-exact
123825182750715264,48.05566303476134,32.413360327216786,0.07709820334593281,140.67796610169492,0.1,11.291923689602463,3.6190000000000007,3.502258064516129,0.9410510112442966,1.0155245,True,True,168.48268,13.263,13.074,11.8,8.254,AIP-exact
124559312920519040,52.74276039645791,32.284910032929965,0.1285498850540455,181.35593220338984,0.15755401855293244,11.81845977469885,7.004516129032258,3.6432885906040275,0.9158814608105598,0.9361026,True,True,194.44485,13.895,13.724,11.135,8.254,AIP-exact
170010787154922112,63.289306562288,34.203648373164576,0.08170677141844278,150.84745762711864,0.11636163857357301,10.202574166701236,4.486363636363637,3.6190000000000007,0.9173579769183933,0.96686906,True,True,295.43243,13.705,13.548,11.683,8.235,AIP-exact
178409814740773120,67.01019660181763,38.02279485878217,0.14897160260115003,161.01694915254237,0.23011983571417985,10.35880308486449,11.19278350515464,9.607964601769913,0.911158303268567,0.9435419,True,True,249.30006,13.419,13.306,10.528,7.127,AIP-exact
180964362507643136,81.14441408051816,33.090032762708525,0.0851000597628154,181.35593220338984,0.3361078268614909,11.851202851634989,8.042222222222222,7.539583333333335,0.9794374717768948,1.0130928,True,True,204.54112,14.186,14.01,10.325,7.484,AIP-exact
181186253400855680,80.40642885723793,33.58283533090806,0.0686868835548557,150.84745762711864,0.24823268762177775,10.142702836362282,5.483333333333333,4.5810126582278485,0.9477392532741917,0.96448165,True,True,275.5325,13.588,13.472,10.687,7.151,AIP-exact
181953648093076352,78.83742887555677,33.93509681970746,0.046993050189149815,161.01694915254237,0.1,8.906917477223626,11.07857142857143,9.123529411764707,0.6992783379363067,0.9452406,True,True,245.15102,12.609,12.513,10.262,7.102,AIP-exact
182041162347363840,79.67078610444726,34.43539310340615,0.176995891387238,171.18644067796612,0.14605773805564215,9.38717428818811,13.743037974683546,12.479310344827589,0.8922122613282876,0.9605033,True,True,243.24826,12.57,12.504,9.831,6.853,AIP-exact
182053836792653952,79.2388065503622,34.10946585933449,0.07979445202710825,140.67796610169492,0.26777121151983396,11.322389786827914,3.809473684210527,5.374752475247525,0.9235114572847175,0.96919787,True,True,253.92534,14.428,14.308,11.789,7.879,AIP-exact
182099226008267904,79.35377633724482,34.53472285047545,0.1897942196648046,150.84745762711864,0.31158296935278684,10.950701588960673,5.539285714285715,5.62538860103627,0.9790639860185951,1.0079067,True,True,288.27905,14.139,14.041,11.015,7.36,AIP-exact
182289956917284224,78.72389266247355,34.89436931455615,0.07526750926977124,181.35593220338984,0.15755401855293244,10.282761485163165,8.616666666666667,5.145497630331755,0.8548874852814183,0.974701,True,True,246.137,13.607,13.504,10.558,7.683,AIP-exact
182292400754039552,79.100955548714,34.75864022928033,0.15558127251475548,201.6949152542373,0.39110057471005855,11.012116541275407,5.9327868852459025,5.348275862068966,1.020576038194919,0.9703933,True,True,164.6766,13.044,12.833,8.659,5.923,AIP-exact
