source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro,prov,ecl_lat,w3_mjy,w4_mjy,w3_over_5sig_ecl,w4_over_5sig_ecl,designation_aw,ra_aw,dec_aw,w3mpro_aw,w3sigmpro_aw,w4mpro_aw,w4sigmpro_aw,w3snr_aw,w4snr_aw,w3nm_aw,w4nm_aw,w3m_aw,w4m_aw,w3flg_aw,w4flg_aw,nb_aw,na_aw,w3rchi2_aw,w4rchi2_aw,ph_qual_aw,cc_flags_aw,ext_flg_aw,var_flg_aw,sep_aw,designation_as,ra_as,dec_as,w3mpro_as,w3sigmpro_as,w4mpro_as,w4sigmpro_as,w3snr_as,w4snr_as,ph_qual_as,cc_flags_as,w3flg_as,w4flg_as,sep_as,p_chance_1as,p_chance_3p25as,cent_max_offset,cent_max_sigma,cent_note,_prov,verdict,verdict_reason,centroid_floor_arcsec
121176287440183936,54.10247468694697,30.77814877730277,0.0576305228147449,181.35593220338984,0.1,10.030621328575672,8.755645161290323,4.291304347826087,0.828962350484895,0.98915404,True,True,249.58641,13.27,13.098,10.766,8.039,AIP-exact,11.107328119724134,1.5642382895768108,5.0905193988367765,1.818881732066059,0.9426887775623659,J033624.59+304641.2,54.1024802,30.7781326,10.766,0.124,8.039,0.253,8.7,4.3,6,0,11,11,32,32,1,0,0.9163,0.9859,AABB,0000,0,110n,0.06068325118949817,J033624.58+304641.2,54.1024562,30.7781378,10.506999969482422,0.09099999815225601,7.427999973297119,0.13300000131130219,11.899999618530273,8.100000381469727,AAAB,0000,32,32.0,0.06950664893700255,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd; w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; w3flg = 32: aperture photometry is a 95% upper limit",1–2
123825182750715264,48.05566303476134,32.413360327216786,0.0770982033459328,140.67796610169492,0.1,11.291923689602465,3.6190000000000007,3.502258064516129,0.9410510112442966,1.0155245,True,True,168.48268,13.263,13.074,11.8,8.254,AIP-exact,14.005944815524643,0.603535627807678,4.1760154502766484,0.7017856137298581,0.7733361944956756,J031213.35+322448.1,48.0556649,32.4133664,11.8,0.3,8.254,0.31,3.6,3.5,0,0,11,11,0,32,1,0,0.9778,0.8448,AABB,0000,0,11nn,0.022584997333785575,J031213.35+322448.1,48.0556251,32.4133862,12.17300033569336,0.3569999933242798,8.401000022888184,0.30799999833106995,3.0,3.5,AACB,0000,0,1.0,0.14821241237303348,1.107619581164343e-06,1.1699169869872073e-05,,,,SUB-THRESHOLD,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.6, W4 S/N 3.5) — the excess is at the instrument floor, candidate I's failure mode",1–2
124559312920519040,52.74276039645791,32.284910032929965,0.1285498850540455,181.35593220338984,0.1575540185529324,11.81845977469885,7.004516129032258,3.643288590604028,0.9158814608105598,0.9361026,True,True,194.44485,13.895,13.724,11.135,8.254,AIP-exact,12.849994664085674,1.113532539329332,4.1760154502766484,1.294805278289921,0.7733361944956756,J033058.24+321705.7,52.7426847,32.2849209,11.135,0.155,8.254,0.298,7.0,3.6,3,1,12,12,1,1,1,0,1.132,1.075,AABB,0000,0,00nn,0.2336763956156457,J033058.23+321705.7,52.7426646,32.2849306,11.317999839782715,0.2029999941587448,7.494999885559082,0.12600000202655792,5.300000190734863,8.600000381469727,AABB,0000,32,1.0,0.30080641482445664,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
170010787154922112,63.289306562288,34.203648373164576,0.0817067714184427,150.84745762711864,0.116361638573573,10.202574166701236,4.486363636363637,3.6190000000000007,0.9173579769183932,0.96686906,True,True,295.43243,13.705,13.548,11.683,8.235,AIP-exact,12.819278435932338,0.6722068169243529,4.249737418133967,0.7816358336329685,0.7869884107655494,J041309.44+341213.0,63.2893535,34.2036216,11.683,0.242,8.235,0.3,4.5,3.6,0,0,12,12,1,1,1,0,0.8897,0.8873,AABB,0000,0,00nn,0.16976444580255576,J041309.44+341213.1,63.2893434,34.2036504,11.065999984741211,0.1289999932050705,8.145999908447266,0.2150000035762787,8.399999618530273,5.0,AABB,0000,1,1.0,0.1099216170008216,1.107619581164343e-06,1.1699169869872073e-05,,,,SUB-THRESHOLD,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.5, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",1–2
178409814740773120,67.01019660181763,38.02279485878217,0.14897160260115,161.01694915254237,0.2301198357141798,10.35880308486449,11.19278350515464,9.607964601769911,0.911158303268567,0.9435419,True,True,249.30006,13.419,13.306,10.528,7.127,AIP-exact,16.062116043070095,1.9476141106248899,11.791311070487001,2.264667570494058,2.1835761241642593,J042802.43+380122.2,67.0101509,38.0228389,10.528,0.097,7.127,0.113,11.2,9.6,9,7,13,13,1,1,1,0,1.728,1.701,AAAB,0000,0,0021,0.2047826198008622,J042802.43+380122.2,67.0101366,38.0228524,10.881999969482422,0.11299999803304672,7.321000099182129,0.10000000149011612,9.600000381469727,10.800000190734863,AABA,0000,0,1.0,0.2680778786348321,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
180964362507643136,81.14441408051816,33.090032762708525,0.0851000597628154,181.35593220338984,0.3361078268614909,11.851202851634987,8.042222222222222,7.539583333333335,0.9794374717768948,1.0130928,True,True,204.54112,14.186,14.01,10.325,7.484,AIP-exact,9.881715869119322,2.3480260582965267,8.487154278147726,2.7302628584843336,1.5716952366940231,J052434.64+330523.9,81.1443539,33.0899992,10.325,0.135,7.484,0.144,8.0,7.5,11,1,13,13,1,1,3,0,1.083,1.285,AABB,0000,0,011n,0.21804942173493935,J052434.65+330524.1,81.144378,33.09003,9.859999656677246,0.05700000002980232,7.303999900817871,0.11599999666213989,19.200000762939453,9.399999618530273,AAAB,0000,1,1.0,0.10927705215265736,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
181186253400855680,80.40642885723793,33.58283533090806,0.0686868835548557,150.84745762711864,0.2482326876217777,10.142702836362282,5.483333333333333,4.5810126582278485,0.9477392532741916,0.96448165,True,True,275.5325,13.588,13.472,10.687,7.151,AIP-exact,10.413421179463182,1.682297937127569,11.53352594144436,1.9561603920088013,2.135838137304511,J052137.56+333458.2,80.406531,33.5828471,10.687,0.198,7.151,0.237,5.5,4.6,5,3,12,12,1,32,2,0,1.129,1.077,AABB,0000,0,011n,0.3092537742289873,J052137.57+333458.2,80.4065676,33.5828445,10.380999565124512,0.22699999809265137,7.184999942779541,,4.800000190734863,0.4000000059604645,AABU,0000,1,32.0,0.4174124457314236,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE",1–2
181953648093076352,78.83742887555677,33.93509681970746,0.0469930501891498,161.01694915254237,0.1,8.906917477223626,11.07857142857143,9.123529411764707,0.6992783379363067,0.9452406,True,True,245.15102,12.609,12.513,10.262,7.102,AIP-exact,10.859842845601444,2.488300990203458,12.065965988231822,2.8933732444226257,2.2344381459688556,J051520.99+335606.3,78.8374599,33.9350904,10.262,0.098,7.102,0.119,11.1,9.1,9,8,11,11,1,1,1,0,1.165,1.384,AAAB,0000,0,1100,0.09550275351189488,J051520.98+335606.3,78.8374535,33.935106,10.069999694824219,0.06700000166893005,6.973999977111816,0.10000000149011612,16.100000381469727,10.800000190734863,AAAA,0000,1,1.0,0.08063274868871251,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
182041162347363840,79.67078610444726,34.43539310340615,0.176995891387238,171.18644067796612,0.1460577380556421,9.38717428818811,13.743037974683546,12.479310344827589,0.8922122613282876,0.9605033,True,True,243.24826,12.57,12.504,9.831,6.853,AIP-exact,11.30660626750508,3.700862180871209,15.17616699509651,4.303328117292104,2.8104012953882425,J051840.99+342607.4,79.6708084,34.4354014,9.831,0.079,6.853,0.087,13.7,12.5,13,13,13,13,1,1,1,0,1.536,1.585,AAAA,0000,0,1100,0.0726248793143042,J051840.99+342607.5,79.6708088,34.4354266,9.793999671936035,0.06700000166893005,6.7789998054504395,0.07599999755620956,16.200000762939453,14.399999618530273,AAAA,0000,1,1.0,0.1381388721393346,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
182053836792653952,79.2388065503622,34.10946585933449,0.0797944520271082,140.67796610169492,0.2677712115198339,11.322389786827914,3.809473684210527,5.374752475247525,0.9235114572847176,0.96919787,True,True,253.92534,14.428,14.308,11.789,7.879,AIP-exact,11.00806530561889,0.6096813529748387,5.898778610440462,0.7089318057846962,1.0923664093408263,J051657.31+340634.0,79.2387982,34.1094583,11.789,0.285,7.879,0.202,3.8,5.4,1,3,12,13,1,32,1,0,1.125,0.88,AABB,0000,0,00nn,0.03687928728568666,J051657.31+340634.1,79.2388183,34.1094974,11.38599967956543,0.20600000023841858,7.806000232696533,0.1979999989271164,5.300000190734863,5.5,AABB,0000,0,32.0,0.11882475027675797,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection",1–2
182099226008267904,79.35377633724482,34.53472285047545,0.1897942196648046,150.84745762711864,0.3115829693527868,10.950701588960673,5.539285714285715,5.62538860103627,0.9790639860185952,1.0079067,True,True,288.27905,14.139,14.041,11.015,7.36,AIP-exact,11.424962827489553,1.2436635683846908,9.513976991341343,1.4461204283542917,1.7618475909891373,J051724.88+343204.9,79.353703,34.534707,11.015,0.196,7.36,0.193,5.6,5.6,3,4,13,13,1,1,1,0,2.048,1.995,AABB,0000,0,00nn,0.224851171653542,J051724.88+343205.0,79.3537033,34.5347345,10.317000389099121,0.10899999737739563,7.605999946594238,0.2549999952316284,9.899999618530273,4.300000190734863,AABB,0000,1,1.0,0.22062326761498596,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
182289956917284224,78.72389266247355,34.89436931455615,0.0752675092697712,181.35593220338984,0.1575540185529324,10.282761485163164,8.616666666666667,5.145497630331755,0.8548874852814183,0.974701,True,True,246.137,13.607,13.504,10.558,7.683,AIP-exact,11.823515331913718,1.8945362190992066,7.065812305899049,2.2029490919758214,1.3084837603516757,J051453.72+345339.9,78.7238376,34.8944288,10.558,0.126,7.683,0.211,8.6,5.2,7,1,11,12,32,1,2,0,0.9304,0.9001,AABB,0000,0,111n,0.26887412391439375,J051453.73+345339.9,78.7238783,34.894422,10.416000366210938,0.10000000149011612,7.598999977111816,0.1809999942779541,10.899999618530273,6.0,AAAB,0000,32,1.0,0.19435097745163216,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,w3flg = 32: aperture photometry is a 95% upper limit,1–2
182292400754039552,79.100955548714,34.75864022928033,0.1555812725147554,201.6949152542373,0.3911005747100585,11.012116541275407,5.932786885245903,5.348275862068966,1.020576038194919,0.9703933,True,True,164.6766,13.044,12.833,8.659,5.923,AIP-exact,11.664017602491745,10.891881617085364,35.740621214088286,12.664978624517865,6.618633558164497,J051624.21+344531.4,79.1008896,34.7587387,8.659,0.183,5.923,0.203,5.9,5.3,11,9,11,11,32,32,3,0,0.7811,1.064,AABB,0000,0,0111,0.40461263768594713,J051624.21+344531.4,79.1008857,34.7587474,8.725000381469727,0.1589999943971634,5.684999942779541,0.15399999916553497,6.800000190734863,7.0,AABB,0000,32,32.0,0.437642137229394,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; w3flg = 32: aperture photometry is a 95% upper limit",1–2
182594933955444608,82.32639386978524,34.21323376221695,0.1007854560420112,191.5254237288136,0.3625630486550966,11.299836257546742,8.351538461538462,6.660736196319019,0.8361315301921883,0.9605802,True,True,271.27536,14.359,14.221,10.239,7.428,AIP-exact,10.94580883970132,2.5415748972798102,8.936389647679475,2.9553196479997794,1.6548869717924952,J052918.35+341247.2,82.3264802,34.2131301,10.239,0.13,7.428,0.163,8.4,6.7,10,4,12,12,1,1,3,0,1.463,1.217,AABB,0000,0,001n,0.4531212670068161,J052918.34+341247.3,82.3264558,34.2131459,10.241000175476074,0.10899999737739563,7.209000110626221,0.11999999731779099,10.0,9.100000381469727,AAAB,0000,1,1.0,0.3661142427442112,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
182604421539916672,82.5084875024135,34.43829787973463,0.134128110787258,161.01694915254237,0.1,9.753898449109744,9.69375,5.998342541436465,0.7957658567261874,1.039954,True,True,165.39825,12.344,12.217,10.164,7.312,AIP-exact,11.162508324747138,2.7233465681426052,9.944022465352369,3.1666820559797735,1.84148564173192,J053002.01+342619.1,82.5083814,34.4386527,10.164,0.112,7.312,0.181,9.7,6.0,10,3,10,10,1,1,1,0,1.161,1.108,AABB,0000,0,000n,1.3156253995899008,J053002.00+342619.2,82.5083659,34.4386868,9.763999938964844,0.061000000685453415,6.980000019073486,0.11400000005960464,17.700000762939453,9.5,AAAB,0000,1,1.0,1.4459144734316012,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
182610911233404160,82.03602413982226,34.085029920018584,0.0867626840547898,181.35593220338984,0.3115829693527868,11.226108762468051,9.123529411764707,5.170000000000001,0.9256951534125428,1.0733176,True,True,298.7179,14.722,14.717,10.725,7.898,AIP-exact,10.831042006821173,1.624437147654249,5.796450037088915,1.8888804042491267,1.0734166735349842,J052808.66+340506.1,82.0360991,34.0850371,10.725,0.119,7.898,0.21,9.1,5.2,5,0,11,11,1,1,1,0,1.156,1.026,AABB,0000,0,221n,0.22498682146433233,J052808.66+340506.1,82.0361049,34.0850537,10.737000465393066,0.12099999934434891,7.672999858856201,0.16699999570846558,8.899999618530273,6.5,AABB,0000,1,1.0,0.255555415967997,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",1–2
182657679134337152,82.45134963189886,34.63810471645652,0.128282300663461,171.18644067796612,0.1,8.890170402889794,9.27948717948718,5.71421052631579,0.8234738354052382,1.0346476,True,True,260.02908,12.726,12.61,10.221,7.62,AIP-exact,11.36453184306475,2.584061897707987,7.487935534291252,3.0047231368697527,1.386654728572454,J052948.30+343817.3,82.4512787,34.6381573,10.221,0.117,7.62,0.19,9.3,5.7,10,3,12,12,32,32,1,0,1.145,1.04,AABB,0000,0,000n,0.28279823514833424,J052948.30+343817.3,82.4512648,34.6381645,10.027000427246094,0.08500000089406967,7.433000087738037,0.16699999570846558,12.800000190734863,6.5,AAAB,0000,32,32.0,0.33083935990091545,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; w3flg = 32: aperture photometry is a 95% upper limit",1–2
182686399575787136,80.994826017462,33.73449159102127,0.0557990028992459,181.35593220338984,0.3625630486550966,10.703467769766938,14.87260273972603,9.523684210526316,0.83028585233181,1.0131625,True,True,274.6986,14.041,13.947,9.99,7.114,AIP-exact,10.532739132834452,3.196707591359287,11.93334225969822,3.7171018504177753,2.209878196240411,J052358.68+334404.5,80.9945146,33.7345876,9.99,0.073,7.114,0.114,14.8,9.5,14,7,14,14,1,1,3,0,2.263,1.814,AAAB,0000,0,0000,0.994335839680518,J052358.70+334404.6,80.9946044,33.7346336,9.899999618530273,0.06199999898672104,7.298999786376953,0.14100000262260437,17.5,7.699999809265137,AAAB,0000,1,1.0,0.837598583724905,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
