source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro,prov,ecl_lat,w3_mjy,w4_mjy,w3_over_5sig_ecl,w4_over_5sig_ecl,designation_aw,ra_aw,dec_aw,w3mpro_aw,w3sigmpro_aw,w4mpro_aw,w4sigmpro_aw,w3snr_aw,w4snr_aw,w3nm_aw,w4nm_aw,w3m_aw,w4m_aw,w3flg_aw,w4flg_aw,nb_aw,na_aw,w3rchi2_aw,w4rchi2_aw,ph_qual_aw,cc_flags_aw,ext_flg_aw,var_flg_aw,sep_aw,designation_as,ra_as,dec_as,w3mpro_as,w3sigmpro_as,w4mpro_as,w4sigmpro_as,w3snr_as,w4snr_as,ph_qual_as,cc_flags_as,w3flg_as,w4flg_as,sep_as,p_chance_1as,p_chance_3p25as,cent_max_offset,cent_max_sigma,cent_note,_prov,verdict,verdict_reason,centroid_floor_arcsec
1345188052692608,43.88991754467799,2.3242530116702502,0.1108903158846711,130.50847457627117,0.1,10.018556572678362,8.826829268292684,8.10223880597015,1.0119098603598862,0.9660015,True,True,177.56325,12.693,12.562,11.093,7.711,AIP-exact,-13.788216710091396,1.157451793953417,6.885921965772347,1.3458741790156012,1.2751707344022865,J025533.55+021927.3,43.8898268,2.3242527,11.093,0.123,7.711,0.134,8.8,8.1,6,8,25,25,0,1,1,0,1.192,1.081,AABB,0000,0,00nn,0.32641401472791925,J025533.55+021927.4,43.889793,2.3242935,11.236000061035156,0.11699999868869781,7.822999954223633,0.11800000071525574,9.300000190734863,9.199999809265137,AABB,0000,0,1.0,0.47110742627637975,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
21485423574915456,40.21649295724785,8.999184344987995,0.1820779864014055,130.50847457627117,0.1,10.210905673266543,5.744444444444445,4.63974358974359,0.9397148656446656,0.96252644,True,True,195.61487,12.864,12.732,11.37,8.216,AIP-exact,-6.324610276567666,0.8968151007494952,4.324760848739561,1.0428082566854595,0.8008816386554741,J024051.94+085957.1,40.2164569,8.9991991,11.37,0.189,8.216,0.234,5.7,4.6,2,0,17,18,1,1,1,0,1.048,1.154,AABB,0000,0,11nn,0.1387763763667147,J024051.94+085957.1,40.2164437,8.9992181,11.364999771118164,0.14900000393390656,8.383000373840332,0.23399999737739563,7.300000190734863,4.599999904632568,AABB,0000,1,1.0,0.2131708549730632,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",1–2
65225469302220800,56.71438897122719,24.10432284781211,0.1469811982171482,201.6949152542373,0.1833324376267034,11.817556340055852,8.548818897637796,7.983088235294118,1.2243963806907023,1.0897739,True,True,133.44974,13.038,12.752,9.887,7.284,AIP-exact,4.0814160266950505,3.514818570984357,10.203803739728034,4.0869983383539035,1.889593285134821,J034651.44+240615.9,56.7143612,24.1044272,9.887,0.127,7.284,0.136,8.6,8.0,11,6,11,11,32,1,1,0,0.93,1.237,AABB,0000,0,0110,0.38659348664961307,J034651.43+240616.1,56.714333,24.1044775,9.928999900817871,0.1420000046491623,7.164999961853027,0.12999999523162842,7.599999904632568,8.300000190734863,AABB,0000,32,1.0,0.5863422168464058,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,w3flg = 32: aperture photometry is a 95% upper limit,1–2
65236739295987200,55.80826538420033,23.795884149961378,0.1394016588902938,150.84745762711864,0.2482326876217777,12.713736218817,3.502258064516129,4.175769230769231,0.8566148862591081,0.9449834,True,True,171.219,14.436,14.219,11.554,8.217,AIP-exact,3.9640390959879666,0.7570122588172724,4.3207794305874,0.8802468125782238,0.8001443389976667,J034313.94+234745.5,55.8081223,23.7959865,11.554,0.31,8.217,0.26,3.5,4.2,0,0,10,10,0,1,1,0,1.002,0.92,AABB,0000,0,01nn,0.5982468556753655,J034313.94+234745.7,55.8081021,23.7960442,11.407999992370605,0.25,7.843999862670898,0.19300000369548798,4.300000190734863,5.599999904632568,AABB,0000,0,32.0,0.7882054137408829,1.107619581164343e-06,1.1699169869872073e-05,,,,SUB-THRESHOLD,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.5, W4 S/N 4.2) — the excess is at the instrument floor, candidate I's failure mode",1–2
65294364873918080,56.29278594931714,24.392156067592783,0.122559791416127,181.35593220338984,0.1575540185529324,11.097190657938423,10.857,6.424260355029586,0.979597215911269,0.86675483,True,True,184.34097,13.212,13.003,10.311,7.514,AIP-exact,4.446810039414361,2.378498667129001,8.255855761834992,2.765696124568606,1.528862178117591,J034510.26+242331.8,56.2927594,24.3921718,10.311,0.1,7.514,0.169,10.8,6.4,12,3,13,13,1,1,1,0,0.9795,0.9063,AAAB,0000,0,001n,0.10384975707047846,J034510.25+242331.9,56.2927377,24.3922081,10.133999824523926,0.11900000274181366,7.309999942779541,0.12099999934434891,9.100000381469727,9.0,AABB,0000,1,1.0,0.24517884214671307,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
66522377627294336,57.01249962488416,24.0012898055372,0.0971615586717834,252.54237288135596,0.2133286284593057,10.861901145324252,14.476000000000004,3.822887323943663,0.8373987615771908,1.1295671,True,True,230.14671,13.695,13.41,9.762,7.735,AIP-exact,3.9215232315918156,3.943691300167707,6.7353799037477895,4.585687558334543,1.2472925747681092,J034802.96+240004.8,57.012361,24.0013369,9.762,0.075,7.735,0.284,14.5,3.8,11,1,11,11,32,1,2,1,1.485,1.045,AAAB,0000,0,nnnn,0.4864037027807914,J034802.97+240005.1,57.0123816,24.0014289,9.449000358581543,0.05999999865889549,7.861999988555908,0.4410000145435333,18.200000762939453,2.5,AAAC,0000,32,1.0,0.6335634411391331,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,w3flg = 32: aperture photometry is a 95% upper limit,1–2
66783099321711360,56.728728157066,24.466451174674035,0.1237341063125779,171.18644067796612,0.1977626291062238,12.72759700655989,4.5810126582278485,4.25764705882353,1.0778357633333495,0.86404675,True,True,141.64394,13.76,13.505,10.905,7.838,AIP-exact,4.431903737323549,1.3762676840410353,6.1257898904777255,1.6003112605128318,1.1344055352736528,J034654.88+242759.6,56.7286707,24.4665643,10.905,0.237,7.838,0.255,4.6,4.3,3,1,11,11,32,1,1,0,0.7023,1.036,AABB,0000,0,00nn,0.4486643373888431,J034654.87+242759.7,56.7286406,24.4665872,10.687000274658203,0.1940000057220459,7.802999973297119,0.2680000066757202,5.599999904632568,4.099999904632568,AABB,0000,32,1.0,0.5675471439823855,1.107619581164343e-06,1.1699169869872073e-05,,,,SUB-THRESHOLD,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.6, W4 S/N 4.3) — the excess is at the instrument floor, candidate I's failure mode",1–2
72265337311743744,34.74738303164307,10.982086713404204,0.0252702496720939,110.16949152542372,0.1,8.951141907126754,3.8775,7.050000000000001,0.8386737145357912,0.97003806,True,True,270.93594,12.806,12.721,12.06,7.792,AIP-exact,-2.738778571227003,0.475010174797021,6.39090109920648,0.5523374125546756,1.1835002035567554,J021859.35+105855.6,34.7473242,10.9821341,12.06,0.28,7.792,0.154,3.9,7.0,0,2,21,21,0,1,1,0,1.037,1.465,AABB,0000,0,00nn,0.2689429507270165,J021859.35+105855.7,34.7472983,10.9821629,12.307999610900879,0.33500000834465027,7.7789998054504395,0.13899999856948853,3.200000047683716,7.800000190734863,AABB,0000,0,1.0,0.4060713658280341,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,1–2
97338291233869952,27.6836800932037,21.301733752501164,0.102057428977573,181.35593220338984,0.1,11.061906761139667,9.960550458715597,3.9053956834532375,1.4626112992993403,1.0726156,True,True,193.93681,13.473,13.212,11.093,8.487,AIP-exact,9.272197739865682,1.157451793953417,3.3694739009015975,1.3458741790156012,0.6239766483151106,J015044.07+211806.4,27.6836262,21.3018043,11.093,0.109,8.487,0.278,10.0,3.9,8,1,21,21,1,1,1,0,0.955,1.036,AAAB,0000,0,01nn,0.3117300155037069,J015044.06+211806.5,27.6836041,21.301817,11.234999656677246,0.11500000208616257,8.92300033569336,0.38100001215934753,9.5,2.799999952316284,AABC,0000,1,1.0,0.3934221829206781,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
111132759821159424,49.55821650132807,24.63153039741925,0.1962094336271359,150.84745762711864,0.1,10.709759008800422,7.983088235294118,3.809473684210527,1.354102382691454,0.95588654,True,True,158.04858,12.702,12.508,10.892,8.099,AIP-exact,6.1540257452994425,1.3928453940741963,4.816838625832814,1.6195876675281353,0.8920071529320025,J031813.96+243753.6,49.5582051,24.6315787,10.892,0.136,8.099,0.285,8.0,3.8,5,1,12,12,0,1,1,0,1.14,0.9197,AABB,0000,0,000n,0.17784690234361558,J031813.96+243753.7,49.5581825,24.6316006,11.045999526977539,0.14800000190734863,8.246000289916992,0.2759999930858612,7.300000190734863,3.9000000953674316,AABB,0000,0,1.0,0.2761383579556833,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2
