source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro,prov,glat,n1_flag,n2_flag,neb_m5,n4_flag,morph_ok,n4_score,w3_S,w4_S,w3_A,w4_A,w3_G,w4_G,w3_C,w4_C,n4_flag_0.95,n4_flag_0.99,n4_flag_0.999,neb_m6,ab
1345188052692608,43.88991754467799,2.3242530116702502,0.1108903158846711,130.50847457627117,0.1,10.018556572678362,8.826829268292684,8.10223880597015,1.0119098603598862,0.9660015,True,True,177.56325,12.693,12.562,11.093,7.711,AIP-exact,-48.03088164615933,False,False,False,False,True,0.9397590361445785,1.419039981780526,1.934304982728404,0.6238745391597103,1.3624299930020862,0.0605065189740231,0.3951462902885402,0.3817233605318566,0.4545299672861034,False,False,False,False,48.03088164615933
2997371776970112,50.27066864324239,4.65386133654165,0.1054229598216507,150.84745762711864,0.1,10.82966134507543,2.748607594936709,2.35,0.8173348522135201,0.9888271,True,False,253.03333,13.797,13.653,12.135,8.769,AIP-exact,-41.88107351654562,False,False,False,False,True,0.4307228915662651,1.3214359405846952,1.136809004779959,0.9586313708938942,0.7078577416866312,0.1909493026481414,0.2949860912323216,0.5018669725362521,0.5480286689019207,False,False,False,False,41.88107351654562
3131168597913728,48.49879304679251,4.745378212159964,0.0832754801684955,150.84745762711864,0.1575540185529324,12.01155373510936,2.8200000000000003,2.3914096916299563,1.2687989544459497,1.2081199,True,False,230.96132,14.402,14.215,12.19,8.822,AIP-exact,-43.08577523247058,False,False,False,False,True,0.5906124497991968,1.4277716181893918,1.0857747288326896,0.8059619056318987,0.6876080881349391,0.0815651118643249,0.263700178534299,0.7009216828469249,0.4588690501699874,False,False,False,False,43.08577523247058
6141116038863360,40.17951987263842,5.30820872358259,0.1893788985104605,110.16949152542372,0.1,9.768772182110482,2.7416666666666667,2.864643799472296,0.8486552133173716,0.94833654,True,False,270.07138,13.221,13.087,12.252,8.843,AIP-exact,-48.17115734645117,False,False,False,False,True,0.8182274667336179,1.6904294509273023,1.0633644387505103,0.995133086688965,0.7753778574337303,0.2973960486225385,0.0834867004566987,0.4831732497720201,0.5110838264074499,False,False,False,False,48.17115734645117
6269552740578688,41.85470192753886,5.253854213020208,0.0443345283415155,161.01694915254237,0.1078710519896663,11.620865652670552,2.950271739130435,2.229363449691992,1.02166632740699,1.0177637,True,False,241.8119,14.473,14.27,12.277,9.187,AIP-exact,-47.17327851178068,False,False,False,False,True,0.6857429718875502,1.5009823354481908,0.9857626520648676,0.6117796737542428,0.3899358613088867,0.041546140168341,0.1850681847476967,0.4937770205879926,0.673663097399703,False,False,False,False,47.17327851178068
7097107039431168,44.50350927500652,6.048999076343115,0.0922210224749333,130.50847457627117,0.116361638573573,11.194928682675991,4.224513618677043,5.567692307692308,2.866560807499129,1.109051,False,True,147.63457,12.88,12.66,11.593,7.59,AIP-exact,-44.86175233670979,False,False,False,False,True,0.6099397590361446,1.220688619226858,1.3211392197904126,0.4246939470267709,0.8960302002130422,0.1403316550644571,0.3238710833273232,0.4838649352577924,0.7814954099568191,False,False,False,False,44.86175233670979
7778086989417856,46.86517936465719,7.5889680417936125,0.1296915739231392,100.0,0.1,11.20347707101918,2.2905063291139243,2.8875,0.8513267081533614,1.0841134,True,False,135.4591,12.995,12.784,12.268,8.565,AIP-exact,-42.15217889156229,False,False,False,False,True,0.8209892041174994,1.419703466182316,1.59243217885266,1.0941934909719089,1.1374221490886764,0.2531839079199446,0.2062245364650529,0.422163558158189,0.3697653625816682,False,False,False,False,42.15217889156229
8993970755488000,44.91020316768133,9.350754055004964,0.0899609824982207,130.50847457627117,0.1,10.943749455166994,2.849606299212599,2.548591549295775,0.9921056330593,0.9915138,True,False,195.736,13.436,13.256,12.069,8.56,AIP-exact,-42.08436437854509,False,False,False,False,True,0.8410745669093648,1.7352387685658175,1.1396927502741374,0.990931417881974,0.8033047832770205,0.2805244507150787,0.2967118482525427,0.3398252647050725,0.5812476123562311,False,False,False,False,42.08436437854509
9405566061434880,50.14948710520794,6.2398669144474095,0.0895408322384724,130.50847457627117,0.1,10.668429962525131,2.319871794871795,2.5016129032258068,1.0344960347367511,1.1494187,True,False,246.39813,13.766,13.577,12.303,8.825,AIP-exact,-40.86657734868263,False,False,False,False,True,0.458082329317269,1.3376474835058914,1.0193151015207664,0.99595646428598,0.5748140444293843,0.2175905885617216,0.2633029510680276,0.7829283199762085,0.4235286635923109,False,False,False,False,40.86657734868263
9762872980747904,53.20910827665763,7.256378086042265,0.0839489225526588,161.01694915254237,0.1699551772650422,12.488973101064577,2.068,2.087884615384616,0.7628356316951133,1.0523589,True,False,235.25008,14.979,14.689,12.355,9.034,AIP-exact,-37.96932669788549,False,False,False,False,True,0.7868975903614458,1.6079336523453704,1.4189928646867271,1.2715315416667303,1.5715730658035936,0.2619291788285759,0.5808541909187743,0.3866405152053226,0.1310660687106924,False,False,False,False,37.96932669788549
