source_id,ra,dec,coadd_id,w3mpro,w4mpro,w3snr,w4snr,dist_x,glat,ecl_lat,_row,w3_S,w3_A,w3_G,w3_C,w3_level,w3_sig_exp,w3_nan_frac,w3_clip_frac,w3_n_ann,w3_ok,w3_reason,w4_S,w4_A,w4_G,w4_C,w4_level,w4_sig_exp,w4_nan_frac,w4_clip_frac,w4_n_ann,w4_ok,w4_reason,morph_ok,reason,_err,n4_score,n4_flag_0.95,n4_flag_0.99,n4_flag_0.999,n4_flag
19772178300515328,39.77666448297933,8.009050711645129,0396p075_ac51,12.055,8.708,3.1,2.4,0.553212,-46.244366016966914,-7.133504331772795,17,2.491061761495427,2.2157768831649896,0.5562091651403304,0.5106882900295693,867.4530600912594,0.3297456892707247,0.0,0.0,3140.0,True,,1.6830478342286972,1.3993895703128485,0.3660076641584296,0.3966050710984887,275.21539666054355,0.0309816895254362,0.0,0.0,3140.0,True,,True,,,0.9465227215666583,False,False,False,False
20028536308466176,39.00181036781375,8.353171802579054,0382p090_ac51,12.122,8.219,3.6,3.5,0.337707,-46.40448845893219,-6.568816761019849,18,1.4927744093521502,0.8524509196159163,0.1353156736004144,0.1227066173880197,867.6304435831969,0.2887651586830113,0.0,0.2003184713375796,2511.0,True,,1.9081694570863343,2.4021897676149058,1.014305802346531,0.2066265126905415,279.19588340011194,0.0293227703731704,0.0,0.2350318471337579,2402.0,True,,True,,,0.9226713532513181,False,False,False,False
20668138542935168,41.56032117785674,8.701060229381927,0413p090_ac51,12.191,9.163,3.0,2.3,0.11355,-44.64227206493987,-7.010749750982353,19,1.7588975323339109,1.7292068106371514,0.1544280209421757,0.2313621053054774,800.0240678469473,0.2483242308333191,0.0,0.1139564660691421,2768.0,True,,0.8665225561177156,0.6649812011497865,0.4297319015616804,0.2585267405327174,266.22206543616073,0.0256026513540302,0.0,0.145966709346991,2668.0,True,,True,,,0.8508661812703991,False,False,False,False
21485423574915456,40.21649295724785,8.999184344987995,0398p090_ac51,11.37,8.216,5.7,4.6,0.139396,-45.185874563812895,-6.324610276567666,20,1.280402742232688,0.5604267895857097,0.1269774127236765,0.338205842434599,866.3780039759316,0.2967609844875099,0.0,0.1043533930857874,2798.0,True,,1.0512386305239758,0.5399844412622962,0.0783593713500236,0.4691033068586805,278.6686691579847,0.0296898196192467,0.0,0.0739436619718309,2893.0,True,,True,,,0.36379613356766255,False,False,False,False
21843516472896768,40.90020811293269,10.0282221852548,0415p106_ac51,12.785,8.96,2.1,2.8,0.185304,-43.95655071409234,-5.549102934457803,21,2.6812145295494325,1.9169292463853,0.4964958966812843,,808.8770922630573,0.2317142887954499,0.0,0.0063694267515923,3120.0,True,,1.6558050188879088,1.3779969420592983,0.581419738507894,0.7921559944798535,259.3821111683011,0.023427276788053,0.0,0.010828025477707,3106.0,True,,True,,,0.9535525985438112,True,False,False,False
22276586615330688,41.742653879971925,10.639515869782562,0415p106_ac51,12.498,9.079,2.3,2.1,0.136563,-42.97617402181806,-5.214659403968487,22,1.3398090494380863,1.0127619126839038,0.1270859366212625,0.2305139316369668,800.2440381393437,0.2777004818356039,0.0,0.0627388535031847,2943.0,True,,1.6455555987534485,1.3953922060128934,0.4869550758491221,0.4577293559863968,259.22329449269364,0.028032856343216,0.0,0.0022292993630573,3133.0,True,,True,,,0.8455937735375345,False,False,False,False
22726527389079168,37.5578398238978,8.576515163111175,0382p090_ac51,12.282,8.651,2.9,2.7,0.176865,-47.01476549911961,-5.908159314967998,23,1.1982199278635546,0.6770090359327537,0.0987575529935112,0.7393431843538705,864.7502130436422,0.3309347321711652,0.0,0.025796178343949,3059.0,True,,0.9922927591747536,0.9186550264999956,0.3021486635702287,0.5367818525406827,278.8511252985726,0.0326182374854053,0.0,0.0098726114649681,3109.0,True,,True,,,0.24353502385136833,False,False,False,False
23341154389359616,38.83627516853846,9.893110330482756,0384p106_ac51,11.927,8.529,3.5,3.5,0.337496,-45.22140806034694,-5.054446598216401,24,1.235554515488481,0.5671047372253567,0.0700170379730136,0.2593677482949864,884.6408829287388,0.3216327767300206,0.0,0.0835467349551856,2863.0,True,,1.1803236055837718,0.4381554274938912,0.2211990443940737,0.4354437372613348,287.317420631356,0.0309017690095689,0.0,0.0,3124.0,True,,True,,,0.44087371328144614,False,False,False,False
24051851217699840,34.33428731826679,9.87263655902563,0338p106_ac51,12.392,8.662,2.7,3.7,0.327825,-47.54069060322805,-3.653459835310037,25,2.324470982828034,1.8565409460485047,0.3411616599064598,0.3214262093720859,824.2436523308364,0.256056663928725,0.0,0.0646496815286624,2937.0,True,,1.3993832282049614,0.999256636320782,0.2194505753214418,0.5263925040985215,276.1899759254581,0.0263851524213909,0.0,0.0315286624203821,3041.0,True,,True,,,0.9412503138337937,False,False,False,False
25836496028676096,40.735143846577856,12.599084673443343,0401p121_ac51,12.412,9.111,2.6,2.1,0.253937,-41.93684508932771,-3.049342916566286,26,1.2172293589128194,0.6010902056240047,0.2001178513554787,0.4191386442973484,838.0527162796893,0.2470093773187684,0.0,0.0114649681528662,3104.0,True,,1.5205137395839454,1.3957881841962296,0.5487249358644934,0.3207432145585436,281.19036544644456,0.0254606648885165,0.0,0.0,3140.0,True,,True,,,0.7773035400451921,False,False,False,False
27775282920974720,47.50617176903688,12.055491086813642,0478p121_ac51,11.944,8.625,3.3,2.5,0.467633,-38.37353796641744,-5.4632943571295485,27,1.1738697464133172,0.5844439499775077,0.1307049853249653,0.3706772537833218,750.7604940974142,0.3417504371161502,0.0,0.0140127388535031,3096.0,True,,1.0946251516836674,0.548551504187852,0.3227276590524472,0.5416806413839046,243.0432522155556,0.035245901502447,0.0,0.0254777070063694,3060.0,True,,True,,,0.3361787597288476,False,False,False,False
28325996512435712,44.72008941486085,11.84421474000694,0448p121_ac51,12.195,8.784,2.4,2.2,0.115986,-40.25667872291153,-4.9116639121491525,28,1.4550709381797782,0.732176348337796,0.1257525305650955,0.3645380885572962,761.0340837295468,0.3629133788185295,0.0,0.0226114649681528,3069.0,True,,1.254324023744786,0.9560603002841984,0.012215382716418,0.503317880966215,246.8053367646491,0.0375509814717212,0.0,0.0079617834394904,3115.0,True,,True,,,0.6221441124780316,False,False,False,False
28989208182540416,45.626410486670416,13.723888158659,0450p136_ac51,11.747,8.986,3.9,2.0,0.317627,-38.230565829877165,-3.356309278080768,29,1.6772114797500397,0.9071341407382988,0.2061599851519476,0.3625845659788396,770.178506270486,0.3479951879092589,0.0,0.0345710627400768,3016.0,True,,1.0619294522677856,1.0110617118659353,0.0604887249439455,,253.4739381971264,0.036037347069726,0.0,0.0163252240717029,3073.0,True,,True,,,0.809691187547075,False,False,False,False
30094152944016000,50.18398861454203,14.779801387902852,0500p151_ac51,11.454,8.463,5.4,2.5,0.135394,-34.610252618121365,-3.5185133971749134,30,1.5766226183422754,1.0750977156831265,0.0572827758797264,0.2813214559607165,766.5853277402856,0.3479446250362696,0.0,0.1538216560509554,2657.0,True,,1.194753402072633,0.8574255196441928,0.2998736626587594,0.3858357999267396,250.21163815369323,0.0361479693239756,0.0,0.0636942675159235,2940.0,True,,True,,,0.740145618880241,False,False,False,False
30380193470966912,49.4644184051134,15.468298316777094,0500p151_ac51,12.279,8.629,2.7,3.1,0.27368,-34.53852598873522,-2.6746224058548096,31,0.9985740662786692,0.6869178380382804,0.0738129508029143,0.3674424630922323,772.0903617776694,0.3349947718551199,0.0,0.0291293213828425,3033.0,True,,1.4494551568008118,0.9985141142063,0.1081155010539434,0.5366558681992096,251.3672776747956,0.0348106946374408,0.0,0.0134443021766965,3082.0,True,,True,,,0.7265879989957319,False,False,False,False
30750904983145728,46.04363933105025,14.753988592044534,0453p151_ac51,12.417,8.875,2.1,2.1,0.169288,-37.16849578812336,-2.478891217931928,32,1.2830109472692552,0.9350673001517944,0.0750436169194333,0.4559917367433508,787.183194503322,0.3632705612294912,0.0,0.0197452229299363,3078.0,True,,1.1731578690744462,0.7555159125475294,0.4036153756570724,0.5148153445111369,260.8523012228677,0.0374809179364511,0.0,0.0057324840764331,3122.0,True,,True,,,0.43133316595531007,False,False,False,False
31128926529775616,48.33504799377088,15.506078981926272,0485p151_ac51,12.416,8.731,2.1,2.2,0.191332,-35.204059509728765,-2.3532928180579185,33,1.0891775548702296,0.5116859626011238,0.0313303702707881,0.2537101453046817,774.8826286272555,0.3679448701452988,0.0,0.1069142125480153,2790.0,True,,1.7289250142525854,1.3161553078851522,0.4769850401855086,0.2695523316993419,254.7077413126708,0.0381875961922333,0.0,0.0304097311139564,3029.0,True,,True,,,0.8754707506904343,False,False,False,False
31342373519465984,46.78382979151275,15.834855961271288,0469p151_ac51,12.292,8.787,2.3,2.2,0.468928,-35.8767542091203,-1.6354500183825118,34,1.0776163222386088,0.2143517322758855,0.0244903524089021,0.5908371957258238,787.3296999365076,0.3673441259305636,0.0,0.0254777070063694,3060.0,True,,0.9555268654502644,0.9879951826537832,0.1006130988623917,1.264536591751984,259.360662052396,0.03794746775221,0.0,0.0057324840764331,3122.0,True,,True,,,0.16972131559126286,False,False,False,False
33059428429258112,39.95268311924992,14.795458791095406,0406p151_ac51,12.591,9.044,2.4,2.2,0.18317,-40.51235625212478,-0.725871187165745,35,2.3770203300111965,2.0253149528713625,0.2867051839770821,0.3884136942390424,830.143915500495,0.2636721991766304,0.0,0.0439490445859872,3002.0,True,,0.8201781195935387,0.4051695494306103,0.2113699308615683,0.4628652293662489,273.7220195045406,0.0270373996247218,0.0,0.0570063694267515,2961.0,True,,True,,,0.9427567160431836,False,False,False,False
33809398438959744,44.869884092894445,14.962848886026917,0453p151_ac51,12.228,8.736,2.7,2.2,0.298452,-37.68697955382582,-1.961556067303411,36,1.5601327240404044,1.4122900345657956,0.3181654006409306,0.4049240123501686,790.2863079647414,0.366529901892017,0.0,0.0028809218950064,3115.0,True,,1.1652889839754188,0.9881922402185156,0.3310065206070333,3.0369910660607524,261.23701420500674,0.0378851544551004,0.0,0.0160051216389244,3074.0,True,,True,,,0.7263369319608335,False,False,False,False
38428863401031680,59.77963524344037,12.876372526997756,0605p136_ac51,12.341,8.868,2.1,2.1,0.37223,-29.404723839671533,-7.505127248762569,37,1.3487204396198138,0.7335436759531478,0.0249722121555682,1.086253669167425,718.7723492020714,0.3459225031271374,0.0,0.0973111395646607,2820.0,True,,1.2733555732942068,1.1789097776899269,0.2943797892939064,1.2241684891848938,232.1614351239686,0.0359226814856726,0.0,0.0,3124.0,True,,True,,,0.5586241526487572,False,False,False,False
38720405781064448,58.8941406021412,13.410479409045536,0589p136_ac51,11.57,7.614,4.3,6.8,0.319549,-29.686186466078897,-6.806005160854556,38,1.8979895852541075,2.3089412450799807,0.3754277229892764,0.1557240451974951,722.5782637922259,0.3418539584299524,0.0,0.1993630573248407,2514.0,True,,2.5790904708815328,2.851010437837137,0.8497528929833853,0.2868409053436375,233.23388623690764,0.0355762165746506,0.0,0.1703821656050955,2605.0,True,,True,,,0.9776550338940497,True,False,False,False
41168468420455552,54.62844548305743,13.678097815620765,0543p136_ac51,12.314,8.72,2.4,2.2,0.389203,-32.488867715466306,-5.635564490692785,39,1.0437923097408286,0.6708640633883186,0.1315217147015072,0.5788792813271397,742.0920662786637,0.3451334742242352,0.0,0.0089171974522292,3112.0,True,,0.800469728564438,0.4645056550324477,0.1792095794640074,0.9931032566658432,239.57585222168763,0.0359108084975044,0.0,0.0,3140.0,True,,True,,,0.06577956314335928,False,False,False,False
42538146373725952,53.10394558184097,15.452295396448164,0532p151_ac51,11.662,8.71,4.6,2.3,0.282418,-32.22714485015751,-3.564000332980239,40,1.195109540774242,0.6279098620038263,0.1291652453055877,0.3427418261025832,755.0584297925047,0.3499464789699106,0.0,0.0243277848911651,3048.0,True,,1.1989009731330884,1.0807433833603703,0.2662157018822735,0.5797955449935321,245.78732091516943,0.0361329119800672,0.0,0.0160051216389244,3074.0,True,,True,,,0.46598041677127794,False,False,False,False
43301928998178176,55.760937323653565,16.419545803792484,0550p166_ac51,12.374,8.759,2.3,2.6,0.381767,-29.766008816521307,-3.215218644142076,41,1.587914384802062,1.6232557248596382,0.303775029768411,0.3926602796044726,767.558769541178,0.3215266031009604,0.0,0.036624203821656,3025.0,True,,1.165526233007331,1.090620095636401,0.2971007275268864,0.4554855057395641,251.40482438429893,0.0334442064700276,0.0,0.0210191082802547,3074.0,True,,True,,,0.7491840321365805,False,False,False,False
43493866794275840,58.21584165949895,16.50361030359846,0581p166_ac51,11.944,8.897,3.1,2.1,1.284145,-28.040232497573736,-3.644239957143998,42,1.2158657193772682,0.6316135159279483,0.1370743669788529,0.4474653319856346,753.1963677239095,0.3470407360893325,0.0,0.0057324840764331,3122.0,True,,1.2256586042797308,0.8988699826027334,0.1423751939914964,0.6117714052006152,245.2989588912152,0.0359311801027645,0.0,0.0,3140.0,True,,True,,,0.5018830027617374,False,False,False,False
43844744144839296,57.25846604775526,17.40637852799382,0565p166_ac51,12.464,8.982,2.1,2.1,0.196467,-28.057539239068227,-2.567389489115409,43,1.5928525215660252,0.834311791931687,0.1143503209274914,0.269257129218941,768.6284783538109,0.3385772598804895,0.0,0.0121019108280254,3102.0,True,,1.39344780943423,1.3713946913117716,0.3616112579403334,0.3756539408303597,248.98477466952465,0.0349768777551561,0.0,0.0057324840764331,3122.0,True,,True,,,0.7521968365553603,False,False,False,False
44610347835509760,56.203069465232176,18.064261897554687,0555p181_ac51,12.255,8.732,2.1,2.5,0.198111,-28.290901464829243,-1.705881847295324,44,1.5367191616629974,0.9667772775006658,0.1947849584426796,0.1781682993806796,781.6154586498881,0.3692124325299343,0.0,0.0296178343949044,3047.0,True,,1.0733313088527578,0.5602368352577326,0.1925251964890425,0.4992978904299611,258.24211629987906,0.0378922711407766,0.0,0.0146496815286624,3094.0,True,,True,,,0.7062515691689681,False,False,False,False
47569962555552640,64.04126756714315,17.650158270232158,0634p181_ac51,12.128,8.742,2.6,2.3,0.435968,-23.16446670821549,-3.590481025060713,45,1.4185851917154766,0.935930344260306,0.1467701675154202,44.95713198969181,757.7145257584136,0.3503315735266608,0.0,0.0076433121019108,3116.0,True,,1.1202750175654022,0.8215677265239202,0.0911344773842116,1.074157236382341,246.7745402400986,0.0368958471833714,0.0,0.0022292993630573,3133.0,True,,True,,,0.5746924428822495,False,False,False,False
47613152746597376,64.35182927787102,18.19064424616891,0650p181_ac51,11.977,8.841,3.9,2.4,0.114142,-22.586716592577368,-3.1094383649314885,46,2.335166918894066,2.3107233721016764,0.3756209023793969,0.352701066494164,757.2773017019615,0.3202982183028348,0.0,0.0156050955414012,3091.0,True,,1.4880391845476102,1.3692109407562671,0.1418158470335636,,245.16920046634093,0.0334545203033845,0.0,0.0,3140.0,True,,True,,,0.941501380868692,False,False,False,False
51659458617379712,59.236598809867886,20.913997612784264,0597p212_ac51,12.136,8.765,2.9,2.2,0.148245,-24.25428471631509,0.4712410135241635,47,2.040975532326642,1.4635114797959734,0.3006017347828428,0.4308092914001244,793.2984710895963,0.3268869159378078,0.0,0.0789808917197452,2892.0,True,,1.8163402146395893,1.4083053835260555,0.5189661847765261,0.4031033488687088,263.01170741360573,0.0338438722797467,0.0,0.0028662420382165,3131.0,True,,True,,,0.9179010795882501,False,False,False,False
51670969129617280,58.974839380094025,21.047923843638703,0597p212_ac51,12.481,8.592,2.1,2.8,0.260879,-24.331724663525183,0.6522636257040955,48,1.1076742254912302,0.8415142049097933,0.0458878793651144,0.3397369554075242,794.0012532665849,0.3519410270907748,0.0,0.0195262483994878,3063.0,True,,1.904520185714113,1.873872081337768,0.6106860983985315,0.4440908755825279,263.1075536691215,0.0361229928630394,0.0,0.0,3124.0,True,,True,,,0.9221692191815215,False,False,False,False
52794773092075648,63.148938120887145,22.245979464625883,0635p227_ac51,12.192,8.809,2.5,2.1,0.392337,-20.711925329262165,1.081186036203874,49,1.592332089604193,1.3894084876014094,0.2354160045330267,,796.3501815911993,0.3533445145581782,0.0,0.0200636942675159,3077.0,True,,1.1319637406568823,1.152532289491044,0.4611549729819119,3.6555283339530833,263.0506706209386,0.0362330994840147,0.0,0.0439490445859872,3002.0,True,,True,,,0.751192568415767,False,False,False,False
55752283275381248,50.54549649350793,17.253774825593656,0503p166_ac51,12.07,8.748,2.9,2.7,0.362777,-32.50489907418245,-1.213903830641386,50,1.033630010546431,0.525393206043105,0.0604088720519165,0.2519360407647044,783.886523921538,0.3524261469403676,0.0,0.0608194622279129,2934.0,True,,1.0707580840493087,1.049170848519558,0.2005844708534237,0.8847089088840049,259.34570973457755,0.0365943371962981,0.0,0.0,3124.0,True,,True,,,0.30630178257594776,False,False,False,False
55832586279000064,50.3074860836028,17.765507705426877,0507p181_ac51,12.022,8.995,3.4,2.0,0.30251,-32.25862502722111,-0.6613517877851148,51,1.2281781546162829,0.8146694344800197,0.1232226376274329,0.5454238026405035,791.8261181900234,0.3268348852030323,0.0,0.0214468629961587,3057.0,True,,1.5397711502071794,1.6680830263701234,0.5929619994067505,4.269376610215304,263.63291875789974,0.0337596403656761,0.0,0.012483994878361,3085.0,True,,True,,,0.7906100928948029,False,False,False,False
56287646654378880,50.55468059028812,19.23220292565197,0512p196_ac51,12.025,8.611,3.2,2.7,0.331719,-30.97896950417961,0.6980765054646608,52,1.494988369105748,1.1377965397824383,0.216898565588122,0.4888616505685995,802.6291148147574,0.3681721723086892,0.0,0.0130573248407643,3099.0,True,,1.1828877625827716,0.6641176457828749,0.0668178504950537,1.1495030928697805,266.43303480843605,0.0380040790102094,0.0,0.0,3140.0,True,,True,,,0.6680893798644238,False,False,False,False
58166157974528000,54.37665210854696,20.62493159630564,0548p212_ac51,10.661,8.474,7.5,2.4,0.366306,-27.58435630149657,1.1785224644031012,53,5.173154722309095,3.2249372771602043,0.7718625990894712,0.2634614659235357,811.5966722555522,0.3901965870064182,0.0,0.00828025477707,3114.0,True,,1.7574267138052433,1.5043527177647915,0.1040278630600595,-0.4034748712040313,266.12601844317896,0.0440265926357826,0.0,0.0152866242038216,3092.0,True,,True,,,0.9859402460456942,True,False,False,False
58269241486405632,52.81936822807459,20.28256232277182,0528p196_ac51,11.871,8.325,3.5,3.3,0.10441,-28.80339138990833,1.19033392362886,54,2.1405708516166224,1.253155878225371,0.3929314060282841,0.5454363709594717,809.432323080767,0.3854602912027546,0.0,0.0092356687898089,3111.0,True,,1.317669551262842,1.0506316780821296,0.427100994706973,0.4558813350412525,265.7840416379898,0.0388744284572617,0.0,0.0066878980891719,3119.0,True,,True,,,0.9274416269143861,False,False,False,False
58954095494611840,47.012376040934576,18.501686557095773,0475p181_ac51,12.199,8.905,2.4,2.1,0.420952,-33.623815526606684,0.8716113047635521,55,1.3882237527497612,1.0278578597677102,0.0744328510698353,0.4594220723849395,806.5641966252615,0.3530178659671885,0.0,0.010828025477707,3106.0,True,,1.8199056999630765,1.524212304089206,0.6044768378861765,0.4405481175531809,267.0520142357683,0.0365708700874391,0.0,0.0047770700636942,3125.0,True,,True,,,0.9030881245292494,False,False,False,False
