source_id,ra,dec,w3sky,w4sky,w3conf,w4conf,w3sigsk,w4sigsk,w3rchi2,w4rchi2,nb,na,ext_flg,w3snr,w4snr,dist_x,designation_aw,glat,ecl_lat,n1_flag,n1_ncat,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag_0.95,n2_flag_0.99,n2_flag_0.999,n2_flag,nebular_flag
2009986802674006528,347.17092570021293,57.64492348646552,1481.585,390.992,10.557,2.728,29.781,10.949,1.004,0.8969,2,1,0,5.6,4.1,0.337245,J230840.98+573841.6,-2.52320874732273,55.31657879941073,False,0,,,,,0.9992567818654775,True,True,True,True,True
2010223884868418304,347.2907106391512,58.52866842961679,1519.422,396.44,18.004,3.91,38.268,11.638,1.504,1.093,1,0,0,11.8,7.7,0.279921,J230909.73+583143.1,-1.7320608036678822,55.91527670236957,False,0,,,,,0.9998761303109129,True,True,True,True,True
2010331396486734336,348.73422799102167,57.91694805105849,1518.81,399.971,10.388,3.845,36.4,11.702,1.007,1.208,1,0,0,7.9,9.2,0.204202,J231456.22+575501.2,-2.5837765246824445,54.94876659615623,False,0,,,,,0.9998761303109129,True,True,True,True,True
2010421345981573760,348.75292090160247,58.55937542522943,1754.685,441.218,30.148,8.936,31.913,11.307,1.589,1.369,2,0,0,15.2,11.8,0.328856,J231500.72+583334.0,-1.988982736550785,55.41113194209082,False,0,,,,,1.0,True,True,True,True,True
2010423613722855296,348.54507277304583,58.565137838159785,1726.906,426.174,7.77,3.483,35.599,11.832,1.202,0.9058,1,0,0,14.0,5.2,0.186164,J231410.79+583354.6,-1.9440289051860276,55.489865447604046,False,0,,,,,1.0,True,True,True,True,True
2010426396863149696,348.9812086349186,58.58958740430558,1727.022,446.032,16.714,5.438,41.007,13.818,0.8609,1.056,1,0,0,6.9,5.9,0.10294,J231555.47+583522.5,-2.00392099555788,55.35131493424126,False,0,,,,,1.0,True,True,True,True,True
2010446394230267776,350.26020688170894,58.508378419746535,1646.99,428.807,7.432,3.229,35.619,10.731,0.9754,1.273,1,0,0,7.3,12.3,0.158934,J232102.43+583030.2,-2.3144509857108493,54.83576655105808,True,1,DARK_LDN,1238,6924.183941021478,7599.614842160554,1.0,True,True,True,True,True
2010610122684361344,347.9978458570666,58.80940105984918,1788.589,448.16,52.066,5.904,41.266,16.468,1.951,0.787,1,0,0,14.1,5.4,0.077766,J231159.49+584833.8,-1.6117829535319157,55.86293585021795,False,0,,,,,1.0,True,True,True,True,True
2010626821517966464,349.06935702510606,58.98769803052148,1628.377,419.665,0.0,0.289,35.35,13.128,0.9669,0.9263,1,0,0,4.8,4.5,0.382068,J231616.60+585915.8,-1.6489110798883109,55.60833864296183,False,0,,,,,1.0,True,True,True,True,True
2011263846765077760,352.57642906964725,59.249727530145016,1748.003,443.067,17.246,2.729,44.67,11.719,1.53,1.246,2,1,0,10.2,7.6,0.13794,J233018.32+591458.9,-2.003311799849008,54.56418215517749,True,1,DARK_LDN,1238,2107.216990703818,7599.614842160554,1.0,True,True,True,True,True
2012025297228302976,352.6752713716552,59.55167348161923,1654.385,426.693,13.809,3.761,32.026,11.361,1.306,1.18,1,0,0,14.6,7.0,0.179244,J233042.04+593306.0,-1.7315361213545757,54.750710365017696,True,2,DARK_LDN,1238,1094.188943622433,7599.614842160554,1.0,True,True,True,True,True
2012074770951735936,351.5536189681752,59.6901156697318,1672.296,427.19,14.777,4.051,31.365,11.12,0.965,0.9638,1,0,0,4.1,4.0,0.072999,J232612.86+594124.3,-1.4212795885968044,55.24094629320145,True,1,DARK_LDN,1238,2788.7875176639545,7599.614842160554,1.0,True,True,True,True,True
2012222792706289280,354.0380689690428,60.6060129915586,1599.35,409.471,14.904,4.163,29.674,10.73,1.145,0.9155,2,0,0,12.5,4.6,0.175372,J233609.12+603621.4,-0.9269208243512644,55.04965767268135,True,1,DARK_LDN,1238,3443.639214936064,7599.614842160554,1.0,True,True,True,True,True
2012371883913105920,352.26744790130715,60.55868696184337,1716.522,431.369,13.029,3.317,47.437,15.383,1.143,0.8602,1,0,0,8.9,6.2,0.399883,J232904.18+603331.6,-0.7110456026431556,55.61944641841436,True,1,DARK_LDN,1238,3171.781285153521,7599.614842160554,1.0,True,True,True,True,True
