source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro,prov,n1_flag,n1_ncat,n1_cat,n1_name,n2_score,n2_flag,nebular_flag,glat,ecl_lat,w3sky,w4sky,w3conf,w4conf,w3rchi2,w4rchi2,nb,na,n2_flag_0.95,n2_flag_0.99,n2_flag_0.999,ab
10467286272555264,49.04061262832536,7.310865992365839,0.1666720223054811,100.0,0.1,9.408619477406123,2.5426229508196725,2.5727488151658773,7.346671189294022,11.282092,False,False,274.8958,13.023,12.993,12.268,8.627,AIP-exact,False,0,,,0.7723916844763941,False,False,-40.88121200615087,-10.43947992791716,2808.702,898.871,0.0,0.0,1.129,0.9854,1,0,False,False,False,40.88121200615087
13389543365460352,53.27530355993704,11.084122956707851,0.1887557352382499,171.18644067796612,0.1078710519896663,12.03550883395483,4.021111111111111,2.616144578313253,0.8145119075231028,0.89842224,True,False,160.81888,13.488,13.287,11.448,8.515,AIP-exact,False,0,,,0.2042372881355932,False,False,-35.26070902010388,-7.844907318738143,2913.737,932.616,5.863,2.094,0.9618,1.062,1,0,False,False,False,35.26070902010388
13602779901971968,47.39960854384983,7.816323404317184,0.1724019566323917,130.50847457627117,0.1,10.624513791425748,3.424921135646688,3.146956521739131,0.8232330531170171,1.0964637,True,False,200.03226,13.099,12.907,11.92,8.444,AIP-exact,False,0,,,0.1696456086286595,False,False,-41.62751375601897,-9.51493547640106,2889.892,926.197,8.064,1.939,0.9247,0.7786,1,0,False,False,False,41.62751375601897
14258466789150848,50.438936876410224,9.452577211626624,0.0707880126546111,150.84745762711864,0.1354003093152683,11.284940084925257,2.667567567567568,2.154166666666667,0.9162100134556906,0.9933151,True,False,267.0714,14.476,14.344,12.17,8.816,AIP-exact,False,0,,,0.162557781201849,False,False,-38.37890936710027,-8.732502224862312,2884.709,926.781,5.502,2.626,0.8791,0.9497,1,0,False,False,False,38.37890936710027
14675426509705984,46.82332455022129,8.84967462560009,0.1425439493454347,100.0,0.1,9.798446150992632,2.229363449691992,2.2618750000000003,0.8516741646724006,0.9871663,True,False,238.21712,12.995,12.835,12.368,8.703,AIP-exact,False,0,,,0.1967642526964561,False,False,-41.239680014304895,-8.364885291120393,2909.066,934.565,7.515,4.479,1.012,0.9489,1,0,False,False,False,41.239680014304895
17459454375122816,50.57879079970047,12.2517139890204,0.0918042927710996,161.01694915254237,0.1460577380556421,13.422349230873817,3.3928125,2.56061320754717,0.8766247600750915,0.99472237,True,False,136.1311,14.178,13.912,11.897,8.708,AIP-exact,False,0,,,0.333975346687211,False,False,-36.24217179237716,-6.061026734250108,3000.982,961.46,3.269,0.884,0.9301,0.9074,1,0,False,False,False,36.24217179237716
19021070124267392,40.67806268806952,7.496833049215979,0.1960137007967835,100.0,0.1,10.874451764633632,2.2202453987730064,2.1040697674418607,0.9732465724676792,1.0422803,True,False,203.06667,13.59,13.482,12.541,9.237,AIP-exact,False,0,,,0.6902927580893683,False,False,-46.129719525540914,-7.894694895072853,3166.407,1039.569,2.493,3.19,0.9143,0.9911,1,0,False,False,False,46.129719525540914
19772178300515328,39.77666448297933,8.009050711645129,0.1957725541285147,110.16949152542372,0.1,11.074926149949407,3.137861271676301,2.4452702702702704,0.9739238771815232,1.0503371,True,False,158.49106,13.314,13.097,12.055,8.708,AIP-exact,False,0,,,0.9711093990755008,False,False,-46.244366016966914,-7.133504331772795,3382.567,1089.891,3.066,2.253,1.046,0.8886,1,0,True,False,False,46.244366016966914
20028536308466176,39.00181036781375,8.353171802579054,0.0614695483004719,140.67796610169492,0.2133286284593057,11.52140872374597,3.548039215686275,3.4909967845659167,0.8893068813549083,0.95304805,True,False,248.1797,14.501,14.265,12.122,8.219,AIP-exact,False,0,,,0.9350539291217256,False,False,-46.40448845893219,-6.568816761019849,3335.113,1074.147,4.541,2.101,0.9952,1.136,1,0,False,False,False,46.40448845893219
20668138542935168,41.56032117785674,8.701060229381927,0.1598195924283573,140.67796610169492,0.1,10.467378744051526,2.9745205479452057,2.271338912133892,0.8628314839844939,1.0259707,True,False,284.25064,13.918,13.704,12.191,9.163,AIP-exact,False,0,,,0.626502311248074,False,False,-44.64227206493987,-7.010749750982353,3132.511,1021.875,2.615,1.067,1.027,1.132,1,0,False,False,False,44.64227206493987
21485423574915456,40.21649295724785,8.999184344987995,0.1820779864014055,130.50847457627117,0.1,10.210905673266543,5.744444444444445,4.63974358974359,0.9397148656446656,0.96252644,True,True,195.61487,12.864,12.732,11.37,8.216,AIP-exact,False,0,,,0.7490755007704161,False,False,-45.185874563812895,-6.324610276567666,3205.838,1045.089,0.248,2.489,1.048,1.154,1,0,False,False,False,45.185874563812895
21843516472896768,40.90020811293269,10.0282221852548,0.0602584060849023,120.33898305084746,0.1,11.178399562428549,2.0838771593090213,2.849606299212599,0.9289461259275772,1.0608671,True,False,229.11266,13.995,13.722,12.785,8.96,AIP-exact,False,0,,,0.751848998459168,False,False,-43.95655071409234,-5.549102934457803,3208.066,1046.161,4.586,2.092,1.042,0.949,1,0,False,False,False,43.95655071409234
22276586615330688,41.742653879971925,10.639515869782562,0.0604683584585826,140.67796610169492,0.1,12.1248556104837,2.319871794871795,2.141420118343196,0.831397471308698,1.0158882,True,False,184.46207,14.025,13.839,12.498,9.079,AIP-exact,False,0,,,0.7067796610169491,False,False,-42.97617402181806,-5.214659403968487,3176.076,1046.626,1.993,2.376,1.026,0.9978,1,0,False,False,False,42.97617402181806
22726527389079168,37.5578398238978,8.576515163111175,0.193196026766739,120.33898305084746,0.1,10.094829515973627,2.9185483870967746,2.7007462686567165,1.091493059308999,0.9697071,True,False,281.2935,13.42,13.325,12.282,8.651,AIP-exact,False,0,,,0.9308166409861324,False,False,-47.01476549911961,-5.908159314967998,3330.845,1082.692,4.011,1.942,0.9596,0.9088,1,0,False,False,False,47.01476549911961
23341154389359616,38.83627516853846,9.893110330482756,0.0362130661182991,150.84745762711864,0.116361638573573,11.675224654575558,3.457643312101911,3.502258064516129,1.0681499444745144,1.0137143,True,False,185.37624,13.817,13.698,11.927,8.529,AIP-exact,False,0,,,0.975346687211094,False,False,-45.22140806034694,-5.054446598216401,3398.578,1105.02,4.634,0.571,0.9674,0.8951,1,0,True,False,False,45.22140806034694
24051851217699840,34.33428731826679,9.87263655902563,0.1438353765563721,140.67796610169492,0.1977626291062238,13.314016240600154,2.6940446650124072,3.667905405405406,0.8555863875862507,1.1011248,True,False,148.08987,14.57,14.349,12.392,8.662,AIP-exact,False,0,,,0.8369029275808937,False,False,-47.54069060322805,-3.653459835310037,3264.446,1080.717,6.926,3.832,0.9496,1.128,2,0,False,False,False,47.54069060322805
25836496028676096,40.735143846577856,12.599084673443343,0.1787116640406219,120.33898305084746,0.1,10.604996676214965,2.5850000000000004,2.1040697674418607,0.7770527689416586,1.1009061,True,False,238.13458,13.622,13.414,12.412,9.111,AIP-exact,False,0,,,0.8841294298921417,False,False,-41.93684508932771,-3.049342916566286,3298.888,1101.969,2.927,1.373,0.8573,0.9979,1,0,False,False,False,41.93684508932771
27775282920974720,47.50617176903688,12.055491086813642,0.1726743697966966,140.67796610169492,0.1,10.798968788910232,3.3303680981595094,2.5131944444444447,0.8764260782176446,1.0271336,True,False,221.45212,13.36,13.188,11.944,8.625,AIP-exact,False,0,,,0.32326656394453,False,False,-38.37353796641744,-5.4632943571295485,2994.015,972.222,4.677,1.757,0.9399,0.8785,1,0,False,False,False,38.37353796641744
28325996512435712,44.72008941486085,11.84421474000694,0.118763688933986,150.84745762711864,0.1460577380556421,11.381746080182824,2.4234375000000004,2.2112016293279027,0.9790905050707908,1.08441,True,False,279.03558,14.337,14.11,12.195,8.784,AIP-exact,False,0,,,0.3942989214175655,False,False,-40.25667872291153,-4.9116639121491525,3032.431,984.145,5.34,2.556,1.003,0.946,1,0,False,False,False,40.25667872291153
28989208182540416,45.626410486670416,13.723888158659,0.0868423511819207,181.35593220338984,0.116361638573573,10.987021203724964,3.933695652173913,2.0180297397769515,0.865081537892108,0.9398082,True,False,289.09006,14.309,14.11,11.747,8.986,AIP-exact,False,0,,,0.4947611710323574,False,False,-38.230565829877165,-3.356309278080768,3075.113,1007.052,2.761,2.22,0.8833,0.9077,1,0,False,False,False,38.230565829877165
30094152944016000,50.18398861454203,14.779801387902852,0.1488498053321099,150.84745762711864,0.1,9.758793825660849,5.374752475247525,2.5073903002309472,1.0657184481846016,1.1196529,True,False,282.70197,13.263,13.131,11.454,8.463,AIP-exact,False,0,,,0.4182588597842835,False,False,-34.610252618121365,-3.5185133971749134,3041.689,993.68,6.917,1.592,0.9893,0.9182,1,0,False,False,False,34.610252618121365
30380193470966912,49.4644184051134,15.468298316777094,0.1139543395710502,120.33898305084746,0.1,10.57219524132043,2.721052631578948,3.146956521739131,0.8289587088438194,0.944696,True,False,225.50883,13.392,13.243,12.279,8.629,AIP-exact,False,0,,,0.5275038520801233,False,False,-34.53852598873522,-2.6746224058548096,3089.292,1019.637,6.583,1.514,1.017,1.07,1,0,False,False,False,34.53852598873522
30750904983145728,46.04363933105025,14.753988592044534,0.1610710233073194,140.67796610169492,0.1,10.62914905585122,2.1081553398058253,2.1205078125,0.882729148040454,0.9759,True,False,285.8238,13.794,13.647,12.417,8.875,AIP-exact,False,0,,,0.6459167950693374,False,False,-37.16849578812336,-2.478891217931928,3143.308,1035.796,2.933,0.0,0.8952,1.051,1,0,False,False,False,37.16849578812336
31128926529775616,48.33504799377088,15.506078981926272,0.0583863347045869,140.67796610169492,0.1575540185529324,11.121125003906746,2.112256809338521,2.180120481927711,0.8734530567065698,0.96572644,True,False,292.73874,14.42,14.272,12.416,8.731,AIP-exact,False,0,,,0.6176425269645609,False,False,-35.204059509728765,-2.3532928180579185,3127.818,1030.599,0.0,0.0,1.194,1.002,1,0,False,False,False,35.204059509728765
31342373519465984,46.78382979151275,15.834855961271288,0.109280161278334,120.33898305084746,0.1,11.565095027559927,2.3398706896551724,2.215714285714286,0.8843861536979014,1.1344796,True,False,163.66959,13.583,13.346,12.292,8.787,AIP-exact,False,0,,,0.7020030816640986,False,False,-35.8767542091203,-1.6354500183825118,3173.25,1048.814,2.63,1.965,0.9656,1.058,1,0,False,False,False,35.8767542091203
33059428429258112,39.95268311924992,14.795458791095406,0.193646041639944,130.50847457627117,0.1,11.024125267495563,2.365359477124183,2.1714,0.9771803922963614,0.9640895,True,False,261.7152,13.764,13.635,12.591,9.044,AIP-exact,False,0,,,0.9636363636363636,False,False,-40.51235625212478,-0.725871187165745,3364.831,1122.404,0.0,0.0,0.9322,0.8497,1,0,True,False,False,40.51235625212478
33809398438959744,44.869884092894445,14.962848886026917,0.0415066458033954,140.67796610169492,0.1,11.199342459719611,2.721052631578948,2.1933333333333334,0.9224574581093654,0.9799006,True,False,219.07797,13.896,13.704,12.228,8.736,AIP-exact,False,0,,,0.7078582434514638,False,False,-37.68697955382582,-1.961556067303411,3176.636,1048.888,1.188,4.219,1.156,0.983,1,0,False,False,False,37.68697955382582
38428863401031680,59.77963524344037,12.876372526997756,0.1999878925963456,100.0,0.1,10.796567937213016,2.1081553398058253,2.141420118343196,0.9663312536418096,0.98417145,True,False,168.0642,13.241,13.049,12.341,8.868,AIP-exact,False,0,,,0.1150231124807396,False,False,-29.404723839671533,-7.505127248762569,2848.561,920.863,3.9,1.953,0.8261,0.9616,1,0,False,False,False,29.404723839671533
38720405781064448,58.8941406021412,13.410479409045536,0.1352760606503878,140.67796610169492,0.2133286284593057,10.923474383400396,4.3428,6.828301886792453,0.8517293019161374,0.9560521,False,True,249.13843,13.765,13.577,11.57,7.614,AIP-exact,False,0,,,0.162557781201849,False,False,-29.686186466078897,-6.806005160854556,2884.685,930.35,3.253,2.207,1.507,2.242,1,0,False,False,False,29.686186466078897
41168468420455552,54.62844548305743,13.678097815620765,0.1623355973245056,100.0,0.1,11.41633125578246,2.3550976138828634,2.2022312373225152,0.9449811995892016,1.0205657,True,False,122.441925,12.862,12.665,12.314,8.72,AIP-exact,False,0,,,0.2744992295839753,False,False,-32.488867715466306,-5.635564490692785,2963.188,955.336,3.718,3.031,0.8578,0.8151,1,0,False,False,False,32.488867715466306
42538146373725952,53.10394558184097,15.452295396448164,0.0724463677990811,171.18644067796612,0.1977626291062238,11.96360838512644,4.561764705882354,2.3348387096774195,0.8878399383967617,1.113653,True,False,259.9503,14.712,14.51,11.662,8.71,AIP-exact,False,0,,,0.3909090909090909,False,False,-32.22714485015751,-3.564000332980239,3031.205,985.434,9.692,4.208,1.139,0.9253,1,0,False,False,False,32.22714485015751
43301928998178176,55.760937323653565,16.419545803792484,0.1006659257504818,140.67796610169492,0.2133286284593057,12.463456908638184,2.271338912133892,2.648048780487805,0.8409254449129479,1.0698159,True,False,223.15767,14.794,14.582,12.374,8.759,AIP-exact,False,0,,,0.4201078582434515,False,False,-29.766008816521307,-3.215218644142076,3042.249,987.484,3.434,1.15,0.7996,1.019,1,0,False,False,False,29.766008816521307
43493866794275840,58.21584165949895,16.50361030359846,0.1990580482211904,100.0,0.1,12.905662692296922,3.066949152542373,2.137204724409449,1.2817220484229697,1.1077169,True,False,85.925934,12.902,12.751,11.944,8.897,AIP-exact,False,0,,,0.3303543913713405,False,False,-28.040232497573736,-3.644239957143998,2998.642,976.118,3.865,1.938,0.8595,0.9603,1,0,False,False,False,28.040232497573736
43844744144839296,57.25846604775526,17.40637852799382,0.0568813093141122,150.84745762711864,0.1255205236417265,12.150927700349104,2.0601518026565464,2.141420118343196,1.000081701109352,0.94260967,True,False,206.70894,14.36,14.161,12.464,8.982,AIP-exact,False,0,,,0.5101694915254237,False,False,-28.057539239068227,-2.567389489115409,3082.278,1009.119,7.01,2.759,0.895,1.169,1,0,False,False,False,28.057539239068227
44610347835509760,56.203069465232176,18.064261897554687,0.0545617182045094,140.67796610169492,0.1255205236417265,11.686818562353718,2.1205078125,2.4675,0.904945911064515,0.9958495,True,False,206.7338,14.234,14.004,12.255,8.732,AIP-exact,False,0,,,0.6214946070878274,False,False,-28.290901464829243,-1.705881847295324,3129.934,1030.185,1.725,1.189,0.9565,1.029,1,0,False,False,False,28.290901464829243
47569962555552640,64.04126756714315,17.650158270232158,0.1958192469603584,100.0,0.1,10.468122813981497,2.641605839416058,2.3348387096774195,0.9133523980496157,1.0820849,True,False,179.74567,12.841,12.666,12.128,8.742,AIP-exact,False,0,,,0.3293528505392912,False,False,-23.16446670821549,-3.590481025060713,2997.903,971.778,4.343,3.53,0.8397,1.004,1,0,False,False,False,23.16446670821549
47613152746597376,64.35182927787102,18.19064424616891,0.1226165228151988,150.84745762711864,0.1,11.21466352411736,3.863701067615658,2.365359477124183,0.9283570005972644,1.1489106,True,False,213.12338,13.692,13.515,11.977,8.841,AIP-exact,False,0,,,0.3427580893682588,False,False,-22.586716592577368,-3.1094383649314885,3006.701,978.664,2.759,2.972,0.9454,0.9765,1,0,False,False,False,22.586716592577368
51659458617379712,59.236598809867886,20.913997612784264,0.1742482803584019,100.0,0.1,10.70274811004343,2.942276422764228,2.14990099009901,1.0265524061342233,1.0452867,True,False,173.24774,13.051,12.88,12.136,8.765,AIP-exact,False,0,,,0.6985362095531588,False,False,-24.25428471631509,0.4712410135241635,3170.668,1052.922,3.209,2.87,0.9054,0.9962,1,0,False,False,False,24.25428471631509
51670969129617280,58.974839380094025,21.047923843638703,0.1680813917152998,130.50847457627117,0.116361638573573,11.232269964648562,2.087884615384616,2.842146596858639,0.8884275751724483,1.1045396,True,False,234.62593,13.728,13.491,12.481,8.592,AIP-exact,False,0,,,0.700462249614792,False,False,-24.331724663525183,0.6522636257040955,3172.278,1052.243,2.721,1.649,0.9686,1.052,1,0,False,False,False,24.331724663525183
52794773092075648,63.148938120887145,22.245979464625883,0.1930263032309533,100.0,0.1,12.487893114303224,2.524883720930233,2.095945945945946,1.0183787910991913,0.98372406,True,False,85.97583,12.661,12.479,12.192,8.809,AIP-exact,False,0,,,0.715562403697997,False,False,-20.711925329262165,1.081186036203874,3181.219,1053.388,6.656,2.917,0.9584,1.014,1,0,False,False,False,20.711925329262165
55752283275381248,50.54549649350793,17.253774825593656,0.1092834848132647,161.01694915254237,0.1833324376267034,11.642146731289984,2.857105263157895,2.648048780487805,1.0531041849846854,1.0974789,True,False,296.12485,14.81,14.532,12.07,8.748,AIP-exact,False,0,,,0.664637904468413,False,False,-32.50489907418245,-1.213903830641386,3153.332,1044.607,3.472,1.409,0.998,0.9705,1,0,False,False,False,32.50489907418245
55832586279000064,50.3074860836028,17.765507705426877,0.1337722852960321,150.84745762711864,0.1,10.443944278813174,3.382242990654206,2.0142857142857142,0.739467292955223,0.92730707,True,False,278.52536,13.955,13.841,12.022,8.995,AIP-exact,False,0,,,0.7046224961479198,False,False,-32.25862502722111,-0.6613517877851148,3174.803,1050.679,1.734,3.228,1.051,0.9774,1,0,False,False,False,32.25862502722111
56287646654378880,50.55468059028812,19.23220292565197,0.1825872253147746,120.33898305084746,0.1,10.277822690666078,3.193235294117647,2.667567567567568,0.981317351140649,0.93176,True,False,210.68085,13.093,12.954,12.025,8.611,AIP-exact,False,0,,,0.7637904468412943,False,False,-30.97896950417961,0.6980765054646608,3215.983,1067.023,5.735,1.695,1.009,1.115,1,0,False,False,False,30.97896950417961
58166157974528000,54.37665210854696,20.62493159630564,0.0909929398336915,232.20338983050848,0.2677712115198339,12.028726747221244,7.487586206896553,2.4452702702702704,0.8888938205892036,1.0259242,True,False,248.16164,14.915,14.707,10.661,8.474,AIP-exact,False,0,,,0.7906009244992296,False,False,-27.58435630149657,1.1785224644031012,3235.117,1074.885,0.0,0.0,1.953,1.91,1,0,False,False,False,27.58435630149657
58269241486405632,52.81936822807459,20.28256232277182,0.0622039132791804,150.84745762711864,0.1833324376267034,11.108223586184934,3.5250000000000004,3.2701807228915665,0.9457379688334816,0.98234063,True,False,275.72623,14.279,14.239,11.871,8.325,AIP-exact,False,0,,,0.7931432973805855,False,False,-28.80339138990833,1.19033392362886,3236.605,1070.526,7.484,0.0,1.091,0.9902,1,0,False,False,False,28.80339138990833
58954095494611840,47.012376040934576,18.501686557095773,0.1980997460702782,130.50847457627117,0.1,10.327998146168431,2.4288590604026847,2.0601518026565464,1.6234254074181165,1.2833277,True,False,255.105,13.47,13.296,12.199,8.905,AIP-exact,False,0,,,0.7941448382126348,False,False,-33.623815526606684,0.8716113047635521,3237.092,1071.736,3.003,2.003,0.9187,0.9453,1,0,False,False,False,33.623815526606684
60995755446494464,51.51409621300888,20.74676828188553,0.1763104049224116,140.67796610169492,0.1,11.154225131090726,4.504979253112034,2.9029411764705886,1.1923586029254885,0.9632703,True,False,174.75072,13.192,13.017,11.605,8.598,AIP-exact,False,0,,,0.8331278890600925,False,False,-29.23674172627622,1.938871785448468,3262.292,1072.942,5.874,3.415,1.077,0.8985,1,0,False,False,False,29.23674172627622
63420797059423104,55.061785739842,20.67810162556317,0.072868767674215,110.16949152542372,0.1,11.181856657688996,2.141420118343196,2.9107238605898127,0.90686201549392,0.9409011,True,False,152.40172,13.008,12.848,12.213,8.328,AIP-exact,False,0,,,0.7645608628659476,False,False,-27.116149546589096,1.082947231732304,3216.671,1061.771,0.493,4.085,0.825,0.7609,1,0,False,False,False,27.116149546589096
63966975164510336,56.6289381997455,21.81456697908888,0.0777896494347286,171.18644067796612,0.1,13.019341220633532,4.957534246575343,2.478767123287672,1.113432146701029,1.1245524,True,False,107.00167,13.495,13.296,11.425,8.628,AIP-exact,True,3,CED,19,0.7468412942989214,False,True,-25.291203451907304,1.864392172054052,3204.078,1062.177,6.442,3.396,1.017,0.9746,1,0,False,False,False,25.291203451907304
64163242287720448,57.421773552617374,22.944500325032784,0.1033521987698033,140.67796610169492,0.1,12.82319748409359,2.276100628930818,2.180120481927711,0.9650802546160052,1.0459642,True,False,135.31262,13.822,13.611,12.342,8.861,AIP-exact,True,1,CED,19,0.7289676425269646,False,True,-23.964893123091624,2.8086302911440755,3190.272,1049.188,0.0,0.0,0.9737,0.9528,1,0,False,False,False,23.964893123091624
64991273325224320,56.84908244387788,23.48953423478929,0.1215027338340874,171.18644067796612,0.1833324376267034,11.450099165418088,2.7696428571428573,2.8200000000000003,0.8034269849531257,1.0015818,True,False,279.88303,14.344,14.195,11.55,8.501,AIP-exact,True,3,CED,19,0.8833590138674885,False,True,-23.92297616715349,3.4545527828434546,3298.287,1072.922,18.483,5.783,0.7649,0.9274,1,0,False,False,False,23.92297616715349
65134622152928896,55.54527505792686,23.59954273624727,0.1038802951944396,140.67796610169492,0.3115829693527868,12.036359821095155,2.044632768361582,3.23125,0.7474558049825027,0.99145067,True,False,282.94162,15.083,14.856,12.17,8.387,AIP-exact,True,3,CED,19,0.7721109399075501,False,True,-24.64223207616628,3.826861114107558,3222.179,1048.587,5.569,2.802,0.7619,1.176,1,0,False,False,False,24.64223207616628
65161835066111616,56.2333833417677,23.36922939096189,0.1881791110324058,181.35593220338984,0.1,11.388455779876692,5.4285000000000005,2.9264150943396228,0.8385726710657168,1.0943304,True,False,202.55289,13.535,13.317,11.259,8.633,AIP-exact,True,3,CED,19,0.8483050847457627,False,True,-24.39246400135393,3.461308485812551,3271.495,1063.102,12.752,2.079,0.9161,1.176,1,0,False,False,False,24.39246400135393
65209560743193728,56.84701208646429,24.00646619205205,0.1122829888115282,222.03389830508476,0.2888476227919195,11.939044993251075,5.2960975609756105,2.35,0.8621127836397448,0.95561844,True,False,268.00778,14.858,14.508,10.733,8.454,AIP-exact,True,7,CED,19,0.9795839753466872,False,True,-23.54295557505363,3.959466638445441,3411.068,1072.179,8.76,3.775,0.9356,0.8279,2,0,True,False,False,23.54295557505363
65225469302220800,56.71438897122719,24.10432284781211,0.1469811982171482,201.6949152542373,0.1833324376267034,11.817556340055852,8.548818897637796,7.983088235294118,1.2243963806907023,1.0897739,True,True,133.44974,13.038,12.752,9.887,7.284,AIP-exact,True,8,CED,19,0.9818952234206472,False,True,-23.55217170078967,4.0814160266950505,3420.763,1074.976,6.513,3.078,0.93,1.237,1,0,True,False,False,23.55217170078967
65234510209760896,55.97868468531886,23.78330454675166,0.1638245583566273,150.84745762711864,0.1354003093152683,11.109748585249914,2.167065868263473,2.407317073170732,0.9422196975729824,0.9026438,True,False,292.08206,14.232,14.083,12.176,8.737,AIP-exact,True,3,CED,19,0.9133281972265024,False,True,-24.24094724297941,3.916913761710763,3318.69,1070.053,43.655,6.978,0.9942,0.923,1,0,False,False,False,24.24094724297941
65236739295987200,55.80826538420033,23.795884149961378,0.1394016588902938,150.84745762711864,0.2482326876217777,12.713736218817,3.502258064516129,4.175769230769231,0.8566148862591081,0.9449834,True,True,171.219,14.436,14.219,11.554,8.217,AIP-exact,True,3,CED,19,0.8570878274268104,False,True,-24.3354750427204,3.964039095987967,3278.045,1063.698,2.413,4.394,1.002,0.92,1,0,False,False,False,24.3354750427204
65280552259109760,56.30484671502358,24.25640873706117,0.0617072190782795,120.33898305084746,0.116361638573573,11.685894304400458,2.674137931034483,3.8775,1.1127245906220948,1.1298686,True,False,126.559555,12.968,12.769,11.843,7.859,AIP-exact,True,10,CED,19,0.99537750385208,True,True,-23.6898395568484,4.311997486580731,3524.264,1098.213,60.375,26.45,0.7885,0.7978,1,0,True,True,False,23.6898395568484
