band,donor,is_donor,lam_um,tail_frac,tail_slope,p000,p002,p004,p006,p008,p010,p012,p014,p016,p018,p020,p022,p024,p026,p028,p030,p032,p034,p036,p038,p040,p042,p044,p046,p048,p050,p052,p054,p056,p058,p060,p062,p064,p066,p068,p070,p072,p074,p076,p078,p080,p082,p084,p086,p088,p090,p092,p094,p096,p098,p100,p102,p104,p106,p108,p110,p112,p114,p116,p118,p120,p122,p124,p126,p128,p130,p132,p134,p136,p138,p140,p142,p144,p146,p148,p150,p152,p154,p156,p158
1-short,star,True,5.372400083433604,0.00793737533496765,-8.51477939375268,0.7180702520392541,0.7180702520392541,0.6438262083646404,0.5458546868146348,0.45432461328635226,0.3799103873586479,0.30549616143094355,0.22996250023221546,0.15412958406004537,0.09373350270332209,0.0685650700280032,0.043396637352684314,0.036149272400023094,0.03282747466280119,0.026635579748304102,0.01477023692523982,0.002904894102175539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-short,star,True,5.477200080786133,0.012245077689863501,-7.115483345950841,0.6530122026659748,0.6530122026659748,0.5885732996704778,0.503540520459925,0.42823170928973303,0.3787608703410709,0.3292900313924089,0.25107509350494595,0.16517608956453622,0.09770458284254349,0.07228556977283565,0.046866556703127796,0.034711937496713224,0.02546285218416292,0.017672668940936855,0.01276636188125869,0.007860054821580522,0.0036005599839246147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-short,star,True,5.5820000781386625,0.007592620824523508,-8.475646106489748,0.615345676010867,0.615345676010867,0.5593024355586813,0.48534846877641563,0.4149741825197308,0.3541116188024461,0.2932490550851614,0.22565091622429773,0.15625217806762584,0.10085086662295009,0.07739240075180391,0.053933934880657744,0.04428710821000676,0.03766568822136902,0.029784811838199508,0.019414312349560203,0.0090438128609209,0.0060181753014280645,0.004272834775456163,0.0009676724012162173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-short,star,True,5.687200075481087,0.0651358073512495,-3.2679959183618323,0.6252260103348067,0.6252260103348067,0.5655977281861793,0.4869129847323205,0.41233047425359143,0.34864818282306415,0.28496589139253686,0.21610619975095388,0.14586245062720754,0.08948981219902365,0.06477175971712335,0.04005370723522305,0.03041578900230191,0.02408113827153814,0.018223389363734147,0.013308353361780868,0.008393317359827589,0.005855377615568952,0.0037317940997158017,0.002940108663299203,0.004443822044634959,0.005947535425970715,0.0030968993458679946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,10.115300229168497,0.10255855207436916,-3.0062068499973407,0.4937998402345228,0.4937998402345228,0.4899998858090786,0.4849855129590079,0.45040115815693915,0.33724513702527553,0.2240891158936118,0.1574006765042138,0.10313426391720354,0.06154923922490195,0.04890379203590985,0.03625834484691775,0.029604796225088433,0.024263758717970978,0.01952140892474626,0.015962511589216494,0.012403614253686728,0.010530937570454308,0.008952189257805826,0.0073239455220746544,0.005610401163583953,0.003896856805093251,0.003942061558251127,0.004220728582866778,0.004302884256948653,0.004088346323361886,0.0038738083897751183,0.0029385101164821205,0.001935448050567171,0.0017106984086227481,0.002518981620311921,0.0033272648320010942,0.0014501944474529242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,10.326550229743589,0.007426067240920249,-6.644860820964347,0.5750068755670816,0.5750068755670816,0.5689308864288769,0.560913086328978,0.5194599716179961,0.38916444951185136,0.25886892740570644,0.17747347508215028,0.10915031864106817,0.058871211392877855,0.04976954973872267,0.0406678880845675,0.03561918337570527,0.031458269235812,0.02728968276727592,0.02310593006770174,0.018922177368127555,0.015527156573003882,0.012269621155720204,0.009166097457901397,0.006327998212777366,0.003489898967653334,0.0025671661754376428,0.0018986855672363336,0.0016560583055266766,0.002056386096363238,0.0024567138871997986,0.0009549002500232489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,10.53780023031868,0.0013217012819319517,-10.464275580678,0.619656259289449,0.619656259289449,0.6142093781043503,0.607021741076591,0.563020588689207,0.4212006669176771,0.27938074514614714,0.19038710304364256,0.11551533768434266,0.06009427680847072,0.04906072103580624,0.03802716526314175,0.032284129801467325,0.02769997021743836,0.023029465151637153,0.018188277156751285,0.01334708916186542,0.010810403680730087,0.008675420472633833,0.006590475773961635,0.004591767655360677,0.002593059536759719,0.0017364749157670685,0.0010314996086162288,0.0005039805398411022,0.00024438559567244855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,10.749050230893772,0.002542939218673488,-10.563256456952365,0.6204942287946191,0.6204942287946191,0.6136028376006584,0.6045090430354318,0.5595769894931852,0.4194175620977134,0.27925813470224153,0.19140760353254915,0.11754063868063931,0.06237865557723267,0.0499024000537436,0.03742614453025453,0.0317572630729269,0.027579520696758467,0.023587780451840987,0.019963718838466107,0.016339657225091227,0.012720789044774316,0.009102826141779442,0.005903472008038381,0.00342555000854326,0.0009476280090481397,0.00019536029494447802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,10.960300231468864,0.0047523704489150385,-7.313763815339994,0.615992800149925,0.615992800149925,0.6023510416012683,0.5843495457844841,0.5344846416535713,0.39995410971654577,0.26542357777952,0.1845524205663905,0.1180258486754906,0.06772185832438032,0.054438630974328446,0.04115540362427658,0.03419067545159402,0.02860999947966857,0.02368517016359994,0.020056781911434347,0.016428393659268754,0.012965451831322881,0.009531349288332741,0.006454737496702574,0.003994226787203427,0.0015337160777042788,0.0015535577198455461,0.0019026496741514712,0.001802454924393795,0.0010239253469322557,0.00024539576947071656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,11.171550232043955,0.0049522299117556925,-8.909581235839063,0.5790597475019046,0.5790597475019046,0.5758174602946264,0.5715389782066717,0.5318159407201911,0.3979116560319135,0.2640073713436356,0.18445339943708253,0.11942871906623792,0.06980330732230282,0.05531981629105866,0.04083632525981449,0.034988266548097925,0.031031778725420754,0.02723101460693656,0.02373807641534547,0.02024513822375438,0.015205180970994275,0.009895559845186364,0.005868563177249479,0.004052046957983938,0.0022355307387183967,0.0010136973800675803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,11.382800232619047,0.004454103110002022,-8.878128947659375,0.5988880877902649,0.5988880877902649,0.5932110401474548,0.5857196783095201,0.5449707738140583,0.4158518274000252,0.28673288098599187,0.19849159179347778,0.12117799314533012,0.06314569668813057,0.04911432061540223,0.035082944542673876,0.0297801140914233,0.02638925077630596,0.022846045650444576,0.019001699735903096,0.015157353821361614,0.01256751687775732,0.010196355809820977,0.007746307198620901,0.005160303459668436,0.0025742997207159704,0.0013254540275880065,0.00025410719010046374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-long,con,True,11.594050233194137,0.005377861619511289,-8.8820192098388,0.6021047843127324,0.6021047843127324,0.5941030885673486,0.5835441498517905,0.5422396785938068,0.4192399351516633,0.29624019170951965,0.2035304832380083,0.11891811084775493,0.0570072333326592,0.04690233130189748,0.03679742927113576,0.030784116417276738,0.025667056430739275,0.021545884382453227,0.019393328026059493,0.017240771669665762,0.013877235500555503,0.010302611107210253,0.007046919711794371,0.004340878802171655,0.0016348378925489385,0.0003828845483879327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,8.761000076541677,0.005970710038614213,-8.53177838860582,0.5010385938960099,0.5010385938960099,0.4598087449691348,0.40540234638521705,0.3490730127448036,0.2876341659542728,0.22619531916374191,0.17366581690171914,0.12351802060276289,0.0828529193932743,0.06382781467000678,0.04480270994673926,0.03882147952504592,0.03569747871226883,0.03155623343547666,0.02540415607865466,0.019252078721832662,0.016145244139805934,0.013569231692835257,0.011931629460624708,0.011911287385766715,0.011890945310908724,0.009846230529887524,0.00753279370822519,0.006141729926053248,0.006143268576053082,0.006144807226052916,0.005359966476805564,0.004501192621646086,0.0035789321720632794,0.002572407697154962,0.0015658832222466446,0.0009385339604654022,0.0003331204548154771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,8.94365007703891,0.01258234218240447,-6.516631737876788,0.5233015681372786,0.5233015681372786,0.47711665676851145,0.41617161908601463,0.3537134056497116,0.2872344680675804,0.2207555304854491,0.1689405134266997,0.12104555432964638,0.08179334655860548,0.06226434053154168,0.042735334504477876,0.036303684031871196,0.03274097810928848,0.02887589469301251,0.02441308832408709,0.019950281955161662,0.016464884621088992,0.013149861338963132,0.01139780082220233,0.012339356986177056,0.01328091315015178,0.010749374954201573,0.007756806533482569,0.0060199518880609815,0.0061789788249511845,0.006338005761841387,0.004659964680463085,0.0028092078024954444,0.0018884168925492855,0.0022019444492498087,0.0025154720059503317,0.001954500343681742,0.0013429378175058503,0.0005827649039447662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,9.126300077536143,0.05766849370816127,-3.7216949736691056,0.6004369826630322,0.6004369826630322,0.5472472277670524,0.47705868522390354,0.4029405635654125,0.318380988829012,0.23382141409261148,0.17523013697136952,0.12358088000467485,0.08116102509604407,0.05980313898658474,0.03844525287712541,0.03035963771489984,0.025181281903020738,0.02130884385090332,0.020017871137849686,0.018726898424796055,0.015493986271908296,0.011922570913911839,0.009139591163297319,0.007715404693489961,0.006291218223682604,0.004516344942129401,0.0026949203138842705,0.0022295814801435534,0.0038116662969290976,0.005393751113714642,0.0032732652471118276,0.000804674444463967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,9.308950078033376,0.0978083261354637,-2.779355386997413,0.5808958709634514,0.5808958709634514,0.5365845610816128,0.47811190474269166,0.4121662183445999,0.326363623503569,0.24056102866253803,0.17466671830717834,0.11409442459650307,0.06753090161034374,0.05293611181602838,0.038341322021713024,0.03202887067411249,0.02753064584341141,0.022901180880688314,0.01801228775001472,0.013123394619341125,0.009914200398172745,0.006997797730037379,0.004895102735900033,0.004194755009716716,0.003494407283533399,0.003258612719915534,0.0030844845053107812,0.002746467997684747,0.002161012302555999,0.0015755566074272503,0.001743306269747166,0.001981870110972509,0.001974138932733699,0.001639507092297017,0.001304875251860335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,9.49160007853061,0.00400599771398967,-7.8744668402228175,0.6827090645177326,0.6827090645177326,0.6354430661336014,0.5730714393999025,0.49544621705984604,0.3772900121086108,0.2591338071573755,0.1852398745752589,0.12317843064627297,0.07518327552250109,0.05928811280037148,0.043392950078241864,0.035191162339557484,0.02867459007343731,0.02328769508177536,0.020133883074507555,0.016980071067239744,0.013011871881600145,0.008901715297895742,0.0057964782271166335,0.00442312372116622,0.0030497692152158078,0.002395976292287655,0.0018377003936544925,0.0012943645441042249,0.0007735852392477452,0.00025280593439126574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,9.674250079027843,0.020810299760492302,-4.604392814974626,0.6561374924581204,0.6561374924581204,0.6071354514187632,0.5424729642740447,0.46495657472737767,0.3532855302269617,0.24161448572654562,0.175067581643629,0.12058356658321212,0.07710773716547265,0.05875315190666359,0.040398566647854524,0.033729995524199724,0.029621217973007295,0.02526473264569981,0.020418592412118373,0.015572452178536936,0.012540059054339248,0.009823823683153404,0.007568708471260903,0.006108289704107989,0.004647870936955074,0.003375328962815875,0.0021277263859793816,0.0016581796362731714,0.0023633446255675807,0.0030685096148619904,0.0022664825894486117,0.0013227537506866431,0.0003485413417447545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,9.856900079525076,0.06689730538440278,-3.336617854733469,0.6409145637411614,0.6409145637411614,0.5785160629550933,0.49617577325801376,0.40870349008217705,0.3075947670913573,0.20648604410053734,0.15462394157928294,0.11592677720335785,0.08284510520605129,0.06257827479072024,0.042311444375389216,0.032940668922252225,0.02595664836559586,0.020974589499839005,0.01994989676725557,0.018925204034672134,0.01524865120725963,0.011109847537629215,0.007882366260724262,0.006225461873409997,0.004568557486095732,0.004084288756644996,0.003755679627795613,0.0033746582252528455,0.0029145045663494813,0.0024543509074461166,0.0026063655899891233,0.0028159345610441794,0.0022159060584487833,0.0005413209090082523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-medium,con,True,10.039550080022309,0.021126591584956115,-5.021113801676015,0.6241479373196273,0.6241479373196273,0.5704920077879437,0.4996883069626292,0.42110029899201334,0.3218282748924536,0.22255625079289368,0.1680866086193272,0.12559384082201633,0.08919358458508161,0.06669675216541567,0.0441999197457497,0.034676536295722094,0.027994955953329587,0.022908014586381063,0.020973266542984606,0.019038518499588146,0.015747298750317898,0.012219629804610934,0.009272842550949295,0.007327149277195548,0.0053814560034417995,0.004414305136973216,0.0035770492803212477,0.003258835054882025,0.003724271919705181,0.004189708784528336,0.0034384578609753637,0.002572817487233187,0.0014866919949934982,0.00010792261820256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-short,con,False,7.588650229095947,0.024434704190427488,-4.760428734783715,0.39180482906068353,0.39180482906068353,0.3643046089682056,0.3280156587430801,0.2901229472283529,0.24796881285839822,0.2058146784884435,0.16461668140896352,0.1236742853873332,0.08928448608862412,0.06984804854222246,0.050411610995820776,0.04381941448945659,0.040040718401386344,0.03481053367117694,0.026711127206506383,0.01861172074183584,0.016674835552245144,0.015812151318861028,0.013580360051228646,0.008989043894785439,0.0043977277383422326,0.0068997253954429134,0.010343313381775087,0.012143274838053233,0.011461682513661572,0.010780090189269913,0.00738795323336255,0.003740978747996456,0.001372459064512081,0.0007007975726161535,2.9136080720225887e-05,0.00043393023051860395,0.000900998673638138,0.001848882653203809,0.0033590763279352986,0.004869270002666788,0.001068614342749804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-short,con,False,7.745950229524169,0.5975215049081412,-2.147117011035241,0.20403609144664894,0.20403609144664894,0.18675112375715638,0.1639420942287539,0.13995447926623564,0.11283519443592413,0.0857159096056126,0.06833951651252138,0.05356765883433064,0.040446777765442636,0.031093509984450596,0.021740242203458552,0.017530143033038934,0.014446642701125664,0.01156348718539501,0.009076362120257897,0.006589237055120784,0.005802878463600056,0.005312983752801449,0.004650497618009524,0.003690566688675922,0.0027306357593423203,0.002412138700129739,0.002178787729871276,0.0022822948805062576,0.002894391743078395,0.003506488605650532,0.0031755646104882655,0.002755980534684305,0.002022365350553032,0.0008719452408236921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-short,con,False,7.903250229952391,0.047802246933260926,-3.794382253994744,0.48001202292501677,0.48001202292501677,0.44277429375773936,0.39363584702153825,0.3409823593044862,0.27898890555260203,0.2169954518007178,0.1712387962497355,0.12982267091087552,0.09486832102309718,0.07466007408778733,0.05445182715247746,0.042049094228176355,0.03135614056342958,0.02439857072169166,0.024824899134738634,0.025251227547785613,0.021101808597147734,0.016154782307885886,0.011842874050228895,0.008625530910869629,0.005408187771510363,0.00432988516705374,0.0035355259964337526,0.002914276751232767,0.0025543895502918475,0.0021945023493509276,0.0032823604749657093,0.0045063314090600815,0.003671926952679055,0.00010549697803070863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-short,con,False,8.061200230382383,0.021009945450026327,-5.255950794840981,0.5236336002999158,0.5236336002999158,0.48735909544743256,0.43949170760085665,0.38282261809036605,0.30276614987290157,0.222709681655437,0.1702471835373557,0.12516129128742629,0.08935291016292912,0.07471628519646958,0.06007966023001006,0.04541949951613742,0.030754183352831466,0.021311433194177366,0.02219236002146292,0.023073286848748466,0.018305670260613523,0.012553445187221804,0.009021669431934746,0.00931662548018976,0.009611581528444773,0.007282108133910795,0.004604259149626064,0.002884799468400704,0.0026123197153238176,0.002339839962246931,0.0026451100448623742,0.003004698488098462,0.0025674673514875794,0.001072639317988912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-short,con,False,8.219150230812375,0.00805431714801841,-7.001663778365716,0.569360123306686,0.569360123306686,0.5316627476903901,0.4819177571864122,0.4225959839916106,0.33782733107547736,0.2530586781593441,0.19306458613812122,0.13969339653434962,0.09632525700207416,0.07578459070987964,0.05524392441768512,0.0421886186746981,0.030772963337728002,0.022517232349802605,0.020507863447198117,0.018498494544593628,0.016288111866913216,0.014042690090825073,0.010739037464263919,0.005611625286887579,0.000484213109511239,0.001365943845907021,0.003045348420414149,0.0031229869642933924,0.0007822728736952584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-short,con,False,8.376450231240597,0.009548746605196275,-7.591162154163032,0.48618343289687627,0.48618343289687627,0.4476691234317087,0.3968461171271577,0.3421847336812906,0.2773242338313554,0.21246373398142004,0.16860094102955706,0.13035139645638666,0.09720710676306812,0.07571327051351415,0.05421943426396018,0.04479665049881343,0.03801800203977496,0.0319907992622187,0.027449012366662136,0.022907225471105574,0.018764560771981745,0.014691467831869132,0.011689239332877755,0.010532543168584686,0.009375847004291617,0.009411546962372426,0.009605529591564814,0.00859469297497041,0.005764815536305776,0.002934938097641143,0.002387448803002788,0.002054543009084844,0.0010284340409079734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-short,con,False,8.533750231668819,0.1235299455396221,-3.0992838571997843,0.46933756412150157,0.46933756412150157,0.4323787609923276,0.38360838160537636,0.33068538633341854,0.26672829742415727,0.2027712085148959,0.16027257986031437,0.12351037127381558,0.09052334989296586,0.06615149931475126,0.04177964873653664,0.03407903344584088,0.030030212551458796,0.026351387714366577,0.023403950432382244,0.02045651315039791,0.015959197502263805,0.011191719570121949,0.008040058554943623,0.007673103290276908,0.007306148025610193,0.005733453757794134,0.0040007056400024965,0.003334506858308184,0.004278588446800024,0.0052226700352918645,0.0017428298492928452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
