source_id,element,recovered,formal_err,true,z,template_id,n_ccd,period_d,a0_mas,significance,phot_g_mean_mag,jitter_mas,note
1.9228767570049354e+18,P,622.551483448353,9.527321085560763,613.3549605593579,0.9652789914819809,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,0.0,
1.9228767570049354e+18,e,0.355571731438121,0.15349462243645554,0.1017731980923694,1.6534685666321656,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,0.0,
1.9228767570049354e+18,as,3.858291726161279,0.7339525057127005,3.580399374180481,0.3786244338943322,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,0.0,
1.9228767570049354e+18,parallax,4.297302557521205,0.3787688551898134,4.513068082014416,-0.5696495937742392,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,0.0,
1.579254496872812e+18,P,601.1808219778617,0.7558485242313545,601.4623670644385,-0.37248876931141217,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.0,
1.579254496872812e+18,e,0.26892982608573923,0.01758021467625721,0.3078017445717703,-2.211117395428006,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.0,
1.579254496872812e+18,as,1.5409101996458512,0.017078651022208506,1.5567184952274447,-0.9256173430229876,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.0,
1.579254496872812e+18,parallax,1.5771285040211291,0.014501783520206944,1.5733460952919118,0.2608236927510925,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.0,
2.7132246086099103e+18,P,744.1136048123407,18.571018961652285,756.5306980111881,-0.6686274578948916,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,0.0,
2.7132246086099103e+18,e,0.3351311119305784,0.24837554468335382,0.0407278212749331,1.185315128471971,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,0.0,
2.7132246086099103e+18,as,3.2567480168277476,0.5068411327910547,2.732746273441994,1.0338579674861814,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,0.0,
2.7132246086099103e+18,parallax,2.885873485121431,0.3435402940260235,3.169826718653384,-0.8265500102018399,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,0.0,
2.2177666345706819e+18,P,816.1049953387433,0.8324019251192873,815.5456920222157,0.6719149723823916,2.06940844407616e+16,576.0,815.5456920222157,3.008019473037467,47.848766,14.959281,0.0,
2.2177666345706819e+18,e,0.07123294951824823,0.007982196137639343,0.0736439808728421,-0.3020511289148697,2.06940844407616e+16,576.0,815.5456920222157,3.008019473037467,47.848766,14.959281,0.0,
2.2177666345706819e+18,as,2.9834638639403694,0.015222242892180115,3.008019473037467,-1.6131400130076823,2.06940844407616e+16,576.0,815.5456920222157,3.008019473037467,47.848766,14.959281,0.0,
