metric,population,n_conf,n_spur,p,auc,auc_lo,auc_hi,min_detectable_auc
astrometric_gof_al,all-65,42,23,0.001120740335583852,0.2536231884057971,0.1355848861283644,0.38819875776397517,0.7250000000000002
astrometric_gof_al,in-list,40,8,0.1742134179374545,0.34375,0.171875,0.540625,0.8000000000000003
ruwe,all-65,42,23,0.008267295949554533,0.3002070393374741,0.16149068322981366,0.44824016563146996,0.7250000000000002
ruwe,in-list,40,8,0.6345513405555813,0.44375,0.21875,0.678125,0.8000000000000003
