source_id,s23_label,m1_used,m1_source,amrf,margin_at_1p25,p_class3_mc,cuts_core,cuts_eb26,significance,goodness_of_fit
513410735478322944,WD,0.3500789,binary_masses,1.0050578878067185,2.2929804506903873,1.0,True,False,7.865634,0.1368839
1258132677052807424,WD,0.5140565,binary_masses,0.7979503741315721,1.7328028109830234,1.0,True,True,33.530663,0.42971078
4429564978284010624,WD,0.56011647,binary_masses,0.7567657188816603,1.5505410671913293,0.996,True,True,95.29243,-0.7454791
6476764747694402560,WD,0.53875124,binary_masses,0.7622217183366178,1.6244141886220034,0.964,True,True,23.199223,0.47358102
6565536670821170048,WD,0.31973714,binary_masses,1.0145809871070446,2.232720202457066,1.0,True,True,144.19408,1.5244257
780762798862741248,WD,0.48016697,binary_masses,0.8036586247446461,1.7414953681466872,1.0,True,True,128.95952,2.4728072
778976951460413184,WD,0.42120394,binary_masses,0.8578481021235642,1.9182675782098721,1.0,True,True,22.147709,0.9355646
3737275314557968512,WD,0.42519724,binary_masses,0.8457963810132888,1.8876024456923242,0.957,True,True,11.913061,0.29177603
1569917409771276928,WD,0.5209762,binary_masses,0.7448885580155721,1.6108774876899477,0.997,True,True,31.900192,3.797267
5270266446649786112,WD,0.5273515,binary_masses,0.7387361820795632,1.5891696968780535,0.916,True,False,9.22595,1.4477344
4111830204091975808,WD,0.53928477,binary_masses,0.7243551519834714,1.5430417133335848,0.999,True,True,71.41409,-0.19784166
4690033098152050944,WD,0.5582701,binary_masses,0.705451877997163,1.4502993387672771,0.993,True,True,45.057842,1.056682
2089665008721347072,WD,0.54797226,binary_masses,0.7128711687083377,1.494490937035043,0.985,True,True,62.83355,-1.0645628
339403953708089728,WD,0.491087,binary_masses,0.7616553286816838,1.659628608816303,0.984,True,True,37.144844,-3.5254447
2616906015627057536,WD,0.49394292,binary_masses,0.7512951322245841,1.6394316731087262,0.999,True,False,7.3561726,-0.15923229
2977891458442799744,WD,0.5392088,binary_masses,0.7108534579306225,1.5143740155314358,0.965,True,True,20.878937,0.5514931
2764969554255024384,WD,0.49337798,binary_masses,0.7510073548837212,1.638332996862062,1.0,True,True,34.515266,0.6622539
3418769439060150272,WD,0.5345405,binary_masses,0.7128547832106,1.524452004965835,1.0,True,True,162.83235,-0.72568715
3598782754069068032,WD,0.4521749,binary_masses,0.7826749142483175,1.7147369819032126,1.0,True,True,112.61044,2.471048
159844874438662400,WD,0.47507775,binary_masses,0.7555545674205946,1.6386896865334384,1.0,True,True,27.622816,1.3366257
4263071704959743360,WD,0.45957133,binary_masses,0.7684911735362456,1.6723167859770898,0.991,True,True,34.935234,0.43892035
5080167483275376000,WD,0.45015275,binary_masses,0.7758225814543642,1.7028829308004845,1.0,True,True,45.7383,1.5219038
2429401251156528384,WD,0.44902188,binary_masses,0.7715169638489016,1.6951940213921066,1.0,True,False,54.451027,5.0510054
5851667407832653440,WD,0.42254993,binary_masses,0.7993203658629072,1.7862062457150458,0.958,True,True,36.866436,0.50130993
4905858464653858944,WD,0.44017088,binary_masses,0.7794644140964266,1.72671531534208,0.999,True,True,65.94296,2.2423666
5334123401959324672,WD,0.50911903,binary_masses,0.7096901745835493,1.545434313685131,1.0,True,True,49.72914,0.5283953
1983749087978089344,WD,0.51874685,binary_masses,0.6998393800744344,1.5157470516592924,0.992,True,True,43.776955,1.0180545
2057714811427134592,WD,0.5242751,binary_masses,0.6947633796872897,1.4983783932668564,0.985,True,True,12.899603,-0.7133313
2029454996084346624,WD,0.5028316,binary_masses,0.713316029728513,1.5588615293031736,1.0,True,False,58.231186,11.358493
5913084821648555520,WD,0.5075219,binary_masses,0.7087918907682645,1.5448706892704367,0.999,True,True,49.254612,1.228037
813135719719859456,WD,0.37119058,binary_masses,0.8575260406007055,1.9809895198395242,1.0,True,True,192.29442,0.74501145
233150963936432384,WD,0.52129036,binary_masses,0.6951882192062311,1.5030051494822803,0.973,True,True,15.118243,-0.6317796
1395978174949708288,WD,0.5222221,binary_masses,0.6919111180602658,1.494765213461082,0.997,True,True,46.762608,1.8028803
1394121134170224512,WD,0.47131428,binary_masses,0.7371072193474993,1.5998545157160293,1.0,True,True,67.01474,-0.65944695
2094243478217710976,WD,0.48420423,binary_masses,0.7235439138101423,1.5710933955093669,1.0,True,True,20.590693,-0.5954035
5299929002634004480,WD,0.45309615,binary_masses,0.7497392349197604,1.6411924550329715,1.0,True,True,131.30579,1.1353424
3072288654854260864,WD,0.49327743,binary_masses,0.709338647970178,1.54735303005218,1.0,True,True,228.71103,3.314799
1964760831408498304,WD,0.47861072,binary_masses,0.7222625146145171,1.565405178601886,0.999,True,True,48.293736,-0.19099672
3014551753093454976,WD,0.47426078,binary_masses,0.7255023034396868,1.573761426365751,1.0,True,True,14.516378,0.5005489
3253873309421802624,WD,0.4451234,binary_masses,0.7544024292159532,1.6635554543078723,0.98,True,True,167.5406,0.76529574
3906148309035700864,WD,0.5140381,binary_masses,0.6883905570697001,1.4949017929373056,1.0,True,False,122.11247,4.6628056
1204789870432946048,WD,0.41910195,binary_masses,0.7796413955307371,1.745181021030282,0.984,True,True,36.95634,-0.051446605
5983827326751931648,WD,0.37343895,binary_masses,0.8346882672984077,1.9286250132141782,1.0,True,True,27.263199,0.29035202
4320637632685061248,WD,0.52260506,binary_masses,0.6772814618304637,1.46269603930729,0.999,True,True,188.50595,-0.24779235
6083048428569953792,WD,0.42927685,binary_masses,0.7651162877162611,1.7041245939364864,0.945,True,True,16.4675,-1.5218859
1496909184851679616,WD,0.447589,binary_masses,0.743696316850134,1.6362226008058374,1.0,True,False,76.10589,8.298276
4065778224715865344,WD,0.38773784,binary_masses,0.8111417654067595,1.8585903603718577,1.0,True,True,165.25117,0.33212924
2300870781411307008,WD,0.34819645,binary_masses,0.8642967090933217,1.9675815551212688,1.0,True,True,26.858248,-0.92673486
