source_id,nss_solution_type,l,b,nss_parallax,phot_g_mean_mag,bp_rp,m1_used,m1_source,class_det,a_tr_margin,m2_min_dark,flag_low_lat,cuts_eb26,d_pc,dust_tier,E_zgr23_eden,ebv_sfd_raw,a_g_lower,a_g_upper,a_v_mag,m1_dust,m1_source_dust,class_det_dust,margin_dust,m1_dust_upper,m1_source_dust_upper,class_det_dust_upper,margin_dust_upper,sfd_lowb_unreliable
421556438884382720,AstroSpectroSB1,119.01533696005482,-6.002534044075513,0.5660116467348758,12.499254,1.7517529,,evolved_bracket,2,0.7013562559871075,1.1713028506710907,True,True,1766.7480974440225,edenhofer_floor,0.37041171621056007,0.5477965482667513,0.8420144449643767,1.228629217654573,1.029403036298603,,evolved_bracket,2,0.7013562559871075,,evolved_bracket,2,0.7013562559871075,False
421738339339817344,AstroSpectroSB1,119.3510528829693,-6.150279044200414,2.5153557790437877,9.579495,1.209322,,evolved_bracket,2,0.5996173208337859,0.9554144656339625,True,True,397.5580744208479,edenhofer,0.1272480423827529,0.47218942456790514,0.2892583714031629,0.2892583714031629,0.3536322299195264,,evolved_bracket,2,0.5996173208337859,,evolved_bracket,2,0.5996173208337859,False
421775138620364928,Orbital,119.44648234500292,-5.745686244020741,1.768203120694621,12.516863,0.9802561,,evolved_bracket,1,0.42772782998469544,0.6306382502923273,True,True,565.545885705235,edenhofer,0.2280163457989248,0.4385529138627518,0.5183233911033982,0.5183233911033982,0.6336752009153477,1.337321067007082,photometric_ms,1,0.4577996390527712,1.337321067007082,photometric_ms,1,0.4577996390527712,False
421775413498264576,AstroSpectroSB1,119.4829917018505,-5.717440854919517,1.77005249956258,11.794602,0.899992,1.4154013753438597,photometric_ms,2,0.5563496297161566,0.6509940692120534,True,True,564.9549944123819,edenhofer,0.22165224912697126,0.44298907533094567,0.5038566205007954,0.5038566205007954,0.6159888801249903,1.596965275425367,photometric_ms,1,0.5526961420680686,1.596965275425367,photometric_ms,1,0.5526961420680686,False
421822314538545536,AstroSpectroSB1,119.87019843470922,-5.528046307075667,4.397888034489208,7.0791183,1.0719123,,evolved_bracket,2,0.6086856350707708,0.9739047061437476,True,True,227.38186878742238,edenhofer,0.041018723952936924,0.4491919247639982,0.09324315773733756,0.09324315773733756,0.11399423164640093,,evolved_bracket,2,0.6086856350707708,,evolved_bracket,2,0.6086856350707708,False
421900135045515392,AstroSpectroSB1,119.77970144142398,-5.067546352885234,2.5738543409116232,12.157732,1.0561218,,evolved_bracket,1,0.40814280041834966,0.596552913808327,True,True,388.5223744424535,edenhofer,0.21677344354412778,0.5858251357992098,0.4927661916748566,0.4927661916748566,0.6024302990631678,1.2026952244218951,photometric_ms,1,0.4401140554138828,1.2026952244218951,photometric_ms,1,0.4401140554138828,False
421923087356473984,Orbital,119.61848599592064,-4.835768736940975,0.6956652506545647,15.253555,1.2687435,,evolved_bracket,1,0.536730815212088,0.8310494823798056,True,True,1437.4729786475332,edenhofer_floor,0.3950885807634221,0.5979491479822578,0.8981095291655683,1.341114317363161,1.0979819666761874,1.2469761515848665,photometric_ms,2,0.5773932968684939,1.3722418821786495,photometric_ms,2,0.5738505546899703,True
421955041906430848,Orbital,118.70644963628465,-5.533226183761633,1.4941902265542184,12.928664,1.0002184,,evolved_bracket,1,0.3619517211399066,0.5183642698745675,True,True,669.2588281119465,edenhofer,0.23813369434367418,0.516087162741055,0.5413219984546185,0.5413219984546185,0.6617921012601953,1.3301928311270101,photometric_ms,1,0.3875314213504642,1.3301928311270101,photometric_ms,1,0.3875314213504642,False
421997102529280000,Orbital,118.9075954814189,-5.109796472421437,1.1543985543436894,13.407939,0.97325134,1.2024647303151672,photometric_ms,1,0.5277088847955316,0.5504200586810699,True,True,866.251951059078,edenhofer,0.26145494408727143,0.5492977370447285,0.5943355190841012,0.5943355190841012,0.7266036724003757,1.3719443555847541,photometric_ms,1,0.5231977385194506,1.3719443555847541,photometric_ms,1,0.5231977385194506,False
422059946492222208,Orbital,118.30555993835692,-4.774136105119504,1.300476627315857,13.336858,1.0567179,,evolved_bracket,1,0.4022752765661704,0.5864507255607418,True,True,768.9488445970526,edenhofer,0.1786170267300467,0.6506213967937047,0.4060295882698103,0.4060295882698103,0.49639064209842315,1.265254511146916,photometric_ms,1,0.4325701420460774,1.265254511146916,photometric_ms,1,0.4325701420460774,False
422119457558170240,AstroSpectroSB1,119.34918200063817,-4.493851495468295,0.4926904579343146,12.782409,1.7573185,,evolved_bracket,2,0.5677430031136458,0.891546391993172,True,True,2029.6719449218963,edenhofer_floor,0.43692063149304633,0.6926191554313166,0.9932015293246659,1.5534455880794744,1.2142364968411938,,evolved_bracket,2,0.5677430031136458,,evolved_bracket,2,0.5677430031136458,True
422125328771713536,AstroSpectroSB1,119.11192246813422,-4.604852212792707,0.5079296643495482,12.137562,1.9059839,,evolved_bracket,2,0.7888997291722145,1.372714581375118,True,True,1968.7765259400514,edenhofer_floor,0.44457532597805255,0.6368430307499243,1.010602067823023,1.4283477271164424,1.235509489567818,,evolved_bracket,2,0.7888997291722145,,evolved_bracket,2,0.7888997291722145,True
422160586165559168,AstroSpectroSB1,118.54818404695833,-4.516877555163946,1.4407227008811492,9.784457,1.4022474,,evolved_bracket,2,0.6061340219410418,0.9686875041240837,True,True,694.0960945422723,edenhofer,0.21948484768609486,0.8788102957267041,0.4989297155423757,0.4989297155423757,0.6099655025522144,,evolved_bracket,2,0.6061340219410418,,evolved_bracket,2,0.6061340219410418,False
422278474426696960,Orbital,117.65201831386794,-5.721844752870867,0.7027193221064326,13.603716,1.0496826,,evolved_bracket,2,0.5963325351527851,0.9487520340175073,True,True,1423.0432671218648,edenhofer_floor,0.375306997455882,0.48138758038600477,0.8531423260230341,1.0796834119339467,1.0430074045108801,1.8378664562973885,photometric_ms,2,0.6237415603760419,1.9439628138337293,photometric_ms,2,0.6206760839669722,False
