source_id,ra,dec,l,b,nss_solution_type,period,eccentricity,a0_mas,nss_parallax,significance,goodness_of_fit,sigma_ti2,phot_g_mean_mag,bp_rp,ruwe,m1_used,m1_source,amrf,a_tr_margin,q_min_dark,m2_min_dark,p_class3_mc,flag_alias_1yr,flag_low_lat,flag_sig_gt20
2278534305772981504,318.08762901714226,77.37686768827686,112.01978078451482,19.43701609393221,Orbital,788.8219762787629,0.8013525175511002,1.6842873200266166,0.788841011997312,5.9342027,-1.6733384,0.13590747648643603,14.593381,1.1848583,3.2122545,,evolved_bracket,1.0142791884466251,1.6516909907712967,2.204696242389745,4.40939248477949,1.0,False,False,False
5296919570584886016,137.19676132118937,-63.96137351520097,281.26848167906104,-10.913682064497207,AstroSpectroSB1,1212.6671609090763,0.1980266481737424,1.0677365850339204,0.4226933405979953,7.081334,1.200219,0.5208175031200724,11.48544,1.5922832,3.4758642,,evolved_bracket,0.9008679253221916,1.4670077559299095,1.7819391915061875,3.563878383012375,1.0,False,False,False
4379087597747205120,252.0255432642629,-1.9074786304280769,15.880808310377487,26.150741068222167,AstroSpectroSB1,826.5429191434187,0.5374757078674097,1.5247185270686412,0.792546872858597,7.716878,3.0579143,0.2516208157647413,11.440783,1.5222387,2.7922022,,evolved_bracket,0.8858725924710288,1.4425887828739659,1.730691709934836,3.461383419869672,0.993,False,False,False
5542831389148064640,124.96328401374043,-36.653436599607325,254.91842034326632,-0.2028889728099376,Orbital,772.0245130025933,0.455676364815611,0.7320215519973879,0.4289465573642613,8.961256,-0.8412369,0.23247714149840806,13.265005,1.5886574,1.8378612,,evolved_bracket,0.8224006384511521,1.3392286273907035,1.5249285816728229,3.0498571633456457,0.996,False,True,False
527033448332009856,8.729197509008806,64.41890470430914,121.14907060888928,1.604360234984382,Orbital,1162.1501684880925,0.7797334679000841,0.6579950357060977,0.2962906829432086,5.345621,1.2197182,7.1634648480361935,13.897106,2.516571,1.6190977,,evolved_bracket,0.8147917197748291,1.3268379734461604,1.5014324228284743,3.0028648456569487,0.959,False,True,False
2020124643487024640,296.17919861058834,23.64909817002517,59.88363251253524,-0.2812987019427114,Orbital,1081.3720674869976,0.0816018875872837,0.8177396342652381,0.3938945135159996,5.8510633,1.6465044,1.5887318628689946,14.378794,2.3856516,2.1711824,,evolved_bracket,0.7991626328925255,1.3013869711072308,1.4539288081992576,2.9078576163985153,0.973,False,True,False
5356232897165970432,151.60088155072282,-54.41768708326976,280.3635365218825,1.0573481005584446,Orbital,1179.9808904960412,0.5096666325120311,0.6599669659133419,0.3061572301896884,8.021044,-0.37955785,0.7663068522809111,13.929626,1.7671547,2.052365,,evolved_bracket,0.7829088087668253,1.274918622767051,1.4055913815060905,2.811182763012181,0.959,False,True,False
5531157844139797632,119.23830647089886,-45.10531647632058,259.7366972514008,-8.388749430365138,Orbital,1161.683815268805,0.443833063417385,0.5577205606996195,0.3075028038990784,7.823129,2.7435017,0.754652235135986,12.656353,0.57908726,2.1850116,3.2426329401873186,photometric_ms,0.5665912139287844,1.0335553768805077,0.8555676753691834,2.7742919267116046,0.746,False,True,False
4478667071645426688,275.193184154679,8.751015999271097,37.3267858457132,10.761366640481777,Orbital,860.0883712691244,0.6121523875771293,0.862506503386187,0.5035222754291039,5.405028,-2.6882722,13.223838465987239,14.281639,1.4489231,1.7133144,,evolved_bracket,0.7681248064903761,1.2508437884948909,1.3625500769012668,2.7251001538025337,0.922,False,False,False
1925560664891372544,356.6067195197168,43.91814759818856,110.73451957974268,-17.408492965316096,Orbital,1022.903971303942,0.8792051257705457,0.9412298319941039,0.4868566325306613,6.206132,1.5845238,0.6681577841794925,13.010477,0.5454922,1.7225071,1.9123405,binary_masses,0.7839284483687777,1.3303743540793882,1.4085921802120225,2.693707874202749,0.94,False,False,False
1979423231287810944,327.6253603838653,48.94201708107491,95.06536585905197,-3.889038391564205,Orbital,851.7140832272875,0.8235250647873434,0.6294043980676116,0.4053017047407895,5.460288,5.7667556,0.18356091678929357,12.727435,0.5339918,1.5050336,2.495,binary_masses,0.6511165839701047,1.1649952478058352,1.0511218513324172,2.622549019074381,0.834,False,True,False
2055530017407206912,304.5764569257516,34.27052813845206,72.77300975321197,-0.8810843380696952,Orbital,1344.600046574665,0.7116887312975071,0.9345513215834553,0.4169003459397711,9.6993685,5.4061027,0.38598372495793987,11.70382,1.1622972,2.204649,,evolved_bracket,0.746263677047016,1.2152442898943305,1.30048448858793,2.60096897717586,0.925,False,True,False
5857020242732994816,192.7813347621348,-68.76500305148664,302.9034658898355,-5.893270320961618,Orbital,1003.7964684239148,0.2901934009940526,0.5758743541980942,0.3138900818032117,7.377461,-1.3939111,19.113753401082583,13.715856,1.533227,1.6794285,,evolved_bracket,0.7421696444481627,1.2085774107584133,1.2890671564685765,2.578134312937153,0.951,False,True,False
5968984130270654208,250.07618576920228,-41.285269466622935,342.19907830087,3.511607588794577,Orbital,1005.7003963725598,0.1553329490963201,0.8087683992439658,0.4417632422432877,6.449891,-0.9592078,2.850242971576361,13.184564,2.0624256,1.8950197,,evolved_bracket,0.7396716965274382,1.2045096569061478,1.2821324795912892,2.5642649591825784,0.92,False,True,False
5882914875430922496,231.00139193686357,-57.991128631116666,322.04328404942765,-0.8963765746202668,AstroSpectroSB1,1041.8554680096704,0.1341376794959065,0.8553441765137116,0.4572122112692712,9.394618,1.3036013,1.3432514148963115,12.9227085,2.498413,2.1126492,,evolved_bracket,0.7382468163309247,1.2021893275428743,1.2781874676492497,2.5563749352984995,0.937,False,True,False
5355309444833383936,154.067782676476,-54.993901531935215,281.86227536108186,1.4009127493865023,Orbital,1288.6183702521878,0.7431221544973811,0.7351114870968632,0.3713431203783231,6.240134,3.6957538,0.2679228372938727,12.719434,0.7132311,2.2504525,2.6007926,binary_masses,0.6211357470381813,1.1330535584420378,0.9791155842895078,2.5464765661648285,0.757,False,True,False
5593444799901901696,112.68478181633505,-30.460562649449365,244.3225911673198,-5.753490081117277,Orbital,1038.7902132799031,0.4422350149963917,1.2504156358542515,0.6025846457887121,6.4548907,0.2493086,0.23305383710062885,14.421466,0.677001,3.0213006,1.2772539,binary_masses,0.9527643647170746,1.4354966964715479,1.9674830801868524,2.51297543735267,0.946,False,True,False
5836045065662398464,238.6437926999518,-56.70765345829126,326.1192105556378,-2.3193931748728227,AstroSpectroSB1,910.6492956913576,0.5190718802620604,0.7344144030531597,0.4346287625287227,9.528305,-2.7350724,0.14142089297642813,13.138488,1.6186991,1.6753187,,evolved_bracket,0.7294106542950265,1.187800183612947,1.2538952392179268,2.5077904784358536,0.993,False,True,False
