source_id,model,success,excessNoise_mas,excessNoiseSig,f2,chi2,n_measurements,n_outliers,deltaAlphaStar_mas,deltaAlphaStar_mas_err,deltaDelta_mas,deltaDelta_mas_err,varpi_mas,varpi_mas_err,muAlphaStar_maspyr,muAlphaStar_maspyr_err,muDelta_maspyr,muDelta_maspyr_err,pseudoColor_offset,pseudoColor_offset_err
4181040337841125632,6p_constrained_colour,1,,,-0.8863706280926213,599.388425880787,637,0,-2.032831305462155e-06,0.00822804462352001,4.8946020798018526e-08,0.005716120577708628,1.0013050141004909,0.008960728087340117,2.9038316711707837,0.005583415176968217,-0.29427693909599817,0.003264143290069562,2.1149233438347035e-06,1.7547566517516696e-06
435469040545191680,6p_constrained_colour,1,,,1.4350021765917675,695.1429408227654,649,0,-1.2794332869603868e-05,0.009222398043698546,-7.948433489109238e-06,0.008031377699967566,0.9977339048949073,0.012246610985101412,3.4217093080357124,0.005607920868393825,-5.812478849680664,0.0047450987232425515,-3.402613572879343e-07,2.053256204350102e-06
3926186255616949504,6p_constrained_colour,1,,,0.5342082010485685,471.6415794035644,462,0,2.4443767893429715e-06,0.14595460853476402,1.3753466977855446e-06,0.11046092872451117,0.9993293100964049,0.1584491196867718,-9.320931197077538,0.09422524068743506,-0.510769817995024,0.07025376867205316,5.9129832419114984e-05,3.514115495773475e-05
2309425390592896,6p_constrained_colour,1,,,-0.11781317935671679,586.2954283578492,597,0,5.906026336998601e-06,0.011350541674487893,1.7974775597972805e-06,0.008588844605142818,0.9262105456427093,0.014142140102955444,7.200292322394945,0.007031677883539843,-3.3220238325847857,0.005153045030408885,3.965302961260221e-06,2.4789141209872797e-06
20694084440761600,6p_constrained_colour,1,,,0.4898543105690389,586.0205095165941,576,0,8.57354271323724e-06,0.012309817375906428,3.880246858131011e-06,0.00874953194992065,4.942145281342461,0.014043399447466288,25.441411244594704,0.00878500476018631,-16.504146688254295,0.006431409815959684,-4.549144238073128e-06,2.471600922254678e-06
1663617687609809280,6p_constrained_colour,1,,,1.5512952861068892,836.9909938087305,781,0,-0.00018878152785273492,0.008171611749497692,-0.0002145214384126553,0.008068641369758513,10.106683469768022,0.009156991008388023,-124.57328660812064,0.005695637059549952,-135.82392926023678,0.005485542438496577,4.08584321198496e-06,2.587469072234788e-06
2237987199365376,6p_constrained_colour,1,,,1.3884672606977198,748.3989593590143,702,0,-4.759900154443396e-06,0.2613678012967945,9.659756932232486e-06,0.21342061876697088,-0.0023393542493070356,0.353337181833295,0.03935448865580158,0.155859592200066,0.1718157514083824,0.15703563175650004,7.963775613834757e-05,4.499626157661843e-05
60730287810150016,6p_constrained_colour,1,,,0.14383823640837323,606.3346961610689,608,0,-6.095948798093236e-06,0.4534404017212296,8.70946771800673e-06,0.30910439105406623,0.0032102816149853527,0.4820932715722772,0.22268511605867872,0.25284819189017727,-0.06245640260270675,0.1752676192618796,2.0399425562853097e-05,5.4553309404108045e-05
10973744521070720,6p_constrained_colour,1,,,1.2166931923605626,548.1145119379689,515,0,-9.755668144916238e-07,0.27758550193077897,3.4910273747315143e-06,0.2184022331864689,0.0026503598048986973,0.3233634484211538,-0.34585589897262414,0.17614615033950543,0.07878585928730848,0.126548842866893,3.9640995180715694e-05,5.3665224899607925e-05
4318465066420528000,6p_constrained_colour,1,,,893.9707408301861,3748334.879100698,558,0,-2.1964741118697663e-05,0.4271121340948801,-0.0003390659799047976,0.37819256273314084,1.9607505391826436,0.521311610997865,-30.73961576814105,0.2904917873176584,-148.926288297881,0.22464927557978195,2.960734285292491e-05,6.269855647360087e-05
3937211745905473024,6p_constrained_colour,1,,,186.50269926521693,58847.25852403026,558,0,0.0013658528914461151,0.09855474371213785,-0.00012322425214799908,0.07252098104884927,25.631658773243284,0.10615195296013849,-582.0292409120673,0.06512371158109767,-0.7086671138723762,0.04586831083068889,1.3731927325842115e-05,1.9446050548848723e-05
1457486023639239296,6p_constrained_colour,1,,,31.5259857643012,2868.9651421399913,824,0,-3.7164248634698386e-05,0.006721830129612299,9.413947477860322e-06,0.008386534374982877,13.62407243044552,0.011073794031288059,-75.55232860356065,0.004895442420704849,17.943997922942803,0.005343650622321731,-5.02928856932969e-07,1.6189335724025982e-06
