rank,source_id,nss_solution_type,p_class3_corr,period,significance,sigma_ti2,phot_g_mean_mag,flag_alias_1yr,flag_low_lat,m2_min,queue_bin,flag_hi_sigma_ti2,flag_xray_active,xray_tested,flag_dust_unresolved_south,eb26_verdict
180,4534069465403072640,Orbital,1.0,773.6324113175378,115.29577,3.1810452225786374,16.322943,False,False,0.5633828462101159,v2_main,False,False,True,False,
181,1886436055442248960,Orbital,1.0,690.9892117895199,64.293205,0.7537353001291588,16.68839,False,False,0.5618659218643074,v2_main,False,False,True,False,
182,5467622873958750848,Orbital,1.0,670.8068415753745,121.407616,1.0399788735381112,16.49908,False,False,0.5617926889927243,v2_main,False,False,True,False,
183,5038672464198039040,Orbital,1.0,534.9729869381636,35.75307,4.008216238918689,16.95578,False,False,0.5580766780266012,v2_main,False,False,True,False,
184,1342378666723266304,Orbital,1.0,818.753013251239,20.395765,28.729173191986124,17.323904,False,False,0.5568038849670283,v2_main,True,False,True,False,
185,868863951177644160,Orbital,1.0,465.2259144595547,63.13195,1.445623150222177,15.467086,False,False,0.5549470360331267,v2_main,False,False,True,False,
186,2989538791273939200,Orbital,1.0,261.4927944008879,46.638035,0.0819357410705426,15.803022,False,False,0.5538342840203262,v2_main,False,False,True,False,
187,2566461354152574976,Orbital,1.0,616.6965613214626,39.834427,0.7338289047375952,16.073706,False,False,0.5529695068488857,v2_main,False,False,True,False,
188,5356683903089068288,Orbital,1.0,1294.728312383862,9.030645,34.44559041934926,16.21347,False,True,0.5528522409180783,retrieval_pr999,True,False,False,False,
189,3464913154642472960,Orbital,1.0,622.5258124129773,29.68898,5.43609769395167,17.177877,False,False,0.5525273614062826,v2_main,False,False,True,False,
190,1277688006750319616,Orbital,1.0,1014.926311334162,58.590076,0.0712695523318645,16.527004,False,False,0.5522823122671525,v2_main,False,False,True,False,
191,4040127576266563584,Orbital,1.0,519.635719119208,46.821762,8.589010764967227,16.41101,False,True,0.5522246450820907,v2_main,False,False,True,False,
192,3396221960268240512,Orbital,1.0,1032.9691115642902,110.60766,0.4624549150572072,14.785463,False,True,0.5507510296514416,v2_main,False,False,True,False,
193,6411562368137194624,Orbital,1.0,989.0820798676804,9.728992,0.2450302614859417,16.779926,False,False,0.549354968584717,retrieval_pr999,False,False,False,False,
194,6276650676500243072,Orbital,1.0,879.0642193946674,51.412716,0.224215947096583,16.25721,False,False,0.5445948646671868,v2_main,False,False,True,False,
195,1251294711160534144,Orbital,1.0,787.2322116304164,53.797455,2.871862614083745,16.757202,False,False,0.5439137307238188,v2_main,False,False,True,False,
196,1255744194199868800,Orbital,1.0,526.0954315170234,28.762463,3.156556794104835,16.985146,False,False,0.5407698438403478,v2_main,False,False,True,False,
197,985796325597093888,Orbital,1.0,605.4470118182597,49.357723,6.485293596715712,16.438251,False,False,0.5394137784086455,v2_main,False,False,True,False,
198,205868816271892864,Orbital,1.0,648.2747928242486,28.993574,10.516590528030958,17.084452,False,True,0.5347970739996483,v2_main,False,False,True,False,
199,2862409305498940544,Orbital,1.0,691.1464147005626,26.654861,15.46059797155677,15.48915,False,False,0.5340744323453941,v2_main,False,False,True,False,
200,6917071738179546752,Orbital,1.0,270.3897134360622,31.524199,1.6485415133719683,15.981132,False,False,0.5308237409344853,v2_main,False,False,True,False,
201,6218848456877200640,Orbital,1.0,810.4903358601333,16.574644,0.7262117848029082,15.942588,False,False,0.5205044588653347,v2_main,False,False,True,False,
202,613025599896017152,Orbital,1.0,563.3918934087865,272.59445,0.0169664581968731,14.024205,False,False,0.5204745721870276,v2_main,False,False,True,False,
203,1644534181545543168,Orbital,1.0,821.5737317725784,9.332799,16.855057989007083,17.498432,False,False,0.5196694672445258,retrieval_pr999,False,False,False,False,
204,6410320813350902656,Orbital,1.0,898.6449801671457,29.44661,0.4016825708082295,16.882591,False,False,0.5195717379417752,v2_main,False,False,True,False,
205,2856698098507352064,Orbital,1.0,593.4941442918206,51.162724,1.892091539278831,16.654575,False,False,0.5187774844521853,v2_main,False,False,True,False,
206,486506549240142080,Orbital,1.0,616.1816056650506,59.23352,5.588666705976993,17.099335,False,True,0.5167544831888231,v2_main,False,False,True,False,
207,4573946729210713856,Orbital,1.0,786.6691366378716,36.79871,2.8524604212048565,17.207504,False,False,0.5135492223980747,v2_main,False,False,True,False,
208,224549450109569536,Orbital,1.0,484.24125326123607,135.705,0.9884661566013349,15.113473,False,False,0.5135159022386265,v2_main,False,False,True,False,
209,1496207073661296768,Orbital,1.0,862.9184624428957,32.33089,1.4917193056180515,17.434212,False,False,0.5129495046413992,v2_main,False,False,True,False,
210,2581557958039687296,Orbital,1.0,317.36179900885065,78.90501,5.615189051295058,13.397092,False,False,0.5113104168188467,v2_main,False,False,True,False,
211,5015791524146225792,Orbital,1.0,668.9724657512428,45.600925,0.7236806602990128,16.83915,False,False,0.5107597424207238,v2_main,False,False,True,False,
212,5839685308022836096,Orbital,1.0,969.3041780239566,33.1321,1.4303371552715731,14.673898,False,True,0.5080615882034228,v2_main,False,True,True,False,
213,1320744950813590784,Orbital,1.0,1119.9208399161269,14.092946,0.8927687911023682,15.630514,False,False,0.5061757310111249,v2_main,False,False,True,False,
214,2843598860572518656,Orbital,1.0,973.3119208651972,20.288864,5.85758790787037,17.440296,False,False,0.5045410677435688,v2_main,False,False,True,False,
215,1626845895609073536,Orbital,1.0,50.829032394604425,92.744354,31.904434385584157,14.178413,False,False,0.502511711682272,v2_main,True,False,True,False,
216,5212664063261320704,Orbital,1.0,863.6415084798646,37.63722,15.627101822066322,16.876823,False,False,0.496317633598421,v2_main,False,False,True,False,
217,1990492079252556544,Orbital,1.0,1036.1873947455863,5.825005,6.7771533887080695,17.929861,False,True,0.4955763689921932,retrieval_pr999,False,False,False,False,
218,5411675667897698048,Orbital,1.0,702.8445735148744,88.187584,1.191070270930843,16.589254,False,True,0.4949566647256987,v2_main,False,False,True,False,
219,5527237638507221376,Orbital,1.0,798.9657894288509,26.805151,0.9790224837874686,17.334604,False,True,0.4943155725133833,v2_main,False,False,True,False,
220,5992613081828524288,Orbital,1.0,956.8704495835286,30.68069,2.8445096766196034,16.340082,False,True,0.4880315540053696,v2_main,False,False,True,False,
221,4464652765148795136,Orbital,1.0,561.639005080974,34.77811,10.7329112920784,17.529768,False,False,0.4877128903614308,v2_main,False,False,True,False,
222,4448242828981821824,Orbital,1.0,300.2731350950427,36.997444,6.512306505894263,16.306885,False,False,0.486686748966201,v2_main,False,False,True,False,
223,6685604337007194368,Orbital,1.0,519.4804030283423,71.89488,6.717692456420561,15.384011,False,False,0.4859188202530868,v2_main,False,True,True,False,
224,6092654861665006592,Orbital,1.0,175.94268471236433,68.757904,12.025459215668969,14.350184,False,False,0.4835014396267504,v2_main,False,False,True,False,
225,6380360186645909760,Orbital,1.0,633.9304106125873,120.55218,9.396047753312471,15.670912,False,False,0.4746216958292092,v2_main,False,False,True,False,
226,1098489704734299648,Orbital,1.0,970.7712007820602,90.86718,0.1373205427676603,15.963542,False,False,0.4559643640030051,v2_main,False,False,True,False,
227,3484138291549376128,Orbital,1.0,536.5396313771477,54.004112,10.339022483095444,17.096634,False,False,0.4479687475398082,v2_main,False,False,True,False,
228,1902733772704454016,Orbital,1.0,1055.4764970604326,10.2218485,0.4524735473299242,17.395308,False,False,0.430345586866211,v2_main,False,False,True,False,
229,4212627137946990336,Orbital,1.0,718.5657754434914,29.348795,7.770478170299114,14.826513,False,True,0.395522229538954,v2_main,False,False,True,False,
230,4900838098856778112,Orbital,1.0,195.66364394058908,23.145544,3.843986555908629,16.37552,False,False,0.3915210905933831,v2_main,False,False,True,False,
231,4616146191642331008,Orbital,1.0,569.4737958197932,106.75301,0.3475130120392814,15.832723,False,False,0.3612061562485723,v2_main,False,False,True,False,
232,2058205713339121536,Orbital,1.0,895.3172745949513,14.122249,1.7662293134682838,18.002235,False,True,0.3559207796390304,v2_main,False,False,True,False,
233,6081541719686045952,Orbital,1.0,594.1562818735827,79.67806,1.5263908417266103,16.348843,False,False,0.3357222959872207,v2_main,False,False,True,False,
234,1456415026297476992,Orbital,1.0,657.4881994195624,30.853424,16.607041122402766,17.185143,False,False,0.3337529529943457,v2_main,False,False,True,False,
235,2986866458326008448,Orbital,1.0,694.3773174548614,41.45741,14.744249523951831,17.408487,False,False,0.3285992771580623,v2_main,False,False,True,False,
236,6005815502025092992,Orbital,1.0,209.89991375829,73.244484,19.738264729715468,15.470342,False,False,0.3255949190238346,v2_main,False,False,True,False,
237,1349949010439190912,Orbital,1.0,127.73539631364773,19.157179,3.582145779381741,16.606823,False,False,0.2651618392527414,v2_main,False,False,True,False,
238,6225739641707165440,Orbital,1.0,114.73455578900558,37.25318,25.49887140073657,16.362024,False,False,0.238315214990978,v2_main,True,False,True,False,
239,5356232897165970432,Orbital,0.9999,1179.9808904960412,8.021044,0.7663068522809111,13.929626,False,True,2.811182763012181,retrieval_pr999,False,False,False,False,
240,5593444799901901696,Orbital,0.9999,1038.7902132799031,6.4548907,0.2330538371006288,14.421466,False,True,2.51297543735267,retrieval_pr999,False,False,False,False,SPURIOUS
241,2071382226300926848,Orbital,0.9999,996.1046709150072,18.31553,0.3232602632115732,13.558182,False,True,2.3984232035629933,v2_main,False,False,True,False,
242,5580526947012630912,Orbital,0.9999,654.3255682460206,12.8758335,0.0193107191928933,13.359833,False,False,1.8280032834284008,v2_main,False,False,True,False,CONFIRMED
243,5835518743163171840,Orbital,0.9999,1157.4059503652632,6.30209,4.31180439791702,15.138004,False,True,1.488511044652323,retrieval_pr999,False,False,False,False,
244,5530442371304582912,Orbital,0.9999,498.8305431951074,29.014305,1.983013945970124,14.600246,False,False,1.4428437321052816,v2_main,False,False,True,False,CONFIRMED
245,1434445448240677376,Orbital,0.9999,572.4227597979572,82.50039,0.0264431891735445,13.646986,False,False,1.327231806463531,v2_main,False,False,True,False,CONFIRMED
246,2196619383835483648,Orbital,0.9999,582.230716142507,28.291021,3.667126772139165,15.714505,False,False,1.2524046740024737,v2_main,False,False,True,False,
247,3389767036738482432,Orbital,0.9999,717.2313897113473,55.49234,0.3680892760266562,14.723441,False,True,1.1997701712842657,v2_main,False,False,True,False,CONFIRMED
248,5446811042991543040,Orbital,0.9999,552.4595328130824,46.345573,0.3303728737240594,15.4597025,False,False,0.947838077283435,v2_main,False,False,True,False,
249,2366362710482784000,Orbital,0.9999,724.1279675487257,55.964443,0.782182159153456,15.790937,False,False,0.7557934335465615,v2_main,False,False,True,False,
250,2856973972846420480,Orbital,0.9999,728.7965821398009,41.476128,19.902920002972245,16.506523,False,False,0.6878467129177204,v2_main,False,False,True,False,
251,563358391929838336,Orbital,0.9999,565.3030098663138,19.924084,6.094300201924326,16.893097,False,False,0.6514440537596143,v2_main,False,False,True,False,
252,2616906015627057536,Orbital,0.9999,878.8328568363262,7.3561726,0.7561751536936263,16.582623,False,False,0.6493395592907212,retrieval_pr999,False,False,False,False,
253,5057007920103476864,Orbital,0.9999,859.0215119531128,48.352776,6.415172509593194,16.28825,False,False,0.6412210860961864,v2_main,False,False,True,False,
254,1922876757004935424,Orbital,0.9999,613.3549605593579,97.060646,2.442114873799936,15.656704,False,False,0.6146553911740482,v2_main,False,False,True,False,
255,1302010887584230784,Orbital,0.9999,680.5635978153236,46.43858,9.911365284012245,16.40668,False,False,0.6122428217895061,v2_main,False,False,True,False,
256,2027582729629533696,Orbital,0.9999,777.2365012720429,54.34261,5.007685097678345,15.399555,False,True,0.6104391682461513,v2_main,False,False,True,False,
257,4930855178612914816,Orbital,0.9999,1440.8002524222995,9.033363,1.0808947592216354,15.888049,False,False,0.6053873359312004,retrieval_pr999,False,False,False,False,
258,1395978174949708288,Orbital,0.9999,543.1966350344964,46.762608,0.4240628564148615,16.228045,False,False,0.6026622195951418,v2_main,False,False,True,False,
259,1577111995387071232,Orbital,0.9999,612.5557629168849,64.87683,4.590754669142092,16.042362,False,False,0.5958330446714809,v2_main,False,False,True,False,
260,5882977513221448704,Orbital,0.9999,511.33627950777407,135.40639,4.1291765227900585,14.799769,False,True,0.5895247878290393,v2_main,False,False,True,False,
261,2168531087999553408,Orbital,0.9998,989.7787170930864,16.868946,4.726406986997225,13.622122,False,True,2.252786350508549,v2_main,False,False,True,False,
262,3692114626793521152,AstroSpectroSB1,0.9998,1131.6086132699322,24.657982,0.0901964240444975,8.684179,False,False,2.106806797853753,v2_main,False,False,True,False,
263,1792154616987433600,Orbital,0.9998,582.7703945550713,24.55307,2.8201336392952463,16.44564,False,False,0.7402798129290877,v2_main,False,False,True,False,
264,1890314823227445376,Orbital,0.9998,1015.2865590898624,63.04906,0.493100239635144,15.1618395,False,False,0.6643373439656368,v2_main,False,False,True,False,
265,1201124064305883776,Orbital,0.9998,627.7416786731872,71.617424,0.42681814201577,15.572877,False,False,0.6582505203099263,v2_main,False,False,True,False,
266,4221795454309083776,Orbital,0.9998,860.3298207608074,30.85161,0.6208580743869802,16.935522,False,False,0.644204924664068,v2_main,False,False,True,False,
267,4069921356289901312,Orbital,0.9998,568.3110642869209,121.48022,6.5218989086658885,14.401534,False,True,0.6214612563523939,v2_main,False,False,True,False,
268,1560077227379405568,Orbital,0.9998,537.852234266616,59.55276,1.221529659941405,16.011532,False,False,0.5920995050357785,v2_main,False,False,True,False,
269,4320637632685061248,Orbital,0.9998,722.1925043690222,188.50595,22.15888106761757,14.482634,False,True,0.5834663960294646,v2_main,True,False,True,False,
270,5882914875430922496,AstroSpectroSB1,0.9997,1041.8554680096704,9.394618,1.3432514148963115,12.9227085,False,True,2.5563749352984995,retrieval_pr999,False,False,False,False,
271,4260079998213893760,Orbital,0.9997,529.7189264277283,37.644485,0.3300734765404702,13.366061,False,True,2.2418411247095014,v2_main,False,False,True,False,
272,5614692759035675520,AstroSpectroSB1,0.9997,611.9115927580405,55.018574,0.0743027018861924,8.666283,False,True,2.2082720738716937,v2_main,False,False,True,False,
273,1869118674294139008,AstroSpectroSB1,0.9997,926.5719378943852,39.160156,0.1373494386458633,12.050419,False,True,2.1674549060884227,v2_main,False,False,True,False,
274,1955406426990651776,Orbital,0.9997,481.6794011463632,57.941013,0.0561783545286739,13.216662,False,False,2.1411732618178325,v2_main,False,False,True,False,
275,441708116198062976,AstroSpectroSB1,0.9997,556.6900620892121,63.500175,0.0367667415758489,11.053037,False,True,2.128339647106137,v2_main,False,False,True,False,
276,1007185297091149824,Orbital,0.9997,1120.1364118955353,9.792052,1.2757150080966189,14.617752,False,False,2.1240670805912503,retrieval_pr999,False,False,False,False,CONFIRMED
277,2995961897685517312,Orbital,0.9997,189.76329734040044,39.850807,1.476528197980748,12.9975,False,False,1.256510690419596,v2_main,False,False,True,False,CONFIRMED
278,4343557708431977344,Orbital,0.9997,907.9657332310952,29.598236,0.9821222387773016,16.789766,False,False,0.7299757312888445,v2_main,False,False,True,False,
279,1908776684313443712,Orbital,0.9997,1054.2156802798472,16.30847,11.261596728435295,17.094755,False,False,0.5859544205107066,v2_main,False,False,True,False,
280,6344197627166228096,Orbital,0.9997,657.5827212932015,55.494045,0.488879828685233,16.37746,False,False,0.5724024509775963,v2_main,False,False,True,False,
281,6005844776519053056,Orbital,0.9996,627.6985912486341,7.324597,0.5087553160817442,16.27813,False,False,0.9853868255495544,retrieval_pr999,False,False,False,False,
282,198931207138840448,Orbital,0.9996,435.87069332921897,62.84611,5.9472581788784415,15.006746,False,True,0.5875551664150552,v2_main,False,False,True,False,
283,2912857132367340160,Orbital,0.9996,91.64568845976358,61.321693,21.32634924487505,14.369349,False,False,0.5827653049808884,v2_main,True,False,True,False,
284,5547414810758429056,Orbital,0.9995,948.807341500578,13.91269,5.554419401133483,13.439848,False,True,2.251251567871545,v2_main,False,False,True,True,
285,2116649601042653184,AstroSpectroSB1,0.9995,602.5641802528303,61.704517,0.036191491277664,10.580911,False,False,2.1447788893821764,v2_main,False,False,True,False,
286,2170362221530746368,Orbital,0.9995,905.458031388166,33.487267,2.938687134841866,13.448885,False,True,2.1429027939544865,v2_main,False,False,True,False,
287,6092954989675820416,Orbital,0.9995,883.0788557285832,14.100935,6.615652285226487,13.674644,False,False,1.5483676136470297,v2_main,False,False,True,False,SPURIOUS
288,2542287113548084352,Orbital,0.9995,558.6519464042119,39.793873,1.956242517249476,16.216599,False,False,0.628133601432017,v2_main,False,False,True,False,
289,5005110352796333824,Orbital,0.9995,1411.058885349507,19.651186,0.4086289333084658,14.013529,False,False,0.6258808868291956,v2_main,False,False,True,False,
290,2661432220757939456,Orbital,0.9995,1394.366933228437,10.09895,0.6525739897569206,16.55587,False,False,0.5867785157649654,v2_main,False,False,True,False,
291,5306169796288922496,Orbital,0.9994,1139.211312361493,7.66834,28.084610479746623,13.490888,False,True,2.3454188336673645,retrieval_pr999,True,False,False,False,
292,4097602897229964544,Orbital,0.9994,569.5011902176549,27.230394,0.8655285157560941,12.378122,False,True,2.316404205427358,v2_main,False,False,True,False,
293,2020361382098932992,Orbital,0.9994,457.96359269297136,129.84393,0.0301602136755118,7.1856647,False,True,2.011049848309346,v2_main,False,False,True,False,
294,4578398926673187328,Orbital,0.9994,728.0659622311815,32.136932,3.537265836391065,15.024651,False,False,1.4377997553233344,v2_main,False,False,True,False,
295,1995058424068416896,Orbital,0.9994,438.23728979688025,156.10721,0.3882930202563205,14.982729,False,True,0.6267928511851698,v2_main,False,False,True,False,
296,760918121514690304,Orbital,0.9994,909.5054575897992,18.728487,30.786571301054973,16.630844,False,False,0.6177318998331874,v2_main,True,False,True,False,
297,1527562950559194880,Orbital,0.9994,905.3001734979896,27.6468,7.691527743089443,16.77916,False,False,0.5977294924377562,v2_main,False,False,True,False,
298,231936312825697152,Orbital,0.9994,922.537296992877,18.317318,16.367239399326557,16.980864,False,True,0.5470500592640941,v2_main,False,False,True,False,
299,2018177545831527808,Orbital,0.9993,1032.060864346956,11.780679,0.6821575517960722,13.380405,False,True,3.3461758547104017,v2_main,False,False,True,False,
300,1868691346530891136,Orbital,0.9993,861.0956142690542,29.198643,3.444675986787917,16.82045,False,True,0.6767946925689226,v2_main,False,False,True,False,
301,1924985311071413888,Orbital,0.9993,707.6187064218279,38.279392,4.293249370947685,16.484186,False,False,0.6529342082907672,v2_main,False,False,True,False,
302,4979419782578884224,Orbital,0.9993,312.71583326237226,30.956648,30.198233105652356,15.616482,False,False,0.603373902070183,v2_main,True,False,True,False,
303,5809204406161018624,Orbital,0.9993,1145.4609131567358,12.910401,4.5330493112305055,16.556156,False,False,0.4971335777100102,v2_main,False,False,True,False,
304,2860763370952207872,AstroSpectroSB1,0.9992,512.7758495646472,69.983,1.245409961759394,9.1051235,False,False,2.1177674537410387,v2_main,False,False,True,False,
305,2120674191558186240,Orbital,0.9992,902.7955177332016,31.560928,1.2514007003839098,16.58499,False,False,0.639489339259556,v2_main,False,False,True,False,
306,1415612596467815424,Orbital,0.9992,586.134696657454,20.755777,12.651513427713184,16.628357,False,False,0.6173084962701533,v2_main,False,False,True,False,
307,5273767326031324544,Orbital,0.9992,768.5582938698618,23.90785,0.7994220265325143,17.102785,False,False,0.6012152971717792,v2_main,False,False,True,False,
308,1422044022231502464,Orbital,0.9992,585.9592247649151,17.96132,30.636653089690597,16.95414,False,False,0.5977164613362258,v2_main,True,False,True,False,
309,1966726242802331008,Orbital,0.9992,744.7871624681673,45.674793,14.47742225023643,15.249359,False,True,0.5904916707388121,v2_main,False,False,True,False,
310,5049243375146501376,Orbital,0.9992,194.6319400687305,49.30314,14.686184052705803,14.745966,False,False,0.5214065112939167,v2_main,False,False,True,False,
311,2362346022708005376,Orbital,0.9992,522.0238947063104,38.608643,4.345659283820102,16.391663,False,False,0.4267662212988463,v2_main,False,False,True,False,
312,2025967959366721664,AstroSpectroSB1,0.9991,708.5152739389313,11.893259,0.0507238193710636,12.559693,False,True,2.8207586974137486,v2_main,False,False,True,False,
313,2168144330479387008,AstroSpectroSB1,0.9991,1253.3893258639,7.8077283,0.5046948510834433,12.33348,False,True,2.400570815792527,retrieval_pr999,False,False,False,False,
314,5297840411571635328,Orbital,0.9991,300.634461593025,163.82797,2.0340898821502265,14.03455,False,False,0.6102605390543712,v2_main,False,False,True,False,
315,2674148450690144896,Orbital,0.9991,1051.3139420593834,7.9314113,3.3224355039471054,14.189402,False,False,0.5992413952132153,retrieval_pr999,False,False,False,False,
316,4391491467595797888,Orbital,0.9991,732.0128128332077,19.420418,26.673130641276057,16.862902,False,False,0.5238394819781047,v2_main,True,False,True,False,
317,5968984130270654208,Orbital,0.999,1005.7003963725598,6.449891,2.850242971576361,13.184564,False,True,2.5642649591825784,retrieval_pr999,False,False,False,False,
318,5351833716769179264,Orbital,0.999,931.3551286566062,22.31063,0.2953752787348688,12.021913,False,True,2.4327030695831064,v2_main,False,False,True,False,
319,6481502062263141504,Orbital,0.999,229.6837283026381,48.48111,0.1013949020252892,13.579686,False,False,1.308505074536062,v2_main,False,False,True,False,CONFIRMED
320,4160113092531867904,Orbital,0.999,1038.644631277372,11.627845,28.39771690641342,15.19953,False,True,0.9227351064092228,v2_main,True,False,True,False,
321,5375715865227179392,Orbital,0.999,878.5758288938179,14.878417,0.2794458887770462,15.906926,False,False,0.8331537124762186,v2_main,False,False,True,False,
322,6002781674574739584,Orbital,0.999,993.9203336378908,12.717114,0.6624701845447525,16.672169,False,False,0.6458032431377783,v2_main,False,False,True,False,
323,2639279294841026432,Orbital,0.999,813.042921010167,57.011818,11.010025140836074,15.744126,False,False,0.6346365173394701,v2_main,False,False,True,False,
324,3012871287009431040,Orbital,0.999,225.3574177199996,19.468094,0.0335871228244289,14.7336855,False,False,0.5262475287381758,v2_main,False,True,True,False,
325,4163244158035804928,Orbital,0.9989,277.0808213064172,21.08766,0.3071025374822316,15.967406,False,False,0.5563867301366946,v2_main,False,False,True,False,
326,1620057132862183168,Orbital,0.9988,876.9101290866214,46.099594,2.512655794053803,16.19788,False,False,0.6655244646344605,v2_main,False,False,True,False,
327,1012306031978693632,Orbital,0.9988,613.7968597522146,23.731949,5.443599213576704,16.726416,False,False,0.5657349528085694,v2_main,False,False,True,False,
328,5301976396358296704,Orbital,0.9988,685.990229796677,18.532885,19.18895075674493,17.35406,False,False,0.5063025192598457,v2_main,False,False,True,False,
329,3316943117456776576,Orbital,0.9988,944.313605527954,19.498167,2.3462346487886467,16.583155,False,True,0.5021406491655355,v2_main,False,False,True,False,
330,493120661435228544,AstroSpectroSB1,0.9987,683.068267610989,38.505875,0.0793050353176447,13.245897,False,False,2.2316135345768267,v2_main,False,False,True,False,
331,6362128458495488512,AstroSpectroSB1,0.9987,1365.7504239700206,14.926258,0.3235316061897423,12.316597,False,False,2.0890883166625493,v2_main,False,False,True,False,
332,2713224608609910272,Orbital,0.9987,756.5306980111881,45.43113,10.970461695304456,16.044903,False,False,0.5803462889625103,v2_main,False,False,True,False,
333,1579254496872812032,Orbital,0.9985,601.4623670644385,64.75066,0.0342478221824611,14.497244,False,False,1.1225513869953678,v2_main,False,False,True,False,CONFIRMED
334,3403056073573564160,Orbital,0.9985,891.8801038253795,10.962963,7.341402163543445,16.023014,False,True,0.6485443728719296,v2_main,False,False,True,False,
335,5327387312665407488,Orbital,0.9985,531.7783410689824,17.61466,2.68635066058476,16.97096,False,True,0.5774808119074408,v2_main,False,False,True,False,
336,5260402384238267264,Orbital,0.9985,858.7199084015648,13.257884,5.581362535181432,15.637945,False,False,0.512962155273756,v2_main,False,False,True,False,
337,1644597098522570496,AstroSpectroSB1,0.9984,649.9536027308837,61.62395,0.0395261544741534,11.293144,False,False,2.0876056768583773,v2_main,False,False,True,False,
338,1028887114002082432,Orbital,0.9984,994.4169672411456,24.47418,0.0349700658770002,13.593007,False,False,1.5437831848644032,v2_main,False,False,True,False,CONFIRMED
339,4779053132947770368,Orbital,0.9984,219.5112120322556,105.936516,1.1570976438397418,14.062767,False,False,0.552477389150496,v2_main,False,False,True,False,
340,5852017396147657088,Orbital,0.9983,1118.3250614147466,10.672981,5.69966077121461,13.77147,False,True,2.337362294469087,v2_main,False,False,True,False,
341,4783369128404125952,Orbital,0.9983,714.2288634233597,105.56449,0.192637700490951,6.354781,False,False,2.0061628369056823,v2_main,False,False,True,False,
342,5746989086150710656,Orbital,0.9983,482.3013277895852,42.739296,12.253318684431944,15.480513,False,False,0.6455992566989776,v2_main,False,False,True,False,
343,4244641244347007104,AstroSpectroSB1,0.9982,563.3022295519119,81.8892,1.5526654730603773,10.608681,False,False,2.0569529738123213,v2_main,False,False,True,False,
344,3043517631015173248,Orbital,0.9982,887.3231256141411,33.051987,1.0311927920571082,16.348904,False,True,0.6438008506036214,v2_main,False,False,True,False,
345,6542671158289237248,Orbital,0.9982,537.7753600358001,102.80531,0.4827710763909778,14.507426,False,False,0.5473467240975819,v2_main,False,False,True,False,
346,5239439645324648320,Orbital,0.9982,495.8283545175148,50.16443,1.0041021999352409,16.207712,False,True,0.4496773895370209,v2_main,False,True,True,False,
347,368970298120413312,Orbital,0.9981,847.9236661078002,37.704704,0.2235709969227394,15.611252,False,False,0.5841948208116242,v2_main,False,False,True,False,
348,5608603320027492352,AstroSpectroSB1,0.998,1032.718452114545,13.245469,1.3473317428488991,12.256974,False,False,2.248293076153556,v2_main,False,False,True,False,
349,4567626628997730688,Orbital,0.998,806.520140083885,22.568102,1.1484195456273751,16.295483,False,False,0.6284062924393273,v2_main,False,False,True,False,
350,5853552348740096640,AstroSpectroSB1,0.9979,960.317966239182,30.059402,0.0128080691290312,9.340313,False,True,2.1814653646914235,v2_main,False,False,True,False,
351,5854275999140478976,Orbital,0.9979,1216.7848332461876,14.9665165,2.6423502188630223,14.842318,False,True,0.6133780370498318,v2_main,False,False,True,False,
352,786876461476350976,Orbital,0.9977,991.0403817510796,35.758503,0.3706594037881956,15.93274,False,False,0.9503595308798684,v2_main,False,False,True,False,
353,6421217935657933056,Orbital,0.9977,805.2216631995137,20.608498,0.249312932498705,16.326624,False,False,0.8538767328002557,v2_main,False,False,True,False,
354,4949078553050934784,Orbital,0.9977,569.9382917668989,21.937958,0.7767412081229806,16.535124,False,False,0.7678935137622708,v2_main,False,False,True,False,
355,3382203461893841920,Orbital,0.9976,896.2703871700643,39.84768,20.495257344069536,14.242995,False,True,0.6116163438324211,v2_main,True,False,True,False,
356,1076202294800574848,Orbital,0.9976,243.1555504544163,115.08659,0.37535770634362,14.63212,False,False,0.5558025856577716,v2_main,False,False,True,False,
357,1086005914135704448,Orbital,0.9975,790.94910443602,20.561356,7.226523535973818,16.17477,False,False,0.7160606817538961,v2_main,False,False,True,False,
358,6877422215014646144,AstroSpectroSB1,0.9974,1495.0500817926663,11.390158,1.8175230944749563,10.27724,False,False,2.219545339497057,v2_main,False,False,True,False,
359,4804478927024064000,Orbital,0.9974,161.97371920562517,37.621307,14.704609678039864,15.431664,False,False,0.5062499771313916,v2_main,False,True,True,False,
360,1979834822280900224,AstroSpectroSB1,0.9973,1223.5078051710875,21.171137,0.1437314413622128,12.15878,False,True,2.1797142680030257,v2_main,False,False,True,False,
361,1982739530143208192,Orbital,0.9973,946.3279360626744,52.672127,0.9321420118167196,13.1476555,False,False,2.0261436009525773,v2_main,False,False,True,False,
362,989892556166737792,Orbital,0.9973,824.3737823421693,15.095633,2.907663116785899,15.042499,False,False,1.1365610349805904,v2_main,False,False,True,False,
363,4465420396063544704,Orbital,0.9973,799.3653121895305,42.091537,0.4272509402529416,16.08413,False,False,0.5501332446853293,v2_main,False,False,True,False,
364,5796742369569612928,Orbital,0.9971,852.8071280162565,11.43134,0.3260219624265103,15.982555,False,False,1.3141821945577596,v2_main,False,False,True,False,
365,4827670204234557568,Orbital,0.9971,599.7616081176784,40.48716,1.3222110020608338,16.61725,False,False,0.5787651613532782,v2_main,False,False,True,False,
