source_id,element,recovered,formal_err,true,z,template_id,n_ccd,period_d,a0_mas,significance,phot_g_mean_mag,jitter_mas,note
1.9228767570049354e+18,P,622.6923093257444,9.91070445351714,613.3549605593579,0.9421478372380342,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,3.3984193801879883,
1.9228767570049354e+18,e,0.8707413610049031,0.2031992848486899,0.1017731980923694,3.7843054589741163,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,3.3984193801879883,
1.9228767570049354e+18,as,7.470396399533239,6.100323707730371,3.580399374180481,0.637670591221795,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,3.3984193801879883,
1.9228767570049354e+18,parallax,4.271385625999778,0.4321981320407399,4.513068082014416,-0.5591936616511266,2237987199365376.0,702.0,613.3549605593579,3.580399374180481,97.060646,15.656704,3.3984193801879883,
1.579254496872812e+18,P,601.0552471140658,0.7589024650205324,601.4623670644385,-0.5364588588623022,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.14190493524074554,
1.579254496872812e+18,e,0.255151343454717,0.017484776898538838,0.3078017445717703,-3.011213778853143,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.14190493524074554,
1.579254496872812e+18,as,1.5373821590694867,0.016813859564987373,1.5567184952274447,-1.150023650621139,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.14190493524074554,
1.579254496872812e+18,parallax,1.577692173301304,0.014502520762571868,1.5733460952919118,0.2996774202598355,2309425390592896.0,597.0,601.4623670644385,1.5567184952274447,64.75066,14.497244,0.14190493524074554,
2.7132246086099103e+18,P,728.8010660945805,18.29715773648455,756.5306980111881,-1.515515814858755,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,3.537459135055542,
2.7132246086099103e+18,e,0.43232236518414346,0.18511377581652308,0.0407278212749331,2.115426267882636,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,3.537459135055542,
2.7132246086099103e+18,as,3.537834793276191,0.5730456120195502,2.732746273441994,1.404929211475631,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,3.537459135055542,
2.7132246086099103e+18,parallax,2.663345211893506,0.3408200281536953,3.169826718653384,-1.4860673226969998,1.097374452107072e+16,515.0,756.5306980111881,2.732746273441994,45.43113,16.044903,3.537459135055542,
2.2177666345706819e+18,P,816.3305372442073,0.8354097574937699,815.5456920222157,0.9394733721403755,2.06940844407616e+16,576.0,815.5456920222157,3.008019473037467,47.848766,14.959281,0.14486690610647202,
2.2177666345706819e+18,e,0.07005577066385724,0.007974590635332828,0.0736439808728421,-0.44995541126420563,2.06940844407616e+16,576.0,815.5456920222157,3.008019473037467,47.848766,14.959281,0.14486690610647202,
2.2177666345706819e+18,as,2.9734378680574327,0.015204264887759101,3.008019473037467,-2.2744674099880875,2.06940844407616e+16,576.0,815.5456920222157,3.008019473037467,47.848766,14.959281,0.14486690610647202,
2.2177666345706819e+18,parallax,3.425613578998148,0.015243873947267325,3.4291851853779494,-0.23429781643148084,2.06940844407616e+16,576.0,815.5456920222157,3.008019473037467,47.848766,14.959281,0.14486690610647202,
,NO_PEAK,,,,,,,,,,,,
4.777062772088123e+18,P,690.0338905692187,1.8137353709067183,691.1184127170942,-0.5979494943263748,4.354690405451917e+17,649.0,691.1184127170942,1.317788087573069,15.938754,17.029919,0.13962002098560333,
4.777062772088123e+18,e,0.10307243134918657,0.03283581177643652,0.1861405353103038,-2.529802050477344,4.354690405451917e+17,649.0,691.1184127170942,1.317788087573069,15.938754,17.029919,0.13962002098560333,
4.777062772088123e+18,as,1.3271433303977374,0.013158568131133416,1.317788087573069,0.7109620690820985,4.354690405451917e+17,649.0,691.1184127170942,1.317788087573069,15.938754,17.029919,0.13962002098560333,
4.777062772088123e+18,parallax,1.7517762878354686,0.019256360171599977,1.6814824280423348,3.6504229857938486,4.354690405451917e+17,649.0,691.1184127170942,1.317788087573069,15.938754,17.029919,0.13962002098560333,
3.869650535947138e+18,P,570.3595970966354,0.2722754142472375,570.036402597465,1.1870131574823446,1.4574860236392392e+18,824.0,570.036402597465,1.9612610177277072,34.02858,12.938148,0.08191431686282158,
