set,config,tns_name,ztf_oid,obj_type,disc_mag,n_alerts_pre_cutoff,recovered,channel,reason,amp,ptp_band,neg_frac,hist_span_days,lead_days_vs_report,lead_days_this_episode
DCAP_group195,M2_full,AT 2026lim,ZTF19aanyknt,,19.503,19,False,,"channel A2_nova_like but ZTF has been detecting this position for 718 d (> 90 d) -- not a new source, a reference-image hole",3.837,1.28,0.0,718.04,,
DCAP_group195,M2_full,AT 2026lik,ZTF26aauopgl,,18.527,4,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.339,0.45,0.0,0.14,4.085,4.085
DCAP_group195,M2_full,SN 2026lij,,SN Ia,18.198,0,False,,no Fink alerts at all,,,,,,
DCAP_group195,M2_full,AT 2026lii,ZTF26aaumwah,,19.494,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M2_full,AT 2026lih,ZTF26aaumvqv,,17.636,4,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.243,0.539,0.0,1.04,4.091,4.091
DCAP_group195,M2_full,AT 2026ldc,ZTF26aaunaud,,17.844,2,True,A1_cv_outburst,"outburst on a PS1 point source 1.74"" away [galactic plane]",3.464,0.651,0.0,0.91,0.16,0.16
DCAP_group195,M2_full,SN 2026lda,ZTF26aaupgtw,SN Ia,19.207,2,False,,clean detections span 0.0019 d < 0.02083 d -- cannot exclude a mover,,,,,,
DCAP_group195,M2_full,AT 2026lcw,ZTF26aaujiyq,,16.998,3,True,A2_nova_like,"no PS1 source within 3.0""",5.326,,0.0,2.02,0.072,0.072
DCAP_group195,M2_full,AT 2026lck,ZTF26aatyimr,Nova,15.89,6,True,A1_cv_outburst,"outburst on a PS1 point source 0.14"" away [galactic plane]",4.107,4.362,0.0,1.02,5.728,5.728
DCAP_group195,M2_full,AT 2026lcd,ZTF19aarylmo,,18.315,8,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,M2_full,AT 2026lcc,ZTF18abinavx,,18.276,40,False,,per-band amplitude 0.51 mag above quiescence < 1.0 -- not an outburst,0.51,1.387,0.0,816.83,,
DCAP_group195,M2_full,AT 2026lcb,ZTF19aarxyqx,,18.065,30,True,A1_cv_outburst,"outburst on a PS1 point source 0.24"" away [galactic plane]",2.091,1.353,0.0,863.85,1697.372,11.12
DCAP_group195,M2_full,AT 2026lby,ZTF20abyleuc,,19.107,10,True,A1_cv_outburst,"outburst on a PS1 point source 2.73"" away [galactic plane]",1.566,0.625,0.0,0.06,2062.335,0.109
DCAP_group195,M2_full,AT 2026lbb,ZTF19abzhvcx,,19.101,7,False,,per-band amplitude 0.08 mag above quiescence < 1.0 -- not an outburst,0.079,0.558,0.0,2041.35,,
DCAP_group195,M2_full,AT 2026kzs,ZTF26aaszapy,,19.663,3,False,,per-band amplitude 0.38 mag above quiescence < 1.0 -- not an outburst,0.38,0.315,0.0,16.02,,
DCAP_group195,M2_full,AT 2026kzr,ZTF18abntybr,,18.725,28,False,,per-band amplitude 0.56 mag above quiescence < 1.0 -- not an outburst,0.563,1.912,0.0,818.8,,
DCAP_group195,M2_full,AT 2026kzq,ZTF22abinvnz,,19.645,2,False,,per-band amplitude -1.35 mag above quiescence < 1.0 -- not an outburst,-1.354,,0.0,1296.31,,
DCAP_group195,M2_full,SN 2026kza,ZTF26aatuoje,SN Ia,19.353,2,False,,"no channel: bright, off-plane, extended non-stellar association",,,,,,
DCAP_group195,M2_full,AT 2026kqi,ZTF21abibmiq,,17.442,12,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,M2_full,AT 2026kqh,ZTF19aargjjc,,18.59,18,True,D_galactic_plane,"|b| = 10.2 deg, extended association 0.16""",2.365,0.853,0.0,735.0,1826.173,0.144
DCAP_group195,M2_full,AT 2026kpi,ZTF26aaubjut,,17.69,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M2_full,AT 2026kmn,ZTF18abbcyzn,,18.342,41,False,,"channel A2_nova_like but ZTF has been detecting this position for 739 d (> 90 d) -- not a new source, a reference-image hole",2.247,1.364,0.0,738.94,,
DCAP_group195,M2_full,AT 2026kml,ZTF18abcgxgn,,19.221,17,False,,per-band amplitude -0.26 mag above quiescence < 1.0 -- not an outburst,-0.26,1.011,0.0,749.96,,
DCAP_group195,M2_full,AT 2026kgm,ZTF20aavzwoe,,19.124,13,False,,per-band amplitude 0.56 mag above quiescence < 1.0 -- not an outburst,0.559,0.835,0.0,0.04,,
DCAP_group195,M2_full,AT 2026kgl,ZTF26aatgqfj,,20.038,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M2_full,AT 2026kgg,ZTF26aaswshk,,19.297,2,False,,per-band amplitude 0.44 mag above quiescence < 1.0 -- not an outburst,0.445,0.269,0.0,1.04,,
DCAP_group195,M2_full,AT 2026kgf,ZTF26aatczsn,,19.825,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M2_full,AT 2026kge,ZTF26aatgpuf,,17.647,2,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",3.064,,0.0,0.04,3.071,3.071
DCAP_group195,M2_full,AT 2026kgd,ZTF20aciwari,,16.784,5,False,,"channel A2_nova_like but ZTF has been detecting this position for 2011 d (> 90 d) -- not a new source, a reference-image hole",5.794,0.648,0.0,2011.42,,
DCAP_group195,M2_full,AT 2026kgc,ZTF18adlvryk,,18.635,2,False,,"channel A2_nova_like but ZTF has been detecting this position for 2814 d (> 90 d) -- not a new source, a reference-image hole",3.47,,0.0,2814.14,,
DCAP_group195,M2_full,AT 2026kgb,ZTF26aasjnoi,,16.308,5,True,A1_cv_outburst,"outburst on a PS1 point source 0.05"" away [galactic plane]",1.731,1.521,0.0,5.08,6.074,6.074
DCAP_group195,M2_full,AT 2026kga,ZTF26aasnszc,,19.507,2,True,A2_nova_like,"no PS1 source within 3.0""",1.825,0.047,0.0,4.01,3.124,3.124
DCAP_group195,M2_full,AT 2026jim,ZTF26aaqoszd,,17.909,15,False,,"flat in every band with >= 3 clean detections in 60 d (ptp 0.29 < 0.3) -- a constant difference residual, not a transient",1.303,0.286,0.0,7.99,,
DCAP_group195,M2_full,AT 2026jic,ZTF18abqazsf,,18.174,25,False,,"channel A2_nova_like but ZTF has been detecting this position for 1629 d (> 90 d) -- not a new source, a reference-image hole",4.001,1.576,0.0,1629.31,,
DCAP_group195,M2_full,AT 2026jia,ZTF19aaprdlk,,17.938,7,True,A1_cv_outburst,"outburst on a PS1 point source 0.40"" away [galactic plane]",1.325,1.359,0.0,1257.72,1301.387,12.075
DCAP_group195,M2_full,AT 2026jez,ZTF26aarbcko,,17.507,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M2_full,AT 2026jeu,ZTF26aargtko,,17.65,9,True,A2_nova_like,"no PS1 source within 3.0""",4.0,0.417,0.0,2.02,3.138,3.138
DCAP_group195,M2_full,AT 2026ilw,ZTF26aarccgh,,19.556,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M2_full,AT 2026ilr,ZTF26aaljvgt,,18.661,3,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.059,0.31,0.0,6.99,18.078,18.078
DCAP_group195,M2_full,AT 2026ilm,ZTF26aakkucp,,17.38,14,True,A2_nova_like,"no PS1 source within 3.0""",5.504,1.802,0.0,1.0,24.004,24.004
DCAP_group195,M2_full,AT 2026ikp,ZTF26aajqcht,,15.011,14,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",7.206,1.563,0.0,3.0,26.984,26.984
auto_reporters,M1_baseline,AT 2026ouu,ZTF26abatncr,,19.8826,2,True,D_galactic_plane,"|b| = 12.7 deg, extended association 1.55""",-0.419,0.19,0.0,0.89,0.062,0.062
auto_reporters,M1_baseline,AT 2026oaw,ZTF26aaxbnbn,,21.1567,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026qcw,ZTF26abdfdbc,,19.8389,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026oki,ZTF26aazrjvy,,20.0127,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026mqu,ZTF26aawmyuo,,20.0532,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026wxt,ZTF26abfibte,,20.0164,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026wxq,ZTF26abjlumy,,19.6734,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026mie,ZTF26aawduyn,,19.8533,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M1_baseline,AT 2026pqg,ZTF26abbmrvo,,20.4789,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026znv,ZTF26abovhed,,20.4096,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026uwb,ZTF26abevcap,,20.4592,2,True,A2_nova_like,"no PS1 source within 3.0""",2.594,0.06,0.0,28.02,1.423,1.423
auto_reporters,M1_baseline,AT 2026nfm,ZTF26aaxjars,,19.4861,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026mtd,ZTF26aavmzgv,,19.7668,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,TDE 2026nuq,ZTF26aavrgaw,TDE-H-He,20.5273,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,TDE 2026rey,ZTF26aaximsq,TDE-featureless,20.3025,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026vaq,ZTF26abhtvzs,,20.6596,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M1_baseline,AT 2026owa,ZTF26abaogss,,19.5497,3,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026waq,ZTF26abjiwwz,,20.2547,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026nwu,ZTF26aaxiuhq,,20.9251,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026wzd,ZTF26ablkelj,,20.6523,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M1_baseline,AT 2026pqd,ZTF26abcujvt,,19.375,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026wkf,ZTF25ablchma,,19.3892,2,False,,SIMBAD says QSO (known variable or host),,,,,,
auto_reporters,M1_baseline,AT 2026yys,ZTF26abnvlir,,20.3249,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026yin,ZTF26abjidit,,20.2093,3,True,C_faint_residue,faint residue at mag 20.06,-0.168,,0.0,15.97,0.251,0.251
auto_reporters,M1_baseline,AT 2026wfu,ZTF26abkandl,,19.4806,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026yiu,ZTF26abmrynm,,19.9988,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026mhw,ZTF26aavkfuf,,20.2311,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M1_baseline,AT 2026wpn,ZTF26ablgofx,,20.5109,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026yhh,ZTF26abmqjuk,,18.3608,2,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026ntq,ZTF26aayuvwo,,18.7253,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026nzd,ZTF26aazecdx,,19.2469,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,SN 2026qbr,ZTF26abdrmsn,SN II,19.2933,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026sfm,ZTF26abfccua,,19.1474,2,True,A2_nova_like,"no PS1 source within 3.0""",-1.946,0.149,0.0,2.0,0.164,0.164
auto_reporters,M1_baseline,AT 2026qpa,ZTF26abbhmau,,20.0611,2,False,,clean detections span 0.0029 d < 0.02083 d -- cannot exclude a mover,,,,,,
auto_reporters,M1_baseline,AT 2026okh,ZTF26aaxuxap,,20.1698,2,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
auto_reporters,M1_baseline,AT 2026sqy,ZTF26abeqrlk,,20.2401,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026oiq,ZTF26aayecin,,20.4182,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026xcd,ZTF26abluado,,20.7419,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026xci,ZTF26ablpqzw,,20.5198,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M1_baseline,SN 2026trc,ZTF26abdtscf,SN Ib,19.5986,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026orn,ZTF26abanxjq,,19.8995,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026pqc,ZTF26abcpjpr,,19.813,2,True,A1_cv_outburst,"outburst on a PS1 point source 0.75"" away",0.79,0.089,0.0,10.0,0.29,0.29
auto_reporters,M1_baseline,AT 2026mib,ZTF26aavmdkv,,19.283,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026nlv,ZTF25acdlhoi,,19.7829,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026xcl,ZTF26abljdrj,,18.8536,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026zks,ZTF26abomequ,,21.0183,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026zen,ZTF26abpemmm,,20.8851,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026zeb,ZTF26abpcbzs,,19.9019,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026obj,ZTF26aazhupq,,20.7792,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026msi,ZTF26aawduiw,,19.5302,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026ooe,ZTF26abaarva,,19.594,5,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",-0.693,0.08,0.0,1.07,1.048,1.048
auto_reporters,M1_baseline,AT 2026yuo,ZTF26abnvljo,,19.744,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M1_baseline,AT 2026otg,ZTF26abacplh,,20.084,2,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
auto_reporters,M1_baseline,AT 2026wxw,ZTF26abfylue,,20.2659,3,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
auto_reporters,M1_baseline,AT 2026ron,ZTF26abezghz,,19.9109,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026vml,ZTF26abhpqdr,,19.9564,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026xqr,ZTF26abmcxux,,20.486,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026qcz,ZTF26abdsrti,,20.3821,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M1_baseline,AT 2026zmd,ZTF26abpwuqo,,20.7451,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M1_baseline,AT 2026tjk,ZTF26abftlmc,,20.148,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026ouu,ZTF26abatncr,,19.8826,2,False,,per-band amplitude -0.42 mag above quiescence < 1.0 -- not an outburst,-0.419,0.19,0.0,0.89,,
auto_reporters,M2_full,AT 2026oaw,ZTF26aaxbnbn,,21.1567,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026qcw,ZTF26abdfdbc,,19.8389,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026oki,ZTF26aazrjvy,,20.0127,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026mqu,ZTF26aawmyuo,,20.0532,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026wxt,ZTF26abfibte,,20.0164,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026wxq,ZTF26abjlumy,,19.6734,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026mie,ZTF26aawduyn,,19.8533,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M2_full,AT 2026pqg,ZTF26abbmrvo,,20.4789,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026znv,ZTF26abovhed,,20.4096,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026uwb,ZTF26abevcap,,20.4592,2,True,A2_nova_like,"no PS1 source within 3.0""",2.594,0.06,0.0,28.02,1.423,1.423
auto_reporters,M2_full,AT 2026nfm,ZTF26aaxjars,,19.4861,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026mtd,ZTF26aavmzgv,,19.7668,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,TDE 2026nuq,ZTF26aavrgaw,TDE-H-He,20.5273,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,TDE 2026rey,ZTF26aaximsq,TDE-featureless,20.3025,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026vaq,ZTF26abhtvzs,,20.6596,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M2_full,AT 2026owa,ZTF26abaogss,,19.5497,3,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026waq,ZTF26abjiwwz,,20.2547,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026nwu,ZTF26aaxiuhq,,20.9251,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026wzd,ZTF26ablkelj,,20.6523,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M2_full,AT 2026pqd,ZTF26abcujvt,,19.375,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026wkf,ZTF25ablchma,,19.3892,2,False,,SIMBAD says QSO (known variable or host),,,,,,
auto_reporters,M2_full,AT 2026yys,ZTF26abnvlir,,20.3249,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026yin,ZTF26abjidit,,20.2093,3,False,,per-band amplitude -0.17 mag above quiescence < 1.0 -- not an outburst,-0.168,,0.0,15.97,,
auto_reporters,M2_full,AT 2026wfu,ZTF26abkandl,,19.4806,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026yiu,ZTF26abmrynm,,19.9988,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026mhw,ZTF26aavkfuf,,20.2311,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M2_full,AT 2026wpn,ZTF26ablgofx,,20.5109,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026yhh,ZTF26abmqjuk,,18.3608,2,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026ntq,ZTF26aayuvwo,,18.7253,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026nzd,ZTF26aazecdx,,19.2469,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,SN 2026qbr,ZTF26abdrmsn,SN II,19.2933,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026sfm,ZTF26abfccua,,19.1474,2,True,A2_nova_like,"no PS1 source within 3.0""",-1.946,0.149,0.0,2.0,0.164,0.164
auto_reporters,M2_full,AT 2026qpa,ZTF26abbhmau,,20.0611,2,False,,clean detections span 0.0029 d < 0.02083 d -- cannot exclude a mover,,,,,,
auto_reporters,M2_full,AT 2026okh,ZTF26aaxuxap,,20.1698,2,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
auto_reporters,M2_full,AT 2026sqy,ZTF26abeqrlk,,20.2401,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026oiq,ZTF26aayecin,,20.4182,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026xcd,ZTF26abluado,,20.7419,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026xci,ZTF26ablpqzw,,20.5198,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M2_full,SN 2026trc,ZTF26abdtscf,SN Ib,19.5986,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026orn,ZTF26abanxjq,,19.8995,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026pqc,ZTF26abcpjpr,,19.813,2,False,,per-band amplitude 0.79 mag above quiescence < 1.0 -- not an outburst,0.79,0.089,0.0,10.0,,
auto_reporters,M2_full,AT 2026mib,ZTF26aavmdkv,,19.283,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026nlv,ZTF25acdlhoi,,19.7829,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026xcl,ZTF26abljdrj,,18.8536,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026zks,ZTF26abomequ,,21.0183,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026zen,ZTF26abpemmm,,20.8851,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026zeb,ZTF26abpcbzs,,19.9019,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026obj,ZTF26aazhupq,,20.7792,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026msi,ZTF26aawduiw,,19.5302,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026ooe,ZTF26abaarva,,19.594,5,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",-0.693,0.08,0.0,1.07,1.048,1.048
auto_reporters,M2_full,AT 2026yuo,ZTF26abnvljo,,19.744,0,False,,no alerts before the cutoff,,,,,,
auto_reporters,M2_full,AT 2026otg,ZTF26abacplh,,20.084,2,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
auto_reporters,M2_full,AT 2026wxw,ZTF26abfylue,,20.2659,3,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
auto_reporters,M2_full,AT 2026ron,ZTF26abezghz,,19.9109,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026vml,ZTF26abhpqdr,,19.9564,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026xqr,ZTF26abmcxux,,20.486,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026qcz,ZTF26abdsrti,,20.3821,0,False,,no Fink alerts at all,,,,,,
auto_reporters,M2_full,AT 2026zmd,ZTF26abpwuqo,,20.7451,1,False,,"only 1 clean detection(s), need 2",,,,,,
auto_reporters,M2_full,AT 2026tjk,ZTF26abftlmc,,20.148,0,False,,no Fink alerts at all,,,,,,
