oid,STATUS,tier,flat_residual,ra,dec,gal_b,channel,reason,ptp_mag_60d,n_alerts_60d_maxband,mag_at_pass,band_at_pass,first_pass_jd,outburst_amp,n_clean,n_alerts_total,first_alert_mjd,last_alert_mjd,nearest_catalogued_source,nearest_sep_arcsec,distnr,magnr,drb,simbad_class,tns_nearest,tns_sep_arcsec,probably,detection_history_mjd_band_mag,ztf_link
ZTF26abirtbz,MATTHEW-GATED -- NOT REPORTED TO TNS,A,False,338.6139302,-9.6155602,-53.27587103863859,A2_nova_like,"no PS1 source within 3.0""",,1,19.645723,g,2461242.9218287,3.65,2,2,61242.39814809989,61242.42182870023,none within 5 arcsec,14.13,13.289257,22.841,0.9999994,,AT 2025vgy,1288.98,"a new point source with nothing in Pan-STARRS within 3 arcsec, |b| = 53.3 deg, mag 19.6; could be a nova, a faint CV, or a supernova in an uncatalogued host",61242.3981 r=19.16; 61242.4218 g=19.65,https://fink-portal.org/ZTF26abirtbz
ZTF26abipxqv,MATTHEW-GATED -- NOT REPORTED TO TNS,A,False,274.6233027,-9.2457077,3.013749042755916,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",,1,18.223116,g,2461246.8369444,3.55,2,2,61242.23200230021,61246.33694439987,"PS1 source, sgscore=0.74",3.65,4.3408084,21.92,0.9999932,,AT 2026mjs,7833.09,"a new point source with nothing in Pan-STARRS within 3 arcsec, galactic plane (|b| = 3.0 deg), mag 18.2; classical-nova shaped",61242.2320 r=19.25; 61246.3369 g=18.22,https://fink-portal.org/ZTF26abipxqv
ZTF26abirqki,MATTHEW-GATED -- NOT REPORTED TO TNS,A,False,343.2405374,-0.3559188,-50.94234976268361,A2_nova_like,"no PS1 source within 3.0""",,1,19.588442,g,2461242.9222917,3.11,2,2,61242.39862270001,61242.4222916998,none within 5 arcsec,10.02,5.133751,23.11,0.9999639,,AT 2025aejy,783.38,"a new point source with nothing in Pan-STARRS within 3 arcsec, |b| = 50.9 deg, mag 19.6; could be a nova, a faint CV, or a supernova in an uncatalogued host",61242.3986 r=18.82; 61242.4223 g=19.59,https://fink-portal.org/ZTF26abirqki
ZTF26aboymcg,MATTHEW-GATED -- NOT REPORTED TO TNS,C,False,304.0902098,-10.0754891,-23.39629878273392,A1_cv_outburst,"outburst on a PS1 point source 0.11"" away",0.15,2,20.271105,r,2461270.8175,-0.13,2,2,61269.32545140013,61270.31749999989,"PS1 source, sgscore=0.98",0.11,0.36831146,20.142,0.9966072,,AT 2026tgk,1378.87,"a variation on a catalogued point source that is FAINTER than the source itself (-0.1 mag), |b| = 23.4 deg; not an outburst on this evidence -- most likely ordinary variability or a subtraction residual",61269.3255 r=20.42; 61270.3175 r=20.27,https://fink-portal.org/ZTF26aboymcg
ZTF26abiqvnm,MATTHEW-GATED -- NOT REPORTED TO TNS,C,True,292.4279096,9.9799416,-3.823122859891975,A1_cv_outburst,"outburst on a PS1 point source 0.13"" away [galactic plane]",0.14,3,19.245644,r,2461243.7709028,-0.92,3,3,61242.35961809987,61249.29471059982,"PS1 source, sgscore=0.86",0.13,0.13680042,18.183,0.9999565,,AT 2026kml,3634.7,"a variation on a catalogued point source that is FAINTER than the source itself (-0.9 mag), galactic plane (|b| = 3.8 deg); not an outburst on this evidence -- most likely ordinary variability or a subtraction residual",61242.3596 r=19.19; 61243.2709 r=19.25; 61249.2947 r=19.11,https://fink-portal.org/ZTF26abiqvnm
ZTF26abirzls,MATTHEW-GATED -- NOT REPORTED TO TNS,C,False,31.6388117,18.4014737,-40.96391486663462,A1_cv_outburst,"outburst on a PS1 point source 0.06"" away",0.43,3,20.356228,r,2461245.9331597,-1.36,2,3,61242.40799769992,61245.43315970013,"PS1 source, sgscore=0.5",0.06,0.903501,18.565,0.9951673,,AT 2026yp,816.27,"a variation on a catalogued point source that is FAINTER than the source itself (-1.4 mag), |b| = 41.0 deg; not an outburst on this evidence -- most likely ordinary variability or a subtraction residual",61242.4080 r=19.93; 61243.4301 r=20.14; 61245.4332 r=20.36,https://fink-portal.org/ZTF26abirzls
