family,metric,kind,n_conf,n_spur,p,effect,eff_lo,eff_hi,min_detectable,testable,p_holm
"A (chromospheric activity, ESP-CS)",A1 activityindex_espcs,num,23,13,0.8951907858253179,0.48494983277591974,0.2909698996655518,0.6755852842809364,0.7750000000000002,True,0.8951907858253179
B (photometric variability),B1 dAmp_G,num,633,347,1.0449444860216097e-15,0.654752311621618,0.6190993894860484,0.6894816094622833,0.5750000000000001,True,5.2247224301080485e-15
B (photometric variability),B2 dAmp_BP,num,633,347,2.64749496254668e-09,0.6148298892333748,0.5775427837797233,0.6512788468980337,0.5750000000000001,True,1.058997985018672e-08
B (photometric variability),B3 dAmp_RP,num,633,347,4.904446975739784e-08,0.6052351229905623,0.5664658936221552,0.6438920150602547,0.5750000000000001,True,1.4713340927219353e-07
B (photometric variability),B4 phot_variable_flag==VARIABLE,bin,633,347,0.001967079475601525,2.1665714829621168,,,0.15000000000000002,True,0.00393415895120305
B (photometric variability),B5 std_dev_mag_g_fov,num,34,40,0.5690559144873866,0.5389705882352941,0.3985294117647059,0.6735294117647059,0.7000000000000002,True,0.5690559144873866
C (astrometric/imaging quality -- NOT activity),C1 ruwe,num,633,347,0.07788956897841344,0.46598467569007196,0.4280562118997865,0.5043274330642702,0.5750000000000001,True,0.31155827591365376
C (astrometric/imaging quality -- NOT activity),C2 ipd_frac_multi_peak,num,633,347,0.46690105047741115,0.5080081583967293,0.48605042772398027,0.5298908268116239,0.5750000000000001,True,0.5290581047544738
C (astrometric/imaging quality -- NOT activity),C3 ipd_gof_harmonic_amplitude,num,633,347,0.003639327344611202,0.44389964079380473,0.4069863101010239,0.4812408092838184,0.5750000000000001,True,0.01819663672305601
C (astrometric/imaging quality -- NOT activity),C4 astrometric_excess_noise_sig,num,633,347,0.2645290523772369,0.47847266800515365,0.43910999722286714,0.5173316989223814,0.5750000000000001,True,0.5290581047544738
C (astrometric/imaging quality -- NOT activity),C5 astrometric_gof_al,num,633,347,0.08055245431441335,0.4662851523553273,0.4278372281482898,0.5050243340572089,0.5750000000000001,True,0.31155827591365376
C (astrometric/imaging quality -- NOT activity),C6 phot_bp_rp_excess_factor,num,633,347,7.388521246109123e-05,0.5764644822923638,0.5381387974559643,0.6136881917223231,0.5750000000000001,True,0.00044331127476654735
NEGATIVE CONTROL (must not discriminate),N1 phot_g_n_obs,num,633,347,0.10769926255122558,0.5310355973794793,0.49414400571816197,0.5694167110552649,0.5750000000000001,True,0.10769926255122558
