metric,population,n_conf,n_spur,p,auc,auc_lo,auc_hi,min_detectable_auc
astrometric_gof_al,all-65,633,347,0.08055245431441335,0.4662851523553273,0.4279832552549271,0.5047420680989388,0.5750000000000001
astrometric_gof_al,in-list,633,347,0.08055245431441335,0.4662851523553273,0.4276454466403522,0.5053491675430569,0.5750000000000001
ruwe,all-65,633,347,0.07788956897841344,0.46598467569007196,0.42778669343640596,0.5041008235792234,0.5750000000000001
ruwe,in-list,633,347,0.07788956897841344,0.46598467569007196,0.42769620898607336,0.5039324883565293,0.5750000000000001
