family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,633,347,149,106,0.2353870458135861,0.30547550432276654,0.07008845850918044,0.01832886184091838,0.01832886184091838,0.35000000000000003,True,980,980
