family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,633,347,125,130,0.19747235387045814,0.3746397694524496,0.17716741558199145,3.4769211924113665e-09,3.4769211924113665e-09,0.30000000000000004,True,980,980
