metric,population,n_conf,n_spur,p,auc,auc_lo,auc_hi,min_detectable_auc
astrometric_gof_al,all-65,633,347,6.053035740894032e-16,0.34395928085918115,0.30863392381550736,0.3794566152669462,0.5750000000000001
astrometric_gof_al,in-list,633,347,6.053035740894032e-16,0.34395928085918115,0.30888397958579744,0.37968003787827054,0.5750000000000001
ruwe,all-65,633,347,2.091473723081113e-15,0.34690031003728644,0.3111884307378523,0.38312174768154933,0.5750000000000001
ruwe,in-list,633,347,2.091473723081113e-15,0.34690031003728644,0.3119218669616801,0.383264360280627,0.5750000000000001
