family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,323,165,19,11,0.058823529411764705,0.06666666666666667,0.00784313725490196,0.8423527939629053,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,323,165,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,323,165,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
