IAUNAME,DETUID,RA,DEC,DET_LIKE_0,ML_RATE_1,ML_EXP_1
3eRASS J195606.6-405458,sb03_299132_020_ML00027_001_c030,299.0278168596929,-40.91636010775487,117.97308,0.22075596,251.70026
3eRASS J052933.9-011102,sm03_083090_020_ML00070_001_c030,82.39144844689321,-1.1840028952745616,248.82578,0.22070661,358.18445
3eRASS J075655.9+062649,sm03_119084_020_ML00029_001_c030,119.23307030981121,6.4470678639499255,135.25276,0.22000743,247.00342
3eRASS J082510.2+375917,sb03_127051_020_ML00036_001_c030,126.29258167816849,37.98824139977784,151.5991,0.2198854,246.43753
3eRASS J080321.7-084728,sm03_119099_020_ML00018_001_c030,120.84079508998876,-8.791195790705226,164.42862,0.21940693,250.85733
3eRASS J140823.5-415254,sm03_212132_020_ML00046_001_c030,212.09818189206064,-41.881894878742834,200.47266,0.2193357,440.17276
3eRASS J104320.8+300524,sm03_159060_020_ML00031_001_c030,160.8369034907464,30.090061172947628,127.93183,0.21926981,236.44116
3eRASS J220821.2-522600,sm03_330141_020_ML00036_001_c030,332.08874487235295,-52.43351569084989,159.74374,0.21857312,295.98233
3eRASS J113736.2+333759,sb03_175057_020_ML00037_001_c030,174.40085427558637,33.63333254943585,146.40045,0.21821365,238.31856
3eRASS J083001.8-021412,sm03_128093_020_ML00023_001_c030,127.50764813301316,-2.2368295973281893,125.50238,0.21796504,243.98303
3eRASS J155759.4-314344,sm03_238123_020_ML00039_001_c030,239.49766452230742,-31.728975631886655,159.53584,0.21789153,425.04083
3eRASS J054243.4+280432,sb03_085063_020_ML00016_001_c030,85.68086314111275,28.075607886024883,200.24046,0.21773544,340.19342
3eRASS J205340.8-440650,sm03_312135_020_ML00022_001_c030,313.4204150347473,-44.113950449092115,147.09575,0.21773435,265.49927
3eRASS J012026.6-292731,sm03_019120_020_ML00047_001_c030,20.110910814120228,-29.458623710771864,202.98616,0.21760455,358.50507
3eRASS J025603.0-813921,sm03_041171_020_ML00016_001_c030,44.01261260846892,-81.65592060321816,447.91232,0.21629713,747.4807
3eRASS J042125.9-600008,sm03_066150_020_ML01549_001_c030,65.3581444555632,-60.0023682132383,138.29662,0.21626814,1544.399
3eRASS J203216.6-572733,sm03_310147_020_ML00020_001_c030,308.0693760285729,-57.459224831982965,176.64734,0.21621338,303.40714
3eRASS J043111.4-301452,sm03_067120_020_ML00033_001_c030,67.7978776770669,-30.247930245982175,373.54684,0.21580108,605.98175
3eRASS J082239.0-220750,sm03_126111_020_ML00015_001_c030,125.66291156915172,-22.130658214366118,94.02018,0.21550143,290.18155
3eRASS J075628.0+310409,sm03_118060_020_ML00037_001_c030,119.11699853803852,31.069220694818227,125.2053,0.21532498,226.81665
3eRASS J093112.2-321837,sm03_143123_020_ML00018_001_c030,142.8011740468264,-32.31028445645028,165.9853,0.21490744,295.83286
3eRASS J101324.6-144359,sm03_152105_020_ML00025_001_c030,153.3526483855937,-14.733197471766847,120.73837,0.21478343,220.9496
3eRASS J051431.2+041911,sm03_080087_020_ML00047_001_c030,78.63029687690405,4.319865678196144,192.20308,0.21462432,363.31253
3eRASS J052720.1-235542,sm03_083114_020_ML00037_001_c030,81.83382543509661,-23.928429185600862,267.78824,0.21459585,502.54205
3eRASS J083414.7+082601,sm03_129081_020_ML00027_001_c030,128.5612525766475,8.433855074498554,136.57088,0.21458802,227.32639
3eRASS J080558.7-224958,sm03_122114_020_ML00006_001_c030,121.49480063913839,-22.83278738226954,75.56352,0.2141704,305.09732
3eRASS J151537.7-440645,sm03_230135_020_ML00050_001_c030,228.90734970949487,-44.11256249540132,162.70677,0.21326241,407.59286
3eRASS J053146.7+152759,sm03_082075_020_ML00023_001_c030,82.94489865551691,15.466512865491255,231.99884,0.21310587,330.38696
3eRASS J064742.3+151512,sm03_103075_020_ML00015_001_c030,101.92638585845029,15.253365761847721,145.6739,0.21299273,245.0366
3eRASS J214758.0-582111,sm03_326147_020_ML00035_001_c030,326.99178877011104,-58.353229766745926,138.03514,0.21254939,269.90744
3eRASS J070009.8+291727,sm03_105060_020_ML00014_001_c030,105.04104929448337,29.29109360552702,132.26756,0.21250734,241.4005
3eRASS J094439.7+034939,sm03_146087_020_ML00026_001_c030,146.1658301319262,3.827755509430529,131.35277,0.21191113,209.8422
3eRASS J052025.4-410904,sm03_081132_020_ML00031_001_c030,80.10604277323134,-41.151202628106596,485.96106,0.21100257,789.6815
3eRASS J003133.5-435908,sm03_006135_020_ML00016_001_c030,7.889991761598381,-43.985710028069974,151.70917,0.21082857,272.07617
3eRASS J043506.3-381930,sm03_070129_020_ML00033_001_c030,68.7763022350043,-38.32513850346466,401.58682,0.2105842,695.45526
3eRASS J071806.9-350222,sm03_111126_020_ML00021_001_c030,109.52876417582355,-35.03948967874822,270.33716,0.21054763,429.96323
3eRASS J214621.2-492626,sm03_327138_020_ML00036_001_c030,326.588450157074,-49.440762597358166,114.62282,0.21048528,264.64886
3eRASS J002357.4-401136,sm03_006129_020_ML00034_001_c030,5.989308612832121,-40.19357661279227,131.37769,0.21038835,255.62494
3eRASS J043434.4-122237,sm03_069102_020_ML00035_001_c030,68.6434641909571,-12.377177548260248,257.42352,0.21010953,495.84924
3eRASS J081156.0+090108,sm03_123081_020_ML00039_001_c030,122.98342845829015,9.018965867005829,142.41904,0.20992208,235.12077
3eRASS J160856.8-283557,sm03_242120_020_ML00029_001_c030,242.23686768598097,-28.59923415779418,164.72588,0.20983285,400.93262
3eRASS J013318.8-563536,sm03_024147_020_ML00047_001_c030,23.32869780710095,-56.59355175520384,196.45352,0.20965469,360.9392
3eRASS J093846.6+283616,sm03_146060_020_ML00036_001_c030,144.69443412591383,28.604529964963533,118.22294,0.20961659,223.1392
3eRASS J110304.3+134727,sm03_165075_020_ML00021_001_c030,165.76808807389185,13.790963039814862,124.5003,0.20844388,222.6507
3eRASS J103704.4-222934,sm03_158111_020_ML00017_001_c030,159.26872920140764,-22.492953919296866,157.06519,0.20837322,291.83316
3eRASS J191619.7-440851,sm03_288135_020_ML00014_001_c030,289.08231973558605,-44.14765195337098,110.84894,0.20829974,261.1678
3eRASS J111144.5+242934,sm03_167066_020_ML00041_001_c030,167.93546550849527,24.49288548353154,86.31623,0.20826271,209.31296
3eRASS J062101.6-033000,sm03_095093_020_ML00026_001_c030,95.25703435466687,-3.500076655259703,126.49089,0.20783934,266.13937
3eRASS J065249.4+082242,sm03_104081_020_ML00021_001_c030,103.2061318349108,8.378360603528868,118.98948,0.20755865,250.94908
3eRASS J101720.6+385739,sb03_153051_020_ML00038_001_c030,154.3358426472292,38.961022715570955,107.29218,0.20683058,221.8659
3eRASS J102640.9-244623,sm03_157114_020_ML00018_001_c030,156.67081462547475,-24.77325782795614,153.82959,0.20623551,319.19037
3eRASS J182852.3-440808,sm03_275135_020_ML00016_001_c030,277.21805240790536,-44.13565377890662,94.88431,0.2061037,261.70575
3eRASS J073631.3+351349,sm03_115054_020_ML00032_001_c030,114.13070102751497,35.2304060613233,122.25565,0.20585234,228.3853
3eRASS J145622.7-283851,sm03_225120_020_ML00033_001_c030,224.09498606097003,-28.647707357035234,218.95213,0.2056245,501.63498
3eRASS J041005.7-195602,sm03_062111_020_ML00026_001_c030,62.523858678309736,-19.934107914855076,237.1146,0.20538487,461.72772
3eRASS J054640.1+000503,sm03_086090_020_ML00017_001_c030,86.66729924089846,0.08426878241287163,160.57408,0.20514828,366.66962
3eRASS J033306.6-510013,sm03_053141_020_ML00037_001_c030,53.27754055492597,-51.00365300089353,555.0144,0.20441139,949.8954
3eRASS J155741.2-631239,sm03_237153_020_ML00027_001_c030,239.42196734815954,-63.210988508653045,224.12549,0.20433271,463.71942
3eRASS J042502.7-042400,sm03_068093_020_ML00043_001_c030,66.26156799492846,-4.400033216869212,214.72855,0.2041442,478.03024
3eRASS J160007.6-305626,sm03_242120_020_ML00042_001_c030,240.03179482003503,-30.94080259750932,141.72813,0.20398976,401.63962
3eRASS J192927.7-752412,sm03_291165_020_ML00021_001_c030,292.3654376004434,-75.40347516607967,203.9368,0.20397769,398.4029
3eRASS J094441.9-174057,sm03_146108_020_ML00029_001_c030,146.17493895508937,-17.682614210560644,123.4895,0.20385146,250.96439
3eRASS J053454.0-062350,sm03_083096_020_ML00253_001_c030,83.72524880282499,-6.39740878327152,191.19853,0.20297207,365.6505
3eRASS J092149.5-510509,sm03_141141_020_ML00012_001_c030,140.45651060683264,-51.08601339804251,270.4305,0.20292194,542.85986
3eRASS J152558.5-444535,sm03_230135_020_ML00043_001_c030,231.49392569348572,-44.75982285078787,194.50409,0.20284219,432.5438
3eRASS J061538.1+144206,sm03_094075_020_ML00013_001_c030,93.90882122556606,14.70171387525038,156.85007,0.20278889,246.32559
3eRASS J060055.7+150726,sm03_091075_020_ML00028_001_c030,90.23216010052032,15.124038375288638,149.43716,0.20276666,273.9937
3eRASS J120944.8+023213,sm03_182087_020_ML00035_001_c030,182.43670415590626,2.5370498047725616,109.44228,0.20271489,266.80075
3eRASS J101029.3+072632,sm03_152084_020_ML00028_001_c030,152.62220979292493,7.442429644746675,121.47045,0.20251687,209.11716
3eRASS J085249.0-114333,sm03_133102_020_ML00012_001_c030,133.2042613495053,-11.725941224492786,113.95871,0.20232332,241.56917
3eRASS J060829.3-435321,sm03_093135_020_ML00038_001_c030,92.12236462861027,-43.889180778032355,372.1422,0.2022031,619.8712
3eRASS J210845.2-580601,sm03_315147_020_ML00020_001_c030,317.1884691400918,-58.100542454356415,157.11078,0.2020778,304.4789
3eRASS J101134.6+391032,sb03_153051_020_ML00026_001_c030,152.8942142624712,39.17579269234557,131.16759,0.20184122,239.26474
3eRASS J075103.9-130342,sm03_117102_020_ML00025_001_c030,117.7665555875485,-13.061800723731979,139.2186,0.2016539,276.37445
3eRASS J040329.9+083643,sb03_062081_020_ML00012_001_c030,60.87493336024303,8.612176976709101,107.55384,0.20128812,405.72678
3eRASS J123751.3+071258,sm03_191084_020_ML00034_001_c030,189.46389986578666,7.21636196524898,129.97289,0.20119725,308.58307
3eRASS J220218.5-430517,sb03_330132_020_ML00028_001_c030,330.57728386243133,-43.08815447779777,126.71684,0.20102145,257.94714
3eRASS J094346.5+182623,sm03_146072_020_ML00019_001_c030,145.9437766557657,18.439766872424308,117.56062,0.20027271,210.27641
