DETUID,IAUNAME,RA,DEC,DET_LIKE_0,primary_100,ls10_NWAY_p_any,ls10_NWAY_match_flag,ls10_LS10_RA,ls10_LS10_DEC,ls10_class_gal_exgal,ls10_Class_STAREX,ls10_Exgal_prob_STAREX,ls10_class_jetted,ls10_dered_mag_r,ls10_LS10_TYPE,ls10_n_alt,gdr3_NWAY_p_any,gdr3_NWAY_match_flag,gdr3_GDR3_RA,gdr3_GDR3_DEC,gdr3_GDR3_PQSO,gdr3_GDR3_PGal,gdr3_GDR3_Pstar,gdr3_GDR3_parallax,gdr3_GDR3_parallax_over_error,gdr3_GDR3_phot_g_mean_mag,gdr3_n_alt,cw_NWAY_p_any,cw_NWAY_match_flag,cw_CW2020_RA,cw_CW2020_DEC,cw_CW2020_w1mpro,cw_CW2020_w2mpro,cw_n_alt,in_ls10,in_gdr3,in_cw,gdr3_dsc_max,gdr3_dsc_label,ls10_gdr3_sep,diff_object_0.5,class_conflict_0.5,tier_0.5,diff_object_0.8,class_conflict_0.8,tier_0.8
sm03_218129_020_ML00476_001_c030,3eRASS J142436.0-385700,216.1501680612593,-38.950133815014475,10.75534,False,0.20887999,1.0,216.1493955718717,-38.94765842196063,4.0,0.0,0.7956620969874835,0.0,17.969951631753982,SER,0.0,0.050435603,1.0,216.14994123010783,-38.9475020609752,1.767e-05,0.00186278,0.9981181,-1.1783037569242525,-1.6245815,19.407082,0.0,0.57494104,1.0,216.1494084,-38.9476435,14.407,14.018,0.0,True,True,True,0.9981181,STAR,1.6281329107100073,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_066114_020_ML00717_001_c030,3eRASS J042751.8-233546,66.96612882343565,-23.596203950626084,11.491869,False,0.99809486,1.0,66.96576770538105,-23.59843722191389,5.0,0.0,0.9757984844384209,0.0,19.29509554004642,PSF,0.0,0.9999949,1.0,66.96576770538105,-23.59843722191389,1.0,0.0,0.0,-0.2208949716341314,-0.9741312,19.264423,0.0,0.9994776,1.0,66.9657586,-23.5983695,15.902,14.684,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_101087_020_ML00010_001_c030,3eRASS J063801.4+034210,99.50597391154778,3.7029345606983854,427.77875,False,,,,,,,,,,,,0.99641967,1.0,99.50587710256274,3.702697262627057,0.0,0.0,0.9999602,3.5351967328257325,166.70493,8.327873,0.0,0.9604411,1.0,99.5058298,3.7027055,6.153,6.214,0.0,False,True,True,0.9999602,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_230102_020_ML00764_001_c030,3eRASS J151555.6-114209,228.98193462929697,-11.702733960542702,6.4822717,False,0.9646991,1.0,228.98399578547557,-11.70420862871955,4.0,0.0,0.9224148224500862,0.0,20.812645656903268,PSF,0.0,0.36102426,1.0,228.9815799607975,-11.70319011585037,0.0,0.0,0.99998957,0.3158221698683265,2.4541426,17.587458,0.0,0.6276743,1.0,228.9839932,-11.7042418,17.492,16.271,0.0,True,True,True,0.99998957,STAR,9.271944120334311,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_133132_020_ML01484_001_c030,3eRASS J084701.9-415322,131.75795345318596,-41.88945874165665,6.258623,False,,,,,,,,,,,,1.3297254e-05,1.0,131.7576735301692,-41.89506096159129,0.0,0.0,0.9999885,1.0344698846970095,1.140518,20.669724,0.0,0.57810205,1.0,131.7580321,-41.8880857,16.092,15.626,1.0,False,True,True,0.9999885,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_122126_020_ML00231_001_c030,3eRASS J080952.0-362259,122.46668227295716,-36.38331093717181,17.66227,False,,,,,,,,,,,,0.9766688,1.0,122.46571330311386,-36.383964758371434,0.0,0.0,0.5852708,,,14.969129,0.0,0.9918402,1.0,122.4657292,-36.3839809,10.236,9.769,0.0,False,True,True,0.5852708,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_058168_020_ML01021_001_c030,3eRASS J034113.5-771850,55.30663908407436,-77.3139589338929,14.926738,False,0.9812923,1.0,55.30723187185598,-77.31256844641554,5.0,0.0,0.9525415774303873,0.0,21.090305136147002,PSF,0.0,1.3631052e-10,1.0,55.33435051372345,-77.31550477144914,0.0,0.0,0.9999868,0.31265093299531993,3.700708,18.022259,0.0,0.07626186,1.0,55.3072634,-77.3126722,17.814,17.076,0.0,True,True,True,0.9999868,STAR,23.906129237556,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_113159_020_ML02327_001_c030,3eRASS J072138.0-674421,110.40862903414181,-67.73937017041628,7.762012,False,0.25363207,1.0,110.41246417652096,-67.73961170396231,4.0,0.0,0.8616627352608119,0.0,22.683027152070455,REX,0.0,0.0004329819,1.0,110.41872258905805,-67.74283368603736,0.0,0.0,0.99999833,0.5239094426352439,1.1673777,20.111515,0.0,0.5099921,1.0,110.4125086,-67.7395693,17.152,16.328,0.0,True,True,True,0.99999833,STAR,14.400814948925872,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_144126_020_ML00059_001_c030,3eRASS J093754.6-343136,144.47771044749877,-34.526747193683676,58.252342,False,,,,,,,,,,,,0.61334074,1.0,144.47554297266606,-34.52641306428156,0.9999996,4e-07,0.0,-0.024580627026116214,-0.059338395,19.980787,0.0,0.9749982,1.0,144.4755,-34.5264129,15.2,14.083,0.0,False,True,True,0.9999996,QSO,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_nothing
sm03_109114_020_ML00380_001_c030,3eRASS J070916.9-251118,107.320667334061,-25.188434712436624,24.912611,False,,,,,,,,,,,,0.9674014,1.0,107.3208944745948,-25.187209978095076,0.0,0.0,0.99994874,1.6117003104288956,118.82823,13.788693,0.0,0.81965196,1.0,107.3208938,-25.1872188,12.05,12.049,0.0,False,True,True,0.99994874,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_133132_020_ML01713_001_c030,3eRASS J085753.9-430344,134.47459388257926,-43.06231313021023,6.995297,False,,,,,,,,,,,,0.45459452,1.0,134.47617646729083,-43.0615531555572,0.0,0.0,0.99993235,0.9978456090945421,19.327753,15.455331,0.0,0.56587636,1.0,134.4762224,-43.0615452,12.542,12.564,0.0,False,True,True,0.99993235,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_112117_020_ML00582_001_c030,3eRASS J072132.4-254127,110.38504298488922,-25.691072488411255,7.917196,False,,,,,,,,,,,,0.45042747,1.0,110.38580035900215,-25.68975766747455,4.72e-06,2.4e-06,0.9999908,-0.525726226153176,-0.38261878,20.791729,1.0,0.4435637,1.0,110.3853491,-25.6904629,12.61,12.649,0.0,False,True,True,0.9999908,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_096114_020_ML00026_001_c030,3eRASS J062033.7-241845,95.1407331927634,-24.312595859250912,20.138548,False,,,,,,,,,,,,7.3384595e-06,1.0,95.13691616552843,-24.309187061356536,0.0,0.0,0.9999937,-0.20355585376071644,-0.8351791,19.390516,0.0,0.0069002267,1.0,95.1421036,-24.313691,17.459,17.125,0.0,False,True,True,0.9999937,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_217135_020_ML00168_001_c030,3eRASS J142815.2-461927,217.0634458434596,-46.32417683680468,53.40537,False,,,,,,,,,,,,0.04198053,1.0,217.06161423846694,-46.32440466662676,0.0002836,9.205e-05,0.9983818,,,21.006441,0.0,0.29824594,1.0,217.0616905,-46.324448,15.661,15.271,0.0,False,True,True,0.9983818,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_355165_020_ML00324_001_c030,3eRASS J232123.5-752935,350.3481605443406,-75.49319569457518,9.934099,False,1.8004025e-06,1.0,350.3518306103127,-75.49154891025502,1.0,0.0,,0.0,23.194090749093338,REX,0.0,0.0,1.0,350.3409896596717,-75.48496138448195,0.0,0.0,0.999712,0.7776995419589502,27.433163,15.55252,0.0,5.533485e-06,1.0,350.3385741,-75.4900528,18.735,18.569,0.0,True,True,True,0.999712,STAR,25.651518928927647,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_157078_020_ML01093_001_c030,3eRASS J103011.5+122626,157.54816313881773,12.4407200714028,6.5446553,False,0.0008362129,1.0,157.5528020791966,12.442074728122574,4.0,0.0,0.8941360660538443,0.0,22.894740165683704,REX,0.0,0.0020274306,1.0,157.54759898741926,12.435683023724769,0.99997234,1.3e-07,0.0,1.069722088794735,1.5588669,19.675432,0.0,0.005971299,1.0,157.5529021,12.4420503,17.243,16.542,0.0,True,True,True,0.99997234,QSO,29.394471871584958,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_100156_020_ML01087_001_c030,3eRASS J064443.4-672001,101.18108760092736,-67.33370587788953,25.391584,False,0.73622656,1.0,101.18394547979443,-67.33493325233465,3.0,1.0,0.37023191420590956,0.0,23.22520118341363,PSF,0.0,1.7541524e-14,1.0,101.17798611756008,-67.33873259310872,0.0,0.0,0.9999931,-0.30203364746756733,-1.788957,18.889767,0.0,0.92287385,1.0,101.1839659,-67.3349568,16.458,15.236,0.0,True,True,True,0.9999931,STAR,15.9819120833978,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_197084_020_ML01260_001_c030,3eRASS J131004.1+060552,197.5172008871845,6.097783879497391,6.448544,False,0.008628391,1.0,197.519600912802,6.097095006873096,4.0,0.0,0.9077342606079349,0.0,21.484486668466225,REX,1.0,6.7078894e-09,1.0,197.50968592781217,6.099478754716258,0.0,0.0,0.99999833,14.966542076199913,52.026142,17.12203,0.0,0.40116015,1.0,197.5172951,6.0947855,16.771,15.939,1.0,True,True,True,0.99999833,STAR,36.51474643711436,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_113159_020_ML00982_001_c030,3eRASS J071823.1-675414,109.59652387903745,-67.9039853127243,41.268654,False,0.9905767,1.0,109.5996981784918,-67.90329733370548,5.0,0.0,0.9834481886594151,0.0,21.192006995177948,PSF,0.0,2.067552e-05,1.0,109.5921396407489,-67.90625769813562,0.0,0.0,0.9999948,0.0894690088653165,0.5125252,19.10465,0.0,0.5655746,1.0,109.5994078,-67.9034563,17.344,16.441,0.0,True,True,True,0.9999948,STAR,14.776728453463619,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_171072_020_ML00765_001_c030,3eRASS J111634.6+174120,169.1441754412892,17.689148766696707,9.227239,False,0.9961079,1.0,169.14426788320276,17.688477398391353,4.0,0.0,0.9137121244839795,0.0,21.709691451628682,PSF,0.0,1.3867033e-07,1.0,169.141993548615,17.6970437194547,2.928e-05,1e-08,0.99996805,1.385400672329748,2.0059955,20.226175,0.0,0.993803,1.0,169.1444047,17.688397,16.736,15.552,0.0,True,True,True,0.99996805,STAR,31.81001272258723,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_083081_020_ML00981_001_c030,3eRASS J053842.9+095554,84.67875445515705,9.931672548234499,7.289313,False,,,,,,,,,,,,0.8317951,1.0,84.679320790569,9.930519273125485,0.0,0.0,1e-06,2.509178773186513,55.895775,16.009798,0.0,0.9829707,1.0,84.6793167,9.9305129,11.973,11.812,0.0,False,True,True,1e-06,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_122165_020_ML00989_001_c030,3eRASS J080601.6-741517,121.50669745245082,-74.25491143962148,20.219069,False,0.9989883,1.0,121.50577199462673,-74.2560300981496,5.0,0.0,0.985213100204774,0.0,17.586988442175908,SER,0.0,0.9033315,1.0,121.50577199462673,-74.2560300981496,0.86248857,0.00027422,0.13720295,0.23949476282683974,2.5924525,18.184566,0.0,0.9906169,1.0,121.5057727,-74.2560318,12.065,11.0,0.0,True,True,True,0.86248857,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_142120_020_ML00616_001_c030,3eRASS J093040.2-301424,142.66779634040745,-30.24002532642513,9.698607,False,,,,,,,,,,,,0.0351863,1.0,142.66697716912012,-30.242629754122547,0.0,0.0,0.99861324,2.8155896481108558,83.6055,15.68562,0.0,0.25470564,1.0,142.6670045,-30.2426386,12.384,12.31,0.0,False,True,True,0.99861324,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_209090_020_ML00675_001_c030,3eRASS J135531.8+000736,208.88261712441474,0.12668856049239624,7.8874464,False,0.92541426,1.0,208.8808989275703,0.12506026829225475,4.0,0.0,0.8794577669384355,0.0,20.545137213573184,REX,0.0,1.3736834e-10,1.0,208.8890441381368,0.12184886559730934,0.0,0.0,0.9999766,1.0460525536772942,2.7616062,19.39694,0.0,0.9920198,1.0,208.8809196,0.1250655,15.577,14.994,0.0,True,True,True,0.9999766,STAR,31.519484653793402,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_152087_020_ML00619_001_c030,3eRASS J100357.5+035843,150.98988406663528,3.978773482515383,8.154835,False,0.011307759,1.0,150.98919835818853,3.9762608852188603,5.0,0.0,0.9998251137128159,0.0,23.639316654716236,EXP,0.0,9.9893604e-08,1.0,150.99480219395133,3.9741148007421185,0.0,0.0,0.99996066,1.1153052039007476,10.323838,17.210848,0.0,0.03462811,1.0,150.9895291,3.9758752,16.708,16.137,0.0,True,True,True,0.99996066,STAR,21.55725374988539,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_076141_020_ML01340_001_c030,3eRASS J050550.0-514336,76.4585691586853,-51.72674204159425,22.23758,False,0.9997531,1.0,76.45967819129253,-51.726865145904675,5.0,0.0,0.9602814814856558,0.0,20.101736383093073,PSF,0.0,0.9979311,1.0,76.45967819129253,-51.726865145904675,1.0,0.0,0.0,-0.2304488097251641,-0.57053226,19.962086,0.0,0.98213506,1.0,76.4597084,-51.7268706,17.057,15.957,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_132057_020_ML00609_001_c030,3eRASS J084728.9+332627,131.87044641199537,33.44101246176774,9.849721,False,,,,,,,,,,,,0.0027979491,1.0,131.87321440594465,33.437469235297584,0.0,0.0,0.9993886,1.9745875171742249,14.060865,17.975937,0.0,0.0023987794,1.0,131.8732353,33.4374883,14.486,14.431,0.0,False,True,True,0.9993886,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_057132_020_ML02444_001_c030,3eRASS J035523.0-410429,58.846219717358885,-41.07487336972235,6.0528455,False,0.84956723,1.0,58.84716361942947,-41.076002908597715,5.0,0.0,0.9506152157398874,0.0,23.102416239839677,PSF,0.0,0.376397,1.0,58.84546708366656,-41.07671284995804,0.0,0.0,0.99998987,0.5104027920410855,4.2821674,18.452168,0.0,0.77807987,1.0,58.8462543,-41.0764262,16.962,15.988,0.0,True,True,True,0.99998987,STAR,5.2659009764876155,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_212153_020_ML00250_001_c030,3eRASS J140728.1-623313,211.86718605619822,-62.553802626198966,16.132557,False,,,,,,,,,,,,0.133968,1.0,211.86834050772103,-62.554103059973905,3.962e-05,5.3e-07,0.9999578,3.4924202891631286,2.829535,20.890295,0.0,0.0006193429,1.0,211.8740536,-62.5558143,7.418,6.715,0.0,False,True,True,0.9999578,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_035159_020_ML01626_001_c030,3eRASS J022042.8-690543,35.17847004303963,-69.0953125172888,7.7181168,False,0.050256465,1.0,35.17378047697854,-69.09336917246272,4.0,0.0,0.8633169143680033,0.0,22.369809017610145,DEV,0.0,,,,,,,,,,,,0.14902698,1.0,35.1737484,-69.0934009,16.376,16.015,0.0,True,False,True,,,,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_140147_020_ML00501_001_c030,3eRASS J092949.4-573313,142.45587982774347,-57.553714243336465,17.485256,False,,,,,,,,,,,,0.040123973,1.0,142.45473718840506,-57.55452131627127,0.0,0.0,0.9999309,1.1778783525698326,15.880657,17.607702,0.0,0.15839611,1.0,142.45879,-57.55277,19.172,16.763,1.0,False,True,True,0.9999309,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_025141_020_ML00580_001_c030,3eRASS J013346.4-502354,23.44340903484604,-50.39834339171603,12.132608,False,0.07333628,1.0,23.446954685371495,-50.40034115813165,-1.0,0.0,,0.0,20.909353388197314,PSF,0.0,0.08878621,1.0,23.446954685371495,-50.40034115813165,0.00061824,3.382e-05,0.9985742,,,21.007032,0.0,7.937604e-06,1.0,23.4512899,-50.3942629,11.375,11.434,0.0,True,True,True,0.9985742,STAR,0.0,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_072135_020_ML00280_001_c030,3eRASS J045304.7-452857,73.26993885593916,-45.48262986428694,82.99742,False,0.9897177,1.0,73.27023649647495,-45.483087384607344,2.0,1.0,0.15163412532352957,0.0,13.624680031699874,SER,0.0,0.9932785,1.0,73.26986121108818,-45.48305769871545,0.0,1.0,0.0,,,19.811749,0.0,0.98400265,1.0,73.2699146,-45.4831274,10.799,10.814,0.0,True,True,True,1.0,GALAXY,0.9532415862901271,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_335171_020_ML00644_001_c030,3eRASS J224847.9-793626,342.1995942798726,-79.60724018052404,7.070263,False,0.008392468,1.0,342.2106697552391,-79.6072705389612,5.0,0.0,0.9941794919907034,0.0,23.486510111006627,PSF,1.0,0.12256162,1.0,342.1937001080887,-79.60587565514774,0.0,0.0,0.99999166,0.37206983948471506,27.832798,13.683441,0.0,0.13190483,1.0,342.1935992,-79.6058705,11.264,11.344,0.0,True,True,True,0.99999166,STAR,12.110572766730671,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_275162_020_ML00527_001_c030,3eRASS J181147.8-721716,272.94952414486323,-72.28784178375412,7.460435,False,0.565687,1.0,272.9525343549817,-72.29018165451326,-5.0,1.0,0.17657235818532346,0.0,19.265779815776266,PSF,0.0,0.11663686,1.0,272.9469213198484,-72.2865313057676,0.0,0.0,0.9999897,-0.043344007858016266,-0.22828496,18.987381,1.0,0.9502057,1.0,272.9528428,-72.2900675,15.064,14.089,0.0,True,True,True,0.9999897,STAR,14.507812933434517,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_132138_020_ML01863_001_c030,3eRASS J085220.2-491447,133.08429947934764,-49.246631212133,6.464052,False,,,,,,,,,,,,0.044857696,1.0,133.08479845783785,-49.245765117860984,0.0,0.0,0.9998872,1.4303639992733526,7.572503,19.115952,0.0,0.15325643,1.0,133.0846927,-49.2458532,15.021,15.35,0.0,False,True,True,0.9998872,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_101174_020_ML01245_001_c030,3eRASS J062909.3-852510,97.28915628245272,-85.41946188781746,8.402771,False,0.55586743,1.0,97.28795751752982,-85.41825660247991,5.0,0.0,0.9984626931802377,0.0,24.309210239609154,REX,0.0,0.033424392,1.0,97.26380841868968,-85.4212514572697,0.0,0.0,0.99999344,0.9067348625026193,2.1269455,20.08544,0.0,0.9488975,1.0,97.2927657,-85.4180253,16.812,15.687,0.0,True,True,True,0.99999344,STAR,12.824508724837568,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_090123_020_ML00974_001_c030,3eRASS J060450.7-342243,91.21142926504544,-34.37884879544581,6.677744,False,0.00024436033,1.0,91.20787274060662,-34.38179375827834,5.0,0.0,0.965430096511561,0.0,20.39067181976674,SER,0.0,2.2761548e-10,1.0,91.2173779726967,-34.37183471411764,0.0,0.0,0.99997216,0.5271716926756027,8.101479,17.481024,0.0,0.05797501,1.0,91.2127194,-34.3783911,18.766,18.537,0.0,True,True,True,0.99997216,STAR,45.639188008158094,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_157078_020_ML00081_001_c030,3eRASS J102601.0+123921,156.50432694280127,12.656008016808569,9.296495,False,0.00075496983,1.0,156.50713261578915,12.65612795624364,4.0,0.0,0.9095999078715141,0.0,21.360494031483086,EXP,1.0,0.00023278836,1.0,156.50348929533428,12.65173861627421,3e-08,1.9e-07,0.99999076,-0.4196790211390934,-0.45161965,20.029144,0.0,0.014488827,1.0,156.5048746,12.6530084,17.981,17.001,0.0,True,True,True,0.99999076,STAR,20.333751193426504,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_180111_020_ML00768_001_c030,3eRASS J115507.3-204329,178.78070167718118,-20.724734787551725,8.651396,False,0.98530257,1.0,178.78094612301842,-20.724509889230575,5.0,0.0,0.9541874877321268,0.0,21.176029756376078,PSF,0.0,0.00012942366,1.0,178.7816929321523,-20.720221101180194,0.0,3.4e-07,0.99999195,-0.9146049451961621,-1.6667496,20.20599,0.0,0.6022045,1.0,178.7811968,-20.724478,16.891,16.495,0.0,True,True,True,0.99999195,STAR,15.643060268704836,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_159135_020_ML01242_001_c030,3eRASS J103238.4-434642,158.1603859600635,-43.77853436480714,6.960783,False,,,,,,,,,,,,0.8697367,1.0,158.16126769994463,-43.778800617097744,0.0,0.0,0.99994165,1.6066541712508624,141.54378,9.943024,0.0,0.91164035,1.0,158.1612968,-43.7787993,7.927,7.955,0.0,False,True,True,0.99994165,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_212087_020_ML00145_001_c030,3eRASS J140709.2+024553,211.78840012021956,2.7647298256385198,37.2842,False,0.9999509,1.0,211.78792583077976,2.76474031271716,5.0,0.0,0.9734460410299203,0.0,18.425908788340855,PSF,0.0,0.99993193,1.0,211.78792583077976,2.76474031271716,1.0,0.0,0.0,-0.0546220986619162,-0.25519946,18.57963,0.0,0.99993867,1.0,211.7879374,2.7647705,15.257,13.83,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_232114_020_ML00846_001_c030,3eRASS J153001.5-251516,232.50641730483127,-25.254676463393192,6.071819,False,0.2557431,1.0,232.50610699761143,-25.251272258297064,4.0,0.0,0.945770509520755,0.0,21.443880621002954,PSF,0.0,0.0029813128,1.0,232.51092797026746,-25.252748515334446,0.0,0.0,0.9999929,0.6827801958868156,3.182439,18.446001,0.0,0.36790282,1.0,232.5057795,-25.2513777,17.37,16.222,0.0,True,True,True,0.9999929,STAR,16.572368217417438,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_087147_020_ML01522_001_c030,3eRASS J054151.5-560426,85.46483739123809,-56.07404519299526,15.188107,False,0.0840219,1.0,85.46558392874218,-56.07537490601369,5.0,0.0,0.9971686285139211,0.0,23.12254003697871,REX,0.0,1.91962e-10,1.0,85.45400668130246,-56.07011575908615,0.0,0.0,0.9999978,0.8597326798389955,2.8670468,19.965614,0.0,0.87122893,1.0,85.4654985,-56.07546,17.315,16.405,0.0,True,True,True,0.9999978,STAR,29.99186723077916,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_098159_020_ML01297_001_c030,3eRASS J062633.8-695411,96.64116618681659,-69.90305650187335,99.39365,False,0.014641835,1.0,96.64123226578745,-69.90425452438545,2.0,0.0,,0.0,20.5125012929417,PSF,0.0,0.016101282,1.0,96.64123226578745,-69.90425452438545,0.00173172,3.764e-05,0.9979209,,,21.039436,0.0,0.9958,1.0,96.6402886,-69.9028365,16.824,15.622,0.0,True,True,True,0.9979209,STAR,0.0,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_095063_020_ML00066_001_c030,3eRASS J062442.3+263458,96.17650988198311,26.582868879198912,15.644287,False,,,,,,,,,,,,8.944917e-05,1.0,96.18096862857993,26.581319872532397,8.291e-05,2.163e-05,0.99902153,,,20.836533,0.0,0.602958,1.0,96.1787234,26.5844886,14.669,14.152,0.0,False,True,True,0.99902153,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_082147_020_ML00513_001_c030,3eRASS J052316.4-573659,80.8186025201888,-57.61663691639538,98.169365,False,0.9985437,1.0,80.81915483075792,-57.61675578983842,5.0,0.0,0.9703311125743399,0.0,21.730275042816075,PSF,0.0,0.0,1.0,80.80775754636728,-57.61428994429141,0.0,2e-08,0.999998,1.2863903273627857,1.3983369,20.823053,0.0,0.51515484,1.0,80.8193491,-57.6167728,17.0,16.522,0.0,True,True,True,0.999998,STAR,23.700228524997037,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_092108_020_ML00243_001_c030,3eRASS J061139.6-175452,92.91532366583317,-17.914494782823887,28.976492,False,,,,,,,,,,,,0.80751795,1.0,92.91563928425357,-17.914604150668385,0.0003393,0.00328511,0.9954089,,,20.8287,0.0,0.9896203,1.0,92.9156198,-17.9145946,15.035,14.449,0.0,False,True,True,0.9954089,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_205075_020_ML00933_001_c030,3eRASS J133608.0+140827,204.03362404963391,14.140960110428798,8.5504675,False,0.49213508,1.0,204.03408745331078,14.140627893601359,5.0,0.0,0.9978438758411922,0.0,20.713999346491498,SER,0.0,6.473506e-09,1.0,204.0275690940417,14.139122537741775,0.0,0.0,0.9999815,0.7644351723785039,16.465242,15.936233,0.0,0.42631835,1.0,204.03344,14.14045,17.924,17.097,0.0,True,True,True,0.9999815,STAR,23.39146879033308,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_043159_020_ML01793_001_c030,3eRASS J024251.1-690059,40.71326071840652,-69.01658587164974,6.7770233,False,0.0027520743,1.0,40.71008176552454,-69.0175484057262,2.0,0.0,,0.0,24.278657744742347,REX,0.0,1.3330003e-08,1.0,40.7240146155379,-69.01107876688172,0.0,1e-08,0.99999666,1.444083523640779,1.9102306,20.416094,0.0,0.005273249,1.0,40.7108024,-69.0177245,16.88,17.698,0.0,True,True,True,0.99999666,STAR,29.41166362672355,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_238117_020_ML00254_001_c030,3eRASS J155425.3-255831,238.60578027469109,-25.975431002332773,19.237528,False,0.9977543,1.0,238.60643382815385,-25.97640955387688,5.0,0.0,0.9817173359774078,0.0,19.00393753552063,SER,0.0,0.8935485,1.0,238.60643382815385,-25.97640955387688,0.00031818,0.00020723,0.99893934,,,21.016027,0.0,0.81817436,1.0,238.6064913,-25.9764276,15.236,14.763,0.0,True,True,True,0.99893934,STAR,0.0,False,True,T2_classified_contested,False,True,T2_classified_contested
sm03_121132_020_ML00690_001_c030,3eRASS J080557.3-403155,121.48904928485251,-40.53210117682586,11.748749,False,,,,,,,,,,,,0.09004438,1.0,121.48831275185765,-40.533704147206734,0.0,0.0,0.99648726,1.2978949050794293,17.468445,17.325281,0.0,0.085703254,1.0,121.4883299,-40.5337016,13.623,13.541,0.0,False,True,True,0.99648726,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
