DETUID,IAUNAME,RA,DEC,DET_LIKE_0,primary_100,ls10_NWAY_p_any,ls10_NWAY_match_flag,ls10_LS10_RA,ls10_LS10_DEC,ls10_class_gal_exgal,ls10_Class_STAREX,ls10_Exgal_prob_STAREX,ls10_class_jetted,ls10_dered_mag_r,ls10_LS10_TYPE,ls10_n_alt,gdr3_NWAY_p_any,gdr3_NWAY_match_flag,gdr3_GDR3_RA,gdr3_GDR3_DEC,gdr3_GDR3_PQSO,gdr3_GDR3_PGal,gdr3_GDR3_Pstar,gdr3_GDR3_parallax,gdr3_GDR3_parallax_over_error,gdr3_GDR3_phot_g_mean_mag,gdr3_n_alt,cw_NWAY_p_any,cw_NWAY_match_flag,cw_CW2020_RA,cw_CW2020_DEC,cw_CW2020_w1mpro,cw_CW2020_w2mpro,cw_n_alt,in_ls10,in_gdr3,in_cw,gdr3_dsc_max,gdr3_dsc_label,ls10_gdr3_sep,diff_object_0.5,class_conflict_0.5,tier_0.5,diff_object_0.8,class_conflict_0.8,tier_0.8
sm03_227096_020_ML00346_001_c030,3eRASS J150052.6-070521,225.21957501365117,-7.089380608645532,18.37249,True,0.9993392,1.0,225.22004268161524,-7.090243290307823,5.0,0.0,0.9725299950776342,0.0,20.07731671803906,PSF,0.0,0.99755514,1.0,225.22004268161524,-7.090243290307823,0.9660595,7.6e-07,0.03393909,-0.203018049131395,-0.2840172,20.31739,0.0,0.9879987,1.0,225.220162,-7.0901274,16.811,15.717,0.0,True,True,True,0.9660595,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_082147_020_ML03318_001_c030,3eRASS J053718.9-580617,84.32881954957504,-58.104724547703704,7.0215816,True,0.6722874,1.0,84.32795159875236,-58.10368119760256,5.0,0.0,0.9917752399487951,0.0,22.34671910762378,EXP,0.0,0.25407523,1.0,84.32751818155353,-58.10661702647351,0.0004185,0.0,0.9995352,0.043050149627017247,0.15699805,19.718853,0.0,0.25598595,1.0,84.3274614,-58.1037834,14.923,14.776,0.0,True,True,True,0.9995352,STAR,10.601090502069939,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_042144_020_ML01150_001_c030,3eRASS J025219.0-534755,43.07935464478343,-53.798662860569046,9.889891,True,0.01570353,1.0,43.077701752304655,-53.799178026170175,4.0,0.0,0.8767336579699581,0.0,21.107274347569632,SER,0.0,1.2954703e-05,1.0,43.07900894663678,-53.7929617556109,0.0,0.0,0.99999,0.42717370611434596,0.9473991,20.153042,0.0,0.06492452,1.0,43.0779766,-53.7975151,17.151,17.394,0.0,True,True,True,0.99999,STAR,22.55051126604843,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_018132_020_ML00243_001_c030,3eRASS J010533.3-410710,16.388814549815,-41.119633616476825,34.78675,True,0.9977666,1.0,16.387409056553963,-41.11956671144606,5.0,0.0,0.9622083211130533,0.0,19.9004134323655,PSF,0.0,0.9991023,1.0,16.387409056553963,-41.11956671144606,0.99999994,7e-08,0.0,-0.2097831169803534,-0.46299174,20.011518,0.0,0.997201,1.0,16.3873722,-41.1195756,16.392,15.06,0.0,True,True,True,0.99999994,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_107099_020_ML00184_001_c030,3eRASS J071349.5-093255,108.4562841144998,-9.548687085607037,12.774888,True,,,,,,,,,,,,0.09605822,1.0,108.45483669980518,-9.548257326799726,2.6e-07,3e-08,0.99999434,0.33082146366405296,0.45070386,20.18269,0.0,0.033803746,1.0,108.4596262,-9.5495816,11.789,11.843,0.0,False,True,True,0.99999434,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_122060_020_ML00635_001_c030,3eRASS J080407.8+292028,121.0327065076832,29.341142119043656,7.4148145,True,0.9997594,1.0,121.03316668401864,29.342551927765296,5.0,0.0,0.996004677229913,0.0,20.403576704660956,PSF,0.0,0.99918467,1.0,121.03316668401864,29.342551927765296,0.9999999,1.2e-07,0.0,0.7073567240319797,0.9592508,20.292961,0.0,0.99564123,1.0,121.0331873,29.342558,15.894,15.148,0.0,True,True,True,0.9999999,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_115123_020_ML00284_001_c030,3eRASS J074042.7-335005,115.17830397492916,-33.83474514665633,15.24111,True,,,,,,,,,,,,,,,,,,,,,,,0.07541454,1.0,115.1799524,-33.8330251,12.739,12.651,0.0,False,False,True,,,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_121156_020_ML00705_001_c030,3eRASS J075342.7-671224,118.42806461081122,-67.20678105812195,35.142128,True,,,,,,,,,,,,1.2212453e-14,1.0,118.41527357813801,-67.20725008603522,0.0,0.0,0.9999939,-0.08031294390721856,-0.45964798,19.019258,0.0,0.38436997,1.0,118.4289969,-67.2059775,17.53,16.729,0.0,False,True,True,0.9999939,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_161072_020_ML00896_001_c030,3eRASS J104039.1+164557,160.16310589672156,16.766015018302046,8.482645,True,0.9812699,1.0,160.1607944530736,16.76426592156248,5.0,0.0,0.980445515335502,0.0,20.391419349296562,PSF,0.0,0.72865117,1.0,160.1607944530736,16.76426592156248,0.9896556,0.0,0.01034441,1.5334249688660284,0.833721,20.572115,0.0,0.65802866,1.0,160.1631482,16.7639489,16.515,15.889,1.0,True,True,True,0.9896556,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_177111_020_ML00460_001_c030,3eRASS J114301.6-200845,175.75667144128843,-20.14603542493901,7.65818,True,0.042859163,1.0,175.7620692118677,-20.14922316965757,4.0,0.0,0.5181438374458469,0.0,15.857204561472733,SER,0.0,0.0013731609,1.0,175.75257910246384,-20.14878794104474,0.0,7e-08,0.9999937,0.5177532681535458,1.1772135,19.715944,0.0,0.2923828,1.0,175.7559117,-20.1460351,17.45,16.629,0.0,True,True,True,0.9999937,STAR,32.11173500858989,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_183147_020_ML00030_001_c030,3eRASS J120237.1-581323,180.65494783242124,-58.223162947335034,539.25336,True,,,,,,,,,,,,0.9886124,1.0,180.655197099714,-58.22278643506953,0.0,0.0,1e-06,7.317952083015699,648.76666,12.461356,0.0,0.99716085,1.0,180.655225,-58.2227804,9.712,9.723,0.0,False,True,True,1e-06,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sb03_233096_020_ML00640_001_c030,3eRASS J152650.1-065306,231.7088298633195,-6.8850777634270255,6.476468,True,0.99945766,1.0,231.7073197978655,-6.884225435306436,4.0,0.0,0.8812455181129124,0.0,20.151045516561496,PSF,0.0,0.41062373,1.0,231.7073197978655,-6.884225435306436,0.03942966,0.00079326,0.9559855,,,20.619284,0.0,0.99192476,1.0,231.7073182,-6.8841807,15.841,14.794,0.0,True,True,True,0.9559855,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_109132_020_ML01138_001_c030,3eRASS J070718.1-420133,106.82548196188374,-42.026053624636596,10.572946,True,,,,,,,,,,,,0.86753887,1.0,106.82630657851952,-42.026922797812716,0.0,0.0,0.9998841,0.9770231481159928,54.571423,14.807561,0.0,0.41209635,1.0,106.8262936,-42.0269252,13.018,13.033,0.0,False,True,True,0.9998841,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_142072_020_ML00222_001_c030,3eRASS J092733.9+191415,141.89154427663843,19.237513635475874,23.198505,True,0.9998842,1.0,141.89162431676604,19.237708911294856,4.0,0.0,0.9413839702704527,0.0,20.732178390800012,PSF,0.0,0.8069874,1.0,141.89162431676604,19.237708911294856,0.00114571,2.761e-05,0.9983606,,,20.875532,0.0,0.9994245,1.0,141.8916443,19.237688,15.757,14.743,0.0,True,True,True,0.9983606,STAR,0.0,False,True,T2_classified_contested,False,True,T2_classified_contested
sm03_044123_020_ML00364_001_c030,3eRASS J030221.6-341734,45.59035941389997,-34.29304800953996,32.82877,True,0.9993043,1.0,45.58941606123846,-34.29191510155369,5.0,0.0,0.9638646224149943,0.0,19.162131765375495,PSF,0.0,0.9984153,1.0,45.58941606123846,-34.29191510155369,0.99728835,0.0,0.00271161,0.04219043704583929,0.1453574,19.363901,0.0,0.9987364,1.0,45.5893915,-34.2919276,16.038,14.788,0.0,True,True,True,0.99728835,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_038132_020_ML01805_001_c030,3eRASS J022557.2-431210,36.488606970624225,-43.20288411318083,9.170422,True,0.9988493,1.0,36.48902382442303,-43.202589786120946,5.0,0.0,0.9552141055465891,0.0,20.39075900008327,PSF,0.0,0.9997138,1.0,36.48902382442303,-43.202589786120946,0.999613,4e-08,0.00038699,-0.06894907439304185,-0.14121298,20.323444,0.0,0.95693296,1.0,36.4891501,-43.2025863,17.38,16.303,0.0,True,True,True,0.999613,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_067138_020_ML01542_001_c030,3eRASS J043254.0-475632,68.22530064291642,-47.94226069564755,24.60421,True,0.004187907,1.0,68.2270303315403,-47.944141719486936,4.0,0.0,0.7235166772480892,0.0,22.082199996218975,REX,0.0,9.0418396e-08,1.0,68.22151529183354,-47.94604262225962,1e-07,0.0,0.9999964,-1.0996855439251574,-0.91424716,20.746704,0.0,0.008821684,1.0,68.2268144,-47.9444582,15.79,15.679,0.0,True,True,True,0.9999964,STAR,14.956734836778482,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_215096_020_ML01545_001_c030,3eRASS J142304.1-044336,215.76709874523291,-4.726751537301897,6.5387206,True,0.72412133,1.0,215.76650904801136,-4.725017022825231,2.0,1.0,0.3650500800074701,0.0,14.088081509592122,SER,0.0,0.22316194,1.0,215.76632250256043,-4.724832880508926,0.00050606,0.00975256,0.98974144,,,21.27218,0.0,0.030441752,1.0,215.7666504,-4.7248939,12.7,12.788,0.0,True,True,True,0.98974144,STAR,0.9420139383778443,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_339141_020_ML00904_001_c030,3eRASS J222925.7-504049,337.3571300312479,-50.680438350341184,6.1880193,True,0.98160714,1.0,337.35749160668456,-50.681782235712916,4.0,0.0,0.9395966980069246,0.0,21.826867688723564,PSF,0.0,0.067177,1.0,337.3611268749876,-50.68248216027725,0.0,0.0,0.99998903,1.4345993291291026,2.4402914,20.388235,0.0,0.60387844,1.0,337.3568865,-50.6820748,16.953,16.283,0.0,True,True,True,0.99998903,STAR,8.666631387333318,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_186099_020_ML00206_001_c030,3eRASS J122327.3-084533,185.86397891128757,-8.759435435657217,6.1304884,True,0.9996533,1.0,185.86307759563013,-8.759415586432521,4.0,0.0,0.9274375941030192,0.0,18.504525902338692,REX,0.0,0.99989915,1.0,185.86307759563013,-8.759415586432521,0.99337226,0.0066272,5.2e-07,-0.21611279927282084,-0.6301364,19.335888,0.0,0.9994846,1.0,185.8630899,-8.7594045,14.175,13.33,0.0,True,True,True,0.99337226,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_206090_020_ML01641_001_c030,3eRASS J134624.3+005533,206.60126256987328,0.9259744028195663,8.379783,True,0.05528769,1.0,206.599497677088,0.9272426834343397,3.0,1.0,0.41434908307810386,0.0,19.93481918125589,DEV,0.0,5.140426e-07,1.0,206.59549122161945,0.9296086410292503,0.0,0.0,0.99997324,0.3499922006814231,5.5162683,16.251904,0.0,0.08164189,1.0,206.5998252,0.9273649,15.912,15.618,0.0,True,True,True,0.99997324,STAR,16.748799158759788,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_144081_020_ML00864_001_c030,3eRASS J093435.5+091546,143.6482873639023,9.262970601528313,6.2175493,True,0.9980283,1.0,143.64725135614614,9.262226670741297,5.0,0.0,0.9719935116045144,0.0,19.848539146402935,PSF,0.0,0.97365516,1.0,143.64725135614614,9.262226670741297,1.0,0.0,0.0,-0.6047933198753547,-1.2443534,19.725668,0.0,0.99891937,1.0,143.6471855,9.2624537,16.441,15.464,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_094150_020_ML04101_001_c030,3eRASS J060657.3-605545,91.73900521561026,-60.92939119884731,7.8852243,True,0.9713996,1.0,91.73769068727324,-60.9295675729868,5.0,0.0,0.9788834614239675,0.0,22.511835269473174,PSF,0.0,0.30872434,1.0,91.74113690330543,-60.93038517199129,0.0,0.0,0.99999297,0.3414898549245623,0.581204,20.364552,0.0,0.70601124,1.0,91.7375399,-60.9294963,17.987,16.806,0.0,True,True,True,0.99999297,STAR,6.708272505030534,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_205141_020_ML00464_001_c030,3eRASS J133522.9-513851,203.84577830381974,-51.64755062330757,15.836205,True,,,,,,,,,,,,0.24339388,1.0,203.84661234739073,-51.646118652484944,0.0,0.0,0.9999281,2.7469611584325797,3.704862,13.274172,0.0,0.819114,1.0,203.8478867,-51.6466369,10.716,10.756,0.0,False,True,True,0.9999281,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_093156_020_ML04170_001_c030,3eRASS J060917.2-660926,92.32176730998627,-66.15734202413887,20.306217,True,0.37372303,1.0,92.32064561672766,-66.1573939206608,2.0,0.0,,0.0,19.75402779505222,PSF,0.0,0.65954167,1.0,92.32064561672766,-66.1573939206608,0.9999956,0.0,0.0,0.586302967481245,1.2018815,20.068731,0.0,0.08842684,1.0,92.3223273,-66.1570967,15.674,15.702,0.0,True,True,True,0.9999956,QSO,0.0,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_137087_020_ML00595_001_c030,3eRASS J090025.4+015635,135.10602198475806,1.9432733047236046,8.535015,True,0.3450218,1.0,135.10553661417765,1.9417486144352074,5.0,0.0,0.9981174022657822,0.0,23.604253088632824,PSF,0.0,0.005288323,1.0,135.10460435758537,1.9454535314967503,0.0,0.0,0.9999798,0.6721643019752198,11.905009,16.39634,0.0,0.0003912857,1.0,135.1092696,1.9429378,17.632,17.57,0.0,True,True,True,0.9999798,STAR,13.752996552457272,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_166078_020_ML00245_001_c030,3eRASS J111101.1+131937,167.7547052207737,13.326968019047692,6.952137,True,0.020126937,1.0,167.7552974095859,13.327421436719236,4.0,0.0,0.80752684877964,0.0,22.298961523727904,EXP,1.0,1.5742962e-13,1.0,167.74937238632705,13.315904321117074,0.0,0.0,0.9997508,0.9398413311103335,22.55841,15.505281,0.0,0.08565059,1.0,167.7569219,13.3279078,15.985,15.894,0.0,True,True,True,0.9997508,STAR,46.36660480898146,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_135060_020_ML00948_001_c030,3eRASS J085956.5+304321,134.98571702227878,30.722537524025764,8.88902,True,0.012878803,1.0,134.9862951772996,30.718501875842733,5.0,0.0,0.998362748494663,0.0,24.015090907530922,REX,1.0,1.0414314e-08,1.0,134.99700769236742,30.722098314733373,0.0,0.0,0.9999367,1.4394387610560364,9.2355585,17.863918,0.0,0.5248335,1.0,134.9886521,30.7221098,17.254,16.481,0.0,True,True,True,0.9999367,STAR,35.592272728369295,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_146147_020_ML00873_001_c030,3eRASS J093747.7-582215,144.44891459199246,-58.370867349779274,8.085634,True,,,,,,,,,,,,0.026571916,1.0,144.44600982733414,-58.372320494935515,0.0,0.0,0.99989027,1.260477722146972,19.550373,17.229626,1.0,0.069064364,1.0,144.4459718,-58.3723592,14.12,14.25,1.0,False,True,True,0.99989027,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_153159_020_ML00940_001_c030,3eRASS J100328.5-673257,150.8690634565928,-67.54920462033934,27.018671,True,,,,,,,,,,,,0.2059342,1.0,150.87200472111908,-67.54755550326288,0.04093749,0.00026874,0.95875955,-0.3634449809156709,-0.9555871,20.038532,0.0,0.94255376,1.0,150.8721284,-67.5476014,14.762,13.992,0.0,False,True,True,0.95875955,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_028114_020_ML01531_001_c030,3eRASS J014914.6-252934,27.310897627433306,-25.492953139383037,9.51082,True,0.2153469,1.0,27.310629275311896,-25.49339012567222,5.0,0.0,0.9625552179620817,0.0,22.97627533934717,PSF,0.0,5.3865357e-11,1.0,27.305124037372984,-25.487563049987884,0.0,0.00547342,0.9929807,,,20.569578,0.0,0.00082487724,1.0,27.3110417,-25.4889155,17.575,16.699,0.0,True,True,True,0.9929807,STAR,27.569504151087497,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_095087_020_ML00547_001_c030,3eRASS J062022.5+013455,95.09392625348822,1.5819583579557193,8.045634,True,,,,,,,,,,,,0.82428515,1.0,95.09303929321133,1.5819296677950694,0.0,0.0,0.99885,4.493153191737767,56.053474,16.832567,0.0,0.7619768,1.0,95.0930237,1.581903,12.633,12.502,0.0,False,True,True,0.99885,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_111057_020_ML01157_001_c030,3eRASS J072433.9+333829,111.14153176411904,33.64151323949937,6.17775,True,,,,,,,,,,,,0.093366176,1.0,111.14308959769619,33.64279549154371,0.0,0.0,0.99999076,0.45328165324678676,1.1297148,19.452765,0.0,0.89806885,1.0,111.1395485,33.6410381,16.089,15.431,0.0,False,True,True,0.99999076,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_109147_020_ML01627_001_c030,3eRASS J070413.9-554604,106.05812224977713,-55.767990065808505,8.892887,True,0.053765196,1.0,106.05984242638088,-55.76781626296817,2.0,1.0,0.16488228301492355,0.0,22.455903666005597,PSF,3.0,0.0004340853,1.0,106.05523103790725,-55.771531444659786,4e-08,1e-08,0.9999922,-0.18632779510357392,-0.14334525,20.840906,0.0,0.01978716,1.0,106.0628972,-55.7677224,17.259,16.838,3.0,True,True,True,0.9999922,STAR,16.312437281006183,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_020126_020_ML00747_001_c030,3eRASS J012019.2-343657,20.080015037435032,-34.616038631143745,11.23643,True,0.9979517,1.0,20.081096837161304,-34.6154969489018,5.0,0.0,0.9655249223908203,0.0,21.635835310936077,PSF,0.0,1.5543122e-15,1.0,20.07790963274832,-34.62455747410172,4.66e-06,0.0,0.99996847,0.9328199262223065,2.157657,20.012117,0.0,0.98841274,1.0,20.0810273,-34.6156187,16.703,15.945,0.0,True,True,True,0.99996847,STAR,33.95724129431836,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_100177_020_ML01117_001_c030,3eRASS J065039.1-854641,102.6633013706059,-85.77826238676775,12.398964,True,0.012690022,1.0,102.67911809643623,-85.77812788707602,5.0,0.0,0.9689626927177348,0.0,23.488838483820988,REX,0.0,2.8788483e-10,1.0,102.71243340860997,-85.78376243168749,6.302e-05,1.278e-05,0.99965346,,,21.052559,0.0,0.32460463,1.0,102.6785439,-85.7782874,18.123,17.656,0.0,True,True,True,0.99965346,STAR,22.12273099791722,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_199129_020_ML00162_001_c030,3eRASS J132228.5-392558,200.61904073986054,-39.432908045504625,31.984621,True,0.9757164,1.0,200.620107499472,-39.431821180768374,-5.0,1.0,8.396649941679554e-07,0.0,10.537644497286973,PSF,0.0,0.8875313,1.0,200.620107499472,-39.431821180768374,0.0,0.0,0.99861324,3.107732037830231,164.32474,10.338973,0.0,0.99123675,1.0,200.6201233,-39.4318129,9.037,9.046,0.0,True,True,True,0.99861324,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_021129_020_ML00492_001_c030,3eRASS J012614.3-373824,21.559623917091358,-37.640021706979184,15.098028,True,0.99916726,1.0,21.560044787695983,-37.64025004727674,4.0,0.0,0.9491528318421345,0.0,20.55147095108688,REX,0.0,0.9953081,1.0,21.560044787695983,-37.64025004727674,0.9431293,0.03105359,0.02581711,1.2772983905353377,0.76015747,21.003258,0.0,0.9405468,1.0,21.5600315,-37.6402286,16.086,15.681,0.0,True,True,True,0.9431293,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_016153_020_ML00565_001_c030,3eRASS J011426.6-635310,18.611027824723962,-63.8861524464128,12.562652,True,0.6276766,1.0,18.618058844675943,-63.88716911191281,5.0,0.0,0.9521023704417324,0.0,22.221258487675318,PSF,0.0,2.550693e-10,1.0,18.596430999326184,-63.883127991314076,0.0,0.0,0.9999053,0.18205998507059915,2.736551,17.48876,0.0,0.506905,1.0,18.6179776,-63.887194,16.855,15.953,0.0,True,True,True,0.9999053,STAR,37.229544666501916,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_051129_020_ML00469_001_c030,3eRASS J033117.5-385342,52.822999747056464,-38.895193600617496,38.998142,True,0.06807339,1.0,52.82107203692317,-38.894672791715294,4.0,0.0,0.5303264203710264,0.0,18.257449578247954,SER,0.0,0.0,1.0,52.83359943709648,-38.89369788957146,0.0,0.0,0.99999005,0.7587320841854659,5.986756,18.45135,0.0,0.13612786,1.0,52.8210363,-38.8948109,14.648,14.546,3.0,True,True,True,0.99999005,STAR,35.27536775177916,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_344165_020_ML01595_001_c030,3eRASS J231648.7-761439,349.2032232702681,-76.2442879646318,6.315935,True,0.67689675,1.0,349.1923979583828,-76.24102768157354,5.0,0.0,0.9852675056297778,0.0,22.014953948859482,PSF,0.0,3.5212267e-06,1.0,349.1766502317137,-76.24069613417939,6.069e-05,9.94e-06,0.9997535,,,20.977388,0.0,0.0059603234,1.0,349.1928298,-76.2409406,18.241,17.175,0.0,True,True,True,0.9997535,STAR,13.536193002749842,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_238114_020_ML00529_001_c030,3eRASS J155936.6-235224,239.90266929931002,-23.873569240550598,10.678794,True,0.7877374,1.0,239.90418706115352,-23.873484153920955,3.0,0.0,,0.0,inf,REX,0.0,0.123963274,1.0,239.90230899164305,-23.872743799106644,0.0,0.0,0.9999889,2.487455730854735,2.4603145,20.51636,0.0,0.5915973,1.0,239.9040684,-23.8735139,15.709,15.229,0.0,True,True,True,0.9999889,STAR,6.732610727795064,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_138081_020_ML00406_001_c030,3eRASS J091410.2+092435,138.5426024425552,9.40992441811511,12.876299,True,0.99999386,1.0,138.5428029913273,9.40992363967499,5.0,0.0,0.9928097974358046,0.0,20.083949628721413,PSF,0.0,0.99806786,1.0,138.5428029913273,9.40992363967499,0.9997502,1.331e-05,0.00023649,-0.17769841749050633,-0.23689167,20.15914,0.0,0.9995185,1.0,138.5428165,9.4099368,15.716,14.807,0.0,True,True,True,0.9997502,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_037144_020_ML01241_001_c030,3eRASS J023710.8-533025,39.295088953939555,-53.50716863188125,7.4942026,True,0.016692467,1.0,39.29812571534681,-53.504863479754576,4.0,0.0,0.8870161690740072,0.0,24.427972429606765,REX,0.0,0.0033647951,1.0,39.302028282334156,-53.50636131466654,0.0,0.0,0.9999624,0.43715904850862997,3.1361513,18.66149,0.0,0.46088377,1.0,39.2981674,-53.5048433,16.696,15.946,1.0,True,True,True,0.9999624,STAR,9.944652487063957,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_028114_020_ML01561_001_c030,3eRASS J014428.7-231019,26.1196525881411,-23.172035000401632,6.136775,True,0.06599547,1.0,26.12003318701679,-23.172029962753093,5.0,0.0,0.9976129170872474,0.0,23.262401109167357,DEV,0.0,0.0,1.0,26.125725774192905,-23.1810757140187,0.0,0.0,0.99994195,0.7677288030339875,5.850909,18.330763,0.0,0.9240079,1.0,26.1200026,-23.1721455,17.365,16.483,0.0,True,True,True,0.99994195,STAR,37.62191033605216,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_171075_020_ML01036_001_c030,3eRASS J112806.8+160237,172.02840444053322,16.043766868153494,6.6944413,True,0.94901735,1.0,172.02956113165345,16.045029159314613,4.0,0.0,0.931670845220541,0.0,20.210057102016215,DEV,0.0,0.0,1.0,172.019349392642,16.034296135767665,0.0,0.0,0.9998895,1.228029599497661,10.523871,17.833414,0.0,0.9937564,1.0,172.0296019,16.0450415,15.979,15.303,0.0,True,True,True,0.9998895,STAR,52.35632638615461,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_103147_020_ML00757_001_c030,3eRASS J065310.8-573602,103.29500383521112,-57.600591685249526,37.81093,True,0.9836435,1.0,103.29480873532646,-57.60051557331189,4.0,0.0,0.879955589510281,0.0,19.898340210315048,DEV,0.0,0.00013779466,1.0,103.28971975439114,-57.599640161181874,0.0,0.0,0.99999887,-0.0650883665425804,-0.144082,20.238388,0.0,0.8578586,1.0,103.2948228,-57.6005265,15.642,15.176,0.0,True,True,True,0.99999887,STAR,10.309862687744335,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_310147_020_ML00338_001_c030,3eRASS J203029.9-571349,307.62473910081894,-57.23045018169739,18.641428,True,0.9999176,1.0,307.6214953091818,-57.23017502255225,5.0,0.0,0.9960880122656736,0.0,19.69720114834103,PSF,0.0,0.9125995,1.0,307.6214953091818,-57.23017502255225,1.0,0.0,0.0,0.6858860142901991,1.5315114,19.99466,0.0,0.9985952,1.0,307.6215018,-57.2301964,15.673,14.886,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_131162_020_ML00858_001_c030,3eRASS J085331.7-714726,133.3821653708004,-71.79056914667832,29.516136,True,,,,,,,,,,,,0.9916105,1.0,133.38102977440352,-71.79010020781358,0.9431386,1e-06,0.0568601,-0.20967175075771205,-0.24199754,20.597351,0.0,0.931369,1.0,133.3815093,-71.7903626,16.591,15.696,0.0,False,True,True,0.9431386,QSO,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_154123_020_ML00839_001_c030,3eRASS J101054.5-332610,152.72749610840572,-33.43623720169731,7.596961,True,,,,,,,,,,,,0.999788,1.0,152.72646747629867,-33.4352638026771,0.99999976,0.0,2.2e-07,0.1502992940017838,0.5100095,19.2643,0.0,0.99789506,1.0,152.7264699,-33.4353074,15.414,14.083,0.0,False,True,True,0.99999976,QSO,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_131090_020_ML00161_001_c030,3eRASS J084158.3-012520,130.49318053820454,-1.4224061515689963,26.43318,True,0.99997723,1.0,130.49395052417003,-1.4214880890732453,5.0,0.0,0.9981521297803703,0.0,19.31739322568628,PSF,0.0,0.9996718,1.0,130.49395052417003,-1.4214880890732453,1.0,0.0,1e-08,-0.0063096146421372235,-0.01496333,19.417915,0.0,0.9999468,1.0,130.4939567,-1.421457,14.742,13.649,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
