IAUNAME,GDR3_UID_5XMM,GDR3_UID_2RXS,GDR3_UID_CSC,GDR3_source_id,GDR3_Xray_proba,GDR3_NWAY_Separation_GDR3_ERO,GDR3_NWAY_p_any,GDR3_NWAY_p_i,GDR3_NWAY_match_flag,GDR3_parallax,GDR3_parallax_error,GDR3_pm,GDR3_ruwe,GDR3_phot_g_mean_mag,GDR3_phot_bp_mean_mag,GDR3_phot_rp_mean_mag,GDR3_PQSO,GDR3_PGal,GDR3_Pstar,GDR3_n_rows,LS10_ERO_LS10_FULLID,LS10_Xray_proba,LS10_NWAY_Separation_LS10_ERO,LS10_NWAY_p_any,LS10_NWAY_p_i,LS10_NWAY_match_flag,LS10_TYPE,LS10_dered_mag_g,LS10_dered_mag_r,LS10_dered_mag_z,LS10_dered_mag_W1,LS10_dered_mag_W2,LS10_g_minus_r,LS10_z_minus_W1,LS10_W1_minus_W2,LS10_Class_STAREX,LS10_Exgal_prob_STAREX,LS10_class_gal_exgal,LS10_class_jetted,LS10_main_id_simbad,LS10_n_rows,CW2020_source_id,CW2020_Xray_proba,CW2020_NWAY_p_any,CW2020_NWAY_p_i,CW2020_NWAY_match_flag,CW2020_w1mpro,CW2020_w1sigmpro,CW2020_w2mpro,CW2020_w2sigmpro,CW2020_PMRA,CW2020_PMDec,CW2020_sigPMRA,CW2020_sigPMDec,CW2020_n_rows,hard_name,hard_sep_arcsec,hard_detlike3
3eRASS J161242.8-522522,-3014918020100004.0,0.0,2CXO J161243.0-522523,5.933363664376255e+18,0.038147238346510945,2.467919,4.1919684e-08,0.9695525,1.0,0.7632480108453483,0.11617633,6.209109,1.1766515,17.445187,18.00157,16.108957,0.0,0.0,0.9999956,1.0,,,,,,,,,,,,,,,,,,,,,,2441m531_b0-028396,0.1463486646393402,0.00410944,0.99998003,1.0,11.471,0.011,11.584,0.008,-0.00634,0.02662,0.0049,0.0054,1.0,3eRASS J161242.8-522522,0.14105149600108097,23567.83
3eRASS J054334.0-682222,3012351010100013.0,-210478.0,,4.659274599672438e+18,0.19069525818919922,0.57672924,0.46189135,1.0,1.0,0.06210465729236603,0.062307466,1.7346942,1.0200938,17.410278,17.417707,17.408989,0.00090334,1e-08,4.989e-05,1.0,sm03_082159_020_ML00007_001_c030_10000_23694_6216,0.3434244310661994,0.57549715,0.89419156,0.99947083,1.0,PSF,inf,16.367097396134973,17.528309305716952,inf,inf,inf,-inf,,0.0,,-5.0,0.0,2E  1550,1.0,0870m682_b0-092986,0.1509776993683395,0.7554423,0.9938349,1.0,16.57,0.039,16.518,0.041,-0.00829,0.0544,0.0164,0.0182,1.0,,,
3eRASS J162636.4-515631,-1.0,0.0,2CXO J162636.5-515630,5.933976985766949e+18,0.060889292110375595,1.1139973,0.15049544,0.42178148,2.0,0.05012035369873047,0.038363397,4.388833,0.98942035,15.729032,16.68086,14.752704,0.0,0.0,0.99991554,1.0,,,,,,,,,,,,,,,,,,,,,,2455m515_b0-195161,0.11472839258068772,0.0,0.958621,1.0,14.281,0.011,14.714,0.028,0.32189,-0.01513,0.015,0.0153,1.0,3eRASS J162636.4-515631,0.39096264784629675,4047.2803
3eRASS J094452.8-711152,-1.0,0.0,,5.2185240479237e+18,0.0,10.17947,0.0,1.0,1.0,0.46498409460854995,0.040909376,7.0897717,0.9339463,16.363728,16.774595,15.780491,0.0,0.0,0.9999853,1.0,,,,,,,,,,,,,,,,,,,,,,1440m712_b0-057474,0.11911746249662931,4.071039e-06,1.0,1.0,16.694,0.028,16.434,0.061,-0.04043,-0.0226,0.0295,0.0284,1.0,3eRASS J094452.8-711152,0.0860665713455166,197.15239
3eRASS J090506.7-533020,-1.0,0.0,,5.311384333263075e+18,0.06997545372102529,0.86233807,0.2892176,1.0,1.0,0.053045683314559514,0.011596192,3.024897,0.98797125,13.145346,13.324261,12.798444,1e-08,0.0,0.99999934,1.0,,,,,,,,,,,,,,,,,,,,,,1356m531_b0-006842,0.28478821557139816,0.87091005,1.0,1.0,12.28,0.012,12.33,0.008,-0.00561,0.0118,0.0042,0.0046,1.0,3eRASS J090506.7-533020,0.2527100530874526,1951.8737
3eRASS J150616.3-750200,-1.0,214984.0,,5.792598619480184e+18,0.4924043322288412,1.6841731,0.18565646,1.0,1.0,2.470194210705954,0.08200338,19.3936,1.1012975,17.472294,18.076904,16.617449,0.0,9e-08,0.9999813,1.0,sm03_228165_020_ML00002_001_c030_10000_11536_8802,0.8136220243950559,1.6841731,0.9110041,0.99998987,1.0,PSF,inf,inf,inf,16.444212065602084,16.593962904804904,,inf,-0.14975083920282017,0.0,,-5.0,0.0,,1.0,2264m758_b0-006874,0.9861422755152419,0.99806446,1.0,1.0,13.726,0.013,13.266,0.011,-0.03402,-0.03002,0.0059,0.0066,1.0,,,
3eRASS J123915.4-324332,-1.0,0.0,,6.160221740968693e+18,0.27513653707839814,4.3930883,2.220446e-16,1.0,1.0,23.42504915312401,0.020540977,77.654526,1.1511996,8.670022,9.103575,8.0641985,0.0,0.0,0.99932396,1.0,sm03_189123_020_ML00001_001_c030_10000_152350_807,0.9895444718956018,4.3930883,0.09894247,1.0,1.0,PSF,9.33486775703236,9.191350377408309,9.091609092411932,9.681676291058249,10.174530599222535,0.14351737962405053,-0.5900671986463166,-0.49285430816428644,1.0,3.3765242434559396e-10,-5.0,0.0,,1.0,1889m334_b0-000013,0.8983650578700536,0.022929253,1.0,1.0,7.179,0.019,6.896,0.009,-0.06118,-0.07335,0.004,0.0044,1.0,3eRASS J123915.4-324332,0.14830216430436535,180.87093
3eRASS J071521.8-191603,3080445010100001.0,0.0,,2.930981516403833e+18,0.07517455506252757,3.771567,0.00034799887,0.9999993,1.0,0.30768274002748053,0.064123504,3.3103068,1.0268052,17.166534,17.754923,16.42234,0.0,0.0,0.99999666,1.0,,,,,,,,,,,,,,,,,,,,,,1088m197_b0-024547,0.07831002196666473,0.31842434,1.0,1.0,15.454,0.027,15.487,0.049,0.02186,-0.0628,0.0249,0.0267,1.0,3eRASS J071521.9-191603,0.8778537029624583,84.157135
3eRASS J014554.9-674648,-1.0,0.0,,4.697600761807512e+18,0.9781478607078187,0.34144703,0.9999481,1.0,1.0,-0.03206151778440364,0.06066817,0.14318646,1.042643,17.297075,17.53489,16.61316,0.9763775,1e-08,0.02362243,1.0,sm03_027159_020_ML00002_001_c030_10000_24688_4493,0.9998843800482942,0.34144703,0.99999094,1.0,1.0,PSF,18.05078979004812,17.71926809058952,17.101258187732004,15.754146546927323,15.551157830224522,0.33152169945860166,1.3471116408046804,0.2029887167028015,0.0,0.9373284155393277,4.0,3.0,2MASS J01455485-6746483,1.0,0276m682_b0-000638,0.9877435341761097,0.9996868,1.0,1.0,12.948,0.014,12.164,0.009,0.01305,0.00749,0.0044,0.0038,1.0,3eRASS J014554.9-674648,0.1616147578789063,79.72944
3eRASS J142111.9-624156,-1.0,0.0,2CXO J142112.1-624156,5.854175187710795e+18,0.025403077747242174,1.1833886,0.009178944,0.999658,1.0,0.06331278383731842,0.04948842,4.7057695,1.0345956,16.17779,17.230152,14.935932,0.0,0.0,0.9999955,1.0,,,,,,,,,,,,,,,,,,,,,,2147m621_b0-036581,0.9394015050055075,0.9932392,1.0,1.0,11.863,0.011,11.675,0.009,-0.01155,-0.02996,0.0043,0.0056,1.0,3eRASS J142111.9-624155,0.21999824504284432,8744.993
3eRASS J092023.3+021339,-1.0,123168.0,,3.8451064814777636e+18,0.9398717942536897,1.210243,0.9991437,1.0,1.0,1.5396831418447636,0.02298532,26.99316,1.5766774,13.137729,13.84553,12.320076,0.0,0.0,0.99986607,1.0,sm03_140087_020_ML00003_001_c030_10000_343888_4724,0.9993820648729013,1.210243,0.9998988,1.0,1.0,PSF,14.070275329182605,13.104862632399419,12.521847286336117,12.932094226099993,13.52787245485515,0.9654126967831864,-0.4102469397638764,-0.5957782287551563,1.0,1.1258259614707688e-05,-5.0,0.0,RX J0920.3+0213,1.0,1406p015_b0-000088,0.9762644037859174,0.9990712,1.0,1.0,10.262,0.013,10.21,0.008,-0.02211,-0.0309,0.0038,0.0041,1.0,3eRASS J092023.3+021338,0.1952448638840958,119.83627
3eRASS J231021.8-594252,-1.0,0.0,,6.490756033157643e+18,0.7033664641216949,1.7388872,0.98863286,1.0,1.0,38.65982078689426,0.019501248,285.9979,1.0613784,14.480061,16.36196,13.19045,0.0,0.0,0.99976176,1.0,sm03_346150_020_ML00017_001_c030_10000_45748_9225,0.9988613748633185,1.7388872,0.99955976,1.0,1.0,PSF,16.78184253787923,15.152173320704197,12.861851195926423,12.989934588272522,13.417085998912793,1.6296692171750315,-0.1280833923460989,-0.4271514106402705,1.0,1.4457129693532243e-18,-5.0,0.0,,1.0,3484m591_b0-000077,0.8373721767021379,0.9804694,1.0,1.0,10.297,0.011,10.087,0.008,0.10849,-0.28001,0.0041,0.0036,1.0,,,
3eRASS J022404.3-185028,-1.0,0.0,,5.131381905967267e+18,0.9982873029396828,0.6526831,0.99999535,1.0,1.0,-0.4142658013689673,0.16284545,0.32937902,1.0639775,18.34476,18.623928,17.85066,0.9999933,2.7e-07,6.38e-06,1.0,sm03_036108_020_ML00009_001_c030_10000_224352_7019,0.9999184681377656,0.6526831,0.9999895,1.0,1.0,PSF,18.59969687616095,18.366907787454227,17.957157580756096,17.213603760180952,17.00316279483432,0.2327890887067241,0.7435538205751442,0.21044096534663126,0.0,0.9783199928774025,5.0,0.0,,1.0,0364m182_b0-001235,0.9992792588322442,0.9999861,1.0,1.0,14.47,0.016,13.669,0.013,0.04086,-0.01492,0.0084,0.0076,1.0,,,
3eRASS J060622.5-624814,-1.0,0.0,,5.480923734838337e+18,0.038528878205722525,6.989601,0.0099626165,0.9803612,1.0,-0.4104061428989831,0.62667525,2.4223695,1.0460445,20.575161,21.296814,20.28492,0.00032217,1.4e-07,0.99967647,1.0,sm03_092153_020_ML00234_001_c030_10000_36890_16966,0.007015074085176197,5.905144,0.0019790432,0.5313761,1.0,REX,23.515761708193747,22.87029228286247,22.30083088242982,,,0.645469425331278,,,0.0,,1.0,0.0,,1.0,0915m621_b0-020179,0.2736983751651565,8.555076e-06,0.8174288,1.0,16.47,0.021,16.347,0.038,0.00723,0.00089,0.0138,0.0148,1.0,,,
3eRASS J062258.5-095259,-1.0,0.0,,3.0016281964997417e+18,0.9785354801027026,0.94290453,0.9993339,1.0,1.0,13.128334535283514,0.027280563,12.987153,1.0525919,14.824092,16.376783,13.612486,0.0,0.0,1e-06,1.0,,,,,,,,,,,,,,,,,,,,,,0953m107_b0-000593,0.9748426237820685,0.99892396,1.0,1.0,10.946,0.012,10.781,0.009,-0.01247,-0.00108,0.0039,0.0039,1.0,3eRASS J062258.5-095259,0.24422851136676016,24.091509
3eRASS J112114.9-603725,3011101010100001.0,-207357.0,2CXO J112115.1-603725,5.337498593446517e+18,0.08587690011205468,0.9854638,0.0899858,1.0,1.0,0.13871924579143524,0.013698278,3.895098,1.0207037,12.878897,13.621291,12.012523,0.0,0.0,0.99999875,1.0,,,,,,,,,,,,,,,,,,,,,,1710m606_b0-003317,0.9341775795374069,0.99549437,1.0,1.0,9.849,0.01,9.843,0.008,-0.01617,-0.01511,0.0026,0.003,1.0,3eRASS J112114.9-603726,0.33294842840608846,55088.348
3eRASS J123351.5-210344,-1.0,0.0,,3.5151796694637286e+18,0.882844494810952,1.9446498,0.9846789,1.0,1.0,-0.035085166175261,0.17063831,0.19099136,1.501461,17.203745,16.532515,15.365207,1.977e-05,0.9999802,0.0,1.0,sm03_190111_020_ML00002_001_c030_10000_212722_4048,0.9998830235696352,1.9446498,0.999967,1.0,1.0,PSF,16.271939344941504,15.825184772439684,15.58538381012715,14.41960527374846,13.972549331666666,0.4467545725018205,1.1657785363786903,0.4470559420817928,0.0,0.9860505454705977,5.0,0.0,LEDA 3096158,1.0,1888m213_b0-000223,0.9924095859618882,0.9991393,1.0,1.0,11.452,0.013,10.523,0.009,-0.02239,-0.01436,0.004,0.0049,1.0,3eRASS J123351.5-210344,0.11113851266165187,36.391273
3eRASS J040311.3-023207,-1.0,0.0,,3.252941125422005e+18,0.9953171425225893,1.5881357,0.9998688,1.0,1.0,-0.033881279784623464,0.32997122,0.3799949,1.1186332,19.227022,18.841154,17.425652,0.15602954,0.84396994,0.0,1.0,sm03_062093_020_ML00001_001_c030_10000_316211_1407,0.9999045018972139,1.5881357,0.9999796,1.0,1.0,SER,17.206353306148596,16.729735748766196,16.22595236922441,15.822827698578301,15.893874853082952,0.47661755738240075,0.4031246706461076,-0.07104715450465093,0.0,0.9919298036840596,5.0,0.0,,1.0,0605m031_b0-001156,0.9881848899579729,0.9986314,0.5010137,1.0,13.88,0.052,13.258,0.044,0.02119,-0.0081,0.0081,0.0086,2.0,3eRASS J040311.3-023207,0.12386611984275962,39.79291
3eRASS J140907.2-451717,3010946240100001.0,-190405.0,,6.096905573613586e+18,0.8963731766750243,1.9260106,0.08454332,1.0,1.0,9.2807485413209,0.07442842,90.54531,1.0398338,16.608578,16.866589,16.02605,0.96927255,0.02976182,0.0009559,1.0,,,,,,,,,,,,,,,,,,,,,,2130m455_b0-003671,0.9295787143376059,0.9851067,1.0,1.0,13.157,0.015,12.521,0.011,-0.10616,-0.00342,0.0081,0.0092,1.0,3eRASS J140907.2-451717,0.12932702246548547,444.03662
3eRASS J053517.6-055827,3011266010100109.0,0.0,,3.0171882445385523e+18,0.8155666425622252,1.124492,0.99608076,0.98618317,1.0,2.753624809926885,0.1353455,1.5676168,3.8010683,13.654395,13.9744425,12.249367,0.0,0.0,0.9999682,1.0,sm03_083096_020_ML00036_001_c030_10000_296185_2503,0.9931372014348974,1.124492,0.99948883,0.94189984,1.0,PSF,11.199130641715891,inf,inf,11.3926289967348,11.570895886262221,-inf,inf,-0.1782668895274213,0.0,,-5.0,0.0,V* V1812 Ori A,1.0,0835m061_b0-000159,0.6383419940219982,0.98024553,1.0,1.0,8.448,0.012,7.974,0.008,-0.00327,0.0119,0.0032,0.0037,1.0,3eRASS J053517.6-055827,0.18007639283574312,28.444729
3eRASS J082731.8-694520,-1.0,0.0,,5.26994177718531e+18,0.11980233337078514,0.56500643,0.85452855,1.0,1.0,,,,,17.165203,17.451952,16.07768,4.259e-05,1.525e-05,0.9996698,1.0,,,,,,,,,,,,,,,,,,,,,,1255m697_b0-005526,0.2513811510119042,0.8867196,1.0,1.0,14.118,0.013,14.13,0.013,-0.03103,0.0298,0.0056,0.0061,1.0,3eRASS J082731.9-694520,0.14365409910803292,12.555679
3eRASS J054101.0-614312,-1.0,0.0,,4.75918780969319e+18,0.07679783503427846,7.3993697,0.00035429918,1.0,1.0,-0.14598638830192154,0.12751937,1.7135769,1.0582749,18.63552,19.159075,18.061249,0.0,0.0,0.9999934,1.0,sm03_085153_020_ML00612_001_c030_10000_39570_12742,0.9976516689101593,3.4795084,0.9952917,0.9997677,1.0,PSF,21.687801652503932,21.71323635984077,21.377356941188975,19.876132931322488,19.353333540939218,-0.025434707336838613,1.5012240098664869,0.5227993903832697,0.0,0.983398338428587,5.0,0.0,,2.0,0852m621_b0-034441,0.8821338011669869,0.9159745,0.9986051,1.0,17.088,0.03,16.089,0.033,0.01367,-0.02,0.024,0.0243,1.0,,,
3eRASS J061543.9+283506,-1.0,76769.0,,3.436435910858051e+18,0.13850502969914125,1.8398438,0.40159813,1.0,1.0,2.2451401705564615,0.23553246,9.753131,1.1314352,18.614964,18.899471,18.029566,0.8254932,0.17448676,6.1e-07,1.0,,,,,,,,,,,,,,,,,,,,,,0942p287_b0-018603,0.11916708315816027,0.4680086,1.0,1.0,14.985,0.027,14.757,0.035,0.0536,-0.00277,0.0214,0.0211,1.0,3eRASS J061543.9+283507,0.42881325009573346,92.17206
3eRASS J092718.4+230112,-1.0,88842.0,,6.38374531236818e+17,0.8908972668039167,0.24104494,0.9998523,1.0,1.0,-1.1745401676360894,0.6646518,3.4924662,2.2240314,18.217361,16.146807,14.635037,0.0,1.0,0.0,1.0,sm03_141066_020_ML00002_001_c030_10000_460041_968,0.9994674905985674,0.23562862,0.9999773,1.0,1.0,SER,13.932927714359918,13.086581715980639,12.440347422413323,12.746185654197406,13.096468648910548,0.8463459983792792,-0.3058382317840831,-0.35028299471314206,1.0,0.48105641192555765,3.0,0.0,NGC  2885,1.0,1417p227_b0-000092,0.9486748421862644,0.9991024,1.0,1.0,10.744,0.013,10.531,0.008,-0.02117,0.00214,0.0036,0.0037,1.0,3eRASS J092718.4+230112,0.1241852919202972,159.70035
3eRASS J181036.0-812023,3086277030100001.0,0.0,,6.360522969659011e+18,0.11291611504203283,0.10814858,0.8931778,1.0,1.0,,,,,21.282003,19.162642,17.56139,0.0,1.0,0.0,1.0,sm03_270171_020_ML00009_001_c030_10000_4039_6402,0.6548094500520776,0.11694502,0.9652597,1.0,1.0,SER,16.42768444180375,15.774186554495449,15.265138500585905,15.556053877141117,16.02666283380525,0.6534978873082995,-0.29091537655521194,-0.47060895666413316,0.0,0.8277424553957613,4.0,0.0,LEDA  225721,1.0,2724m818_b0-002408,0.5176571813873643,0.95871776,0.99406093,1.0,13.61,0.021,13.451,0.019,0.00172,-0.04066,0.0067,0.0065,1.0,,,
3eRASS J143209.5-432948,-1.0,190483.0,,6.099922702242246e+18,0.9801762936785828,0.66362983,0.999376,1.0,1.0,7.650627936179782,0.014512108,32.398724,1.181369,13.229366,14.383277,12.15431,0.0,0.0,1e-06,1.0,,,,,,,,,,,,,,,,,,,,,,2184m440_b0-000326,0.98232225496918,0.9992383,0.99998325,1.0,9.67,0.02,9.581,0.018,-0.04009,-0.03182,0.0036,0.0036,1.0,3eRASS J143209.4-432948,0.13939265839865378,110.412575
3eRASS J214719.8-480319,-1.0,198378.0,,6.562534626120396e+18,0.9589685908190174,1.8972844,0.99409467,1.0,1.0,15.870179999254686,0.12178652,104.27622,9.119697,13.719628,15.282616,12.47954,0.0,0.0,0.99296397,1.0,sm03_327138_020_ML00001_001_c030_10000_85800_9951,0.9991252536783323,1.8972844,0.99948114,1.0,1.0,PSF,15.641218291537715,14.149732824886453,12.253590173340363,12.46354279971938,12.916169978824385,1.4914854666512625,-0.20995262637901746,-0.4526271791050043,1.0,6.194057148636275e-09,-5.0,0.0,,1.0,3262m485_b0-000084,0.9250953880697331,0.9895855,1.0,1.0,9.77,0.014,9.59,0.008,0.05706,-0.10845,0.0042,0.0037,1.0,3eRASS J214719.8-480319,0.21512964154614622,21.53613
3eRASS J051903.0-512631,-1.0,0.0,,4.772123082957679e+18,0.11966447967390845,0.9370104,0.9442748,1.0,1.0,,,,,20.797495,19.220419,17.735369,0.0,1.0,0.0,1.0,sm03_081141_020_ML00016_001_c030_10000_72085_4168,0.9718054765787106,0.9370104,0.99541235,0.99980754,1.0,SER,17.10745089986775,16.287950695975475,15.670412300512341,16.452022620964968,16.669989802601997,0.8195002038922752,-0.7816103204526268,-0.21796718163702877,0.0,0.715671590231339,4.0,0.0,,1.0,0786m515_b0-013569,0.8344409618675467,0.9873359,0.94205266,1.0,15.799,0.027,15.223,0.026,-0.00692,0.051,0.0145,0.0133,1.0,3eRASS J051903.0-512631,0.059834855674639933,18.740974
3eRASS J073505.0-690753,-1.0,0.0,,5.267767596020514e+18,0.6954308983762044,0.89712435,0.9912502,1.0,1.0,0.3381357080348096,0.13656941,0.71955466,1.0625238,19.352818,19.120634,17.927458,1.0,3e-08,0.0,1.0,sm03_113159_020_ML00003_001_c030_10000_21636_3269,0.3114424959390265,0.89712435,0.82041496,0.99734604,1.0,SER,18.279535727448046,17.928269737082918,17.594047610212815,18.469350346794414,19.0692075501785,0.3512659903651283,-0.8753027365815989,-0.5998572033840865,0.0,0.8863992740814224,4.0,0.0,SN 2015J,1.0,1130m697_b0-016509,0.07713602504518438,0.6189928,0.9999963,1.0,15.788,0.022,15.693,0.033,-0.00683,0.05443,0.0145,0.0131,1.0,,,
3eRASS J123050.0+011521,3065586010100001.0,124649.0,,3.69728061345813e+18,0.9861986090425804,0.8765452,0.99993527,1.0,1.0,-0.004190750661099599,0.02613587,0.06723796,1.058147,14.554769,14.6695175,14.218459,1.0,0.0,0.0,1.0,sm03_188090_020_ML00001_001_c030_10000_338318_14038,0.9999297422826935,0.8765452,0.99998266,1.0,1.0,PSF,14.63693887658396,14.75337484459788,14.672418391611433,12.739908992490838,12.378713322536694,-0.11643596801392064,1.9325093991205957,0.3611956699541441,0.0,0.8401523703448778,4.0,0.0,2MASS J12305003+0115226,1.0,1875p015_b0-000043,0.987654780096838,0.9997198,1.0,1.0,10.05,0.011,9.041,0.008,-0.01401,-0.01274,0.0035,0.004,1.0,,,
3eRASS J050715.2-290721,-1.0,-163203.0,,4.876985053087659e+18,0.9939429189451922,0.804726,0.9999632,1.0,1.0,12.800898187874196,0.04083543,27.441477,1.1037004,15.982043,18.007517,14.646647,0.0,0.0,0.9999902,1.0,sm03_077120_020_ML00006_001_c030_10000_170529_3098,0.9985392241169945,0.804726,0.9998108,1.0,1.0,PSF,18.35757610721303,16.790456330928357,14.199729917893789,14.303127716667758,14.706458207267943,1.5671197762846738,-0.10339779877396893,-0.4033304906001849,1.0,3.155164306766052e-10,-5.0,0.0,2MASS J05071519-2907205,1.0,0771m288_b0-000310,0.9754944095515892,0.99932414,1.0,1.0,11.611,0.014,11.368,0.011,0.02706,-0.0114,0.0056,0.0046,1.0,,,
3eRASS J073128.9+095623,-1.0,0.0,,3.161562367602419e+18,0.7731736893096267,0.083484,0.9965947,1.0,1.0,1.1198567349540771,0.03342529,14.021478,1.1996313,14.946876,15.013423,14.820349,0.00029076,0.0,1.64e-06,1.0,,,,,,,,,,,,,,,,,,,,,,1123p106_b0-000404,0.7704101606768521,0.0,1.0,1.0,10.757,0.012,10.793,0.009,-0.01586,-0.01659,0.0042,0.0044,1.0,3eRASS J073128.9+095622,0.4770768317235058,356.87695
3eRASS J051227.6+225351,-1.0,0.0,,3.415706130944329e+18,0.9702692854460406,2.6829956,0.878879,0.9850799,1.0,5.7148274913625645,0.12554155,19.531956,2.437345,13.269334,14.194126,11.81608,0.0,0.0,0.99861324,1.0,,,,,,,,,,,,,,,,,,,,,,0781p227_b0-000097,0.9956429957960989,0.9974829,1.0,1.0,8.931,0.014,8.665,0.01,0.0,-0.0215,0.0044,0.0042,1.0,,,
3eRASS J155500.2-234508,-1.0,0.0,,6.237026442104497e+18,0.9323366814926167,0.43507898,0.9989578,1.0,1.0,11.424285442983978,0.02844135,48.877003,1.4407554,13.97282,15.7029085,12.707395,0.0,0.0,0.9982583,1.0,sm03_238114_020_ML00005_001_c030_10000_198237_5959,0.9994568272154186,0.43507898,0.9999383,1.0,1.0,PSF,15.513056068794254,14.20885113892555,12.180146186552147,12.476278459027268,12.918690920583584,1.304204929868705,-0.29613227247512164,-0.44241246155631586,1.0,7.507953942669254e-10,-5.0,0.0,Gaia DR3 6237026442104496768,1.0,2394m243_b0-000200,0.9805957404796837,0.9994284,1.0,1.0,9.824,0.012,9.614,0.009,-0.03546,-0.04036,0.0041,0.0042,1.0,3eRASS J155500.2-234508,0.1891601540323184,53.225704
3eRASS J094640.9-455202,-1.0,189523.0,,5.411586053396882e+18,0.6276279598547498,0.47696358,0.97732127,1.0,1.0,1.8585404970481467,0.22715878,12.89222,1.0570605,19.41194,19.638767,19.023365,0.983952,0.01507077,0.0009674,1.0,,,,,,,,,,,,,,,,,,,,,,1469m455_b0-090033,0.014553062570853039,0.26729932,1.0,1.0,16.545,0.031,16.609,0.087,-0.06278,-0.039,0.0354,0.0403,1.0,,,
3eRASS J062106.5-711307,-1.0,0.0,,5.278372389965076e+18,0.2061219506377529,2.0655756,0.14275782,1.0,1.0,,,,,20.46699,20.987396,19.579906,7.536e-05,2.378e-05,0.9990231,1.0,sm03_095162_020_ML00085_001_c030_10000_17701_1782,0.31578097285000206,2.0655756,0.42497894,1.0,1.0,PSF,20.046938644942127,19.667287401274095,19.19103870631715,inf,inf,0.3796512436680324,-inf,,0.0,,2.0,0.0,,1.0,0945m712_b0-098343,0.32759725133804357,0.46596286,1.0,1.0,17.643,0.04,17.304,0.098,-0.05662,0.0035,0.0502,0.0485,1.0,3eRASS J062106.5-711307,0.2197770768683145,33.294167
3eRASS J083533.2-090529,-1.0,0.0,,5.75343703894844e+18,0.9940633686934458,1.3748709,0.99974686,1.0,1.0,0.027732184075791377,0.08937077,0.021184428,0.9998005,16.8203,16.75019,15.772448,0.9891404,0.00359598,0.00726363,1.0,,,,,,,,,,,,,,,,,,,,,,1286m091_b0-000525,0.9981986170640385,0.99990267,1.0,1.0,11.737,0.014,10.906,0.009,-0.01302,0.00076,0.004,0.0043,1.0,3eRASS J083533.2-090529,0.21532916007161382,35.151516
3eRASS J035606.5-083328,-1.0,0.0,,3.1948779135201464e+18,0.5853656264485069,0.4290859,0.99875426,1.0,1.0,16.61961613103919,0.06405346,46.31538,4.7814875,11.976194,12.917978,11.011202,0.0,0.0,0.99648726,1.0,sm03_059099_020_ML00001_001_c030_10000_281791_4526,0.9925518326331106,0.4290859,0.9995668,1.0,1.0,PSF,13.232056498871145,12.102003993480391,11.967165544886722,11.532041883069798,12.144098678174357,1.1300525053907542,0.43512366181692386,-0.612056795104559,1.0,6.014127776885358e-07,-5.0,0.0,UCAC2  28661962,1.0,0597m091_b0-000030,0.9678728368715919,0.99941134,1.0,1.0,8.846,0.014,8.831,0.009,-0.02149,-0.04857,0.0042,0.0042,1.0,3eRASS J035606.5-083328,0.07989194401050138,33.128532
3eRASS J153406.1-090331,-1.0,0.0,,6.31804450614886e+18,0.5330434196321324,2.633669,0.1500461,1.0,1.0,,,,,19.674719,17.30623,15.852396,0.0,1.0,0.0,1.0,sb03_234099_020_ML00003_001_c030_10000_279633_5073,0.9515212676344694,2.6523402,0.9147018,1.0,1.0,SER,15.386742579269129,14.615182921656615,14.030940911523667,14.507808200035603,15.135730410895953,0.7715596576125137,-0.4768672885119365,-0.6279222108603495,0.0,0.616451173224566,4.0,0.0,LEDA  160567,1.0,2328m091_b0-000705,0.09430206168692483,0.09708122,1.0,1.0,12.436,0.013,12.586,0.01,-0.0056,-0.03332,0.0046,0.0048,1.0,,,
3eRASS J123822.2-253210,-1.0,0.0,,3.4998839465975747e+18,0.11390549986706652,26.921532,0.0,1.0,1.0,1.7136417003794786,0.5383618,13.710674,1.0149032,19.970417,20.751429,18.978945,0.0,7e-08,0.9999938,1.0,sm03_188117_020_ML00001_001_c030_10000_188877_3797,0.026147607873396587,0.89807314,0.24152125,0.99940664,1.0,REX,23.39141523399932,22.654759492525,21.94245005183397,20.44409846670452,21.761852666966753,0.7366557414743227,1.4983515851294484,-1.3177542002622324,0.0,0.9972583178142279,5.0,0.0,EQ J123822.1-253210.9,1.0,1900m258_b0-044772,0.006097412064015714,0.17347074,0.9999971,1.0,17.917,0.121,17.219,,-0.04273,0.29455,0.1317,0.1463,1.0,3eRASS J123822.2-253210,0.06373484530808184,1536.9733
3eRASS J090831.3-702611,-1.0,0.0,,5.222186383714288e+18,0.17454856571135272,19.02714,0.0,1.0,1.0,,,,,20.910618,21.321608,19.722235,6.76e-05,2.374e-05,0.9992818,1.0,,,,,,,,,,,,,,,,,,,,,,1350m712_b0-136810,0.3269990455554823,0.0,0.99999994,1.0,18.993,0.215,17.512,0.154,0.05804,0.36,0.1685,0.158,1.0,3eRASS J090831.3-702611,0.3219342762513678,220.86589
