IAUNAME,GDR3_UID_5XMM,GDR3_UID_2RXS,GDR3_UID_CSC,GDR3_source_id,GDR3_Xray_proba,GDR3_NWAY_Separation_GDR3_ERO,GDR3_NWAY_p_any,GDR3_NWAY_p_i,GDR3_NWAY_match_flag,GDR3_parallax,GDR3_parallax_error,GDR3_pm,GDR3_ruwe,GDR3_phot_g_mean_mag,GDR3_phot_bp_mean_mag,GDR3_phot_rp_mean_mag,GDR3_PQSO,GDR3_PGal,GDR3_Pstar,GDR3_n_rows,LS10_ERO_LS10_FULLID,LS10_Xray_proba,LS10_NWAY_Separation_LS10_ERO,LS10_NWAY_p_any,LS10_NWAY_p_i,LS10_NWAY_match_flag,LS10_TYPE,LS10_dered_mag_g,LS10_dered_mag_r,LS10_dered_mag_z,LS10_dered_mag_W1,LS10_dered_mag_W2,LS10_g_minus_r,LS10_z_minus_W1,LS10_W1_minus_W2,LS10_Class_STAREX,LS10_Exgal_prob_STAREX,LS10_class_gal_exgal,LS10_class_jetted,LS10_main_id_simbad,LS10_n_rows,CW2020_source_id,CW2020_Xray_proba,CW2020_NWAY_p_any,CW2020_NWAY_p_i,CW2020_NWAY_match_flag,CW2020_w1mpro,CW2020_w1sigmpro,CW2020_w2mpro,CW2020_w2sigmpro,CW2020_PMRA,CW2020_PMDec,CW2020_sigPMRA,CW2020_sigPMDec,CW2020_n_rows,hard_name,hard_sep_arcsec,hard_detlike3
3eRASS J044115.3-375924,-1.0,0.0,,4.866174135069731e+18,0.20466110965410506,1.4463652,0.94824976,1.0,1.0,6.143226711763634,0.21701033,42.857048,1.0517578,19.28324,21.05028,17.919127,0.0,0.0,0.99999416,1.0,sm03_070129_020_ML00036_001_c030_10000_127262_3315,0.2158761743425734,1.4463652,0.4965327,1.0,1.0,PSF,22.010142347890532,20.403861445898713,17.23986720012422,17.22590009937496,17.65258485727245,1.6062809019918198,0.013967100749258776,-0.4266847578974904,1.0,2.0101565432996205e-07,-5.0,0.0,,1.0,0701m379_b0-002189,0.052581320132162414,0.48085672,1.0,1.0,14.53,0.014,14.337,0.016,0.02642,0.0428,0.0094,0.009,1.0,,,
3eRASS J223835.7-633422,-1.0,209241.0,,6.404861806838483e+18,0.9987046616909269,0.48090443,0.9999949,1.0,1.0,2.7659291906280896,0.014587531,31.457193,1.0101337,8.725044,9.226127,8.054096,0.0,0.0,0.9998741,1.0,sm03_338153_020_ML00001_001_c030_10000_35375_4014,0.9991535842490855,0.48090443,0.9999219,1.0,1.0,PSF,10.04560208752624,9.351324218671213,10.816995526322504,9.361326309221864,9.833373954345447,0.6942778688550266,1.45566921710064,-0.4720476451235829,1.0,5.5551853123596155e-09,-5.0,0.0,HD 214257,1.0,3401m637_b0-000004,0.8816857471218278,0.99693245,1.0,1.0,6.833,0.021,6.608,0.009,0.01818,-0.0516,0.0048,0.0045,1.0,3eRASS J223835.7-633422,0.11839693206687428,68.81449
3eRASS J160901.8-390513,3014631020100006.0,0.0,2CXO J160901.8-390512,5.997410491550195e+18,0.9238440277361083,0.75084364,0.9914551,1.0,1.0,6.379202717105653,0.023093814,25.8507,1.4553661,13.64162,15.261474,12.414273,0.0,0.0,0.99861324,1.0,,,,,,,,,,,,,,,,,,,,,,2419m394_b0-000325,0.9828504639120329,0.9990707,1.0,1.0,8.677,0.013,8.014,0.009,-0.01181,-0.02309,0.0042,0.0043,1.0,3eRASS J160901.8-390513,0.23733696721801753,276.8
3eRASS J125601.0+075759,-1.0,0.0,,3.733595867615229e+18,0.8585010557460504,0.45643303,0.999483,0.9999137,1.0,18.892834775304845,0.026677579,122.22399,1.2228388,14.623795,16.305773,13.362978,0.0,0.0,0.99648726,1.0,sm03_195081_020_ML00002_001_c030_10000_377107_3772,0.997108806716358,0.45643303,0.9998319,0.9976665,1.0,PSF,16.60832422436161,15.145966005486187,13.077058815412219,13.230719524856559,13.694480138918868,1.4623582188754227,-0.15366070944434007,-0.4637606140623092,1.0,8.60199357701937e-12,-5.0,0.0,,1.0,1937p075_b0-000080,0.9253553691401758,0.9984823,0.99719375,1.0,10.532,0.048,10.334,0.044,-0.19582,-0.0091,0.0067,0.0056,1.0,3eRASS J125601.0+075759,0.27301289636924675,29.346487
3eRASS J112952.2+360641,-1.0,68028.0,,7.598221532346711e+17,0.9914624179698547,1.2454215,0.99991053,1.0,1.0,24.17422019520135,0.026042394,140.3962,1.3373324,12.495083,13.779745,11.368988,0.0,0.0,0.99648726,1.0,,,,,,,,,,,,,,,,,,,,,,1716p363_b0-000017,0.9357975724310603,0.9976455,1.0,1.0,8.928,0.013,8.791,0.008,-0.15325,-0.07219,0.0035,0.0037,1.0,3eRASS J112952.2+360641,0.12838497030288637,35.826317
3eRASS J173953.8-282947,-3076419140100014.0,0.0,2CXO J173953.9-282946,4.0602460619785513e+18,0.028700853045099523,5.2446504,0.0,0.9951599,1.0,0.4427577555179596,0.4677844,8.496314,1.184157,,,17.590616,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2657m288_b0-234247,0.17582668066963014,0.0,0.9749615,1.0,14.095,0.1,15.5,,0.0599,0.0637,3.6622,4.8601,1.0,3eRASS J173953.8-282947,0.10248326860144628,19267.512
3eRASS J095836.7+170001,,,,,,,,,,,,,,,,,,,,,sm03_149072_020_ML00004_001_c030_10000_427550_4191,0.16000617267332054,0.47125772,0.7443035,1.0,1.0,SER,20.976963668145814,19.588635538342047,18.87721337657927,18.81581608375179,19.21153970562171,1.3883281298037673,0.06139729282747908,-0.3957236218699194,0.0,0.9572779844267036,5.0,0.0,,1.0,1493p166_b0-008668,0.3401073081843362,0.95934135,1.0,1.0,16.132,0.031,15.914,0.068,-0.02428,-0.0129,0.0315,0.0339,1.0,,,
3eRASS J085554.2+005109,-1.0,0.0,,3.07476190318203e+18,0.6705134431845811,1.1959177,0.99220556,1.0,1.0,-0.10530948097147938,0.23637603,0.6168421,1.2526404,18.393991,17.527285,16.172506,0.00149882,0.9984639,3.73e-05,1.0,sm03_134090_020_ML00002_001_c030_10000_335223_8288,0.9994956865590762,1.1442537,0.999917,1.0,1.0,SER,16.12919677792671,15.421795387294562,14.97035414984933,14.493808475452877,14.486487403008644,0.7074013906321461,0.4765456743964531,0.007321072444232968,0.0,0.8749126459727006,4.0,0.0,LEDA 1177310,1.0,1346p015_b0-000567,0.9924335972454014,0.999535,0.99974054,1.0,12.32,0.022,11.707,0.018,-0.02864,-0.0253,0.0055,0.0055,1.0,,,
3eRASS J162719.4-244142,3011112020100001.0,-158471.0,2CXO J162719.5-244140,6.049072007438134e+18,0.9634816801431098,2.1264918,0.1420642,1.0,1.0,,,,,12.210308,13.4147005,11.045261,0.0,0.0,0.99648726,1.0,,,,,,,,,,,,,,,,,,,,,,2460m243_b0-000155,0.6056030354483614,0.8310037,1.0,1.0,8.291,0.013,8.156,0.009,-0.01084,-0.03915,0.004,0.0042,1.0,3eRASS J162719.4-244142,0.10579650566382397,433.36865
3eRASS J163401.4-472335,3065419020100002.0,-191091.0,2CXO J163401.5-472334,5.941314301671648e+18,0.16822824033670364,3.9991431,5.290644e-08,0.99941725,1.0,0.517432843294661,0.16349539,3.6005583,1.032993,18.252245,19.499075,17.145628,0.0,0.0,0.9999985,1.0,,,,,,,,,,,,,,,,,,,,,,2487m470_b0-013088,0.5700421862781421,0.0,1.0,1.0,9.353,0.024,9.085,0.018,-0.05399,-0.00066,0.0054,0.0076,1.0,3eRASS J163401.4-472335,0.23694750834464035,16517.809
3eRASS J100710.3+220302,-1.0,-89030.0,,6.295667172484442e+17,0.9987237161187501,1.8869483,0.9999349,1.0,1.0,-0.23408795033482033,0.07840717,0.16755292,0.98760045,17.001268,17.127682,16.36259,0.99999654,3.44e-06,0.0,1.0,sm03_151069_020_ML00001_001_c030_10000_454748_928,0.9999411611761608,1.8869483,0.9999728,1.0,1.0,PSF,16.929462256090375,16.626109255968267,16.738083163945397,15.254328846104617,15.008947036440697,0.3033530001221081,1.4837543178407806,0.24538180966391998,0.0,0.9935738025809293,5.0,0.0,LEDA 3095917,1.0,1514p227_b0-000360,0.9980044267768059,0.9998227,1.0,1.0,12.563,0.012,11.696,0.008,-0.00414,-0.02176,0.0047,0.005,1.0,3eRASS J100710.3+220302,0.266055105974935,13.082586
3eRASS J000009.1-772028,3090399260100001.0,0.0,,4.684042752644194e+18,0.970336815708638,0.50531566,0.9998473,1.0,1.0,-0.08392915520828263,0.14556576,0.20086528,1.287807,18.218548,17.597836,16.413673,0.0128022,0.98719764,0.0,1.0,sm03_006168_020_ML00005_001_c030_10000_8186_294,0.3587304923018086,0.31181026,0.8580124,1.0,1.0,REX,17.530039377748928,16.726824120843986,16.168988229613976,15.854103306809458,16.313752636221594,0.8032152569049416,0.3148849228045183,-0.45964932941213554,1.0,0.4573713803858901,3.0,0.0,,1.0,0000m773_b0-000889,0.9613944535794211,0.9988228,1.0,1.0,12.942,0.013,12.429,0.009,0.06176,0.0007,0.0059,0.0053,1.0,3eRASS J000009.2-772028,0.20539894711000217,60.453907
3eRASS J090206.8-403318,3011103010100001.0,-179892.0,,5.620657678322626e+18,0.6693323599085738,1.7856994,0.8162574,1.0,1.0,0.49623999190934365,0.015160984,10.459636,0.8801971,6.7351284,6.997068,6.2766123,0.00092315,0.0,4.54e-06,2.0,,,,,,,,,,,,,,,,,,,,,,1364m409_b0-000011,0.5580190241968507,0.8015744,1.0,1.0,7.2,0.045,5.898,0.018,0.09332,0.0369,0.0076,0.0068,2.0,3eRASS J090206.8-403318,0.5350078896669022,38668.176
3eRASS J104411.1-595242,3011256010100184.0,0.0,2CXO J104411.1-595242,5.350350132001192e+18,0.9867854038888798,0.42956117,0.98696977,0.9992772,1.0,7.462443755980619,0.014726223,64.962654,0.93164295,10.353003,10.6886835,9.853734,0.0,0.0,0.99648726,1.0,,,,,,,,,,,,,,,,,,,,,,1620m606_b0-000516,0.04186859659336852,1.6270125e-06,0.9579496,1.0,9.707,0.111,10.156,0.156,0.05745,0.00204,0.0152,0.0087,1.0,,,
3eRASS J111007.6-762936,3020381010100006.0,-216263.0,2CXO J111007.0-762937,5.20135225327635e+18,0.9557736605948107,2.600269,0.9699764,1.0,1.0,5.730478658183039,0.22069524,23.074743,21.213041,12.792765,13.898778,11.708292,0.0,0.0,0.9998619,1.0,,,,,,,,,,,,,,,,,,,,,,1671m773_b0-000079,0.9741479889723922,0.9861581,1.0,1.0,8.019,0.018,7.379,0.013,-0.021,0.0177,0.0055,0.0059,1.0,,,
3eRASS J100358.8+392606,-1.0,0.0,,8.032349954708125e+17,0.9555560386199115,1.5665045,0.99916816,1.0,1.0,1.1688725038562215,0.021080572,7.1369147,1.2742316,12.996685,13.57774,12.255246,0.0,0.0,0.9999443,1.0,,,,,,,,,,,,,,,,,,,,,,1509p393_b0-000062,0.9875849129716032,0.99919814,1.0,1.0,10.405,0.014,10.364,0.009,-0.01555,-0.01934,0.0042,0.0047,1.0,3eRASS J100358.9+392606,0.39456540596880385,52.55166
3eRASS J053641.2-063401,3008994030100319.0,0.0,2CXO J053641.3-063359,3.016933157837743e+18,0.9516109441123909,1.1460885,0.99910754,0.99685824,1.0,2.4305475463438166,0.039023947,0.20630255,1.080889,14.458822,15.4387045,13.16871,0.0,0.0,0.99996144,1.0,sm03_086096_020_ML00039_001_c030_10000_293322_3743,0.9968143946923143,1.1460885,0.999973,0.9587778,1.0,PSF,7.481159220176854,9.958184980775291,inf,11.18247065688546,11.18222391893305,-2.477025760598437,inf,0.0002467379524109248,0.0,,-5.0,0.0,V* V846 Ori,1.0,0835m061_b0-000133,0.9411694226261398,0.9981026,1.0,1.0,8.38,0.013,7.485,0.009,0.01417,-0.048,0.0064,0.0082,1.0,3eRASS J053641.2-063401,0.0882158979639164,17.127714
3eRASS J054332.9-273904,-1.0,163349.0,2CXO J054332.9-273905,2.90775550149287e+18,0.9393661178782873,0.5655366,0.9995834,1.0,1.0,0.01577610408425955,0.029283715,0.006759851,1.125395,15.5260105,15.441236,14.384873,0.02346241,2.2e-06,0.97653544,1.0,sm03_085117_020_ML00005_001_c030_10000_176902_5756,0.9892819965919318,0.62194395,0.9987617,1.0,1.0,SER,13.708477200323637,13.092045523915724,12.61634617749388,12.825980244659824,12.989877648868546,0.6164316764079132,-0.20963406716594513,-0.163897404208722,1.0,0.44893715589492644,2.0,0.0,MCG-05-14-012,1.0,0861m273_b0-000177,0.9956680634565891,0.999902,1.0,1.0,10.601,0.012,10.096,0.009,0.0157,-0.00026,0.0039,0.0033,1.0,3eRASS J054332.9-273904,0.15778748869730685,65.88029
3eRASS J090533.5-145955,-1.0,0.0,,5.732063701135319e+18,0.9691842345790121,1.1253949,0.9992387,1.0,1.0,-0.07812427317842846,0.1546628,0.18310452,1.148675,18.080341,17.552578,16.130774,0.24635121,0.72270656,0.03094148,1.0,sm03_137105_020_ML00010_001_c030_10000_245427_2678,0.9996061936227953,1.1253949,0.99995536,1.0,1.0,SER,16.83653853666378,15.985503493646043,15.568643005594428,15.006960398460658,14.96647520538395,0.8510350430177382,0.5616826071337702,0.04048519307670695,0.0,0.9539004898187542,5.0,0.0,,1.0,1361m152_b0-000963,0.9965813844998626,0.9998597,1.0,1.0,12.585,0.015,11.943,0.011,-0.02331,-0.00588,0.0045,0.0046,1.0,3eRASS J090533.5-145955,0.31805895945464335,30.215101
3eRASS J035840.3-381047,-1.0,0.0,,4.845165186578472e+18,0.9964789264773769,0.25779083,0.99999136,1.0,1.0,-0.12211998466463746,0.07068751,0.074086666,1.1571971,17.48643,17.52498,16.808958,0.99999964,4e-07,0.0,1.0,sm03_059129_020_ML00014_001_c030_10000_126093_11637,0.9999659369423886,0.25779083,0.9999988,1.0,1.0,PSF,17.434676025548455,17.29300973870691,17.157935839203063,15.337463481229717,14.950175449955069,0.14166628684154503,1.8204723579733457,0.3872880312746485,0.0,0.9943763299618829,5.0,0.0,,1.0,0587m379_b0-000380,0.9949270193910631,0.9998954,0.99999803,1.0,12.62,0.018,11.603,0.013,0.02941,-0.00637,0.0039,0.0034,1.0,,,
3eRASS J105818.5-364003,-1.0,0.0,,5.400969310853108e+18,0.8543949791894511,1.5940293,0.98074615,1.0,1.0,-0.6053348073370707,0.3550758,0.21892466,1.3312095,19.080313,17.676521,16.250458,0.59361154,0.40638846,0.0,1.0,sm03_165126_020_ML00004_001_c030_10000_133296_5954,0.9976179377255441,1.5679456,0.9993711,1.0,1.0,SER,15.619265985776181,14.868505709114624,14.31886835703369,14.446127027923607,14.685958747453832,0.7507602766615573,-0.12725867088991727,-0.23983171953022442,0.0,0.739049917051898,4.0,0.0,6dFGS gJ105818.7-364004,1.0,1641m364_b0-001042,0.9846571892427565,0.9978766,0.9999911,1.0,12.487,0.012,12.054,0.009,-0.00697,0.00938,0.0042,0.0044,1.0,3eRASS J105818.5-364004,0.09969607765942824,33.57358
3eRASS J124945.4-571624,-1.0,0.0,,6.061283179294352e+18,0.09332445763800368,1.7470696,0.095982134,0.9765813,1.0,0.6603408230890669,0.101610884,9.229278,1.103398,18.454887,17.095476,16.475885,0.0,9.6e-07,0.99999905,1.0,,,,,,,,,,,,,,,,,,,,,,1910m576_b0-018862,0.2005345541679297,0.027065054,0.99975985,1.0,13.434,0.013,13.322,0.012,-0.08066,0.04878,0.0059,0.0069,1.0,3eRASS J124945.4-571624,0.24966939851079412,14.620616
3eRASS J055333.6-665748,-1.0,210338.0,,4.659645586080557e+18,0.3558170798728697,0.7740923,0.80517775,1.0,1.0,,,,,20.565197,19.23115,17.758915,0.00818952,0.9918105,0.0,1.0,sm03_087156_020_ML00034_001_c030_10000_26450_12977,0.4880061574987165,0.7740923,0.8943977,1.0,1.0,PSF,19.298346359325834,18.695186846486152,18.20405136038905,inf,inf,0.6031595128396816,-inf,,0.0,,2.0,0.0,1RXS J055335.3-665747,1.0,0890m667_b0-009702,0.5689857332181579,0.9662142,0.9999786,1.0,14.425,0.078,14.172,0.044,-0.00808,0.0263,0.006,0.0052,1.0,3eRASS J055333.6-665748,0.11642350594076643,146.77751
3eRASS J063623.7-425202,-1.0,0.0,,5.569292034118978e+18,0.12939380586374014,9.742682,0.0,1.0,1.0,,,,,20.828781,21.644453,20.056524,7.514e-05,6.1e-06,0.99928844,1.0,sm03_101132_020_ML00018_001_c030_10000_106473_4967,0.03637205105161367,1.310557,0.48312324,1.0,1.0,PSF,25.04821049443489,24.662958742537498,25.199559264930556,,25.709834120666482,0.3852517518973926,,,0.0,,-1.0,0.0,,1.0,0991m425_b0-070219,0.005596679198771656,0.0,1.0,1.0,17.807,0.073,18.513,0.43,-0.04674,0.0371,0.0917,0.0992,1.0,3eRASS J063623.7-425202,0.14127004361076226,17.703386
3eRASS J122808.8-552254,-1.0,202493.0,,6.072813104887579e+18,0.9776973842661842,0.69636416,0.9983105,1.0,1.0,9.287227709325883,0.012862502,38.260323,1.0085207,12.610635,13.694843,11.5677395,0.0,0.0,0.99648726,1.0,,,,,,,,,,,,,,,,,,,,,,1866m561_b0-000495,0.9960898440252832,0.9997972,1.0,1.0,9.175,0.013,9.092,0.008,-0.05002,-0.01581,0.0033,0.0038,1.0,3eRASS J122808.8-552254,0.12161512124038538,638.8193
3eRASS J065027.1-320318,-1.0,171852.0,,5.583279333855503e+18,0.9501982337477404,1.5902538,0.9786188,1.0,1.0,31.744212578045882,0.015955796,60.568356,1.2415438,13.773598,15.546203,12.501182,0.0,0.0,0.99861324,1.0,,,,,,,,,,,,,,,,,,,,,,1023m319_b0-000177,0.9940557671335342,0.9994627,1.0,1.0,9.587,0.016,9.414,0.01,-0.02597,-0.0467,0.0044,0.0043,1.0,3eRASS J065027.1-320318,0.041888015845276474,34.19807
3eRASS J054324.9+090610,3040521030100023.0,0.0,,3.336149489649828e+18,0.9707173644258148,3.6554906,0.9500435,1.0,1.0,2.4038640676100194,0.047275875,2.362785,2.7719688,12.76991,13.482138,11.947209,0.0,0.0,0.99979824,1.0,,,,,,,,,,,,,,,,,,,,,,0857p090_b0-103744,0.003391294608788739,0.0,1.0,1.0,18.176,0.162,18.052,,-0.19289,0.0144,0.1734,0.1856,1.0,,,
3eRASS J095747.6-061110,-1.0,0.0,,3.821516425144258e+18,0.9693783030742994,2.4821367,0.99633145,1.0,1.0,26.691227618067952,0.09505721,54.546906,3.305226,14.348232,16.227827,13.050367,0.0,0.0,0.99979824,1.0,sm03_149096_020_ML00010_001_c030_10000_295014_5926,0.9980837405088085,2.4821367,0.9967632,1.0,1.0,PSF,16.495627519778324,14.964813092569553,12.79359075994759,12.847369462958605,13.257705425890565,1.530814427208771,-0.05377870301101595,-0.41033596293195984,1.0,3.6070522976258052e-12,-5.0,0.0,,1.0,1488m061_b0-000083,0.9960283079252962,0.99844223,1.0,1.0,10.157,0.013,9.938,0.008,0.04057,-0.00504,0.004,0.004,1.0,,,
3eRASS J050214.5-674617,-3087119110101770.0,0.0,,4.661465209126624e+18,0.07175233315682938,2.4981887,0.0018412722,0.8979064,1.0,-0.015499065396268316,0.013907415,1.6429756,0.9070009,13.678143,13.669986,13.618723,0.0,0.0,0.99999785,1.0,sm03_074159_020_ML00034_001_c030_10000_24763_9523,0.5230447018769944,2.4981887,0.32579547,0.94788134,1.0,PSF,inf,inf,14.657179402870215,inf,inf,,-inf,,0.0,,-5.0,0.0,AL  55,1.0,0751m682_b0-007426,0.8776001447504782,0.8573588,1.0,1.0,12.942,0.014,12.714,0.011,0.00726,-0.00792,0.0035,0.0038,1.0,,,
3eRASS J005456.2-722647,3008420010100007.0,0.0,2CXO J005456.2-722647,4.689005982553402e+18,0.0289582017496499,0.4302501,0.20740886,0.7736054,1.0,-0.056266379598173946,0.022739492,1.4926193,0.94495064,15.208357,15.1994095,15.151207,0.0,0.0,0.99999785,1.0,,,,,,,,,,,,,,,,,,,,,,0145m727_b0-030201,0.23375980012353711,0.87781626,1.0,1.0,14.565,0.025,14.45,0.022,0.03539,-0.01319,0.0164,0.012,1.0,3eRASS J005456.3-722647,0.21657242388763925,231.01941
3eRASS J140721.9-312055,-1.0,173827.0,,6.172383542163426e+18,0.9945087251006318,1.9993794,0.9983192,1.0,1.0,0.09191546812365342,0.10537418,0.32805496,1.1123126,17.320358,17.149351,16.096558,0.6805602,0.3194398,0.0,1.0,sm03_211120_020_ML00008_001_c030_10000_159770_1207,0.9999237420103944,1.9993794,0.9999435,1.0,1.0,PSF,17.142945695588836,16.63679973135595,16.481350079466264,14.496449091569655,14.213739209754216,0.5061459642328856,1.9849009878966086,0.282709881815439,0.0,0.9890506436503916,5.0,0.0,2MASS J14072198-3120576,1.0,2117m319_b0-000512,0.9979373461958676,0.9996263,1.0,1.0,11.799,0.012,10.891,0.008,-0.01235,-0.00942,0.0037,0.0039,1.0,3eRASS J140721.9-312055,0.05917421170048704,24.298403
3eRASS J110316.7-065415,-1.0,132867.0,2CXO J110316.7-065417,3.78754821599569e+18,0.8671151893895982,1.3157358,0.9981454,1.0,1.0,-0.6903691450068911,0.29091054,0.38754892,1.171242,18.35542,16.976683,15.726954,0.0,1.0,0.0,1.0,sm03_167096_020_ML00003_001_c030_10000_290784_3945,0.979037696931468,1.2672572,0.99748594,1.0,1.0,SER,15.877837889942713,15.215629920300586,14.687984880884182,15.041520875270582,15.320891138748783,0.662207969642127,-0.3535359943863998,-0.27937026347820115,0.0,0.8082635714582743,4.0,0.0,6dFGS gJ110316.8-065417,1.0,1662m076_b0-000516,0.9589296863082744,0.9987307,0.9996397,1.0,12.833,0.047,12.479,0.041,-0.02221,-0.01487,0.0054,0.0061,1.0,3eRASS J110316.7-065415,0.08681463121956119,17.9128
3eRASS J124536.4-705345,-1.0,0.0,,5.843083383076335e+18,0.9976818255648618,0.8239051,0.9997023,0.99998784,1.0,9.90589930692799,0.03727347,40.573666,2.6627548,13.696637,15.591681,12.3805685,0.0,0.0,0.9999498,1.0,,,,,,,,,,,,,,,,,,,,,,1935m712_b0-000560,0.9867095732831792,0.9992695,1.0,1.0,9.366,0.011,9.12,0.008,-0.0523,-0.01366,0.0033,0.0037,1.0,,,
3eRASS J050123.9-703333,3074391030100002.0,213729.0,,4.655053441413348e+18,0.04257647271787645,0.32169145,0.27597755,0.79681,1.0,-0.014631749478548244,0.016566895,2.0053072,0.9683148,14.463481,14.411775,14.359546,0.0,0.0,4.993e-05,1.0,sm03_077162_020_ML00022_001_c030_10000_19095_10498,0.510449445073607,0.32169145,0.91303927,0.88403267,1.0,PSF,inf,inf,14.943575448145376,inf,inf,,-inf,,0.0,,-5.0,0.0,SV* HV  2289,1.0,0765m712_b0-003698,0.09465958398885167,0.5103799,0.9607234,1.0,12.701,0.015,12.741,0.015,-0.00589,0.00481,0.0032,0.0036,1.0,3eRASS J050123.8-703333,0.19650083478247055,53.39662
3eRASS J144306.9-243101,-1.0,0.0,,6.230028153668542e+18,0.9940600557584127,1.7439672,0.99965614,1.0,1.0,7.032567350464991,0.025293272,28.61251,1.4317942,13.738986,15.330564,12.512912,0.0,0.0,0.99648726,1.0,sm03_222114_020_ML00015_001_c030_10000_194220_4662,0.9999685550400557,1.7439672,0.99999744,1.0,1.0,PSF,15.394868374561929,13.9764197359442,12.101567993670578,12.40517925332978,12.866131428728123,1.418448638617729,-0.30361125965920266,-0.4609521753983419,1.0,1.5017038663032504e-09,-5.0,0.0,Gaia DR3 6230028153668542592,2.0,2212m243_b0-000098,0.9832686378455929,0.9985918,1.0,1.0,9.717,0.013,9.541,0.009,-0.03437,-0.03696,0.0041,0.0044,1.0,,,
3eRASS J055207.8-052500,-1.0,130903.0,,3.022568258011201e+18,0.8359565933145798,1.2611254,0.9926598,1.0,1.0,2.8692872155682108,0.02039613,2.3659086,1.5044831,13.8482275,14.004852,13.536217,3e-07,0.0,0.9999996,1.0,,,,,,,,,,,,,,,,,,,,,,0881m061_b0-001192,0.9148009383871056,0.99539644,1.0,1.0,12.353,0.013,12.232,0.01,0.00674,-0.0263,0.0052,0.0053,1.0,3eRASS J055207.8-052500,0.22055520553902097,20.004118
3eRASS J082630.2-343036,-1.0,0.0,,5.543500824241194e+18,0.9398865048955722,1.4609087,0.9766794,0.99901456,1.0,2.7547118047527146,0.058974795,12.984773,3.4702396,14.6470175,15.723375,13.610519,0.0,0.0,0.99648726,1.0,,,,,,,,,,,,,,,,,,,,,,1260m349_b0-002141,0.894684126619607,0.9862845,1.0,1.0,11.103,0.011,11.1,0.009,-0.01383,0.0232,0.0036,0.0038,1.0,3eRASS J082630.2-343036,0.17668408703302035,21.628824
3eRASS J144357.1-390839,-1.0,-181171.0,,6.105307629157336e+18,0.9612949653241025,0.8041946,0.9981741,1.0,1.0,-0.03403380116012919,0.036203537,0.060683146,1.0406165,15.4273405,15.681907,14.739513,0.8017883,3e-08,0.19821174,1.0,,,,,,,,,,,,,,,,,,,,,,2206m394_b0-000637,0.9933943189526729,0.99969053,0.99999994,1.0,11.182,0.011,10.438,0.009,-0.00805,-0.00913,0.0042,0.0043,1.0,3eRASS J144357.1-390839,0.11343086863872301,834.40564
3eRASS J130304.4-770704,-1.0,216414.0,,5.789026065680783e+18,0.9759142257705908,1.428848,0.9791044,1.0,1.0,5.592790369141359,0.19129324,23.067316,18.384533,12.315365,13.376147,11.25755,0.0,0.0,0.9990192,1.0,sm03_199168_020_ML00001_001_c030_10000_8686_2596,0.9985539832029414,1.428848,0.99968684,1.0,1.0,PSF,inf,inf,inf,11.135889258795435,11.735434596499072,,inf,-0.5995453377036366,0.0,,-5.0,0.0,2MASS J13030444-7707027,1.0,1928m773_b0-000111,0.9847002094705684,0.99837065,1.0,1.0,8.586,0.012,8.504,0.008,-0.03908,-0.00456,0.0034,0.0038,1.0,3eRASS J130304.4-770704,0.08627109732572397,310.79993
3eRASS J155120.8-283225,-1.0,0.0,,6.041393636711941e+18,0.992668594803059,2.2304246,0.9548533,1.0,1.0,9.158019483831712,0.030098107,40.92841,1.1977323,14.548872,16.019321,13.357863,0.0,0.0,0.99296397,1.0,,,,,,,,,,,,,,,,,,,,,,2382m288_b0-000518,0.9887172519275661,0.99474263,1.0,1.0,10.692,0.012,10.535,0.009,-0.03445,-0.04011,0.0042,0.0043,1.0,3eRASS J155120.8-283225,0.18201196629758845,14.146755
3eRASS J142139.6-295321,-1.0,0.0,,6.220838916520953e+18,0.6000146383280399,26.022072,0.0,1.0,1.0,,,,,20.51908,17.687294,16.038614,0.01632671,0.98367333,0.0,1.0,sm03_214120_020_ML00006_001_c030_10000_165991_8432,0.06559521439432546,1.3652259,0.2661292,1.0,1.0,SER,18.926396904184834,19.15278931417816,18.594671309399445,19.3090662083702,19.58784576816289,-0.226392409993327,-0.714394898970756,-0.27877955979268876,0.0,0.9975126154721133,5.0,0.0,eRASSt J142140-295321,1.0,2156m303_b0-000589,0.6067729667977116,0.0,1.0,1.0,11.66,0.013,11.783,0.009,-0.01718,-0.00296,0.0037,0.0042,1.0,,,
3eRASS J122150.2-533805,-1.0,0.0,,6.076340548662117e+18,0.925114669896925,0.6593504,0.98783374,0.99991333,1.0,0.686826271298707,0.6178537,0.43425673,1.1672829,19.934746,19.094292,17.542677,0.33828312,0.6617169,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1849m531_b0-011835,0.9790173455492112,0.99859494,0.9706189,1.0,14.094,0.09,13.473,0.081,-0.02875,-0.00634,0.0062,0.0073,1.0,3eRASS J122150.2-533805,0.30855974706785794,27.15925
