IAUNAME,UID,RA,DEC,POS_ERR,DET_LIKE_0,EXT_LIKE,ML_RATE_1,ML_RATE_ERR_1,ML_FLUX_1,ML_EXP_1,MJD_MIN,MJD_MAX,FLAG_SP_SNR,FLAG_SP_BPS,FLAG_SP_LGA,FLAG_SP_GC_CONS,FLAG_NO_RADEC_ERR,FLAG_NO_CTS_ERR,FLAG_OPT,in_dr2_any_sep,in_dr2_any_name,in_dr2_any_rate,in_dr2_any_extlike,in_dr2_any_detlike,nn2_sep_arcsec,nn2_rate,nn2_detlike,next_sep_arcsec,next_extlike,next_rate,n2_within_120,nn2_bright_sep_arcsec,nn2_bright_name,nn2_bright_rate,dr1_nn_sep_arcsec,dr1_nn_rate,forensic_class,ul_exposure_s,ul_b_flux,ul_s_flux,ul_flag_pos,ul_presence,ul_fade_frac,t1_over_t3_approx,forensic_class_v2
1eRASS J131400.5-190157,119910800005,198.5024325620027,-19.03264248527008,1.6165628,223.26451,0.0,0.5732371,0.067549154,5.3374037e-13,143.88277,58854.11,58855.44,0,0,0,0,0,0,0,81.55648475698194,3eRASS J131354.8-190209,0.83359283,0.0,1234.8231,81.55648475698194,0.83359283,1234.8231,1692.8059299376966,4.143901,0.074288584,2,81.55648475698091,3eRASS J131354.8-190209,0.8335928320884705,81.41211268768492,0.8588719,ARTIFACT-CONFUSION,412.489990234375,1.0136776400909708e-12,1.005501346247606e-12,1,1.0081315593200126,1.8991961205613337,0.3488151795350147,FADE-CANDIDATE
1eRASS J034852.6-552534,105714400039,57.21947855994609,-55.42628552002499,1.6681646,208.69023,0.0,0.20747821,0.02483711,1.931827e-13,382.34268,58847.656,58851.49,0,0,0,0,0,0,0,21.61539588811724,3eRASS J034855.1-552531,0.3451473,0.0,991.4674,21.61539588811724,0.3451473,991.4674,1302.9970132640165,3.4139457,0.022967163,1,21.615395888118044,3eRASS J034855.1-552531,0.3451473116874695,131.33505805847398,0.019612795,ARTIFACT-CONFUSION,1035.453125,3.1140200010618124e-13,5.963947461969446e-14,1,5.221407500517257,1.611955936562545,0.3692515583455311,ARTIFACT-CONFUSION
1eRASS J071212.4-363045,110712600010,108.05192601720184,-36.51259655859472,1.5942488,178.97928,0.0,0.5861054,0.06934584,5.45722e-13,144.52849,58960.89,58962.223,0,0,0,0,0,0,0,21.798586512110965,3eRASS J071213.2-363025,0.48648074,0.0,652.6754,21.798586512110965,0.48648074,652.6754,1109.353989390823,7.8529735,0.06853424,1,21.798586512116387,3eRASS J071213.2-363025,0.4864807426929474,27.40685560284753,0.22077686,ARTIFACT-CONFUSION,445.0178527832031,5.042857949798252e-13,1.208701785578373e-13,1,4.172127492461018,0.9240708547205816,0.3247700942694745,ARTIFACT-CONFUSION
1eRASS J063020.5-674651,109815900241,97.58583120761054,-67.78087760725649,1.5792296,177.40121,0.0,0.047189184,0.0049519497,4.3937788e-14,2549.7817,58842.977,58867.145,0,0,0,0,0,0,0,32.14677104658207,3eRASS J063023.3-674719,0.18518625,105.94695,527.0949,169.7617784827865,0.00686123,26.190535,32.14677104658207,105.94695,0.18518625,0,,,,58.70765711328837,0.028489,ARTIFACT-EXTENDED,7278.78515625,4.313392294708583e-14,1.708783091967144e-14,1,2.524247995538757,0.9817044714924162,0.3503031955560063,ARTIFACT-EXTENDED
1eRASS J055329.9-663938,108715600474,88.37488674157659,-66.66065262669059,1.3412747,166.10893,0.0,0.014822992,0.0013436129,1.3801668e-14,13298.429,58828.98,59011.375,0,0,0,0,0,0,0,66.81778609754706,3eRASS J055318.9-663950,0.022199342,0.0,611.1503,66.81778609754706,0.022199342,611.1503,315.005121576273,9.055239,0.0074076406,2,66.81778609754649,3eRASS J055318.9-663950,0.0221993420273065,66.94648390346134,0.022557756,ARTIFACT-CONFUSION,28001.71875,2.3437376239538076e-14,2.2805523542204252e-14,0,1.0277061254991362,1.698155341770145,0.4749147407246207,FADE-CANDIDATE
1eRASS J051910.4-253443,107811700006,79.79373375742396,-25.57881066390798,1.7869762,156.93962,0.0,0.39334223,0.050976716,3.6624046e-13,178.61523,58925.727,58927.227,0,0,0,0,0,0,0,70.7685329476546,3eRASS J051910.0-253554,0.655772,0.0,1210.5695,70.7685329476546,0.655772,1210.5695,1613.454958592617,7.7529306,0.08843176,1,70.76853294764899,3eRASS J051910.0-253554,0.6557719707489014,71.89077952323267,0.8463618,ARTIFACT-CONFUSION,529.25732421875,4.645938039664343e-13,4.529002769603635e-13,1,1.025819209218753,1.2685485485859054,0.3374827741187303,FADE-CANDIDATE
1eRASS J013328.1-643410,102415600005,23.36711038359957,-64.56960346128153,2.2713697,132.76234,0.0,0.39604813,0.05044145,3.687599e-13,194.2591,58986.695,58988.363,0,0,0,0,0,0,0,7.171520832436453,3eRASS J013329.0-643406,1.0595076,162.17006,517.14246,69.36431886648712,0.07335168,21.18506,7.171520832436453,162.17006,1.0595076,2,,,,58.523371365045634,0.10109032,ARTIFACT-SPLIT/MOVED,499.1978759765625,3.0369080188975833e-13,7.346286935976803e-14,1,4.133936021509046,0.8235461661904082,0.3891424810652049,ARTIFACT-SPLIT/MOVED
1eRASS J081658.8-534158,112614400016,124.2452819398988,-53.69948246139895,2.484765,131.02614,0.0,0.244657,0.036274195,2.2779982e-13,210.76514,58991.883,58993.72,0,0,0,0,0,0,0,21.76787760233512,3eRASS J081656.8-534211,0.23990938,0.0,365.9778,21.76787760233512,0.23990938,365.9778,1807.2963186589743,4.68193,0.031750932,1,21.76787760232965,3eRASS J081656.8-534211,0.2399093806743621,129.30962524579556,0.023951001,ARTIFACT-CONFUSION,598.430419921875,2.6820790055039073e-13,7.535763462893087e-14,1,3.5591337476431604,1.1773841636503075,0.3521965678608306,ARTIFACT-CONFUSION
1eRASS J053410.9-045032,108309600099,83.5457422058537,-4.842399641803628,2.0120263,129.44783,0.0,0.39887205,0.060941014,3.7138925e-13,120.423874,58932.74,58933.74,0,0,0,0,0,0,0,21.792688242296045,3eRASS J053412.3-045025,0.46693844,0.0,470.80276,21.792688242296045,0.46693844,470.80276,739.2098862433094,4.839471,0.10434583,1,21.79268824229565,3eRASS J053412.3-045025,0.4669384360313415,277.7164870189355,0.19144128,ARTIFACT-CONFUSION,366.37115478515625,4.859693376879637e-13,1.481065839631715e-13,1,3.2812136009348905,1.3085175127927469,0.3286936551285479,ARTIFACT-CONFUSION
1eRASS J052605.0-621225,107915300040,81.52096474855139,-62.2070758315065,1.507602,121.028564,0.0,0.09344879,0.009603779,8.701005e-14,1648.3579,58880.88,58900.71,0,0,0,0,0,0,0,0.7068613417050712,3eRASS J052605.0-621226,0.2543632,172.608,1483.2991,102.54551883540609,0.027027814,74.7995,0.7068613417050712,172.608,0.2543632,1,,,,184.79781957826165,0.032728627,ARTIFACT-SPLIT/MOVED,4161.12646484375,1.5674228137207288e-13,1.2175510775915171e-14,1,12.87356927005728,1.801427322155002,0.3961326131100646,ARTIFACT-SPLIT/MOVED
1eRASS J053427.4-623926,108515300073,83.61435899449728,-62.65729685909504,2.351799,115.795044,0.0,0.07005976,0.008080145,6.5232555e-14,1697.7032,58888.71,58907.543,0,0,0,0,0,0,0,24.582218389683103,3eRASS J053425.8-623904,0.48358768,393.20657,688.95764,182.84705796096657,0.0093393475,11.7486515,24.582218389683103,393.20657,0.48358768,0,,,,105.2492882596971,0.011603136,ARTIFACT-EXTENDED,4626.6884765625,6.183991713886243e-14,1.1332482600435492e-14,1,5.456872895307688,0.9479916452584513,0.3669370022641649,ARTIFACT-EXTENDED
1eRASS J051754.0-583537,107715000019,79.47526098274481,-58.59370607100254,1.9336582,113.07298,0.0,0.11604563,0.014660778,1.0804994e-13,805.12964,58897.88,58905.71,0,0,0,0,0,0,0,54.04291310983647,3eRASS J051757.6-583623,0.30564007,46.472992,67.80185,133.24964257131057,0.03207659,56.11583,54.04291310983647,46.472992,0.30564007,0,,,,108.6968189222035,0.020610474,ARTIFACT-EXTENDED,2312.093505859375,1.173802943949323e-13,2.5159938016458203e-14,1,4.665365006787726,1.0863522404078363,0.3482253801412516,ARTIFACT-EXTENDED
1eRASS J064759.4-441943,110113500014,101.99780213470864,-44.3288636268597,2.049129,112.78058,0.0,0.2616612,0.04101489,2.436324e-13,185.5249,58956.72,58958.22,0,0,0,0,0,0,0,71.36599492793653,3eRASS J064804.6-441858,0.44580624,0.0,689.22253,71.36599492793653,0.44580624,689.22253,1668.6402141012848,4.2211266,0.04331143,1,71.36599492794059,3eRASS J064804.6-441858,0.4458062350749969,70.74537295650293,0.39165628,ARTIFACT-CONFUSION,584.2788696289062,3.4586155011999414e-13,3.374652445507776e-13,1,1.0248805045994986,1.4196040843500046,0.3175279984330644,FADE-CANDIDATE
1eRASS J045545.0-683951,107415900021,73.93758957836019,-68.66442152863584,2.7859385,106.77171,0.0,0.13260984,0.015943438,1.2347286e-13,765.7991,58984.04,58991.207,0,0,0,0,0,0,0,27.66466218476924,3eRASS J045543.5-684018,0.09718404,0.0,184.86728,27.66466218476924,0.09718404,184.86728,57.9491671226456,470.2126,1.0906341,1,27.66466218477484,3eRASS J045543.5-684018,0.0971840396523475,126.96947518807538,0.022495748,ARTIFACT-CONFUSION,1925.037109375,1.1912382701356058e-13,1.4307687521732115e-14,1,8.32586166231419,0.9647774175925022,0.3978100454638151,ARTIFACT-CONFUSION
1eRASS J024930.1-274958,104211700019,42.37552600280996,-27.833048504121045,2.0776756,106.33517,0.0,0.23231986,0.037073668,2.1631273e-13,198.56302,58860.5,58862.168,0,0,0,0,0,0,0,54.3276403158111,3eRASS J024931.0-275051,0.21234795,0.0,291.0675,54.3276403158111,0.21234795,291.0675,234.2895656099689,19.393555,0.116365574,2,54.32764031580061,3eRASS J024931.0-275051,0.2123479545116424,55.11978515063933,0.18042782,ARTIFACT-CONFUSION,561.666015625,1.5528215920133234e-13,1.4516273111938457e-13,1,1.0697109237606266,0.7178595508518261,0.3535250744680481,FADE-CANDIDATE
1eRASS J121547.0-173140,118310800002,183.9459016611428,-17.527785127200293,1.9143797,104.690445,0.0,0.44072825,0.06879561,4.103615e-13,109.47435,58837.61,58838.61,0,0,0,0,0,0,0,52.5039474416546,3eRASS J121548.0-173230,2.9267967,0.0,5309.7705,52.5039474416546,2.9267967,5309.7705,2491.211826683575,3.4360247,0.052666273,2,52.50394744165362,3eRASS J121548.0-173230,2.9267966747283936,53.75626934222023,2.1980207,ARTIFACT-CONFUSION,328.7296142578125,9.22751024895474e-13,8.016443953963448e-13,1,1.1510727576898387,2.248629622650941,0.3330224757728783,FADE-CANDIDATE
1eRASS J060753.0-670524,109315600162,91.9712452479053,-67.0901251026576,1.7862,103.954056,0.0,0.015909668,0.0017957146,1.4813471e-14,8795.707,58828.98,58908.375,0,0,0,0,0,0,0,42.286034652512825,3eRASS J060748.4-670556,0.06343169,0.0,2531.191,42.286034652512825,0.06343169,2531.191,257.1134338568395,13.306072,0.0092199175,3,42.28603465251088,3eRASS J060748.4-670556,0.0634316876530647,42.31207976087208,0.034922916,ARTIFACT-CONFUSION,23865.732421875,2.0808990652560616e-14,1.3616213022274016e-14,1,1.528250962181653,1.4047342889833596,0.3685496361275708,ARTIFACT-CONFUSION
1eRASS J110450.9-762524,116416500028,166.2123558337007,-76.42360511880531,1.7434614,102.393,0.0,0.26616353,0.03757323,2.4782452e-13,259.52805,58901.363,58904.7,0,0,0,0,0,0,0,23.597326657694783,3eRASS J110452.1-762548,0.7503699,0.0,2229.9316,23.597326657694783,0.7503699,2229.9316,2161.701906609964,64.01266,0.31414038,2,23.597326657693053,3eRASS J110452.1-762548,0.7503699064254761,28.66335804510525,0.2861297,ARTIFACT-CONFUSION,881.4153442382812,6.619906445931578e-13,8.861891797641576e-14,1,7.470082683353617,2.671207209815872,0.294444669810331,ARTIFACT-CONFUSION
1eRASS J054351.5-654739,108715600620,85.96459539873919,-65.79440540654224,1.7027339,99.43866,0.0,0.022468798,0.0027494137,2.0920669e-14,4661.558,58838.15,58883.375,0,0,0,0,0,0,0,63.21163007946057,3eRASS J054352.6-654842,0.021492032,0.0,257.58658,63.21163007946057,0.021492032,257.58658,308.61042113263727,5.1352296,0.010471143,5,63.21163007945597,3eRASS J054352.6-654842,0.0214920323342084,63.776238346847975,0.02009283,ARTIFACT-CONFUSION,12082.8828125,2.7608351125000752e-14,2.688967246837568e-14,0,1.0267269397747514,1.3196686551945709,0.3857984946421494,FADE-CANDIDATE
1eRASS J011222.6-281630,101811700010,18.09437737770509,-28.27503368780116,1.9371903,98.525955,0.0,0.40020803,0.06349855,3.7263319e-13,129.60194,58831.004,58832.17,0,0,0,0,0,0,0,31.18025902919984,3eRASS J011220.3-281625,1.11273,0.0,1421.1604,31.18025902919984,1.11273,1421.1604,1841.5766398053024,82.37537,0.83668625,1,31.1802590292005,3eRASS J011220.3-281625,1.1127300262451172,36.31905868032741,0.460915,ARTIFACT-CONFUSION,348.78399658203125,6.766355596481144e-13,2.0274503376074146e-13,1,3.337371806831082,1.815822041101906,0.3715822436523938,ARTIFACT-CONFUSION
1eRASS J043215.0-692624,106715900006,68.06272088061927,-69.44023872724033,2.0576136,95.370255,0.0,0.13360265,0.017962543,1.2439725e-13,570.89343,58982.87,58988.203,0,0,0,0,0,0,0,19.288273319870296,3eRASS J043217.5-692610,0.5345467,83.99906,124.058784,158.1632981329208,0.009607813,6.699857,19.288273319870296,83.99906,0.5345467,0,,,,48.52157341038595,0.029542929,ARTIFACT-EXTENDED,1465.7252197265625,1.0229330945667193e-13,2.7483984665487192e-14,1,3.721924266139109,0.8223116624899016,0.3894955359412473,ARTIFACT-EXTENDED
1eRASS J085701.0-760307,113216500009,134.25452651938895,-76.05221562654444,1.706219,94.92977,0.0,0.111138344,0.016741754,1.0348077e-13,537.57404,58897.867,58903.035,0,0,0,0,0,0,0,52.58200159889854,3eRASS J085655.9-760357,0.35786644,0.0,1335.207,52.58200159889854,0.35786644,1335.207,1524.816509857725,9.013183,0.046760663,1,52.58200159889648,3eRASS J085655.9-760357,0.3578664362430572,55.19032471848969,0.3729625,ARTIFACT-CONFUSION,1358.02880859375,1.7662780960048255e-13,1.5758055938678436e-13,1,1.120873096832626,1.706866015787112,0.3958487747816354,FADE-CANDIDATE
1eRASS J070652.7-622111,110415300039,106.71997728782866,-62.35331593289367,1.8252898,90.8753,0.0,0.090461805,0.0144783715,8.422887e-14,551.1616,58989.38,58994.547,0,0,0,0,0,0,0,39.90937790663767,3eRASS J070658.5-622111,0.27662578,0.0,1092.661,39.90937790663767,0.27662578,1092.661,563.5675060420432,10.561728,0.044697437,1,39.90937790663767,3eRASS J070658.5-622111,0.276625782251358,43.41786522262246,0.11935966,ARTIFACT-CONFUSION,1481.9833984375,1.5222812431176652e-13,1.1074070127700329e-13,1,1.3746357261273603,1.807315286454235,0.3719080797943528,CONFUSED-IDENTITY
1eRASS J155518.5-232210,123811400033,238.82745632295035,-23.369720875707017,2.1194146,88.88309,0.0,0.38913387,0.065792024,3.6232204e-13,106.76248,58909.0,58909.836,0,0,0,0,0,0,0,20.88588519538177,3eRASS J155517.1-232216,0.8402362,0.0,917.7872,20.88588519538177,0.8402362,917.7872,634.7822387114235,33.2517,0.483995,2,20.88588519538261,3eRASS J155517.1-232216,0.8402361869812012,98.05537973073706,0.058726616,ARTIFACT-CONFUSION,381.6091613769531,8.242326092477993e-13,1.8605138317560199e-13,1,4.430134273550974,2.274861913583284,0.2797691743425943,ARTIFACT-CONFUSION
1eRASS J051114.8-592056,107715000238,77.8119565171076,-59.34891091324298,2.062905,83.541565,0.0,0.05430574,0.008238605,5.0564004e-14,1052.3905,58884.547,58897.547,0,0,0,0,0,0,0,77.14136820615806,3eRASS J051121.1-591955,0.065418474,0.0,274.20267,77.14136820615806,0.065418474,274.20267,283.952500159632,12.496874,0.03769133,1,77.14136820615339,3eRASS J051121.1-591955,0.0654184743762016,77.02557666545508,0.07782549,ARTIFACT-CONFUSION,2549.478271484375,6.11666953523847e-14,6.028822731839191e-14,0,1.0145711372363542,1.209688523724994,0.4127866127634301,FADE-CANDIDATE
1eRASS J055855.6-665204,108715600287,89.73175394466855,-66.86784856559628,1.5737838,81.053314,0.0,0.00637704,0.0007664912,5.937654e-15,21755.4,58828.98,59011.375,0,0,0,0,0,0,0,45.87646859732992,3eRASS J055857.7-665248,0.015819507,0.0,747.31525,45.87646859732992,0.015819507,747.31525,269.62868454434783,5.442413,0.0046689208,6,45.87646859732406,3eRASS J055857.7-665248,0.0158195067197084,47.83414401444076,0.014935724,ARTIFACT-CONFUSION,53962.6328125,9.262363723499136e-15,7.708551238462796e-15,0,1.201569975598449,1.5599365883392895,0.4031567561870432,FADE-CANDIDATE
1eRASS J062417.1-711335,109516200287,96.07164416406653,-71.22642982549772,2.0494723,77.83656,0.0,0.041853506,0.0064557055,3.8969746e-14,1394.4792,58908.707,58921.87,0,0,0,0,0,0,0,29.84908513104805,3eRASS J062411.0-711333,0.032559592,0.0,126.10727,29.84908513104805,0.032559592,126.10727,212.1172261242596,10.2113,0.028212717,3,29.849085131048103,3eRASS J062411.0-711333,0.0325595922768116,70.22072700320841,0.015923018,ARTIFACT-CONFUSION,4244.408203125,3.923172686238e-14,2.4642336511181837e-14,1,1.5920457398419994,1.0067226730802914,0.3285450251870913,ARTIFACT-CONFUSION
1eRASS J055024.4-682418,109015900060,87.60197945778121,-68.40526929487733,3.465258,75.8064,0.0,0.04475967,0.005950906,4.167567e-14,2143.784,58946.875,58967.207,0,0,0,0,0,0,0,58.31994446063398,3eRASS J055018.6-682330,0.08034801,0.0,518.4636,58.31994446063398,0.08034801,518.4636,101.15302822641944,697.71265,0.5100186,3,58.31994446063895,3eRASS J055018.6-682330,0.0803480073809623,143.33108541074486,0.021833368,ARTIFACT-CONFUSION,6578.1640625,4.023418019106009e-14,2.1428793459186794e-14,1,1.877575621216844,0.9654117184213256,0.3258939697507734,ARTIFACT-CONFUSION
1eRASS J042227.4-634840,106615300018,65.61454949204767,-63.81114611415591,2.5675569,74.63561,0.0,0.0910378,0.0134092355,8.476518e-14,786.71497,58828.984,59011.37,0,0,0,0,0,0,0,62.76226964045165,3eRASS J042235.0-634917,1.0049759,438.40002,922.6725,134.45756256381847,0.009919093,6.3998785,62.76226964045165,438.40002,1.0049759,0,,,,189.8976689773581,0.018396605,ARTIFACT-EXTENDED,1877.9530029296875,9.543001832550482e-14,3.468184872862205e-14,1,2.7515839502162653,1.1258162647151204,0.4189215431763685,ARTIFACT-EXTENDED
1eRASS J042014.0-512647,106714100019,65.05852168845458,-51.44646021266155,1.5629152,74.2176,0.0,0.17700733,0.023798686,1.6481131e-13,488.97958,58873.32,58877.82,0,0,0,0,0,0,0,1.510385294488975,3eRASS J042014.0-512648,0.3967237,113.75678,771.0382,125.252967728565,0.016239662,11.657862,1.510385294488975,113.75678,0.3967237,0,,,,161.47835611630362,0.031309117,ARTIFACT-SPLIT/MOVED,1290.05859375,2.2643624713984683e-13,3.1134535731893245e-14,1,7.272831979565784,1.3739120642864058,0.3790367215636402,ARTIFACT-SPLIT/MOVED
1eRASS J044439.9-594134,107115000082,71.16632106550313,-59.69294520069152,1.8609202,74.10602,0.0,0.05766943,0.009798425,5.3695933e-14,812.33154,58859.984,58867.652,0,0,0,0,0,0,0,36.56910170656333,3eRASS J044444.3-594148,0.10198722,0.0,420.57898,36.56910170656333,0.10198722,420.57898,408.9743648426562,4.131053,0.026823122,1,36.56910170655915,3eRASS J044444.3-594148,0.1019872203469276,41.18859064939908,0.074516684,ARTIFACT-CONFUSION,2182.20556640625,6.587966120980698e-14,4.2207404428061194e-14,1,1.5608555442468175,1.2269022536549832,0.3722525285909625,ARTIFACT-CONFUSION
1eRASS J053732.2-663013,108715600363,84.3844998306501,-66.50364141191811,1.7180094,72.11193,0.0,0.024750229,0.0034785978,2.3044907e-14,3333.9893,58828.98,59011.375,0,0,0,0,0,0,0,39.91299866638461,3eRASS J053726.0-663027,0.042752676,0.0,362.2248,39.91299866638461,0.042752676,362.2248,97.04931352224718,35.830868,0.0611173,4,39.91299866638492,3eRASS J053726.0-663027,0.0427526757121086,43.24307001781942,0.03539381,ARTIFACT-CONFUSION,7778.31103515625,3.639002619203191e-14,2.7011790902447232e-14,1,1.34719042967029,1.5790919092028408,0.428626379805475,CONFUSED-IDENTITY
1eRASS J060317.3-675951,109015900601,90.82238040109684,-67.99769401746899,2.2165167,71.11842,0.0,0.016508695,0.0023917824,1.5371224e-14,4531.84,58890.207,58943.875,0,0,0,0,0,0,0,81.39281826706546,3eRASS J060330.8-675922,0.01716153,0.0,221.40483,81.39281826706546,0.01716153,221.40483,301.55447975140214,7.8556924,0.015489309,1,81.39281826706639,3eRASS J060330.8-675922,0.0171615295112133,78.76688471216242,0.013317584,ARTIFACT-CONFUSION,13268.09375,1.4292750942740233e-14,1.412655630222536e-14,0,1.0117646960065343,0.9298381796231864,0.3415592386811406,FADE-CANDIDATE
1eRASS J044423.9-335553,107212300048,71.09959408790638,-33.931538164223035,2.2286913,70.60738,0.0,0.17513305,0.033590477,1.6306616e-13,186.13556,58909.06,58910.56,0,0,0,0,0,0,0,55.35698809052207,3eRASS J044420.2-335521,0.07543887,0.0,77.39939,55.35698809052207,0.07543887,77.39939,592.8861214546755,4.8999205,0.043700222,1,,,,60.954298146785,0.042071078,PLAUSIBLE-FADER,676.6646728515625,1.0259479897578585e-13,9.872131730799193e-14,1,1.0392365273622657,0.6291605749211598,0.2750779927901333,FADE-CANDIDATE
1eRASS J145727.7-212510,122511100002,224.36563256557648,-21.41971552553706,2.1230173,69.96965,0.0,0.43407136,0.06654895,4.041633e-13,146.28027,58889.168,58895.004,0,0,0,0,0,0,0,16.80812610600531,3eRASS J145728.6-212522,0.9927677,0.0,1096.9365,16.80812610600531,0.9927677,1096.9365,370.2536120376176,34.461823,0.33557567,2,16.808126106011503,3eRASS J145728.6-212522,0.9927676916122437,32.50493816194437,0.80864096,ARTIFACT-CONFUSION,391.9282531738281,8.726710760270652e-13,9.079010058945377e-14,1,9.611962872177225,2.159204153437645,0.3732322658941399,ARTIFACT-CONFUSION
1eRASS J004058.4-442918,101013500007,10.243731593962629,-44.48843697774522,2.4688303,66.100044,0.0,0.3812205,0.06800028,3.549539e-13,104.016075,58997.688,58998.688,0,0,0,0,0,0,0,14.756660013148448,3eRASS J004059.7-442912,0.77900976,62.755585,256.97662,76.4151238700846,0.11939972,39.08674,14.756660013148448,62.755585,0.77900976,4,,,,93.58674601319774,0.19998312,ARTIFACT-SPLIT/MOVED,280.4772033691406,3.6835009868674273e-13,1.309454389537834e-13,1,2.813004420999728,1.037740671920333,0.3708539366142451,ARTIFACT-SPLIT/MOVED
1eRASS J034806.4-244936,105711400011,57.02673750566063,-24.82678750910253,2.13751,65.784676,0.0,0.20276345,0.035452735,1.8879279e-13,241.14688,58887.73,58894.4,0,0,0,0,0,0,0,33.19802525452592,3eRASS J034808.8-244938,0.49276498,0.0,809.5586,33.19802525452592,0.49276498,809.5586,429.3964323203316,12.278816,0.13525064,2,33.198025254526264,3eRASS J034808.8-244938,0.4927649796009063,36.844397966468456,0.42036033,ARTIFACT-CONFUSION,567.341796875,3.248720465819782e-13,1.4651905448463678e-13,1,2.2172682435378577,1.7207863000593306,0.4250469140970604,ARTIFACT-CONFUSION
1eRASS J054054.4-625047,108515300113,85.22699673226421,-62.846459832710174,2.966951,65.51721,0.0,0.05208473,0.007419188,4.8496024e-14,1536.2006,58898.38,58916.543,0,0,0,0,0,0,0,31.6645410372019,3eRASS J054059.0-625053,0.3978227,353.79248,626.3859,107.8818632565266,0.03689064,146.15712,31.6645410372019,353.79248,0.3978227,2,107.88186325652492,3eRASS J054109.8-625111,0.0368906408548355,60.303484274011865,0.014135619,ARTIFACT-CONFUSION,5262.30224609375,5.028138346766139e-14,1.1523887482559492e-14,1,4.363231031521121,1.0368145534500186,0.2919255732869267,ARTIFACT-CONFUSION
1eRASS J052427.0-544401,108114400064,81.1125847742874,-54.73368783606233,3.4226341,64.55122,0.0,0.072796896,0.012698457,6.7781094e-14,583.4687,58912.215,58917.883,0,0,0,0,0,0,0,39.16468477852817,3eRASS J052427.6-544322,0.16022341,31.845215,292.2098,108.3843188875096,0.024297997,26.511297,39.16468477852817,31.845215,0.16022341,1,,,,50.77921281096371,0.05632706,ARTIFACT-EXTENDED,1827.3062744140625,7.839357011847972e-14,4.8242686971969324e-14,1,1.6249834957167522,1.1565698558727855,0.3193053666863225,ARTIFACT-EXTENDED
1eRASS J084215.3-702500,112915900162,130.5638478778852,-70.41675617332815,2.52004,64.26796,0.0,0.068194166,0.0122875525,6.34955e-14,589.62134,58863.473,58869.14,0,0,0,0,0,0,0,71.90764800848451,3eRASS J084204.5-702413,0.031105574,0.0,50.563824,71.90764800848451,0.031105574,50.563824,512.7985842406282,8.955051,0.03699702,1,,,,77.99549192070546,0.01634714,PLAUSIBLE-FADER,1586.1319580078125,4.9277358045831186e-14,4.879146606596822e-14,0,1.0099585443734362,0.7760763840875524,0.3717353635195438,FADE-CANDIDATE
1eRASS J071432.7-704355,111316200185,108.63649641813652,-70.73218610363838,2.0535598,63.221428,0.0,0.03614086,0.0064687952,3.3650708e-14,1163.3486,58870.81,58882.203,0,0,0,0,0,0,0,78.46631241659829,3eRASS J071447.2-704427,0.0427064,0.0,195.37782,78.46631241659829,0.0427064,195.37782,404.7616250865535,7.6022973,0.027725022,1,78.46631241659804,3eRASS J071447.2-704427,0.0427064001560211,82.09794478030422,0.02987606,ARTIFACT-CONFUSION,3138.955810546875,4.1160658052503275e-14,4.0693607473519036e-14,0,1.011477246869503,1.2231736120530738,0.3706164311364801,FADE-CANDIDATE
1eRASS J062127.7-671207,109315601102,95.36567614426338,-67.20195643156956,1.8717093,62.71705,0.0,0.017258756,0.0027260098,1.6069606e-14,3413.22,58829.977,58862.312,0,0,0,0,0,0,0,72.86388365277848,3eRASS J062116.3-671136,0.0145223765,0.0,108.75816,72.86388365277848,0.0145223765,108.75816,411.00381213976914,4.5708175,0.009093783,1,72.8638836527799,3eRASS J062116.3-671136,0.0145223764702677,130.9860643014172,0.009229134,ARTIFACT-CONFUSION,9460.5888671875,1.7729788720066003e-14,1.7385395288107772e-14,0,1.0198093529799583,1.103311974174476,0.3607830387639181,FADE-CANDIDATE
1eRASS J060437.7-665131,109315600738,91.15714555390618,-66.85873609785551,1.762277,60.719227,0.0,0.008747648,0.0011896646,8.144924e-15,12296.588,58828.98,59011.375,0,0,0,0,0,0,0,47.1759017693514,3eRASS J060444.4-665157,0.031313337,0.0,1371.2046,47.1759017693514,0.031313337,1371.2046,594.525450638674,48.486237,0.018037107,3,47.17590176935555,3eRASS J060444.4-665157,0.0313133373856544,34.08468177003375,0.008172149,ARTIFACT-CONFUSION,37904.53515625,1.5774938321756752e-14,1.3311495460598122e-14,1,1.185061315496098,1.936781524512291,0.3244094129979705,FADE-CANDIDATE
1eRASS J055205.0-071834,108909600011,88.02087625107067,-7.309534205284666,2.637287,59.895752,0.0,0.2248168,0.054950267,2.0932663e-13,118.37086,58937.57,58938.57,0,0,0,0,0,0,0,29.96703633579468,3eRASS J055203.0-071840,0.35937893,0.0,433.80377,29.96703633579468,0.35937893,433.80377,1183.6195810805357,7.374583,0.071961045,1,29.967036335795207,3eRASS J055203.0-071840,0.3593789339065552,32.416659577039866,0.34834605,ARTIFACT-CONFUSION,381.05908203125,2.597878509535967e-13,9.771231810869545e-14,1,2.658701133920577,1.241064507433176,0.3106365012192325,ARTIFACT-CONFUSION
