cand_set,name,RA,DEC,POS_ERR,l_deg,b_deg,match_type,direction,DET_LIKE_0,DET_LIKE_0_D1,ML_RATE_1,ML_RATE_1_D1,ML_FLUX_1,ML_FLUX_1_D1,R,epoch_ratio,amp_cons,epoch_amp_cons,rank_amp,z_var,approx_erass1_rate_lim,implied_min_rise,gaia_source_id,gaia_sep_arcsec,gaia_G,gaia_bp_rp,gaia_plx,gaia_plx_err,gaia_pmra,gaia_pmdec,simbad_main_id,simbad_otype,simbad_sep_arcsec,first_guess_class,caveats
pair,3eRASS J053641.2-063401,84.17207699607724,-6.567002919789598,0.92687058975173,210.29403041026347,-19.598931020507496,strong,rise,943.89777,17.764523,0.65675634,0.06803033,6.11505e-13,6.334295e-14,9.857163634900523,14.049447449096045,6.554994806932929,9.297077520788328,9.297077520788328,11.908727274023525,,,3.016933157837743e+18,1.146089,14.449416,2.269995,2.4305,0.039,-0.066,-0.195,V* V846 Ori,Or*,1.1483092140208455,SIMBAD:Or*,
pair,3eRASS J054332.9-273904,85.88731748097666,-27.651251448312955,0.7320754543160494,232.1380059330432,-26.21490634893406,strong,rise,1446.5193,20.917404,0.709414,0.07735392,6.6053445e-13,7.202413e-14,9.364135749077152,13.06147776616994,6.663712319015419,9.262716763481446,9.262716763481446,14.312566835981828,,,2.90775550149287e+18,0.565537,15.528022,1.056362,0.0158,0.0293,-0.001,0.007,MCG-05-14-012,Sy2,0.5656446310665953,SIMBAD:Sy2,
pair,3eRASS J090533.5-145955,136.38992957276193,-14.998756287218855,1.086048992669749,243.3963884848814,20.90720449560129,strong,rise,495.7614,13.698715,0.5868613,0.06699222,5.464258e-13,6.2376374e-14,8.94460863134959,14.71001444798024,5.570364405535343,9.0685542257832,9.0685542257832,8.94954259634004,,,5.732063701135319e+18,1.125395,18.080219,1.421804,-0.0781,0.1547,-0.004,0.183,,,,optical-faint?,
pair,3eRASS J035840.3-381047,59.66797623462686,-38.17985054290995,0.7537618998510723,240.93794847452432,-49.52501847076636,strong,rise,1218.474,29.734993,0.4398023,0.055653628,4.0949934e-13,5.1819023e-14,8.068898606936882,12.109787176762955,5.877171821112224,8.773442043406941,8.773442043406941,13.408573193020324,,,4.845165186578472e+18,0.257791,17.486429,0.716022,-0.1221,0.0707,0.071,-0.02,Gaia DR3 4845165186578471808,AGN,0.2573844176968913,SIMBAD:AGN,
pair,3eRASS J105818.5-364003,164.57719451586735,-36.66776668638502,0.6777720138651717,278.9307322429901,20.876156196544134,strong,rise,1783.7882,46.908047,1.1513871,0.15164426,1.0720551e-12,1.4119577e-13,7.752568918217382,11.407020769074474,5.860133764489188,8.583228299573952,8.583228299573952,15.403068232987344,,,5.400969310853108e+18,1.594029,19.080139,1.426064,-0.6053,0.3551,-0.216,-0.035,6dFGS gJ105818.7-364004,Sy2,1.597519213564589,SIMBAD:Sy2,
pair,3eRASS J124945.4-571624,192.4392996341833,-57.273414315003535,0.9948377761212728,302.70367701073417,5.597588411738241,strong,rise,450.44122,9.707169,0.25494322,0.029240955,2.373773e-13,2.7226216e-14,8.90229897722038,13.701752563027425,5.578827203554474,8.51337339106472,8.51337339106472,9.249437272504087,,,6.061283179294352e+18,1.74707,18.458223,0.619591,0.6603,0.1016,-9.122,-1.401,Gaia DR3 6061283183599852288,EB*,3.582347289420075,SIMBAD:EB*,
pair,3eRASS J055333.6-665748,88.39033513187442,-66.96354873749512,0.4544660238257996,276.86093616430503,-30.440240855283257,strong,rise,8038.187,272.1873,0.18004638,0.030803949,1.6764095e-13,2.8681518e-14,5.96799231930973,9.35937840330292,5.426142153033185,8.490265814291146,8.490265814291146,37.0457740408551,,,4.659645586080557e+18,0.774092,20.564459,1.472235,-0.562,0.3115,1.49,1.435,1RXS J055335.3-665747,G,0.7740922981742463,SIMBAD:G,
pair,3eRASS J063623.7-425202,99.09910354545778,-42.86746623978544,0.8250957219641478,251.51827006147312,-20.67019536383469,strong,fade,886.0029,1087.3784,0.44890854,1.3802114,4.1797818e-13,1.2851131e-12,0.3320951422627716,0.0244718366548372,2.647772493065944,8.460619168955144,8.460619168955144,9.79176015642194,,,5.569292034118978e+18,9.742682,20.826511,1.587929,,,,,MAXI J0637-430,LXB,2.465980195737459,SIMBAD:LXB,
pair,3eRASS J122808.8-552254,187.0367470424783,-55.3817948485025,0.4487610548581884,299.60053751706033,7.3392272103964595,strong,rise,14923.925,582.2079,4.402995,0.722735,4.099623e-12,6.729376e-13,6.220415242404759,9.349954304306294,5.635137832908407,8.453392191563328,8.453392191563328,35.786398242489895,,,6.072813104887579e+18,0.696364,12.610635,2.127104,9.2872,0.0129,-35.879,-13.287,ASAS J122810-5523.0,Y*?,1.3017931863702605,SIMBAD:Y*?,
pair,3eRASS J065027.1-320318,102.61327928451436,-32.05500901350605,0.5823879463539279,241.9780046477569,-14.196428495143273,strong,fade,3963.2275,4236.143,2.022231,5.8104715,1.8828968e-12,5.4101224e-12,0.3553609162207285,0.0643435778215477,2.6160668477257145,8.428542341149752,8.428542341149752,16.265465104480402,,,5.583279333855503e+18,1.590254,13.773598,3.045021,31.7442,0.016,-26.325,-54.548,UCAC4 290-013747,PM*,1.5836612949316469,SIMBAD:PM*,
pair,3eRASS J054324.9+090610,85.85381603760467,9.103014563901002,1.3759981518191189,196.8349102304822,-10.65366859359581,strong,fade,283.86508,422.93152,0.30073178,1.0497373,2.8001099e-13,9.774091e-13,0.2925155326398567,-0.0206581848453961,2.7475425122145176,8.293567101748557,8.293567101748557,6.627778656447844,,,3.336149489649828e+18,3.655491,12.76991,1.534928,2.4039,0.0473,0.809,-2.22,[DM99] 229,Or*,3.640750763222148,SIMBAD:Or*,
pair,3eRASS J095747.6-061110,149.44835077150614,-6.186152935472186,0.9984032972339036,244.82888033149607,36.41452623570944,strong,rise,432.24188,11.334267,0.5331583,0.06477224,4.96423e-13,6.030935e-14,8.40460888142678,13.7150212339511,5.05381704595834,8.148468435202057,8.148468435202057,7.925990562894766,,,3.821516425144258e+18,2.482137,14.348232,3.17746,26.6912,0.0951,54.252,-5.669,,,,Galactic-star/CV? (red-dwarf locus: flare star?),
pair,3eRASS J050214.5-674617,75.56067307689224,-67.77144588365367,0.7870047523542073,278.6376853636609,-35.20544701181864,strong,fade,693.92505,921.4604,0.15454526,0.41405496,1.438969e-13,3.8552606e-13,0.3811079060391532,0.0186264026959429,2.329800192441966,7.96931229548142,7.96931229548142,9.840740422103542,,,4.661465209126624e+18,2.498189,13.678143,0.051263,-0.0155,0.0139,1.643,-0.033,AL  55,Em*,2.5236279285616576,SIMBAD:Em*,
pair,3eRASS J005456.2-722647,13.734467841050604,-72.44661641432718,0.6756433383879946,302.5608101829626,-44.679113925227725,strong,fade,1728.914,2064.41,0.9094855,2.4823651,8.468208e-13,2.311327e-12,0.3740936871533065,0.0459641886640916,2.4315302492487887,7.962674040383312,7.962674040383312,12.183234391886762,,,4.689005982553402e+18,0.43025,15.208357,0.048203,-0.0563,0.0227,0.753,-1.289,[MA93]  810,HXB,0.43983166294635884,SIMBAD:HXB,
pair,3eRASS J140721.9-312055,211.84138079545704,-31.348843260040493,0.7409316316433094,321.41029656030014,28.783947363297116,strong,rise,1147.977,25.363012,0.8086554,0.11087841,7.5293797e-13,1.0323875e-13,7.446749633442488,10.960400403576484,5.425653691377689,7.943647469693015,7.943647469693015,12.804869749503316,,,6.172383542163426e+18,1.999379,17.323488,1.052794,0.0919,0.1054,0.222,0.241,2MASS J14072198-3120576,Sy1,2.0016233285653695,SIMBAD:Sy1,
pair,3eRASS J110316.7-065415,165.81994824167663,-6.904441033946328,0.7050678839575283,261.43604236855725,47.06626736862189,strong,rise,1453.5447,28.55934,1.2862681,0.15630522,1.1976426e-12,1.4553559e-13,8.40249504687295,11.242114812978723,5.930907568558945,7.902824467587497,7.902824467587497,13.312829184578362,,,3.78754821599569e+18,1.315736,18.357105,1.249728,-0.6904,0.2909,-0.388,-0.0,6dFGS gJ110316.8-065417,Sy1,1.313903009261281,SIMBAD:Sy1,
pair,3eRASS J124536.4-705345,191.40182655338705,-70.8959219359087,0.7895539323894107,302.45018040798595,-8.02962838290344,strong,rise,999.63214,45.9842,0.420753,0.06852265,3.9176258e-13,6.380135e-14,6.269650694996067,10.431400626543033,4.760974569003409,7.856155524744028,7.856155524744028,12.21776164550178,,,5.843083383076335e+18,0.823905,13.696637,3.211112,9.9059,0.0373,-38.435,-12.998,Gaia DR3 5843083383076334720,Em*,0.936732088567467,SIMBAD:Em*,
pair,3eRASS J050123.9-703333,75.34958814136628,-70.55936593424065,0.804098527560264,281.9351982892493,-34.52799375901198,strong,rise,797.1534,14.958976,0.19721848,0.027847555,1.8362987e-13,2.5928822e-14,7.231206978080673,10.812928306550551,5.217455424706896,7.752640739703224,7.752640739703224,12.488220580178224,,,4.655053441413348e+18,0.321691,14.463481,0.052229,-0.0146,0.0166,2.005,-0.032,SV* HV  2289,HXB,0.3499257508204631,SIMBAD:HXB,
pair,3eRASS J144306.9-243101,220.77906272350916,-24.517202184288852,1.282542186027763,332.9986837730668,31.754198448132527,strong,rise,287.08212,9.951518,0.42643607,0.05314507,3.9705408e-13,4.9483306e-14,8.192966927670826,12.385971695871978,5.094445811981778,7.631768112593041,7.631768112593041,8.807489373200625,,,6.230028153668542e+18,1.743967,13.738986,2.817652,7.0326,0.0253,-19.942,-20.518,Gaia DR3 6230028153668542592,Y*?,1.3982834891730307,SIMBAD:Y*?,
pair,3eRASS J055207.8-052500,88.03276206946448,-5.416709049446846,0.7479325696758677,211.0185875088456,-15.650707147241762,strong,rise,941.3308,25.262905,0.6404065,0.08052246,5.9628165e-13,7.497436e-14,8.120615137572338,11.319585404713573,5.485698150195896,7.6029187797670845,7.6029187797670845,10.97988935018437,,,3.022568258011201e+18,1.261125,13.848228,0.468636,2.8693,0.0204,-0.733,-2.25,V* CN Ori,CV*,1.2382625977624846,SIMBAD:CV*,
pair,3eRASS J082630.2-343036,126.62620715133914,-34.51013416607671,0.7424060412726896,253.9356909042996,2.133105476918252,strong,fade,1581.2925,1831.2611,1.1730132,3.011366,1.0921911e-12,2.8038789e-12,0.3977311716153633,0.0344722787758028,2.2648821922629123,7.499055582774187,7.499055582774187,10.611434023239296,,,5.543500824235568e+18,1.3967,19.37772,1.760677,-0.4455,0.2766,-3.652,3.029,Gaia DR3 5543500824241193984,Y*?,1.6384498209402194,SIMBAD:Y*?,
pair,3eRASS J144357.1-390839,220.9882658893721,-39.14424019216902,0.4219906429429212,325.6410957256427,18.715144034709013,strong,rise,57328.24,4010.9382,21.850788,4.5724106,2.0345241e-11,4.2573657e-12,4.87946421988487,7.861850879470956,4.660944898292188,7.498061011459146,7.498061011459146,62.60617411919412,,,6.105307629157336e+18,0.804195,15.427341,0.942393,-0.034,0.0362,0.032,0.052,PKS J1443-3908,BLL,0.8049080681426112,SIMBAD:BLL,
pair,3eRASS J130304.4-770704,195.76862657582063,-77.11785277668157,0.477642604341225,303.6008602932153,-14.261221659021505,strong,rise,9870.595,351.63824,2.3712242,0.39728168,2.2078437e-12,3.6990845e-13,6.094307036190541,8.493882925316049,5.390151064907642,7.496889848111824,7.496889848111824,29.28554818324043,,,5.789026065680783e+18,1.428848,12.315365,2.118597,5.5928,0.1913,-21.494,-8.372,2MASS J13030444-7707027,TT*,1.5114087392336373,SIMBAD:TT*,
pair,3eRASS J155120.8-283225,237.83687887913092,-28.540484340332,0.6690287219608154,344.1603542666618,19.584708224678828,strong,rise,1539.0916,27.194689,1.1849532,0.15918235,1.1033084e-12,1.4821449e-13,7.600751451379081,10.15921569737072,5.6028342118752015,7.460343386659923,7.460343386659923,14.260781506667618,,,6.041393636711941e+18,2.230425,14.548872,2.661458,9.158,0.0301,-26.906,-30.842,,,,Galactic-star/CV? (red-dwarf locus: flare star?),
pair,3eRASS J142139.6-295321,215.41521478790816,-29.889317488003982,0.7713869379331807,325.2884169211882,29.035988818431534,strong,rise,1109.7449,30.664587,0.7905131,0.12320524,7.360457e-13,1.1471623e-13,6.551340239139742,9.853795490293551,4.910061439016608,7.336420272513689,7.336420272513689,12.755846890107208,,,,,,,,,,,eRASSt J142140-295321,ev,1.3676923641157799,SIMBAD:ev,
pair,3eRASS J122150.2-533805,185.45919286395105,-53.63486761045006,1.06333707576921,298.49752523614137,8.981821474600805,strong,rise,410.25204,8.457336,0.25287855,0.03340272,2.3545488e-13,3.1101227e-14,7.730016578691241,11.69994678839896,4.811509612871942,7.211666528390868,7.211666528390868,8.490068394970699,,,6.076340548662117e+18,0.65935,19.932976,1.551615,0.6868,0.6179,-0.381,0.208,,,,optical-faint?,
pair,3eRASS J163528.6-480601,248.86952044061243,-48.10055510565408,0.5020210104482121,336.5553337996082,-0.40814149176743414,strong,fade,7697.0337,7739.5015,3.9983475,10.040799,3.7228562e-12,9.348976e-12,0.4065954482613396,0.0913686522571378,2.330565308351363,7.169777523046403,7.169777523046403,19.68007117261741,,,5.941143224529297e+18,0.448398,9.598155,1.521281,0.9092,0.0174,0.203,-0.961,HD 330993,*,0.45302608823601226,SIMBAD:*,
pair,3eRASS J064734.7+280622,101.89469329163268,28.106136045310155,0.738678426282481,187.14775220061887,11.630451064518725,strong,rise,1367.2415,37.15687,1.259989,0.18041167,1.1731742e-12,1.6798107e-13,7.131032182477808,9.96611275193265,5.153507597472849,7.165687689487436,7.165687689487436,12.16121290911755,,,3.386289728137231e+18,0.294801,15.880992,0.629908,3.8298,0.0516,51.994,-24.548,V* IR Gem,CV*,0.6270014672548728,SIMBAD:CV*,
pair,3eRASS J041222.3-690819,63.09314631562407,-69.1387960084712,0.8962667444232711,282.32022584382764,-38.96302238065198,strong,rise,543.77893,13.866611,0.17568788,0.025594005,1.6358276e-13,2.3830545e-14,7.008963483865927,11.067247732875655,4.5807586959659385,7.164706119734678,7.164706119734678,9.59552519835784,,,4.666502552883577e+18,2.569076,17.976131,1.373198,-0.0978,0.1203,0.614,-0.027,LEDA   14640,Sy1,2.5768547530368537,SIMBAD:Sy1,
pair,3eRASS J160049.7-233843,240.20720654606225,-23.645475572605296,0.7909249799311066,349.4042885234912,21.684715370505756,strong,rise,842.725,17.09806,0.67428124,0.089078724,6.278224e-13,8.294109e-14,7.728893812076866,10.590274385280422,5.255595915712251,7.16064105683092,7.16064105683092,11.124306426624017,,,6.236346909562824e+18,0.334401,13.457878,2.413459,7.1625,0.0187,-12.397,-25.654,2MASS J16004973-2338432,Or*,0.5752359260652455,SIMBAD:Or*,
pair,3eRASS J053654.0-025316,84.22512019065644,-2.887860747851269,1.0026829505975163,206.8596159793374,-17.87778710948276,strong,rise,643.8125,13.741613,0.5111879,0.06659834,4.7596643e-13,6.200963e-14,7.837317087459621,11.12027886938824,5.077299687537144,7.15195348415766,7.15195348415766,9.497226449008869,,,3.2160798993176064e+18,1.25273,12.913879,1.385073,2.6092,0.0154,0.795,-0.698,V* V2715 Ori,Or*,1.246769601468712,SIMBAD:Or*,
pair,3eRASS J142423.4-695758,216.09777382918315,-69.96629404310299,0.8344800596319434,310.7873752346922,-8.525052927607247,strong,fade,816.5706,981.8028,0.37213042,1.1162332,3.4649017e-13,1.0393234e-12,0.3404007307697123,0.0423595681414085,2.5743718664883266,7.110425819140915,7.110425819140915,9.30161185003684,,,5.846300382299656e+18,2.023891,12.426583,0.656235,0.9158,0.0134,-1.705,-3.181,V* VY Cir,EB*,2.0167430622164155,SIMBAD:EB*,
pair,3eRASS J143308.0-772941,218.2836668490748,-77.4949552731067,0.975414329589845,308.4739186514375,-15.731162937146715,strong,rise,571.4542,17.837154,0.32165897,0.04630672,2.9949627e-13,4.3116125e-14,7.092541997886008,10.504348899586718,4.798301364648399,7.047689074689278,7.047689074689278,9.775965482315604,,,5.785955984397604e+18,0.443853,20.048504,1.576042,0.1677,0.6185,0.238,-0.44,1RXS J143309.4-772943,X,4.447199865938908,SIMBAD:X,
pair,3eRASS J064011.8-255342,100.04931939078168,-25.89509938353798,0.6176888254513787,235.23530234848138,-13.7916413951036,strong,rise,2672.0925,93.82979,1.6766284,0.2721954,1.5611065e-12,2.534408e-13,6.289357467102911,8.800688081658494,5.017926428487673,6.991995038006283,6.991995038006283,16.13522469597751,,,2.920397681893112e+18,2.08461,16.280165,1.578664,0.1205,0.0628,-0.548,-0.247,MCG-04-16-015,Sy1,2.0750153728194114,SIMBAD:Sy1,
pair,3eRASS J103100.6+202834,157.75262438247478,20.476128294141063,0.9808369028231578,216.980125898358,57.308563855292554,strong,rise,629.5203,17.50514,0.76939154,0.115395054,7.163795e-13,1.07444185e-13,6.807857591954912,10.583963706567948,4.535373314940744,6.977631047903921,6.977631047903921,8.958771593251681,,,7.206946189161046e+17,2.506082,19.298265,0.479015,1.9311,0.2277,-10.079,-29.951,V* IL Leo,CV*,2.0099527093565905,SIMBAD:CV*,
pair,3eRASS J085117.7-273607,132.82379676674475,-27.60219775227626,1.1256865590019565,251.59151731402815,10.524209483732045,strong,fade,411.25665,534.8782,0.46618083,1.282976,4.3406037e-13,1.1945773e-12,0.371010432915109,-0.0382490419980188,2.1952732767624137,6.962677976582166,6.962677976582166,6.395388281185166,,,5.648942030830217e+18,1.445863,12.204374,1.131535,1.6007,0.0145,-14.853,17.109,UCAC4 312-052853,Pe*,1.4944553220736425,SIMBAD:Pe*,
pair,3eRASS J132329.4-581017,200.8725194276996,-58.17150668241159,0.8587825756133516,307.1605664219461,4.436836445625783,strong,rise,858.0523,23.527996,0.48241946,0.07605948,4.4918014e-13,7.0818887e-14,6.476221639043591,9.758025639845998,4.647238271465212,6.946287519916642,6.946287519916642,10.968316138678952,,,6.062314250648623e+18,0.575827,14.490707,3.050625,8.2092,0.1181,-29.307,-15.99,Gaia DR3 6062314250648623360,*,1.0932981575575267,SIMBAD:*,
pair,3eRASS J075438.3-515246,118.65990918709812,-51.879548799425415,1.062144358068024,265.5284617806309,-12.071560607798483,strong,rise,419.0521,10.714157,0.22256559,0.031278618,2.0723054e-13,2.912348e-14,7.265419995420962,11.242824697387467,4.52944751318198,6.930182846432184,6.930182846432184,8.177988160017243,,,5.513633243696038e+18,1.658202,17.065882,3.04892,6.129,0.0538,-6.035,21.919,,,,Galactic-star/CV? (red-dwarf locus: flare star?),
pair,3eRASS J151559.2-360234,228.9970315117771,-36.04283293613414,0.8204093200003291,333.06727319824614,18.23256360545994,strong,rise,888.2421,15.948729,0.8308675,0.1150146,7.736197e-13,1.0708994e-13,7.376138707883315,10.026801326018465,5.113973170633771,6.9142178322479415,6.9142178322479415,11.645828725236138,,,6.199896346751788e+18,0.418231,16.630419,0.779292,-0.1759,0.0745,-0.016,0.024,2MASS J15155929-3602337,AG?,0.4179207938746771,SIMBAD:AG?,
pair,3eRASS J124129.1+190456,190.3713348470941,19.082283130857757,1.3011348559792235,286.5500640409865,81.6356905213233,strong,rise,304.42966,7.670277,0.3257534,0.043027427,3.0330857e-13,4.006278e-14,7.730255018478759,12.069299981820842,4.440610760988977,6.847113857102695,6.847113857102695,7.127182683108137,,,3.9481280065811215e+18,0.74979,13.478609,3.061527,41.4451,0.0214,73.706,-306.284,G  59-34,PM*,4.6052906624356424,SIMBAD:PM*,
pair,3eRASS J074333.7-555402,115.89074087830254,-55.90075690847885,0.9209211162778944,268.42857230776735,-15.371729647486667,strong,rise,599.38885,21.25574,0.26422814,0.043227248,2.4602247e-13,4.0248834e-14,6.241252121057662,9.92801295140092,4.29536806367825,6.759284171033925,6.759284171033925,9.354908636380712,,,5.487855983855799e+18,0.419603,16.910675,0.780222,-0.0538,0.0424,0.007,0.064,Gaia DR3 5487855983855799424,AGN,0.419379010287135,SIMBAD:AGN,
pair,3eRASS J172927.8-441605,262.365883501494,-44.26809969195391,0.7091352928297153,345.29447737757425,-5.460672963029914,strong,fade,1328.2186,1481.6763,1.0921056,3.0843465,1.0168581e-12,2.871831e-12,0.3615361526532802,0.0645023623786582,2.4849386775741165,6.74465064820821,6.74465064820821,10.94199156793347,,,5.952534847868326e+18,0.397303,14.061649,2.386264,4.9991,0.0208,-4.945,-21.202,Gaia DR3 5952534847868325888,Y*?,0.17759950958676288,SIMBAD:Y*?,
pair,3eRASS J011731.0-553459,19.37941093926632,-55.58323328150232,0.8271689416753197,295.2869604437483,-61.156227593549026,strong,rise,877.0423,40.846355,0.67393607,0.11128743,6.2750104e-13,1.0361959e-13,6.1833359181068905,9.369747421481298,4.4554072965087705,6.6934281202832295,6.6934281202832295,10.507534820548344,,,4.913636895241116e+18,0.386058,18.703566,0.918921,0.0936,0.1514,0.47,0.222,2dFGRS TGS827Z078,AGN,0.3852140749289838,SIMBAD:AGN,
vanished,1eRASS J011706.7-732648,19.27808880357431,-73.44681616595088,5.4022775,300.4130245485905,-43.55564450123602,,,,1115.0339,,11.1238365,,1.035739e-11,,,,,,,,,4.686397597319098e+18,9.444831,18.013674,1.450567,0.2039,0.1075,0.623,-1.376,2MASS J01170701-7326580,RB?,9.42212301487935,SIMBAD:RB?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J114724.4-495303,176.85173264720294,-49.88421019660567,1.0617273,292.47795071463537,11.683381183225693,,,,1060.8835,,2.2895696,,2.1318153e-12,,,,,,,,,5.369414461016306e+18,0.681539,8.915844,0.819843,8.7901,0.0133,-34.73,-9.758,HD 102458,Or*,1.2446791781711668,SIMBAD:Or*,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J050558.2-680146,76.4926966917543,-68.0296573463546,3.0407014,278.83843273033614,-34.802237626213504,,,,553.63104,,2.5211382,,2.3474285e-12,,,,,,,,,4.66140071163954e+18,2.648088,19.512169,0.90151,-0.1143,0.2839,-0.378,0.124,,,,optical-faint?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J053323.7-645745,83.34884672385304,-64.9627696285099,1.3334049,274.66606683133125,-32.61085315170593,,,,308.02405,,0.07186741,,6.691565e-14,,,,,,,,,4.660885452941478e+18,1.846394,19.710754,0.394558,0.2592,0.3229,0.61,-0.592,,,,optical-faint?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J073144.0-470001,112.93349727990255,-47.0003095888563,1.9542542,259.3389243186019,-13.13912288921002,,,,287.9319,,0.47143817,,4.3895549e-13,,,,,,,,,5.507465876817019e+18,0.807797,10.790849,1.24042,2.4318,0.0113,-2.843,7.809,CD-46  3212,*,0.8467145733230126,SIMBAD:*,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J064100.4+095401,100.25169794521332,9.900426555886934,1.3839939,202.9354366851807,2.2070069714961726,,,,245.2619,,1.9554683,,1.820734e-12,,,,,,,,,3.326740865570981e+18,1.933967,15.140446,1.615465,1.4081,0.035,-1.346,-3.412,Cl* NGC 2264    SBL     256,Y*O,1.991645593028855,SIMBAD:Y*O,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J050338.2-304513,75.90941019162457,-30.75362190505544,1.8337834,232.84455776222205,-35.436399144829956,,,,242.36865,,0.42082566,,3.9183023e-13,,,,,,,,,4.875603344927818e+18,1.08955,18.917788,0.531261,0.0647,0.1908,0.046,0.036,,,,optical-faint?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J054656.6-653401,86.73583612572537,-65.56713447578834,1.3367518,275.2647759673578,-31.156716476209912,,,,239.52129,,0.033919275,,3.1582193e-14,,,,,,,,,4.660011414194123e+18,1.211706,20.133266,0.851606,-0.271,0.347,-0.561,0.911,,,,optical-faint?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J052524.1-655818,81.3506538768491,-65.97171292220668,5.5298214,275.97213764983326,-33.32170540305311,,,,233.24046,,0.521539,,4.856043e-13,,,,,,,,,4.66053804592271e+18,4.707268,20.95162,-0.037333,-0.7446,0.5416,2.917,-0.295,,,,optical-faint?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J051621.3-631123,79.08902574031303,-63.189898416388566,2.3275273,272.80928742459054,-34.6643879490853,,,,231.29706,,0.13246064,,1.2333393e-13,,,,,,,,,,,,,,,,,,,,no-Gaia (AGN/TDE? obscured?),no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J131400.5-190157,198.5024325620027,-19.032642485270078,1.6165628,310.29635621701243,43.51610826899624,,,,223.26451,,0.5732371,,5.3374037e-13,,,,,,,,,3.507641104210304e+18,3.007975,12.149158,2.224434,15.8699,0.5114,-159.163,-4.723,Gaia DR3 3507641104210304128,PM*,1.8409786503863614,SIMBAD:PM*,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J034852.6-552534,57.21947855994609,-55.42628552002499,1.6681646,267.01811152067245,-47.437341537415136,,,,208.69023,,0.20747821,,1.931827e-13,,,,,,,,,4.731301583472275e+18,1.010631,19.713577,1.348564,0.0978,0.8072,-0.398,0.164,WTP 15abymdq,ev,0.975509950819199,SIMBAD:ev,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J071212.4-363045,108.05192601720184,-36.51259655859472,1.5942488,248.0395820646374,-11.921652216763635,,,,178.97928,,0.5861054,,5.45722e-13,,,,,,,,,5.590173615361002e+18,3.090001,14.251801,1.589833,0.7159,0.0144,-4.137,10.554,,,,Galactic-star/CV?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J063020.5-674651,97.58583120761054,-67.78087760725649,1.5792296,277.9466157265366,-26.940022855513416,,,,177.40121,,0.047189184,,4.3937788e-14,,,,,,,,,5.280299455891687e+18,1.753349,20.539421,0.493896,-1.3226,0.7879,-2.104,1.214,,,,optical-faint?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J055329.9-663938,88.37488674157659,-66.66065262669059,1.3412747,276.50993788824286,-30.455094889626668,,,,166.10893,,0.014822992,,1.3801668e-14,,,,,,,,,4.659751173540024e+18,2.604946,20.92979,1.397024,0.8229,0.0863,-0.41,16.135,OGLE LMC563.04.008034,*,6.881726422201327,SIMBAD:*,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J051910.4-253443,79.79373375742396,-25.57881066390798,1.7869762,227.98010460733633,-30.756058155926233,,,,156.93962,,0.39334223,,3.6624046e-13,,,,,,,,,2.9578097332574177e+18,1.652176,19.045626,0.959997,-0.2336,0.2157,-0.124,-0.009,,,,optical-faint?,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J013328.1-643410,23.36711038359957,-64.56960346128153,2.2713697,295.6309947352912,-51.958744876022344,,,,132.76234,,0.39604813,,3.687599e-13,,,,,,,,,,,,,,,,,,,,no-Gaia (AGN/TDE? obscured?),no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
vanished,1eRASS J081658.8-534158,124.2452819398988,-53.69948246139895,2.484765,268.88069012437296,-10.0995514197337,,,,131.02614,,0.244657,,2.2779982e-13,,,,,,,,,5.320493374756425e+18,6.12766,20.53462,1.263693,0.7386,0.7878,-1.988,6.702,Gaia DR3 5320493374760993664,*,9.214456611462335,SIMBAD:*,no DR2 entry: fade OR DR2 confusion dropout (arXiv:2607.27772 S3.2.5)
