cand_set,name,RA,DEC,POS_ERR,l_deg,b_deg,match_type,direction,DET_LIKE_0,DET_LIKE_0_D1,ML_RATE_1,ML_RATE_1_D1,ML_FLUX_1,ML_FLUX_1_D1,R,epoch_ratio,amp_cons,epoch_amp_cons,rank_amp,z_var,approx_erass1_rate_lim,implied_min_rise,gaia_source_id,gaia_sep_arcsec,gaia_G,gaia_bp_rp,gaia_plx,gaia_plx_err,gaia_pmra,gaia_pmdec,simbad_main_id,simbad_otype,simbad_sep_arcsec,first_guess_class,caveats
pair,3eRASS J060622.5-624814,91.59383843034584,-62.80399358684873,2.9063370641959776,272.09747397175875,-29.01490643078395,strong,fade,37.248837,187.44093,0.037153598,0.14668702,3.459367e-14,1.3658009e-13,0.2586184214117425,-0.0926761436880839,3.0551591327579577,18.129203925714936,18.129203925714936,7.331219304781659,,,5.480923734838337e+18,6.989601,20.578495,1.011894,-0.4104,0.6267,2.418,0.137,WISE J060621.36-624826.5,G,14.366527164869229,SIMBAD:G,stacked ratio below switch-off floor (mild containment tension)
pair,3eRASS J062258.5-095259,95.74381642473094,-9.883280259327467,0.6955048674176918,218.6051508685661,-10.770465495216259,strong,rise,2165.8691,17.569927,1.5674021,0.09428493,1.4594062e-12,8.7788575e-14,16.97416441254176,24.57954511063547,11.435296614608262,16.526328902228524,16.526328902228524,17.698993275358035,,,3.0016281964997417e+18,0.942905,14.824092,2.764297,13.1283,0.0273,-12.913,-1.39,,,,Galactic-star/CV? (red-dwarf locus: flare star?),
pair,3eRASS J112114.9-603725,170.31230580237462,-60.62383396965885,0.422335923155274,292.0901006207429,0.3353759044068183,strong,fade,107902.78,158666.72,28.568436,83.736244,2.6600035e-11,7.796671e-11,0.3483559524464507,-0.0814138022301796,2.8481809007211027,16.524826645294706,16.524826645294706,6.066550926687513,,,5.337498593446517e+18,0.992667,12.878897,1.608768,0.1387,0.0137,-3.121,2.331,V* V779 Cen,HXB,1.0346833631647177,SIMBAD:HXB,stacked ratio below switch-off floor (mild containment tension)
pair,3eRASS J123351.5-210344,188.4648065183532,-21.062339540428425,0.759618803056692,297.4428561827249,41.62197873424613,strong,rise,1148.3268,14.750731,0.8873199,0.058551934,8.2618244e-13,5.451763e-14,15.473524400873607,25.03197412830588,10.125987316944215,16.323462187622315,16.323462187622315,14.580063610087803,,,3.5151796694637286e+18,1.94465,17.206123,1.167308,-0.0351,0.1706,-0.082,0.172,LEDA 3096158,Sy1,1.9444491188913078,SIMBAD:Sy1,
pair,3eRASS J040311.3-023207,60.797093378833445,-2.535376442185701,0.7183031325605457,193.21483525255348,-38.011918341702575,strong,rise,1326.9532,9.173617,0.84370095,0.04391546,7.855689e-13,4.088963e-14,19.61649155102498,26.67471776053288,11.7728811057404,15.978455943924608,15.978455943924608,15.561747553383867,,,3.252941125422005e+18,1.588136,19.226973,1.415503,-0.0339,0.33,0.126,-0.358,,,,optical-faint?,
pair,3eRASS J140907.2-451717,212.28005607354956,-45.28825117092416,0.4501070439364424,316.9780209437288,15.454311093647942,strong,fade,15686.39,18129.668,6.7709208,16.975838,6.304396e-12,1.5806181e-11,0.4072553231016915,0.0299447193816137,2.386288280429066,14.971732547865171,14.971732547865171,26.4427077516106,,,6.096905573613586e+18,1.926011,16.608578,0.840538,9.2807,0.0744,-90.214,7.733,V* V834 Cen,CV*,1.84814214867386,SIMBAD:CV*,
pair,3eRASS J053517.6-055827,83.82336438309689,-5.974330885559013,0.7931575677793414,209.56664459501758,-19.64343293542617,strong,rise,1118.5448,7.019616,0.80525345,0.05181583,7.4977047e-13,4.824565e-14,15.867933975082028,23.27953573871587,9.777541216928896,14.296745818387729,14.296745818387729,13.945370083083285,,,3.0171882445385523e+18,1.124492,13.651472,1.725076,2.7536,0.1353,1.542,0.284,V* V1812 Ori A,Or*,1.1024472923249895,SIMBAD:Or*,
pair,3eRASS J082731.8-694520,126.88290041010228,-69.75563207634447,0.7971047467981343,283.5671864625175,-17.604381650924324,strong,rise,764.6097,6.218119,0.18769644,0.012833285,1.7476392e-13,1.1949056e-14,14.933735307545554,22.758896646715733,9.355747899820036,14.20328546484661,14.20328546484661,13.927731541213705,,,5.26994177718531e+18,0.565006,17.165625,1.374271,,,,,,,,optical-faint?,
pair,3eRASS J054101.0-614312,85.25429164613975,-61.72009443365733,2.0072077149149177,270.7790442333076,-31.944144082295285,strong,fade,24.48017,117.75028,0.01745644,0.074360326,1.625367e-14,6.9236805e-14,0.2396981350203723,-0.1077531119027955,3.084021400431361,14.00238290870302,14.00238290870302,5.866142652005649,,,4.75918780969319e+18,7.39937,18.635521,1.097826,-0.146,0.1275,1.615,0.574,,,,Galactic-star/CV?,stacked ratio below switch-off floor (mild containment tension)
pair,3eRASS J061543.9+283506,93.93329723280154,28.58522250467383,0.8451898050703065,183.57403144960267,5.561427176259221,strong,rise,1110.2249,8.248379,1.0360737,0.066635765,9.646869e-13,6.204448e-14,15.87572281526416,22.54579513735,9.465070282032649,13.392205931265998,13.392205931265998,13.13803188868533,,,3.436435910858051e+18,1.839844,18.614964,0.869905,2.2451,0.2355,5.39,-8.129,V* KR Aur,CV*,1.9952517380867063,SIMBAD:CV*,
pair,3eRASS J092718.4+230112,141.8270534553282,23.02012369386773,0.512862365445355,206.2281696332979,43.90308690182146,strong,rise,8094.001,175.70905,6.403914,0.5969243,5.962676e-12,5.557955e-13,10.95409442358564,16.03753672877448,9.1529132479736,13.380622430843877,13.380622430843877,29.437444136040074,,,6.38374531236818e+17,0.241045,18.21612,1.511769,-1.1745,0.6647,0.073,3.492,NGC  2885,Sy1,0.2842031378141925,SIMBAD:Sy1,
pair,3eRASS J181036.0-812023,272.6503106585501,-81.33987487558566,0.8470548433093169,312.3642748572788,-25.279427923284867,strong,rise,907.7009,11.11592,0.5015498,0.036795467,4.669924e-13,3.4260213e-14,13.917780311039833,20.971081814004187,8.769353424301805,13.16000481995792,13.16000481995792,12.869516060355672,,,6.360522969659011e+18,0.108149,21.279549,1.601252,,,,,LEDA  225721,G,0.5747741461636603,SIMBAD:G,
pair,3eRASS J143209.5-432948,218.0395873113225,-43.49673535023875,0.5346722535702211,321.6299598290414,15.68810527492973,strong,rise,4547.175,199.39056,2.0255342,0.2782578,1.8859723e-12,2.5908548e-13,7.4326297002114305,15.224124605097265,6.421338629239632,13.099455771742798,13.099455771742798,24.75734661607366,,,6.099922702242246e+18,0.66363,13.229366,2.228967,7.6506,0.0145,-23.453,-22.353,2MASS J14320950-4329472,Y*?,0.9342081479170212,SIMBAD:Y*?,
pair,3eRASS J214719.8-480319,326.83278086495045,-48.055404761889,0.703374298881955,349.8189014552548,-48.78085172345737,strong,rise,2208.972,33.348763,1.9715436,0.16291729,1.8357017e-12,1.5169208e-13,12.356328936799938,17.827909147595456,9.08774342884366,13.07899190660989,13.07899190660989,18.44446907854248,,,6.562534626120396e+18,1.897284,13.719628,2.803076,15.8702,0.1218,54.306,-89.019,2MASS J21471964-4803166,LM*,3.535981756039399,SIMBAD:LM*,
pair,3eRASS J051903.0-512631,79.76258966077562,-51.44219009993429,0.73367514156192,258.4820243496833,-35.042558358822184,strong,rise,1032.4978,10.773678,0.26171032,0.019682141,2.4367815e-13,1.8326017e-14,13.576841747909972,19.71822395404268,8.999715985767374,13.025293439030138,13.025293439030138,14.959924204788797,,,4.772123082957679e+18,0.93701,20.796597,1.48505,,,,,LEDA  456308,G,2.352463387800395,SIMBAD:G,
pair,3eRASS J073505.0-690753,113.77095111541038,-69.13139099643652,0.4909723703089687,280.8535451048726,-21.47274446777601,strong,rise,6046.019,109.85377,0.63528883,0.06441035,5.9151664e-13,5.997239e-14,10.070842605404453,14.902274052995596,8.522517697969015,12.591224193566257,12.591224193566257,30.51574126538541,,,5.267767596020514e+18,0.897124,19.354992,1.193176,0.3381,0.1366,-0.271,-0.667,Anon J073505-6907,G,0.15123583031519056,SIMBAD:G,
pair,3eRASS J123050.0+011521,187.70846170870897,1.256033815547423,0.6429789288088223,291.2605202424854,63.65990213826028,strong,rise,1795.7269,24.370049,1.4730784,0.13182354,1.3715813e-12,1.2274073e-13,11.409934117548968,17.242296735395755,8.280231121321323,12.46719042513864,12.46719042513864,16.675894099384212,,,3.69728061345813e+18,0.876545,14.554769,0.451058,-0.0042,0.0261,-0.063,-0.024,2MASS J12305003+0115226,Sy1,0.8769746865212485,SIMBAD:Sy1,
pair,3eRASS J050715.2-290721,76.81365570384848,-29.122532796770138,0.7137854432702184,231.14393007226448,-34.28430799578377,strong,rise,1482.1803,15.4423895,0.6903846,0.05882994,6.4281626e-13,5.4776482e-14,11.982376276570951,17.892616077449265,8.226208723547936,12.241638504633704,12.241638504633704,15.35488055322392,,,4.876985053087659e+18,0.804726,15.982043,3.360869,12.8009,0.0408,27.282,-2.958,2MASS J05071519-2907205,*,1.1816244824585511,SIMBAD:*,
pair,3eRASS J073128.9+095623,112.87082496595455,9.93973360893277,0.7671267285373469,208.4787179963466,13.362101888969777,strong,rise,1700.9655,23.669764,1.765761,0.15097448,1.6440978e-12,1.4057215e-13,11.942042956573374,17.381759053155232,8.399618208994072,12.184811098478065,12.184811098478065,15.815694987223369,,,3.161562367602419e+18,0.083484,14.946876,0.193074,1.1199,0.0334,-13.616,3.347,V* BG CMi,CV*,0.146839075467334,SIMBAD:CV*,
pair,3eRASS J051227.6+225351,78.11530821000709,22.89758339480881,0.7941120541028772,180.9653351644749,-9.540778671914516,strong,rise,940.4371,12.5872755,0.63695973,0.04673573,5.930724e-13,4.351558e-14,13.915960895135177,20.078027639607427,8.455010614799926,12.145037271904393,12.145037271904393,12.17232297092007,,,3.415706130945884e+18,2.065054,14.368097,2.378046,5.7148,0.1255,5.982,-18.593,Gaia DR3 3415706130945884416,*,2.0615067895167924,SIMBAD:*,
pair,3eRASS J155500.2-234508,238.7508400516559,-23.75245268802884,0.5751288715309436,348.29316724524534,22.539208720028423,strong,rise,2426.5112,21.123383,1.7473174,0.14475068,1.626925e-12,1.3477717e-13,12.325411769678896,16.642196564420363,8.956624038943154,12.066529352583856,12.066529352583856,19.63918201289764,,,6.237026442104497e+18,0.435079,13.97282,2.995514,11.4243,0.0284,-30.13,-38.486,Gaia DR3 6237026442104496768,Y*?,0.9109232701300503,SIMBAD:Y*?,
pair,3eRASS J094640.9-455202,146.67066270227207,-45.867245925521416,0.5894007197331302,272.59355137202243,5.839912739925586,strong,fade,2757.6536,3250.7166,1.422457,4.448057,1.3244479e-12,4.1415803e-12,0.3265269509401846,0.0286462334286701,2.825685020682554,11.88055099880946,11.88055099880946,15.785229134896433,,,5.411586053396882e+18,0.476964,19.41194,0.615402,1.8585,0.2272,-12.127,-4.375,Gaia DR3 5411586053396882048,CV?,0.6831574041789137,SIMBAD:CV?,
pair,3eRASS J062106.5-711307,95.27709389632882,-71.21879861549789,0.7411369287797109,281.74218820089595,-28.002743836640374,strong,rise,770.5042,6.2052283,0.08881172,0.007150344,8.269248e-14,6.6576764e-15,12.682170367214075,18.59797612316146,8.125691885049697,11.86695732680086,11.86695732680086,14.172172256063444,,,5.278372389965076e+18,2.065576,20.467035,1.40749,0.6082,0.1506,2.111,8.949,,,,Galactic-star/CV?,
pair,3eRASS J083533.2-090529,128.88867015823055,-9.091400570556816,0.7798950276836832,233.79764828379695,18.276097638587643,strong,rise,1089.5804,26.854805,1.0940164,0.1026278,1.0186373e-12,9.555661e-14,10.884515048267517,17.215051455957518,7.471194432128637,11.761939707755204,11.761939707755204,12.821382882591552,,,5.75343703894844e+18,1.374871,16.820299,0.977743,0.0277,0.0894,0.011,0.018,LEDA  995314,AGN,1.3750843588558719,SIMBAD:AGN,
pair,3eRASS J035606.5-083328,59.02739019119332,-8.55781632926033,0.572686163448461,198.78216105483014,-42.63691900103766,strong,rise,3737.1572,49.161133,2.121483,0.20222828,1.97531e-12,1.8829449e-13,10.711442075562832,14.99241683851112,8.382965511603958,11.710985652828157,11.710985652828157,22.098755372905547,,,3.1948779135201464e+18,0.429086,11.976194,1.906776,16.6196,0.0641,-16.056,-43.443,UCAC2  28661962,*,0.31217233892491386,SIMBAD:*,
pair,3eRASS J153406.1-090331,233.52558338394948,-9.058753482922397,0.6990321681690196,356.1165701447875,36.50268274850438,strong,fade,1460.8507,1911.0542,0.9579387,2.1208308,8.9193545e-13,1.9747027e-12,0.4611921881014885,-0.0480869470854724,1.9626357760181985,11.546687620916815,11.546687620916815,9.894581756622156,,,6.31804450614886e+18,2.633669,19.674212,1.453835,,,,,LEDA  160567,G,2.633668856528097,SIMBAD:G,
pair,3eRASS J123822.2-253210,189.5926583093056,-25.53631318365286,0.45196107592149,299.2286525252967,37.24145586229164,strong,fade,17755.725,19082.004,8.519804,20.790726,7.9327786e-12,1.9358218e-11,0.4184178546443701,0.0519583584115368,2.316354024064174,11.232906785453116,11.232906785453116,26.75755369503127,,,,,,,,,,,EQ J123822.1-253210.9,?,0.8734226338137622,SIMBAD:?,
pair,3eRASS J090831.3-702611,137.13048155550572,-70.43648631780559,0.5445538162801932,286.27026327833926,-15.179641741288162,strong,fade,3643.2583,4313.895,0.69830567,1.8468117,6.501915e-13,1.7195639e-12,0.3860763631057824,0.0309047598520038,2.424235446689258,11.129345020256656,11.129345020256656,17.133145310991832,,,,,,,,,,,GRB 200120A,gB,11.85998076006559,SIMBAD:gB,
pair,3eRASS J044115.3-375924,70.31406832228633,-37.99004274498103,1.1762516995673775,241.01497784248429,-41.14813965024638,strong,fade,363.07245,527.3608,0.1892102,0.72358066,1.7617338e-13,6.73725e-13,0.2669979107099442,-0.0074365467334458,3.1517815047362228,11.01345335542922,11.01345335542922,8.34093637488948,,,4.866174135069731e+18,1.446365,19.283239,3.131153,6.1432,0.217,26.847,33.406,,,,Galactic-star/CV? (red-dwarf locus: flare star?),
pair,3eRASS J223835.7-633422,339.6491239150181,-63.57279903300673,0.6237430154536932,324.171170202712,-47.70889621107075,strong,rise,2276.7495,44.0107,1.538639,0.16068847,1.4326247e-12,1.4961684e-13,9.776924170648202,14.093976895764342,7.383214214237582,10.612571364239622,10.612571364239622,17.429096182549408,,,6.404861806838483e+18,0.480904,8.725044,1.17203,2.7659,0.0146,21.59,-22.878,HD 214257,BY*,0.984208191139292,SIMBAD:BY*,
pair,3eRASS J160901.8-390513,242.2577220320897,-39.08708923255466,0.4842419196584376,339.6028361445397,9.327166485874605,strong,fade,8533.704,9181.502,4.2221246,11.494069,3.9312147e-12,1.0702113e-11,0.3750658239139285,0.0531761325343172,2.533047848642806,10.485530984701487,10.485530984701487,22.33649212879067,,,5.997410491550195e+18,0.750844,13.64162,2.8472,6.3792,0.0231,-9.518,-24.035,THA 15-35,Or*,1.1078340840760172,SIMBAD:Or*,
pair,3eRASS J125601.0+075759,194.00425007119017,7.966410149076604,0.7862586612998312,306.38244142144225,70.80747310876404,strong,rise,878.8687,11.893729,0.88374895,0.09007446,8.228575e-13,8.3868215e-14,10.01791885506777,15.406591639419926,6.723738163228346,10.281544202279212,10.281544202279212,12.378578941676912,,,3.733595867615229e+18,0.456433,14.623795,2.942795,18.8928,0.0267,-122.002,-7.366,Gaia DR3 3733595867615229056,PM*,2.028164993844674,SIMBAD:PM*,
pair,3eRASS J112952.2+360641,172.4676690442013,36.111444652595736,0.5668637223304573,180.44653045856012,70.5059197538638,strong,rise,3504.4902,92.246216,2.8486197,0.34436804,2.6523462e-12,3.2064065e-13,8.446210232026486,12.835233797795611,6.750537377376682,10.222515936481294,10.222515936481294,19.51249458208688,,,7.598221532346711e+17,1.245421,12.495083,2.410757,24.1742,0.026,-126.622,-60.647,PM J11298+3606,PM*,1.063212324758489,SIMBAD:PM*,
pair,3eRASS J173953.8-282947,264.9745061432481,-28.49657079735067,0.4261841728592576,359.71370619291946,1.2981352627148888,strong,rise,43121.33,1291.4786,23.427475,3.0075116,2.1813292e-11,2.8002902e-12,7.953685650573364,10.925538529178183,7.401582370919728,10.15963481961186,10.15963481961186,62.303512640327455,,,4.0602460619785513e+18,5.232801,20.864786,2.39744,0.4428,0.4678,-0.458,-8.484,SRGA J173953.4-282943,LXB,8.548245390947168,SIMBAD:LXB,
pair,3eRASS J095836.7+170001,149.6531425602366,17.00047932147244,1.0478215079977402,217.9619406054574,48.910118194984015,strong,fade,550.57275,770.75757,0.83747154,2.4778078,7.7976867e-13,2.3070836e-12,0.3451061543408223,-0.0411100467027571,2.4568340010950456,10.021628506451396,10.021628506451396,7.658580827466072,,,,,,,,,,,SDSS J095836.00+170008.2,G,12.538560243701943,SIMBAD:G,
pair,3eRASS J085554.2+005109,133.97602644912732,0.8527439443538521,0.9060676726468934,227.49398664025213,27.81795943982436,strong,rise,860.3158,19.481853,0.9077689,0.09368717,8.452225e-13,8.7232007e-14,9.89339704315918,15.364350805905612,6.491227114241442,10.016493230698638,10.016493230698638,11.223885404391808,,,3.07476190318203e+18,1.195918,18.394627,1.354778,-0.1053,0.2364,0.04,0.616,LEDA 1177310,Sy1,1.186479508774049,SIMBAD:Sy1,
pair,3eRASS J162719.4-244142,246.83092161046895,-24.695190486386164,0.4812192316422584,352.97924130777756,16.564764408251857,strong,fade,10561.69,11142.935,4.995579,13.27615,4.651377e-12,1.2361406e-11,0.3842058044994553,0.0591982656395944,2.478933414881121,9.972797273421683,9.972797273421683,23.155333958869377,,,6.049072007438134e+18,2.126492,12.210308,2.369439,,,,,EM* SR   12,Or*,2.5449402834102726,SIMBAD:Or*,
pair,3eRASS J163401.4-472335,248.5062327258242,-47.39318276025279,0.6792520772207901,336.91092534352134,0.25034138197451755,strong,fade,2348.8079,2709.0896,1.6070281,4.5756063,1.4963019e-12,4.260341e-12,0.3586122143999127,0.033840439563838,2.561527631586681,9.880097734216212,9.880097734216212,14.07359242593381,,,5.941314301671648e+18,3.999143,18.252245,2.353447,0.5174,0.1635,-3.092,1.845,X Nor X-1,LXB,1.3328057296244116,SIMBAD:LXB,
pair,3eRASS J100710.3+220302,151.79303580706508,22.050607988917573,0.747396375829488,211.4752743559264,52.47716189652727,strong,rise,1794.7772,27.853498,2.050716,0.17965205,1.909419e-12,1.6727379e-13,11.655303297051272,17.571454001720788,6.562674660903648,9.85143304001153,9.85143304001153,14.69635436584278,,,6.295667172484442e+17,1.886948,17.001268,0.765091,-0.2341,0.0784,0.067,-0.154,LEDA 3095917,Sy1,1.8867376735846635,SIMBAD:Sy1,
pair,3eRASS J000009.1-772028,0.0382329133911122,-77.34132362002869,0.6192993591433245,306.54137879519294,-39.42529864629853,strong,rise,2637.3755,57.44748,1.2289275,0.14492394,1.1442528e-12,1.349385e-13,8.658374772598446,12.354511617180814,6.752607972516514,9.607780455959396,9.607780455959396,18.554668423153377,,,4.684042752644194e+18,0.505316,18.220795,1.184162,-0.0839,0.1456,-0.038,-0.197,ESO  12-11,Sy1,9.033035885670847,SIMBAD:Sy1,
pair,3eRASS J090206.8-403318,135.5285164215782,-40.5551479427421,0.8340637882045998,263.0586043109911,3.9295127275652235,strong,fade,152.43202,43368.293,3.7273324,38.496895,3.4705145e-12,3.584441e-11,0.0988604701887419,-0.4601950459125866,9.512142734574578,,9.512142734574578,5.671005574518774,,,5.620657678322626e+18,1.785699,6.735128,0.720456,0.4962,0.0152,-4.822,9.282,V* GP Vel,HXB,1.6447956893726041,SIMBAD:HXB,containment-violated (030 flare-filter/pileup suspect); stacked ratio below switch-off floor (mild containment tension)
pair,3eRASS J104411.1-595242,161.04633729175555,-59.87842313964693,1.819555790745044,287.59035847144236,-0.8523969327610067,strong,fade,28.954903,94.59126,0.10067469,0.37196296,9.3738073e-14,3.4633424e-13,0.2763572413482836,-0.1085808607507613,2.672518393280227,9.396105981111337,9.396105981111337,5.290655996912929,,,5.350350132001192e+18,0.429561,10.353003,0.834949,7.4624,0.0147,-63.504,13.687,CPD-59  2564,PM*,0.8236982900720915,SIMBAD:PM*,stacked ratio below switch-off floor (mild containment tension)
pair,3eRASS J111007.6-762936,167.5317604319482,-76.49354747621493,3.3237071880736484,297.00018798861214,-14.802764365953403,strong,fade,7.3183856,204.861,0.06743416,0.31197053,6.278786e-14,2.9047535e-13,0.2207072726879161,-0.1022076441998564,3.131774782782628,9.357693293758915,9.357693293758915,5.784838168511998,,,5.20135225327635e+18,2.600269,12.792765,2.190486,5.7305,0.2207,-23.039,-1.287,V* WY Cha,Or*,2.2511540218661006,SIMBAD:Or*,stacked ratio below switch-off floor (mild containment tension)
pair,3eRASS J100358.8+392606,150.9953908587629,39.435101894668094,0.7358012512277922,182.47881737975828,53.27868456334911,strong,rise,1550.9589,37.86939,1.4407189,0.16616417,1.3414515e-12,1.5471526e-13,8.853033523446214,12.986254811799071,6.38894553494217,9.329281610216968,9.329281610216968,13.85624075170337,,,8.032349954708125e+17,1.566504,12.996685,1.322494,1.1689,0.0211,3.113,-6.422,,,,Galactic-star/CV?,
