IAUNAME,DETUID,RA,DEC,POS_ERR,sep_arcsec,match_type,direction,DET_LIKE_0,DET_LIKE_0_D1,ML_RATE_1,ML_RATE_ERR_1,ML_RATE_1_D1,ML_RATE_ERR_1_D1,ML_FLUX_1,ML_FLUX_1_D1,ML_EXP_1,ML_EXP_1_D1,R_raw,R,fader_floor,rate23,rate23_err,epoch_ratio,amp_cons,epoch_amp_cons,z_var,rank_amp,containment_violated,subfloor,IAUNAME_D1,MJD_MIN_D1,MJD_MAX_D1,FLAG_SP_SCL
3eRASS J104411.1-595242,sm03_163150_020_ML00166_001_c030,161.04633729175555,-59.87842313964693,1.819555790745044,3.362496664334368,strong,fade,28.954903,94.59126,0.10067469,0.017675081,0.37196296,0.04756764,9.3738073e-14,3.4633424e-13,783.54266,272.07346,0.27065782998582005,0.27635724134828366,0.35454696956127374,-0.040388058856589096,0.0374785389648332,-0.10858086075076132,2.672518393280227,9.396105981111337,5.290655996912929,9.396105981111337,False,True,1eRASS J104411.4-595240,58850.797,58853.297,1
3eRASS J111007.6-762936,sm03_164165_020_ML00031_001_c030,167.5317604319482,-76.49354747621493,3.3237071880736484,1.615309930599533,strong,fade,7.3183856,204.861,0.06743416,0.01829424,0.31197053,0.037647072,6.278786e-14,2.9047535e-13,873.1673,255.81273,0.21615554995541647,0.2207072726879161,0.2991403118804535,-0.031885773129410516,0.03068146675860359,-0.10220764419985648,3.1317747827826277,9.357693293758915,5.784838168511998,9.357693293758915,False,True,1eRASS J111007.3-762937,58902.863,58905.195,0
3eRASS J100358.8+392606,sb03_150051_020_ML00005_001_c030,150.9953908587629,39.435101894668094,0.7358012512277922,4.897149751253357,strong,rise,1550.9589,37.86939,1.4407189,0.079710886,0.16616417,0.047375537,1.3414515e-12,1.5471526e-13,245.01984,84.49021,8.670454338585227,8.853033523446214,0.3520913899089564,2.1578503129340665,0.12670416053404238,12.986254811799073,6.38894553494217,9.329281610216968,13.85624075170337,9.329281610216968,False,False,1eRASS J100359.0+392610,58976.094,58976.93,0
3eRASS J053641.2-063401,sm03_086096_020_ML00039_001_c030,84.17207699607724,-6.567002919789598,0.92687058975173,4.886700201159463,strong,rise,943.89777,17.764523,0.65675634,0.04311447,0.06803033,0.024943383,6.11505e-13,6.334295e-14,388.28656,124.741486,9.653875926033821,9.857163634900525,0.3280264069119079,0.9557885119781814,0.06592485595596949,14.049447449096045,6.554994806932929,9.297077520788328,11.908727274023525,9.297077520788328,False,False,1eRASS J053641.5-063404,58933.402,58934.402,1
3eRASS J054332.9-273904,sm03_085117_020_ML00005_001_c030,85.88731748097666,-27.651251448312955,0.7320754543160494,3.754348856604734,strong,rise,1446.5193,20.917404,0.709414,0.03778736,0.07735392,0.02355489,6.6053445e-13,7.202413e-14,540.83344,165.78783,9.171015925519928,9.364135749077153,0.31299641186049615,1.0103564678351573,0.056604522633494594,13.06147776616994,6.663712319015419,9.262716763481446,14.312566835981828,9.262716763481446,False,False,1eRASS J054333.1-273907,58934.06,58935.56,0
3eRASS J090533.5-145955,sm03_137105_020_ML00010_001_c030,136.38992957276193,-14.998756287218855,1.086048992669749,7.1479398170771935,strong,rise,495.7614,13.698715,0.5868613,0.051415753,0.06699222,0.027938565,5.464258e-13,6.2376374e-14,241.15295,101.41088,8.760140861235845,8.94460863134959,0.42938040645331293,0.9854565720979127,0.09283759502219957,14.71001444798024,5.570364405535343,9.068554225783199,8.94954259634004,9.068554225783199,False,False,1eRASS J090534.0-145955,58980.402,58981.234,0
3eRASS J035840.3-381047,sm03_059129_020_ML00014_001_c030,59.66797623462686,-38.17985054290995,0.7537618998510723,6.08217452115697,strong,rise,1218.474,29.734993,0.4398023,0.02448247,0.055653628,0.015360504,4.0949934e-13,5.1819023e-14,794.3895,288.938,7.902490908775697,8.068898606936882,0.3713824598491329,0.6739535902330381,0.04025723486565403,12.109787176762955,5.877171821112224,8.773442043406941,13.408573193020324,8.773442043406941,False,False,1eRASS J035839.9-381051,58882.06,58884.723,0
3eRASS J105818.5-364003,sm03_165126_020_ML00004_001_c030,164.57719451586735,-36.66776668638502,0.6777720138651717,2.4617914908178142,strong,rise,1783.7882,46.908047,1.1513871,0.05485929,0.15164426,0.035803635,1.0720551e-12,1.4119577e-13,413.4281,145.17633,7.592684997082544,7.752568918217382,0.3585469861190722,1.7298092198088797,0.08847707394890156,11.407020769074474,5.860133764489188,8.583228299573952,15.403068232987343,8.583228299573952,False,False,1eRASS J105818.7-364003,58829.457,59011.4,0
3eRASS J124945.4-571624,sm03_193147_020_ML00043_001_c030,192.4392996341833,-57.273414315003535,0.9948377761212727,3.4118710447297556,strong,rise,450.44122,9.707169,0.25494322,0.021280454,0.029240955,0.012327883,2.373773e-13,2.7226216e-14,635.9315,240.29155,8.71870377379716,8.90229897722038,0.38581437169295424,0.4006523255584546,0.03571895000982397,13.701752563027423,5.578827203554474,8.51337339106472,9.249437272504089,8.51337339106472,False,False,1eRASS J124945.8-571624,58876.293,58878.293,0
3eRASS J055333.6-665748,sm03_087156_020_ML00034_001_c030,88.39033513187442,-66.96354873749512,0.45446602382579965,0.8779724254668905,strong,rise,8038.187,272.1873,0.18004638,0.003304541,0.030803949,0.0023832568,1.6764095e-13,2.8681518e-14,18840.426,7643.53,5.844912341127061,5.96799231930973,0.4142414013058183,0.28830581164537455,0.0059059708427285995,9.359378403302921,5.426142153033185,8.490265814291146,37.0457740408551,8.490265814291146,False,False,1eRASS J055333.5-665748,58828.98,59008.043,0
3eRASS J063623.7-425202,sm03_101132_020_ML00018_001_c030,99.09910354545778,-42.86746623978544,0.8250957219641478,0.25536869800358,strong,fade,886.0029,1087.3784,0.44890854,0.028828023,1.3802114,0.089425646,4.1797818e-13,1.2851131e-12,593.1215,187.0351,0.32524622881292986,0.3320951422627716,0.32198057824852355,0.03377630678715852,0.05953784530118183,0.024471836654837292,2.647772493065944,8.460619168955144,9.79176015642194,8.460619168955144,False,False,1eRASS J063623.7-425203,58952.387,58954.055,0
3eRASS J122808.8-552254,sm03_185144_020_ML00001_001_c030,187.0367470424783,-55.3817948485025,0.4487610548581884,4.390453732643875,strong,rise,14923.925,582.2079,4.402995,0.08632588,0.722735,0.05784698,4.099623e-12,6.729376e-13,628.2116,235.45192,6.092129458616941,6.2204152424047585,0.38268948650715967,6.757539109452616,0.14518645228580035,9.349954304306294,5.6351378329084065,8.453392191563328,35.786398242489895,8.453392191563328,False,False,1eRASS J122809.3-552254,58868.293,58870.46,0
3eRASS J065027.1-320318,sm03_104123_020_ML00002_001_c030,102.61327928451435,-32.05500901350605,0.5823879463539279,0.3419214622514366,strong,fade,3963.2275,4236.143,2.022231,0.071800604,5.8104715,0.21830127,1.8828968e-12,5.4101224e-12,420.35187,130.7421,0.34803218463474694,0.3553609162207285,0.3175796859106406,0.37386652737472387,0.14503464578634415,0.06434357782154779,2.6160668477257145,8.428542341149752,16.265465104480402,8.428542341149752,False,False,1eRASS J065027.1-320318,58954.227,58955.39,0
3eRASS J054324.9+090610,sm03_086081_020_ML00040_001_c030,85.85381603760467,9.103014563901002,1.3759981518191189,2.4927867263889345,strong,fade,283.86508,422.93152,0.30073178,0.032561526,1.0497373,0.10700864,2.8001099e-13,9.774091e-13,327.70023,100.54992,0.28648288322458915,0.29251553263985675,0.3132962800419859,-0.02168566789007886,0.06741162745293074,-0.02065818484539611,2.7475425122145176,8.293567101748557,6.627778656447844,8.293567101748557,False,False,1eRASS J054324.7+090610,58935.91,58936.742,0
3eRASS J095747.6-061110,sm03_149096_020_ML00010_001_c030,149.44835077150614,-6.186152935472186,0.9984032972339035,5.710137470777961,strong,rise,432.24188,11.334267,0.5331583,0.05218024,0.06477224,0.028687611,4.96423e-13,6.030935e-14,213.81975,89.301544,8.23127771368836,8.40460888142678,0.4264434113065089,0.888352658183249,0.09377432253882885,13.715021233951099,5.05381704595834,8.148468435202057,7.925990562894766,8.148468435202057,False,False,1eRASS J095747.3-061105,58988.41,58989.074,0
3eRASS J050214.5-674617,sm03_074159_020_ML00034_001_c030,75.56067307689224,-67.77144588365367,0.7870047523542073,0.8703003234374385,strong,fade,693.92505,921.4604,0.15454526,0.009210918,0.41405496,0.024282563,1.438969e-13,3.8552606e-13,2119.4438,782.8407,0.37324818534065757,0.38110790603915323,0.3771392508372995,0.0077123544234442044,0.02060764601767788,0.018626402695942994,2.329800192441966,7.96931229548142,9.840740422103542,7.96931229548142,False,False,1eRASS J050214.6-674616,58989.54,58997.04,0
3eRASS J005456.2-722647,sm03_014162_020_ML00009_001_c030,13.734467841050604,-72.44661641432718,0.6756433383879946,0.286311477452301,strong,fade,1728.914,2064.41,0.9094855,0.042770147,2.4823651,0.11981972,8.468208e-13,2.311327e-12,541.8377,186.35876,0.36637862312681174,0.3740936871533065,0.35118087054243907,0.11409989923182905,0.09152402940844707,0.04596418866409165,2.4315302492487887,7.9626740403833125,12.183234391886762,7.9626740403833125,False,False,1eRASS J005456.3-722647,58971.03,58972.695,0
3eRASS J140721.9-312055,sm03_211120_020_ML00008_001_c030,211.84138079545704,-31.348843260040493,0.7409316316433094,5.09831208244974,strong,rise,1147.977,25.363012,0.8086554,0.04572293,0.11087841,0.03060458,7.5293797e-13,1.0323875e-13,422.62808,149.08713,7.293172729623364,7.446749633442488,0.3601903305732818,1.2152717472997598,0.07403428107146595,10.960400403576484,5.425653691377689,7.9436474696930155,12.804869749503315,7.9436474696930155,False,False,1eRASS J140721.8-312050,58877.613,58879.34,0
3eRASS J110316.7-065415,sm03_167096_020_ML00003_001_c030,165.81994824167663,-6.904441033946328,0.7050678839575283,1.5180811333883386,strong,rise,1453.5447,28.55934,1.2862681,0.07079388,0.15630522,0.0482564,1.1976426e-12,1.4553559e-13,276.84686,76.755615,8.229207473478631,8.40249504687295,0.2830875722558114,1.757201270741771,0.10171192879637468,11.242114812978725,5.930907568558945,7.902824467587497,13.312829184578362,7.902824467587497,False,False,1eRASS J110316.7-065414,59000.08,59000.58,0
3eRASS J124536.4-705345,sm03_194162_020_ML00009_001_c030,191.40182655338705,-70.8959219359087,0.7895539323894107,0.7533825820976017,strong,rise,999.63214,45.9842,0.420753,0.024594333,0.06852265,0.015583552,3.9176258e-13,6.380135e-14,767.2997,338.58273,6.14034951137083,6.269650694996067,0.4505573109918965,0.7147871830902058,0.04659941169091619,10.431400626543033,4.760974569003409,7.856155524744028,12.21776164550178,7.856155524744028,False,False,1eRASS J124536.3-705345,58897.86,58902.695,0
3eRASS J050123.9-703333,sm03_077162_020_ML00022_001_c030,75.34958814136628,-70.55936593424065,0.804098527560264,3.1837229084545844,strong,rise,797.1534,14.958976,0.19721848,0.011088879,0.027847555,0.0080544865,1.8362987e-13,2.5928822e-14,1919.2139,700.51355,7.082075285297349,7.231206978080673,0.37268629327101727,0.30111361069618336,0.01842179436125978,10.812928306550553,5.217455424706896,7.752640739703224,12.488220580178224,7.752640739703224,False,False,1eRASS J050124.4-703332,58970.707,58977.54,0
3eRASS J144306.9-243101,sm03_222114_020_ML00015_001_c030,220.77906272350913,-24.517202184288855,1.282542186027763,4.4032630340491625,strong,rise,287.08212,9.951518,0.42643607,0.036494885,0.05314507,0.022254296,3.9705408e-13,4.9483306e-14,403.5075,148.59592,8.024000525444341,8.192966927670826,0.3760152939823656,0.6582533281993689,0.060395074692469575,12.385971695871978,5.094445811981778,7.631768112593041,8.807489373200625,7.631768112593041,False,False,1eRASS J144307.0-243057,58885.836,58887.17,0
3eRASS J055207.8-052500,sm03_089096_020_ML00003_001_c030,88.03276206946448,-5.416709049446846,0.7479325696758677,2.08475043531444,strong,rise,941.3308,25.262905,0.6404065,0.043448165,0.08052246,0.02754709,5.9628165e-13,7.497436e-14,368.984,114.381424,7.953140871439593,8.120615137572338,0.31651785014297684,0.9114808938207398,0.06547365091889955,11.319585404713573,5.485698150195896,7.6029187797670845,10.97988935018437,7.6029187797670845,False,False,1eRASS J055207.7-052501,58937.74,58938.57,0
3eRASS J082630.2-343036,sm03_125126_020_ML00002_001_c030,126.62620715133914,-34.51013416607671,0.7424060412726896,0.8660678288869419,strong,fade,1581.2925,1831.2611,1.1730132,0.060937215,3.011366,0.15918703,1.0921911e-12,2.8038789e-12,339.5411,127.74499,0.389528623537914,0.39773117161536337,0.3841508168011121,0.10380864447336088,0.13845016194896012,0.03447227877580288,2.2648821922629123,7.499055582774187,10.611434023239296,7.499055582774187,False,False,1eRASS J082630.2-343036,58978.895,58980.06,0
3eRASS J144357.1-390839,sm03_222129_020_ML00001_001_c030,220.98826588937212,-39.14424019216902,0.42199064294292127,1.1235430662974983,strong,rise,57328.24,4010.9382,21.850788,0.22903322,4.5724106,0.15996839,2.0345241e-11,4.2573657e-12,443.10837,192.58951,4.77883333472381,4.87946421988487,0.4437853133201674,35.94761016716107,0.43153006146268724,7.861850879470956,4.660944898292188,7.498061011459146,62.60617411919412,7.498061011459146,False,False,1eRASS J144357.2-390840,58893.176,58899.844,0
3eRASS J130304.4-770704,sm03_199168_020_ML00001_001_c030,195.76862657582063,-77.11785277668157,0.477642604341225,0.9543216201667856,strong,rise,9870.595,351.63824,2.3712242,0.054899585,0.39728168,0.040419355,2.2078437e-12,3.6990845e-13,836.584,267.87805,5.9686220257347005,6.094307036190541,0.32694736296473825,3.3744640488262188,0.08462893264713933,8.493882925316049,5.390151064907642,7.496889848111824,29.28554818324043,7.496889848111824,False,False,1eRASS J130304.6-770704,58910.863,58913.363,0
3eRASS J155120.8-283225,sm03_238120_020_ML00004_001_c030,237.83687887913095,-28.540484340332,0.6690287219608154,0.8155758373138091,strong,rise,1539.0916,27.194689,1.1849532,0.058729276,0.15918235,0.042810142,1.1033084e-12,1.4821449e-13,380.10287,106.17499,7.443998514586456,7.600751451379081,0.28521431480339215,1.6171678777083829,0.08484727067052576,10.15921569737072,5.6028342118752015,7.460343386659923,14.260781506667618,7.460343386659923,False,False,1eRASS J155120.9-283226,58909.17,58910.004,0
3eRASS J142139.6-295321,sm03_214120_020_ML00006_001_c030,215.41521478790816,-29.889317488003982,0.7713869379331807,9.473831406672542,strong,rise,1109.7449,30.664587,0.7905131,0.04343349,0.12320524,0.030136859,7.360457e-13,1.1471623e-13,459.1936,171.27867,6.416229674219674,6.551340239139742,0.38085328743676317,1.21403920962378,0.07296726914484891,9.853795490293551,4.910061439016608,7.336420272513689,12.755846890107208,7.336420272513689,False,False,1eRASS J142140.3-295325,58881.508,58883.008,0
3eRASS J122150.2-533805,sm03_185144_020_ML00088_001_c030,185.45919286395105,-53.63486761045006,1.06333707576921,5.534057219466464,strong,rise,410.25204,8.457336,0.25287855,0.021779183,0.03340272,0.014372536,2.3545488e-13,3.1101227e-14,602.9667,223.71472,7.570597762286491,7.730016578691241,0.3788362312019117,0.3908100302501126,0.03635783369247793,11.699946788398961,4.811509612871942,7.211666528390868,8.490068394970699,7.211666528390868,False,False,1eRASS J122150.4-533810,58864.625,58866.625,0
3eRASS J163528.6-480601,sm03_249138_020_ML00002_001_c030,248.86952044061243,-48.100555105654074,0.5020210104482121,1.8757786992063057,strong,fade,7697.0337,7739.5015,3.9983475,0.104624815,10.040799,0.2832823,3.7228562e-12,9.348976e-12,388.55792,134.8004,0.39821008912820877,0.4065954482613396,0.3542302659759642,0.9174142850914179,0.2222677648999044,0.09136865225713786,2.330565308351363,7.169777523046403,19.68007117261741,7.169777523046403,False,False,1eRASS J163528.8-480601,58923.844,58925.01,0
3eRASS J064734.7+280622,sm03_102063_020_ML00003_001_c030,101.89469329163268,28.106136045310155,0.738678426282481,0.3144739611506451,strong,rise,1367.2415,37.15687,1.259989,0.07411014,0.18041167,0.050463382,1.1731742e-12,1.6798107e-13,246.34242,77.89336,6.983966429293194,7.131032182477808,0.32285793363361737,1.7980030114155938,0.11309553817246891,9.96611275193265,5.153507597472849,7.165687689487436,12.16121290911755,7.165687689487436,False,False,1eRASS J064734.7+280621,58948.586,58949.254,0
3eRASS J041222.3-690819,sm03_067159_020_ML00020_001_c030,63.09314631562407,-69.1387960084712,0.8962667444232711,5.443583214566259,strong,rise,543.77893,13.866611,0.17568788,0.013048382,0.025594005,0.008909452,1.6358276e-13,2.3830545e-14,1183.8552,477.23282,6.864415195845154,7.0089634838659265,0.41160624938879514,0.28325519780894126,0.023118041415898887,11.067247732875657,4.5807586959659385,7.164706119734678,9.59552519835784,7.164706119734678,False,False,1eRASS J041222.1-690825,58985.703,58990.035,0
3eRASS J160049.7-233843,sm03_242114_020_ML00018_001_c030,240.20720654606222,-23.645475572605296,0.7909249799311066,3.2072622929520533,strong,rise,842.725,17.09806,0.67428124,0.043602407,0.089078724,0.030351315,6.278224e-13,8.294109e-14,399.01205,119.05033,7.569498150877923,7.728893812076866,0.3046455542180484,0.9433681331205901,0.06475172558260837,10.590274385280422,5.255595915712251,7.16064105683092,11.124306426624017,7.16064105683092,False,False,1eRASS J160049.5-233841,58910.336,58911.168,0
3eRASS J053654.0-025316,sm03_086093_020_ML00018_001_c030,84.22512019065644,-2.887860747851269,1.0026829505975163,8.323763222462123,strong,rise,643.8125,13.741613,0.5111879,0.039539315,0.06659834,0.025863616,4.7596643e-13,6.200963e-14,360.26785,116.86887,7.6756853753989125,7.837317087459621,0.3312253749746526,0.7405921227012986,0.0610333924888219,11.120278869388239,5.077299687537144,7.1519534841576595,9.497226449008869,7.1519534841576595,False,False,1eRASS J053654.2-025324,58933.74,58934.74,0
3eRASS J142423.4-695758,sm03_215159_020_ML00012_001_c030,216.09777382918315,-69.96629404310299,0.8344800596319434,0.712053116642736,strong,fade,816.5706,981.8028,0.37213042,0.024541212,1.1162332,0.07508375,3.4649017e-13,1.0393234e-12,686.8478,213.76385,0.33338052828370324,0.3404007307697123,0.31777814704213897,0.04728315755251918,0.049744983136400925,0.04235956814140851,2.5743718664883266,7.110425819140915,9.30161185003684,7.110425819140915,False,False,1eRASS J142423.5-695759,58910.69,58912.523,0
3eRASS J143308.0-772941,sm03_212168_020_ML00017_001_c030,218.28366684907482,-77.4949552731067,0.975414329589845,3.7471362545495475,strong,rise,571.4542,17.837154,0.32165897,0.023774866,0.04630672,0.015606015,2.9949627e-13,4.3116125e-14,640.594,229.9561,6.946270041145212,7.092541997886008,0.3665323624252734,0.4864219237462105,0.0388650487386023,10.504348899586718,4.798301364648399,7.047689074689278,9.775965482315605,7.047689074689278,False,False,1eRASS J143308.1-772938,58920.027,58922.027,0
3eRASS J064011.8-255342,sm03_102117_020_ML00003_001_c030,100.04931939078169,-25.89509938353798,0.6176888254513787,0.8744040597226495,strong,rise,2672.0925,93.82979,1.6766284,0.07141112,0.2721954,0.05143281,1.5611065e-12,2.534408e-13,355.2273,114.36083,6.15964986387269,6.289357467102911,0.3287162938192013,2.3955068021676715,0.11027193754993225,8.800688081658494,5.017926428487673,6.991995038006283,16.13522469597751,6.991995038006283,False,False,1eRASS J064011.8-255341,58950.895,58951.727,0
3eRASS J103100.6+202834,sm03_158069_020_ML00004_001_c030,157.75262438247478,20.476128294141063,0.9808369028231578,5.499844002041998,strong,rise,629.5203,17.50514,0.76939154,0.06176798,0.115395054,0.04023371,7.163795e-13,1.07444185e-13,217.83006,85.8256,6.667456780583652,6.807857591954912,0.40229930569681444,1.2213370657941265,0.10731128669134031,10.583963706567948,4.535373314940744,6.977631047903921,8.958771593251681,6.977631047903921,False,False,1eRASS J103100.2+202836,58986.754,58987.42,0
3eRASS J085117.7-273607,sm03_132117_020_ML00005_001_c030,132.82379676674475,-27.60219775227626,1.1256865590019565,1.0744438273399841,strong,fade,411.25665,534.8782,0.46618083,0.045820706,1.282976,0.11718718,4.3406037e-13,1.1945773e-12,255.37885,100.66584,0.36335895591153,0.371010432915109,0.4024829217040919,-0.04907260410377548,0.10852639928730518,-0.038249041998018825,2.1952732767624137,6.962677976582166,6.395388281185166,6.962677976582166,False,False,1eRASS J085117.6-273608,58981.73,58982.562,0
3eRASS J132329.4-581017,sm03_199147_020_ML00010_001_c030,200.87251942769961,-58.17150668241159,0.8587825756133516,4.668677459437562,strong,rise,858.0523,23.527996,0.48241946,0.030550884,0.07605948,0.021656394,4.4918014e-13,7.0818887e-14,570.6309,213.8266,6.342660271100709,6.476221639043591,0.3826103210828144,0.7421903851863944,0.05154885782144863,9.758025639845998,4.647238271465212,6.946287519916642,10.968316138678952,6.946287519916642,False,False,1eRASS J132329.8-581020,58885.688,58887.688,0
3eRASS J075438.3-515246,sm03_118141_020_ML00020_001_c030,118.65990918709811,-51.879548799425415,1.0621443580680239,9.461729819319057,strong,rise,419.0521,10.714157,0.22256559,0.019741282,0.031278618,0.012959472,2.0723054e-13,2.912348e-14,636.98303,247.34772,7.115582715699434,7.265419995420962,0.39648822689851737,0.3516600153536626,0.03396444144640029,11.242824697387467,4.52944751318198,6.930182846432184,8.177988160017243,6.930182846432184,False,False,1eRASS J075438.7-515237,58983.22,58985.383,0
3eRASS J151559.2-360234,sm03_227126_020_ML00005_001_c030,228.9970315117771,-36.04283293613414,0.8204093200003291,3.817048269223634,strong,rise,888.2421,15.948729,0.8308675,0.049943186,0.1150146,0.03694408,7.736197e-13,1.0708994e-13,373.3314,109.62638,7.224018037703963,7.376138707883315,0.29982705750314065,1.1532285214673308,0.07380979495546014,10.026801326018463,5.113973170633771,6.9142178322479415,11.645828725236138,6.9142178322479415,False,False,1eRASS J151559.3-360237,58903.676,58904.676,0
3eRASS J124129.1+190456,sm03_189072_020_ML00019_001_c030,190.37133484709412,19.082283130857753,1.3011348559792237,8.259513667550792,strong,rise,304.42966,7.670277,0.3257534,0.033886235,0.043027427,0.021301255,3.0330857e-13,4.006278e-14,314.68402,123.35271,7.570831284647467,7.7302550184787595,0.4002434622539789,0.5193109244820816,0.0585401752079677,12.069299981820842,4.440610760988977,6.847113857102695,7.127182683108137,6.847113857102695,False,False,1eRASS J124128.6+190450,58828.926,59010.926,0
3eRASS J074333.7-555402,sm03_114147_020_ML00027_001_c030,115.89074087830254,-55.90075690847885,0.9209211162778944,2.6140776598528754,strong,rise,599.38885,21.25574,0.26422814,0.019734208,0.043227248,0.013436465,2.4602247e-13,4.0248834e-14,752.1244,310.58453,6.112536611085095,6.241252121057662,0.4216386425081007,0.4291606769431666,0.0356008569004613,9.928012951400921,4.29536806367825,6.759284171033925,9.354908636380713,6.759284171033925,False,False,1eRASS J074333.7-555405,58985.55,58988.383,0
3eRASS J172927.8-441605,sm03_263135_020_ML00007_001_c030,262.365883501494,-44.26809969195391,0.7091352928297153,0.7243751355675467,strong,fade,1328.2186,1481.6763,1.0921056,0.057509817,3.0843465,0.17012204,1.0168581e-12,2.871831e-12,363.76135,115.4994,0.35408006702179623,0.3615361526532802,0.32420030211498224,0.1989476377614207,0.11690570517376829,0.06450236237865829,2.4849386775741165,6.74465064820821,10.94199156793347,6.74465064820821,False,False,1eRASS J172927.8-441605,58934.008,58935.01,0
3eRASS J011731.0-553459,sm03_019147_020_ML00009_001_c030,19.379410939266318,-55.58323328150232,0.8271689416753197,4.174626930628784,strong,rise,877.0423,40.846355,0.67393607,0.044712085,0.11128743,0.030487891,6.2750104e-13,1.0361959e-13,365.75757,139.24603,6.055814834101082,6.1833359181068905,0.38872257444699587,1.0427351096184634,0.07606397566335707,9.369747421481298,4.4554072965087705,6.6934281202832295,10.507534820548344,6.6934281202832295,False,False,1eRASS J011731.4-553501,58995.19,58996.36,0
3eRASS J141543.9-220049,sm03_215111_020_ML00006_001_c030,213.9332903437512,-22.013706718911493,0.8392186983360571,3.0934523010316997,strong,rise,754.5025,27.825163,0.5230645,0.036770217,0.08593739,0.02492912,4.870247e-13,8.0016194e-14,431.79382,167.33394,6.086576574381795,6.2147454276100715,0.39569253866281745,0.8176354153789139,0.06329724910605787,9.514315388352212,4.4059640877356,6.682623149416927,9.943855852819357,6.682623149416927,False,False,1eRASS J141544.0-220046,58875.273,58876.773,0
3eRASS J222526.2-574318,sm03_336147_020_ML00006_001_c030,336.3592128040741,-57.72170292489405,0.8422395019375467,2.0007799470940304,strong,rise,830.81866,27.85254,0.7638776,0.05228166,0.11600541,0.035559956,7.112454e-13,1.0801249e-13,307.77164,103.4801,6.58484418383758,6.723505370042253,0.3433037198658094,1.1162784775383217,0.08241496988179145,9.622641275234056,4.679896449058375,6.65008369872166,10.351351776897827,6.65008369872166,False,False,1eRASS J222526.3-574316,58971.02,58972.02,0
3eRASS J055013.1+081433,sm03_086081_020_ML00018_001_c030,87.55459314745471,8.242568826154589,1.0176149947937478,2.0006772885884834,strong,rise,489.99542,11.0151005,0.4062591,0.036275912,0.051678564,0.024200475,3.7826732e-13,4.8117844e-14,341.48355,105.45948,7.861268872871586,8.026808532817036,0.31533058110157597,0.5770688678118194,0.05466983401392715,11.166503452979372,4.785631822346746,6.599470963921132,8.207398613325187,6.599470963921132,False,False,1eRASS J055013.0+081434,58937.41,58938.242,0
3eRASS J074631.1-125709,sm03_117102_020_ML00004_001_c030,116.62987302102596,-12.952691107947773,1.0660954609250872,9.131439903863319,strong,rise,438.9934,6.032413,0.450669,0.04269066,0.05881908,0.02902759,4.1961733e-13,5.4766372e-14,267.76947,91.69973,7.661952177596646,7.8232947011140155,0.34966909581898736,0.6691827916444107,0.06799374724536825,11.37696769570733,4.578120363680547,6.592161129457344,7.663491273138815,6.592161129457344,False,False,1eRASS J074630.7-125716,58963.566,58964.234,0
3eRASS J143901.8-523607,sm03_219144_020_ML00016_001_c030,219.75779685978455,-52.60204138592728,1.0816776883100072,5.9853785817337855,strong,rise,369.93506,6.0724683,0.27526844,0.02614233,0.032077577,0.017294263,2.563021e-13,2.986739e-14,446.7791,128.1976,8.581335048397012,8.762037592574298,0.2929795382752469,0.3812577613927375,0.03807544172879552,11.885491282824043,4.877280387734875,6.561506817516395,7.828403530852832,6.561506817516395,False,False,1eRASS J143902.5-523607,58901.684,58903.684,0
3eRASS J121002.9+121509,sm03_182078_020_ML00001_001_c030,182.51214085605298,12.252672829600261,0.49289608937846013,2.8597588059462273,strong,fade,7878.3555,8375.869,6.150958,0.17218389,12.52548,0.40936202,5.7271492e-12,1.1662458e-11,218.07712,100.74682,0.4910756257196063,0.5014165125921637,0.4717061026436636,0.9181538354312336,0.47993025627047947,0.07330288464882613,1.9052783028163385,6.553037004707517,14.01738520162019,6.553037004707517,False,False,1eRASS J121002.8+121512,59006.254,59007.09,0
3eRASS J044940.8-643621,sm03_073156_020_ML00013_001_c030,72.42027558601345,-64.60607571103678,0.565867666787565,1.9383656600165402,strong,rise,2923.4775,118.52117,0.3802821,0.013104105,0.07327507,0.010117707,3.5408018e-13,6.822632e-14,2444.2761,895.7186,5.189788560290877,5.299073186901735,0.374172266050367,0.5705012537650115,0.02191520824150144,7.785748656480941,4.47570325355925,6.546109779574927,18.779063136061097,6.546109779574927,False,False,1eRASS J044940.8-643623,58831.15,59011.37,0
3eRASS J052001.3-561253,sm03_082147_020_ML00108_001_c030,80.00582499542877,-56.21485260744283,0.9462498406596141,2.780256730072745,strong,rise,386.04865,7.055355,0.09186011,0.007376376,0.011513261,0.005337215,8.553083e-14,1.0719983e-14,1970.9333,548.3056,7.978634991793578,8.146646103578375,0.284054058687463,0.12550707780991094,0.010635385966668777,10.901088445125668,4.92044634644471,6.538772690945567,8.913517424362043,6.538772690945567,False,False,1eRASS J052001.1-561254,58906.715,58911.88,0
3eRASS J222948.4-485827,sm03_336138_020_ML00006_001_c030,337.45189637039607,-48.9743504883024,0.9087382584971379,1.864845095309998,strong,rise,745.1363,28.124939,0.83221143,0.05892245,0.1380627,0.040287364,7.74871e-13,1.2855e-13,260.5311,99.090485,6.027778908048812,6.154709622008766,0.38834939855977907,1.2865530260057965,0.1001902378929721,9.318614079995573,4.34413966571441,6.515049122473141,9.82887264186889,6.515049122473141,False,False,1eRASS J222948.2-485827,58976.016,58976.85,0
