IAUNAME,DETUID,RA,DEC,POS_ERR,sep_arcsec,match_type,direction,DET_LIKE_0,DET_LIKE_0_D1,ML_RATE_1,ML_RATE_ERR_1,ML_RATE_1_D1,ML_RATE_ERR_1_D1,ML_FLUX_1,ML_FLUX_1_D1,ML_EXP_1,ML_EXP_1_D1,R_raw,R,fader_floor,rate23,rate23_err,epoch_ratio,amp_cons,epoch_amp_cons,z_var,rank_amp,containment_violated,subfloor,IAUNAME_D1,MJD_MIN_D1,MJD_MAX_D1,FLAG_SP_SCL
3eRASS J231021.8-594252,sm03_346150_020_ML00017_001_c030,347.5912369413067,-59.71467418042196,1.2605802083735878,1.225808296556003,strong,fade,291.8756,491.23337,0.3236893,0.033824977,1.028008,0.093676895,3.013867e-13,9.571769e-13,315.69205,123.25509,0.31487042584288893,0.3215008495141596,0.3986497269076011,-0.11624210116284302,0.08252341562478262,-0.1130750956741551,2.559624998919511,19.2066099529701,6.986148455529398,19.2066099529701,False,True,1eRASS J231022.0-594253,58975.355,58976.355,0
3eRASS J022404.3-185028,sm03_036108_020_ML00009_001_c030,36.01795292703209,-18.84128406642364,0.8071357287701311,8.735419730903487,strong,rise,1072.8168,6.093628,0.6201948,0.037670624,0.028337868,0.015618798,5.7746256e-13,2.6385352e-14,476.01175,161.19835,21.8857252870211,22.34658670522999,0.3457746658566414,0.9429986872530612,0.05870637745295399,33.27698080761626,12.920005772399286,19.184166543128665,14.57137254152058,19.184166543128665,False,False,1eRASS J022404.8-185025,58857.34,58858.84,0
3eRASS J060622.5-624814,sm03_092153_020_ML00234_001_c030,91.59383843034585,-62.80399358684873,2.9063370641959776,8.231080700270885,strong,fade,37.248837,187.44093,0.037153598,0.005450048,0.14668702,0.013750614,3.459367e-14,1.3658009e-13,3594.053,1155.4854,0.2532848438932186,0.2586184214117425,0.32826926509339066,-0.013594386961897536,0.010474696937465335,-0.09267614368808397,3.0551591327579577,18.129203925714936,7.331219304781659,18.129203925714936,False,True,1eRASS J060621.3-624811,58944.875,58956.543,0
3eRASS J062258.5-095259,sm03_095099_020_ML00002_001_c030,95.74381642473094,-9.883280259327469,0.6955048674176918,5.899481721045584,strong,rise,2165.8691,17.569927,1.5674021,0.07610318,0.09428493,0.034687735,1.4594062e-12,8.7788575e-14,290.6045,93.731995,16.624100325025253,16.97416441254176,0.32933340843160924,2.317480673845594,0.11588466015291721,24.57954511063547,11.435296614608262,16.526328902228524,17.698993275358035,16.526328902228524,False,False,1eRASS J062258.1-095301,58945.902,58946.566,0
3eRASS J112114.9-603725,sm03_169150_020_ML00006_001_c030,170.31230580237462,-60.62383396965885,0.422335923155274,6.208157764755596,strong,fade,107902.78,158666.72,28.568436,0.21727197,83.736244,8.991868,2.6600035e-11,7.796671e-11,674.70447,268.13748,0.34117168666109,0.3483559524464507,0.4057833222945162,-6.817286024931988,5.941698804987194,-0.08141380223017966,2.8481809007211027,16.524826645294706,6.066550926687513,16.524826645294706,False,True,1eRASS J112114.4-603720,58860.13,58862.465,0
3eRASS J123351.5-210344,sm03_190111_020_ML00002_001_c030,188.46480651835316,-21.062339540428425,0.759618803056692,3.548888387236357,strong,rise,1148.3268,14.750731,0.8873199,0.05234275,0.058551934,0.022848302,8.2618244e-13,5.451763e-14,349.78015,139.12115,15.154408533464313,15.473524400873607,0.4061142848685561,1.4656704874480022,0.0900142418530245,25.03197412830588,10.125987316944217,16.323462187622315,14.580063610087805,16.323462187622315,False,False,1eRASS J123351.4-210341,58844.113,58845.277,0
3eRASS J040311.3-023207,sm03_062093_020_ML00001_001_c030,60.797093378833445,-2.5353764421857012,0.7183031325605457,8.224329648740985,strong,rise,1326.9532,9.173617,0.84370095,0.04685868,0.04391546,0.021699006,7.855689e-13,4.088963e-14,417.7782,114.851234,19.21193383329656,19.61649155102498,0.28069853638082687,1.1714325474737428,0.06649632360396238,26.674717760532882,11.7728811057404,15.978455943924608,15.561747553383867,15.978455943924608,False,False,1eRASS J040310.7-023207,58905.74,58906.74,0
3eRASS J140907.2-451717,sm03_213135_020_ML00001_001_c030,212.28005607354953,-45.28825117092416,0.4501070439364424,0.7389574519453724,strong,fade,15686.39,18129.668,6.7709208,0.122281395,16.975838,0.3594672,6.304396e-12,1.5806181e-11,481.9357,187.45267,0.39885635514056494,0.40725532310169155,0.39714836566833756,0.5083366964194889,0.30677343553344577,0.029944719381613704,2.386288280429066,14.971732547865173,26.442707751610598,14.971732547865173,False,False,1eRASS J140907.2-451716,58886.68,58888.348,0
3eRASS J053517.6-055827,sm03_083096_020_ML00036_001_c030,83.82336438309689,-5.974330885559013,0.7931575677793414,9.45442885959415,strong,rise,1118.5448,7.019616,0.80525345,0.04870038,0.05181583,0.024066692,7.4977047e-13,4.824565e-14,373.32385,124.191444,15.54068406205214,15.867933975082027,0.3396692188971492,1.2062484702995466,0.07547366426626076,23.27953573871587,9.777541216928897,14.296745818387727,13.945370083083283,14.296745818387727,False,False,1eRASS J053517.1-055833,58933.07,58934.07,1
3eRASS J082731.8-694520,sm03_129159_020_ML00029_001_c030,126.88290041010227,-69.75563207634447,0.7971047467981343,5.610220895459176,strong,rise,764.6097,6.218119,0.18769644,0.011230959,0.012833285,0.005773446,1.7476392e-13,1.1949056e-14,1742.9489,626.81744,14.625751698067473,14.933735307545554,0.36720339224464,0.2920714102633919,0.018198723966446954,22.758896646715733,9.355747899820035,14.20328546484661,13.927731541213703,14.20328546484661,False,False,1eRASS J082732.3-694515,58858.973,58864.805,0
3eRASS J054101.0-614312,sm03_085153_020_ML00612_001_c030,85.25429164613975,-61.72009443365733,2.0072077149149177,3.6119866927922555,strong,fade,24.48017,117.75028,0.01745644,0.0032354803,0.074360326,0.0090538375,1.625367e-14,6.9236805e-14,4310.8677,1352.1211,0.2347547571387892,0.23969813502037238,0.32025885689519085,-0.008012556521333317,0.00634722626249219,-0.10775311190279553,3.084021400431361,14.00238290870302,5.866142652005649,14.00238290870302,False,True,1eRASS J054101.5-614312,58908.38,58921.21,0
3eRASS J061543.9+283506,sb03_094060_020_ML00002_001_c030,93.93329723280154,28.58522250467383,0.8451898050703065,4.378976976822093,strong,rise,1110.2249,8.248379,1.0360737,0.0663512,0.066635765,0.03320768,9.646869e-13,6.204448e-14,252.97107,78.3139,15.548312270278267,15.87572281526416,0.31609546861167914,1.5023563095607781,0.0992491430950106,22.545795137349998,9.465070282032649,13.392205931265998,13.13803188868533,13.392205931265998,False,False,1eRASS J061543.9+283511,58943.586,58944.086,0
3eRASS J092718.4+230112,sm03_141066_020_ML00002_001_c030,141.8270534553282,23.02012369386773,0.512862365445355,1.30145556509968,strong,rise,8094.001,175.70905,6.403914,0.17550386,0.5969243,0.09289494,5.962676e-12,5.557955e-13,221.54659,74.89387,10.728184330118602,10.954094423585639,0.345168735129297,9.57319546512879,0.2748400514409328,16.03753672877448,9.152913247973599,13.380622430843875,29.437444136040074,13.380622430843875,False,False,1eRASS J092718.5+230113,58974.754,58975.42,0
3eRASS J181036.0-812023,sm03_270171_020_ML00009_001_c030,272.6503106585501,-81.33987487558566,0.8470548433093169,5.404718261470599,strong,rise,907.7009,11.11592,0.5015498,0.03267676,0.036795467,0.01583878,4.669924e-13,3.4260213e-14,513.6942,181.42433,13.630749094278464,13.917780311039833,0.3606127777790245,0.7716407517415905,0.052302510734683956,20.971081814004187,8.769353424301805,13.160004819957921,12.869516060355673,13.160004819957921,False,False,1eRASS J181038.1-812020,58939.86,58942.195,0
3eRASS J143209.5-432948,sm03_220132_020_ML00003_001_c030,218.03958731132246,-43.49673535023875,0.5346722535702211,3.529368063147578,strong,rise,4547.175,199.39056,2.0255342,0.06319284,0.2782578,0.032616675,1.8859723e-12,2.5908548e-13,546.59607,299.40686,7.279343996678941,7.4326297002114305,0.559300871693489,4.236231225092091,0.14804600752989291,15.224124605097265,6.4213386292396315,13.099455771742798,24.75734661607366,13.099455771742798,False,False,1eRASS J143209.2-432945,58892.01,58897.18,0
3eRASS J214719.8-480319,sm03_327138_020_ML00001_001_c030,326.83278086495045,-48.055404761889,0.703374298881955,0.9449936625296687,strong,rise,2208.972,33.348763,1.9715436,0.087678485,0.16291729,0.04524561,1.8357017e-12,1.5169208e-13,277.03232,90.07682,12.101500073994846,12.356328936799938,0.331996010413199,2.9044745761906468,0.13443786180117515,17.827909147595456,9.087743428843659,13.07899190660989,18.44446907854248,13.07899190660989,False,False,1eRASS J214719.9-480319,58970.348,58971.184,0
3eRASS J051903.0-512631,sm03_081141_020_ML00016_001_c030,79.76258966077562,-51.44219009993429,0.73367514156192,2.0006081867335315,strong,rise,1032.4978,10.773678,0.26171032,0.014420047,0.019682141,0.007550492,2.4367815e-13,1.8326017e-14,1399.3167,459.11078,13.296841825538156,13.576841747909972,0.33500534833080214,0.38809686454503917,0.022221416247105972,19.71822395404268,8.999715985767374,13.025293439030138,14.959924204788795,13.025293439030138,False,False,1eRASS J051902.9-512630,58913.215,58917.55,0
3eRASS J073505.0-690753,sm03_113159_020_ML00003_001_c030,113.77095111541038,-69.13139099643652,0.49097237030896873,4.049060487817371,strong,rise,6046.019,109.85377,0.63528883,0.016368011,0.06441035,0.009341188,5.9151664e-13,5.997239e-14,2574.294,894.6396,9.863148120921998,10.070842605404453,0.35484625790981283,0.9598607056823486,0.02609315856764577,14.902274052995597,8.522517697969015,12.591224193566255,30.515741265385415,12.591224193566255,False,False,1eRASS J073504.5-690749,58853.14,58861.64,0
3eRASS J123050.0+011521,sm03_188090_020_ML00001_001_c030,187.70846170870897,1.256033815547423,0.6429789288088223,2.4831645819815873,strong,rise,1795.7269,24.370049,1.4730784,0.071399674,0.13182354,0.038169604,1.3715813e-12,1.2274073e-13,308.59943,110.81338,11.174623083768005,11.409934117548968,0.36664632013970516,2.2729405888019074,0.11574137331060319,17.242296735395755,8.280231121321323,12.467190425138641,16.675894099384212,12.467190425138641,False,False,1eRASS J123049.9+011519,58833.27,58834.1,0
3eRASS J050715.2-290721,sm03_077120_020_ML00006_001_c030,76.81365570384848,-29.122532796770138,0.7137854432702184,6.68115903626867,strong,rise,1482.1803,15.4423895,0.6903846,0.03639883,0.05882994,0.019729236,6.4281626e-13,5.4776482e-14,571.78674,200.05171,11.735259569345118,11.982376276570951,0.357238653421661,1.0526215455865637,0.05814368841696882,17.892616077449265,8.226208723547936,12.241638504633704,15.354880553223921,12.241638504633704,False,False,1eRASS J050715.3-290714,58920.227,58921.895,0
3eRASS J073128.9+095623,sm03_113081_020_ML00002_001_c030,112.87082496595455,9.93973360893277,0.7671267285373469,7.318961852335717,strong,rise,1700.9655,23.669764,1.765761,0.09076919,0.15097448,0.0481703,1.6440978e-12,1.4057215e-13,232.67377,77.2615,11.695758057412922,11.942042956573374,0.33905172123219207,2.6242020744769015,0.14080702228387454,17.381759053155232,8.399618208994072,12.184811098478063,15.815694987223367,12.184811098478063,False,False,1eRASS J073128.7+095629,58957.58,58958.08,0
3eRASS J051227.6+225351,sb03_079066_020_ML00006_001_c030,78.11530821000709,22.89758339480881,0.7941120541028772,7.715839396343226,strong,rise,940.4371,12.5872755,0.63695973,0.043650772,0.04673573,0.021743502,5.930724e-13,4.351558e-14,355.46463,114.81254,13.628967200819861,13.915960895135175,0.3297943246715903,0.9383612791428017,0.0666460871942572,20.078027639607427,8.455010614799926,12.145037271904393,12.17232297092007,12.145037271904393,False,False,1eRASS J051227.4+225344,58929.082,58930.082,0
3eRASS J155500.2-234508,sm03_238114_020_ML00005_001_c030,238.7508400516559,-23.75245268802884,0.5751288715309436,3.8905051578823016,strong,rise,2426.5112,21.123383,1.7473174,0.0701865,0.14475068,0.042803194,1.626925e-12,1.3477717e-13,387.0602,106.8172,12.071220522348343,12.325411769678896,0.28178178278180505,2.408969344279079,0.10031560584195638,16.642196564420363,8.956624038943154,12.066529352583856,19.63918201289764,12.066529352583856,False,False,1eRASS J155500.3-234511,58909.0,58909.836,0
3eRASS J094640.9-455202,sm03_147135_020_ML00001_001_c030,146.67066270227207,-45.867245925521416,0.5894007197331302,0.6713194532190547,strong,fade,2757.6536,3250.7166,1.422457,0.057114076,4.448057,0.18059297,1.3244479e-12,4.1415803e-12,465.85214,142.8608,0.3197928722337261,0.3265269509401846,0.3131231779047895,0.1274200841300295,0.11599552361679709,0.028646233428670197,2.825685020682554,11.880550998809461,15.785229134896433,11.880550998809461,False,False,1eRASS J094640.8-455202,59002.56,59004.06,0
3eRASS J062106.5-711307,sm03_095162_020_ML00085_001_c030,95.27709389632882,-71.21879861549789,0.7411369287797109,2.3100914578771894,strong,rise,770.5042,6.2052283,0.08881172,0.0049958704,0.007150344,0.0029527838,8.269248e-14,6.6576764e-15,4221.484,1419.1108,12.420621563430403,12.682170367214075,0.3432427989941649,0.13298192856425728,0.007828366108665588,18.59797612316146,8.125691885049697,11.86695732680086,14.172172256063444,11.86695732680086,False,False,1eRASS J062106.9-711308,58911.207,58924.87,0
3eRASS J083533.2-090529,sm03_129099_020_ML00002_001_c030,128.88867015823055,-9.091400570556816,0.7798950276836832,1.6315634945673974,strong,rise,1089.5804,26.854805,1.0940164,0.069790065,0.1026278,0.03438038,1.0186373e-12,9.555661e-14,252.89839,98.734344,10.66003991442139,10.884515048267515,0.39863225185612594,1.7667428391318258,0.1189535981852637,17.215051455957518,7.471194432128637,11.761939707755205,12.821382882591553,11.761939707755205,False,False,1eRASS J083533.3-090528,58972.402,58973.24,0
3eRASS J035606.5-083328,sm03_059099_020_ML00001_001_c030,59.02739019119332,-8.55781632926033,0.572686163448461,5.437663525753236,strong,rise,3737.1572,49.161133,2.121483,0.07549751,0.20222828,0.044221252,1.97531e-12,1.8829449e-13,398.0383,121.77967,10.490536285738076,10.711442075562832,0.31239220350160496,3.0318906391360514,0.1127664127443662,14.99241683851112,8.382965511603958,11.710985652828155,22.098755372905547,11.710985652828155,False,False,1eRASS J035606.7-083333,58901.402,58903.402,0
3eRASS J153406.1-090331,sb03_234099_020_ML00003_001_c030,233.52558338394948,-9.058753482922395,0.6990321681690196,2.1014105037901722,strong,fade,1460.8507,1911.0542,0.9579387,0.04902364,2.1208308,0.104077965,8.9193545e-13,1.9747027e-12,434.17813,210.97282,0.45168086144212144,0.46119218810148854,0.49614523508771025,-0.10198427722135443,0.1384128680761392,-0.048086947085472495,1.9626357760181985,11.546687620916815,9.894581756622156,11.546687620916815,False,False,1eRASS J153406.2-090332,58897.83,58902.664,0
3eRASS J123822.2-253210,sm03_188117_020_ML00001_001_c030,189.59265830930556,-25.53631318365286,0.45196107592149,0.49651435714443054,strong,fade,17755.725,19082.004,8.519804,0.15740052,20.790726,0.4223467,7.9327786e-12,1.9358218e-11,364.18378,140.77293,0.4097886779186828,0.41841785464437015,0.3946833628826784,1.0802519779726225,0.37343936787015464,0.05195835841153682,2.316354024064174,11.232906785453116,26.75755369503127,11.232906785453116,False,False,1eRASS J123822.2-253210,58847.613,58848.945,0
3eRASS J090831.3-702611,sm03_137159_020_ML00005_001_c030,137.13048155550572,-70.43648631780559,0.5445538162801932,0.24411521218360152,strong,fade,3643.2583,4313.895,0.69830567,0.023182984,1.8468117,0.06179746,6.501915e-13,1.7195639e-12,1429.8701,524.04474,0.37811417619174165,0.38607636310578247,0.37421572103856116,0.0570752706026145,0.05171419058635231,0.030904759852003826,2.424235446689258,11.129345020256656,17.133145310991832,11.129345020256656,False,False,1eRASS J090831.3-702611,58865.473,58870.473,0
3eRASS J044115.3-375924,sm03_070129_020_ML00036_001_c030,70.31406832228633,-37.990042744981025,1.1762516995673777,2.924380127594184,strong,fade,363.07245,527.3608,0.1892102,0.016757717,0.72358066,0.061242975,1.7617338e-13,6.73725e-13,754.24744,205.46355,0.26149152007357035,0.2669979107099442,0.2781449576383118,-0.005380941381875482,0.03284491531273242,-0.007436546733445817,3.1517815047362228,11.01345335542922,8.34093637488948,11.01345335542922,False,False,1eRASS J044115.1-375923,58906.055,58907.723,0
3eRASS J223835.7-633422,sm03_338153_020_ML00001_001_c030,339.6491239150181,-63.57279903300673,0.6237430154536932,3.1474986408369667,strong,rise,2276.7495,44.0107,1.538639,0.06894037,0.16068847,0.039911017,1.4326247e-12,1.4961684e-13,350.05923,115.41369,9.575291268118566,9.776924170648202,0.33664024627414674,2.2647396508854505,0.10683448644123465,14.093976895764342,7.383214214237582,10.612571364239622,17.429096182549408,10.612571364239622,False,False,1eRASS J223835.8-633425,58969.19,58970.023,0
3eRASS J160901.8-390513,sm03_241129_020_ML00001_001_c030,242.2577220320897,-39.08708923255466,0.48424191965843766,1.1591348241157358,strong,fade,8533.704,9181.502,4.2221246,0.10821479,11.494069,0.30200467,3.9312147e-12,1.0702113e-11,383.77493,130.47115,0.3673307111734131,0.37506582391392856,0.3471267839911967,0.6112101417896922,0.22852243041936302,0.053176132534317286,2.533047848642806,10.485530984701489,22.33649212879067,10.485530984701489,False,False,1eRASS J160901.9-390512,58916.008,58917.176,0
3eRASS J125601.0+075759,sm03_195081_020_ML00002_001_c030,194.00425007119017,7.966410149076604,0.7862586612998312,8.446072158527697,strong,rise,878.8687,11.893729,0.88374895,0.05590204,0.09007446,0.03237233,8.228575e-13,8.3868215e-14,331.92526,124.154045,9.81131583546802,10.01791885506777,0.38191860908438674,1.3877403796570233,0.09321620863238889,15.406591639419926,6.723738163228346,10.281544202279212,12.378578941676912,10.281544202279212,False,False,1eRASS J125600.7+075806,58836.598,58837.598,0
3eRASS J112952.2+360641,sb03_173054_020_ML00001_001_c030,172.4676690442013,36.111444652595736,0.5668637223304573,5.059229941406906,strong,rise,3504.4902,92.246216,2.8486197,0.11161012,0.34436804,0.065444395,2.6523462e-12,3.2064065e-13,242.02853,89.75479,8.27202110518721,8.446210232026486,0.37865293235123026,4.420044313097875,0.18519410529093633,12.835233797795613,6.750537377376682,10.222515936481294,19.512494582086877,10.222515936481294,False,False,1eRASS J112952.2+360636,58991.266,58991.93,0
3eRASS J173953.8-282947,sb03_265117_020_ML00003_001_c030,264.9745061432481,-28.49657079735067,0.42618417285925764,1.426932860741514,strong,rise,43121.33,1291.4786,23.427475,0.2761134,3.0075116,0.1821805,2.1813292e-11,2.8002902e-12,332.03357,99.41576,7.789654029222751,7.953685650573364,0.3057197386499707,32.858684034862236,0.40988038992509696,10.925538529178185,7.401582370919728,10.15963481961186,62.303512640327455,10.15963481961186,False,False,1eRASS J173953.9-282946,58935.504,58936.168,0
3eRASS J095836.7+170001,sm03_149072_020_ML00004_001_c030,149.6531425602366,17.00047932147244,1.0478215079977402,1.504870245719603,strong,fade,550.57275,770.75757,0.83747154,0.07141007,2.4778078,0.1989391,7.7976867e-13,2.3070836e-12,178.54819,66.23527,0.33798891027039324,0.3451061543408223,0.37877743915338574,-0.10186279274386496,0.1649257262078143,-0.04111004670275718,2.4568340010950456,10.021628506451396,7.658580827466072,10.021628506451396,False,False,1eRASS J095836.6+170001,58981.918,58982.586,0
3eRASS J085554.2+005109,sm03_134090_020_ML00002_001_c030,133.97602644912732,0.8527439443538521,0.9060676726468934,2.305880727381972,strong,rise,860.3158,19.481853,0.9077689,0.06437105,0.09368717,0.034507256,8.452225e-13,8.7232007e-14,233.34134,88.87277,9.689362080130715,9.89339704315918,0.38889046477081374,1.4394425344280393,0.10826114784883047,15.364350805905612,6.491227114241442,10.016493230698638,11.223885404391808,10.016493230698638,False,False,1eRASS J085554.1+005108,58974.242,58974.91,0
3eRASS J162719.4-244142,sm03_248114_020_ML00001_001_c030,246.83092161046898,-24.695190486386164,0.48121923164225844,1.0484065764630983,strong,fade,10561.69,11142.935,4.995579,0.120265566,13.27615,0.3310237,4.651377e-12,1.2361406e-11,367.57007,126.98004,0.3762821947651657,0.3842058044994553,0.35273258322758366,0.7859250395570833,0.25636042608263243,0.05919826563959449,2.478933414881121,9.972797273421683,23.155333958869377,9.972797273421683,False,False,1eRASS J162719.4-244142,58917.668,58918.668,0
3eRASS J163401.4-472335,sm03_249138_020_ML00006_001_c030,248.5062327258242,-47.393182760252785,0.6792520772207901,1.3967268902797534,strong,fade,2348.8079,2709.0896,1.6070281,0.06801772,4.5756063,0.19662304,1.4963019e-12,4.260341e-12,390.01855,131.10362,0.3512164301624616,0.3586122143999127,0.34322560267561547,0.1548405300241387,0.14442003472428236,0.03384043956383805,2.561527631586681,9.880097734216212,14.07359242593381,9.880097734216212,False,False,1eRASS J163401.6-472335,58923.344,58924.51,0
3eRASS J100710.3+220302,sm03_151069_020_ML00001_001_c030,151.79303580706508,22.050607988917573,0.747396375829488,7.473347375862488,strong,rise,1794.7772,27.853498,2.050716,0.104749925,0.17965205,0.07433956,1.909419e-12,1.6727379e-13,199.26048,71.137695,11.414931929468919,11.655303297051272,0.3645262988415177,3.1567477353062663,0.17138534253736254,17.571454001720788,6.562674660903648,9.85143304001153,14.69635436584278,9.85143304001153,False,False,1eRASS J100709.8+220304,58982.086,58982.754,0
3eRASS J000009.1-772028,sm03_006168_020_ML00005_001_c030,0.038232913391112254,-77.34132362002869,0.6192993591433245,2.6292408523443944,strong,rise,2637.3755,57.44748,1.2289275,0.049964137,0.14492394,0.03123134,1.1442528e-12,1.349385e-13,529.0768,172.22583,8.479810102757844,8.658374772598446,0.33237613727510923,1.7904645040556,0.07712533168475003,12.354511617180814,6.752607972516514,9.607780455959396,18.554668423153377,9.607780455959396,False,False,1eRASS J000009.1-772031,58961.363,58962.863,0
3eRASS J090206.8-403318,sm03_136132_020_ML00081_001_c030,135.5285164215782,-40.5551479427421,0.8340637882045998,2.5951307048078864,strong,fade,152.43202,43368.293,3.7273324,0.23255593,38.496895,6.11266,3.4705145e-12,3.584441e-11,370.06146,141.68306,0.09682163637949093,0.0988604701887419,0.390925787400874,-17.716080286740983,3.811686138664636,-0.46019504591258664,9.512142734574578,,5.671005574518774,9.512142734574578,True,True,1eRASS J090206.7-403316,58990.727,58991.89,0
