name,RA,DEC,cand_set,tid,2rxs_sep,2rxs_id,2rxs_cts,2rxs_hr1,2rxs_n,xmmsl3_sep,xmmsl3_id,xmmsl3_flux_02_2,xmmsl3_flux_02_12,xmmsl3_rate_02_2,xmmsl3_n,csc21_sep,csc21_id,csc21_flux_b,csc21_flux_s,csc21_flag_e,csc21_flag_var,csc21_n,2sxps_sep,2sxps_id,2sxps_rate0,2sxps_flux_po0,2sxps_det,2sxps_pconst,2sxps_n,catwise_sep,catwise_id,catwise_w1,catwise_w2,catwise_n,gvar_sep,gvar_id,gvar_gmin,gvar_gmax,gvar_ng,gvar_n,gclass_sep,gclass_id,gclass_class,gclass_score,gclass_n,xmmssc_id,xmmssc_sep,xmmssc_flux_02_12,xmmssc_flux_err,xmmssc_flux_05_2,xmmssc_nobs,xmmssc_n,artxc_sep,artxc_name,artxc_flux,artxc_signi,artxc_cname,artxc_newxray,artxc_type,artxc_z,mkm_sep,mkm_iauname,mkm_ferass1,mkm_f2rxs,mkm_dist,mkm_lum
1eRASS J060437.7-665131,91.15714555390618,-66.85873609785551,vanished_full,172,,,,,,,,,,,,,,,,,,,,,,,,,,1.715024,J060437.42-665131.0,16.937,15.762,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J055205.0-071834,88.02087625107067,-7.309534205284666,vanished_full,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J033918.9-553550,54.828845796887,-55.59732642130536,vanished_full,174,,,,,,,,,,,,,,,,,,,,,,,,,,2.89795,J033918.94-553547.4,10.898,10.932,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J055043.8-641628,87.68272307304116,-64.27464130312411,vanished_full,175,,,,,,,,,,,,,,,,,,,,,,,,,,3.588685,J055043.92-641625.0,11.516,11.601,3.0,3.649841,4.756456588457055e+18,13.068262,13.678085,35.0,1.0,3.649841,4.756456588457055e+18,ECL,0.954397,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J095155.8+220949,147.9828820956782,22.16381619822268,vanished_full,176,37.122671,2RXS J095158.3+220936,27.72,-0.047,1.0,,,,,,,,,,,,,,,,,,,,,3.663251,J095155.68+220947.6,14.005,12.935,2.0,3.693775,6.403165737139148e+17,17.642626,18.356396,51.0,1.0,3.693775,6.403165737139148e+17,AGN,0.8903997,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J060134.1-615749,90.39236761931154,-61.96381397067939,vanished_full,177,,,,,,,,,,,,,,,,,,,,,,,,,,3.196266,J060134.22-615746.5,15.987,15.482,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J111816.0-324912,169.5669992776348,-32.82019756663476,vanished_full,178,,,,,,,,,,,,,,,,,,,4.496128,71345.0,0.0,0.0,18.0,1.0,1.0,,,,,,,,,,,,,,,,,5XMM J111815.9-324909,3.4322429873782863,1.18049e-13,2.9181e-15,6.00531e-14,2.0,1.0,,,,,,,,,,,,,,
1eRASS J021117.7-332003,32.8239820835968,-33.334339387233875,vanished_full,179,,,,,,,,,,,,,,,,,,,,,,,,,,2.813858,J021117.91-332005.5,14.983,14.154,1.0,2.794807,4.970912513220174e+18,20.01903,21.300066,61.0,1.0,2.794807,4.970912513220174e+18,AGN,0.52318144,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J085443.6-664556,133.68175355870125,-66.76582125376216,vanished_full,180,,,,,,,,,,,,,,,,,,,,,,,,,,1.43916,J085443.85-664556.5,11.757,11.775,1.0,1.415889,5.272182242583722e+18,13.730219,13.823244,43.0,1.0,1.415889,5.272182242583722e+18,RS,0.5439299,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J054135.8-092937,85.3991936243772,-9.493667800765897,vanished_full,181,,,,,,,,,,,,,,,,,,,,,,,,,,2.551885,J054135.90-092935.0,7.358,7.325,1.0,,,,,,,,,,,,5XMM J054135.7-092936,1.1298611029354404,8.66875e-14,6.03316e-15,6.34396e-14,1.0,1.0,,,,,,,,,,,,,,
1eRASS J160238.0-254139,240.6584922775962,-25.694410985466284,vanished_full,182,23.909972,2RXS J160239.2-254156,12.6,0.442,1.0,7.382098,XMMSL3 J160238.6-254140,2.4412,,1.7,1.0,,,,,,,,,,,,,,,1.136248,J160238.12-254139.4,9.252,9.226,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J014850.3-205252,27.20971916536973,-20.88116958276623,vanished_full,183,,,,,,,,,,,,,,,,,,,,,,,,,,5.621499,J014850.03-205256.0,14.478,13.187,1.0,5.634297,5.136147468535288e+18,19.426939,20.033159,41.0,1.0,5.634297,5.136147468535288e+18,AGN,0.5050326,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J060336.8-775217,90.90361984868969,-77.87162221981976,vanished_full,184,,,,,,,,,,,,,,,,,,,,,,,,,,5.525127,J060336.72-775212.3,18.691,18.781,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J144310.9-485110,220.7956825327263,-48.852872813321525,vanished_full,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J054710.5-694301,86.79415077538343,-69.7170903361915,vanished_full,186,,,,,,,,,,,,,,,,,,,,,,,,,,3.576151,J054711.11-694259.2,13.413,13.59,2.0,,,,,,,,,,,,5XMM J054709.8-694302,3.735668116393014,1.98882e-14,3.65755e-15,1.609241e-14,336.0,1.0,,,,,,,,,,,,,,
1eRASS J031053.8-334620,47.72433313505713,-33.7723404037971,vanished_full,187,,,,,,,,,,,,,,,,,,,,,,,,,,6.671287,J031053.87-334613.7,16.497,15.645,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J064506.5-164409,101.27726413006808,-16.735983128977917,vanished_full,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J042135.7-520733,65.39890009770392,-52.126041925464655,vanished_full,189,,,,,,,,,,,,,,,,,,,,,,,,,,5.921907,J042136.32-520735.9,12.394,12.183,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J111323.0+023215,168.3462157021741,2.537686869990415,vanished_full,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J090340.0+120325,135.91672715081296,12.057218778453842,vanished_full,191,25.549698,2RXS J090339.3+120302,8.45,0.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J080503.6-765352,121.26506029360492,-76.89783765021062,vanished_full,192,8.901076,2RXS J080506.0-765355,10.04,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.510002,J080503.32-765351.0,16.312,16.58,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J154527.5-762425,236.3647118508476,-76.40695183786197,vanished_full,193,,,,,,,,,,,,,,,,,,,,,,,,,,2.278324,J154527.92-762423.1,13.6,13.342,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J060434.9-665101,91.14558034469346,-66.85043084223261,vanished_full,194,,,,,,,,,,,,,,,,,,,,,,,,,,4.503145,J060434.37-665104.7,16.477,16.291,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J134511.7-403622,206.2988922629257,-40.60623561763908,vanished_full,195,,,,,,,,,,,,,,,,,,,,,,,,,,4.233018,J134511.36-403623.0,17.274,16.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J061450.7-725047,93.71141109762767,-72.84647903711047,vanished_full,196,,,,,,,,,,,,,,,,,,,,,,,,,,3.595487,J061451.50-725046.2,18.744,17.875,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J045339.0-313625,73.41261105855399,-31.607091349697985,vanished_full,197,,,,,,,,,,,,,,,,,,,,,,,,,,3.308347,J045338.77-313624.7,15.764,15.001,1.0,3.240062,4.87479932275353e+18,19.878557,20.485073,54.0,1.0,3.240062,4.87479932275353e+18,AGN,0.5295023,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J115621.5-630529,179.08977799300064,-63.09145446812095,vanished_full,198,,,,,,,,,,,,,,,,,,,,,,,,,,4.778056,J115621.36-630524.6,13.931,14.422,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J134423.6-365627,206.09867144072683,-36.94104097390687,vanished_full,199,,,,,,,,,,,,,,,,,,,,,,,,,,1.537823,J134423.77-365628.8,13.516,12.826,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J062955.1-673115,97.47969118318038,-67.52096428764887,vanished_full,200,,,,,,,,,,,,,,,,,,,,,,,,,,3.618595,J062955.03-673111.9,12.63,12.63,1.0,3.694544,5.283320707691515e+18,15.49744,15.611671,41.0,1.0,3.694544,5.283320707691515e+18,RS,0.4615225,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J062721.9-764947,96.84128465369852,-76.82976311727579,vanished_full,201,25.443605,2RXS J062718.1-764925,24.21,1.0,1.0,,,,,,,,,,,,,,,,,,,,,8.504877,J062723.09-764954.6,18.182,18.776,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J061339.5-663606,93.41486207353564,-66.60181016278483,vanished_full,202,,,,,,,,,,,,,,,,,,,,,,,,,,2.228292,J061339.24-663605.2,15.729,15.527,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J030622.4-400621,46.59349817712956,-40.10594473680103,vanished_full,203,,,,,,,,,,,,,,,,,,,,,,,,,,0.682576,J030622.40-400620.8,15.672,15.586,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J041309.3-540658,63.288933152926575,-54.1162742218969,vanished_full,204,,,,,,,,,,,,,,,,,,,,,,,,,,6.547825,J041309.42-540705.1,15.909,14.623,1.0,6.543664,4.779651366056688e+18,18.952332,19.217125,36.0,1.0,6.543664,4.779651366056688e+18,AGN,0.9904677,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J041605.6-240450,64.02362470280943,-24.08066687774771,vanished_full,205,,,,,,,,,,,,,,,,,,,,,,,,,,1.619434,J041605.67-240451.9,18.029,17.526,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J055635.5-442744,89.14799934740547,-44.462437462145694,vanished_full,206,,,,,,,,,,,,,,,,,,,,,,,,,,2.188146,J055635.70-442745.7,16.82,15.828,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J104505.7-594003,161.27386552308124,-59.66764573139604,vanished_full,207,,,,,,,,,,,,2.670212,2CXO J104505.9-594005,8.08e-05,5.72e-05,True,False,4.0,2.986984,2242.0,0.0238,1.506e-12,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J081558.4+403320,123.99342956200064,40.55568428866559,vanished_full,208,33.556105,2RXS J081600.3+403346,6.59,0.603,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J025543.6-141239,43.93167600891846,-14.210845669906394,vanished_full,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J043241.9-481543,68.17491168572259,-48.26215362044868,vanished_full,210,,,,,,,,,,,,,,,,,,,,,,,,,,4.844002,J043242.45-481544.4,16.294,14.97,2.0,4.879878,4.788250440338967e+18,19.519464,19.901619,36.0,1.0,4.879878,4.788250440338967e+18,AGN,0.7738704,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J044325.6-540915,70.85677770116801,-54.1542636190387,vanished_full,211,,,,,,,,,,,,,,,,,,,,,,,,,,7.838057,J044326.50-540916.8,12.001,12.051,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J044646.6-662450,71.69449922141227,-66.41399083249567,vanished_full,212,,,,,,,,,,,,,,,,,,,,,,,,,,4.965172,J044646.33-662454.8,17.103,16.866,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J052752.1-605619,81.96712356134917,-60.93864463737011,vanished_full,213,,,,,,,,,,,,,,,,,,,,,,,,,,1.473385,J052752.09-605617.6,17.017,17.536,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J064911.2-643453,102.29680262849304,-64.58157333461168,vanished_full,214,,,,,,,,,,,,,,,,,,,,,,,,,,1.998908,J064911.18-643455.6,15.965,15.892,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J030409.7-440227,46.04077671676247,-44.04107634778796,vanished_full,215,,,,,,,,,,,,,,,,,,,,,,,,,,3.409535,J030409.76-440231.2,17.535,16.577,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J041933.5-682038,64.88966019942491,-68.34397178346275,vanished_full,216,,,,,,,,,,,,,,,,,,,,,,,,,,4.355612,J041933.93-682034.6,16.154,16.108,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J103051.5-262837,157.71465459671077,-26.47698758854835,vanished_full,217,36.489627,2RXS J103053.7-262815,9.79,-0.693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J055216.6-681015,88.06918590212834,-68.17095656374906,vanished_full,218,,,,,,,,,,,,,,,,,,,,,,,,,,2.356786,J055216.93-681016.9,16.386,15.898,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J051235.3-093621,78.14741253641436,-9.606101566337902,vanished_full,219,,,,,,,,,,,,,,,,,,,,,,,,,,9.49042,J051234.75-093619.3,10.999,10.773,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J050609.3-631039,76.53916069674437,-63.177671757058334,vanished_full,220,34.774534,2RXS J050606.3-631011,35.31,0.923,1.0,,,,,,,,,,,,,,,,,,,,,3.61268,J050609.84-631041.6,16.974,16.277,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J205753.3-524625,314.47241883112684,-52.77367597133139,vanished_full,221,,,,,,,,,,,,,,,,,,,,,,,,,,0.8234,J205753.28-524625.2,14.826,14.693,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J015226.5-273159,28.11071040254773,-27.53307706856329,vanished_full,222,,,,,,,,,,,,,,,,,,,,,,,,,,2.988855,J015226.42-273201.4,15.811,16.096,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J051213.9-625407,78.05825323290588,-62.90210484471616,vanished_full,223,,,,,,,,,,,,,,,,,,,,,,,,,,2.960337,J051213.85-625404.7,15.822,15.634,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J085450.5-664459,133.71082991910467,-66.74974581150113,vanished_full,224,,,,,,,,,,,,,,,,,,,,,,,,,,5.265168,J085451.39-664501.4,16.934,16.694,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J063353.0-681544,98.4709793601384,-68.26234509466403,vanished_full,225,,,,,,,,,,,,,,,,,,,,,,,,,,3.453209,J063352.50-681542.6,17.683,16.649,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J074822.7-664030,117.09469285464355,-66.67512644774528,vanished_full,226,,,,,,,,,,,,,,,,,,,,,,,,,,2.148547,J074823.05-664029.5,15.116,13.728,3.0,2.185623,5.275021593923079e+18,18.803619,19.013809,62.0,1.0,2.185623,5.275021593923079e+18,AGN,0.8556157,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J051825.0-541619,79.6045059184695,-54.27209054607607,vanished_full,227,,,,,,,,,,,,,,,,,,,,,,,,,,4.61449,J051825.54-541621.7,15.951,14.602,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J053429.4-660909,83.62259950231504,-66.1526832796108,vanished_full,228,,,,,,,,,,,,3.429614,2CXO J053429.6-660906,7.79e-06,3.41e-06,False,False,1.0,,,,,,,,1.1271,J053429.60-660909.6,16.141,15.502,2.0,,,,,,,,,,,,5XMM J053429.5-660904,5.581255422949379,2.48327e-14,1.29844e-14,8.56091e-15,336.0,1.0,,,,,,,,,,,,,,
1eRASS J140705.3-510057,211.77215260533728,-51.01600903746185,vanished_full,229,,,,,,,,,,,,,,,,,,,,,,,,,,5.437591,J140705.83-510055.0,16.266,16.629,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J045632.2-560845,74.13434476093727,-56.146100814303935,vanished_full,230,,,,,,,,,,,,,,,,,,,,,,,,,,2.690756,J045631.99-560844.2,15.384,14.344,2.0,2.739745,4.776244357479869e+18,19.118158,19.515564,43.0,1.0,2.739745,4.776244357479869e+18,AGN,0.51442707,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J071556.4-684551,108.98536771695618,-68.76430100061935,vanished_full,231,,,,,,,,,,,,,,,,,,,,,,,,,,3.382795,J071556.45-684548.1,15.667,14.875,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J050746.0-620612,76.94185705281826,-62.10359985511424,vanished_full,232,,,,,,,,,,,,,,,,,,,,,,,,,,2.25253,J050746.36-620613.4,15.16,14.38,4.0,2.338001,4.760618613621361e+18,19.908092,20.664505,26.0,1.0,2.338001,4.760618613621361e+18,AGN,0.3137488,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J062940.4-654602,97.41846851783826,-65.76732720000771,vanished_full,233,29.312177,2RXS J062941.7-654630,21.75,,1.0,,,,,,,,,,,,,,,,,,,,,6.859511,J062940.52-654609.2,17.16,16.15,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J113249.9-203013,173.20803307670806,-20.5038422291173,vanished_full,234,,,,,,,,,,,,,,,,,,,,,,,,,,5.427649,J113249.85-203019.1,16.827,16.27,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J081456.4-680627,123.73507600162316,-68.10750854192727,vanished_full,235,,,,,,,,,,,,,,,,,,,,,,,,,,4.705924,J081457.05-680630.1,12.476,12.422,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J050404.9-492942,76.02044995017832,-49.49519474897214,vanished_full,236,29.106821,2RXS J050402.4-492925,12.47,0.197,1.0,,,,,,,,,,,,,,14.776535,63937.0,0.00315,1.038e-13,16.0,0.0369,1.0,9.43466,J050403.94-492943.9,15.266,15.356,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J011447.3-282034,18.69737023119201,-28.342848900079225,vanished_full,237,,,,,,,,,,,,,,,,,,,,,,,,,,5.436997,J011447.57-282038.9,17.972,18.073,2.0,8.318736,5.030367127023534e+18,19.806158,20.54199,56.0,1.0,8.318736,5.030367127023534e+18,AGN,0.8789568,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J054235.4-615420,85.64788665737083,-61.90559917255941,vanished_full,238,8.135223,2RXS J054236.3-615414,247.96,1.0,1.0,5.099146,XMMSL3 J054237.3-615416,1.7232,3.7908,1.2,3.0,,,,,,,,5.125404,182687.0,0.0513,1.507e-12,0.0,0.062,1.0,1.523022,J054235.69-615419.5,12.983,13.001,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J050724.6-635419,76.85266387200491,-63.90530530670583,vanished_full,239,,,,,,,,,,,,,,,,,,,,,,,,,,1.833545,J050724.79-635417.6,16.068,15.299,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J033502.5-005640,53.76049154479904,-0.9444817256272252,vanished_full,240,,,,,,,,,,,,,,,,,,,,,,,,,,4.201749,J033502.70-005643.1,16.998,17.26,3.0,4.807588,3.2631039457570324e+18,19.8577,20.263584,22.0,1.0,4.807588,3.2631039457570324e+18,AGN,0.11381008,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J045233.7-512035,73.14055283321512,-51.34308300401258,vanished_full,241,,,,,,,,,,,,,,,,,,,,,,,,,,1.353611,J045233.59-512034.6,14.429,13.679,1.0,1.313619,4.783745706840271e+18,19.643141,20.768656,33.0,1.0,1.313619,4.783745706840271e+18,AGN,0.36120838,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J121424.3-634022,183.6015366240932,-63.672927518289406,vanished_full,242,,,,,,,,,,,,,,,,,,,,,,,,,,3.953708,J121423.79-634021.9,11.777,12.14,5.0,4.005705,6.054133364409686e+18,17.231615,17.38336,46.0,1.0,4.005705,6.054133364409686e+18,LPV,0.57573265,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J062100.7-033011,95.25328954418994,-3.503150830574439,vanished_full,243,34.967625,2RXS J062101.3-032937,12.73,-0.164,1.0,,,,,,,,,,,,,,,,,,,,,1.354645,J062100.86-033011.8,6.998,6.868,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J041109.6-481931,62.790316077779,-48.32531091068896,vanished_full,244,16.812827,2RXS J041110.6-481945,11.92,0.841,1.0,,,,,,,13.589944,2CXO J041110.5-481941,1.24e-06,2.6e-07,False,False,1.0,,,,,,,,4.904439,J041109.29-481928.0,17.4,16.856,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J054518.5-295050,86.3273058650845,-29.847491682089583,vanished_full,245,26.44123,2RXS J054517.4-295028,15.27,0.925,1.0,,,,,,,,,,,,,,,,,,,,,1.431602,J054518.63-295051.8,14.93,14.221,1.0,1.520578,2.903924455086811e+18,19.191517,20.105518,52.0,1.0,1.520578,2.903924455086811e+18,AGN,0.3706691,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J165407.5-740323,253.531481018819,-74.05657182561835,vanished_full,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.895102,5.802322150557889e+18,13.662306,13.812545,46.0,1.0,9.895102,5.802322150557889e+18,RS,0.8287335,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J024517.0-401403,41.32123886659931,-40.23442255932834,vanished_full,247,,,,,,,,,,,,,,,,,,,,,,,,,,5.542035,J024516.65-401406.2,14.296,12.883,2.0,5.600998,4.949257322473333e+18,17.34539,17.528318,55.0,1.0,5.600998,4.949257322473333e+18,AGN,0.55295026,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J053624.0-625223,84.10006373457199,-62.87320497789656,vanished_full,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J111141.7+242837,167.92384262404173,24.477099775055407,vanished_full,249,,,,,,,,,,,,,,,,,,,,,,,,,,3.296134,J111141.91+242835.4,14.859,13.887,2.0,3.263354,3.99542889372892e+18,18.800962,19.107147,23.0,1.0,3.263353,3.99542889372892e+18,AGN,0.293007,1.0,5XMM J111142.0+242835,5.347555838639741,1.46409e-13,1.34621e-14,4.52981e-14,1.0,1.0,,,,,,,,,,,,,,
1eRASS J052728.6-065308,81.86917296663553,-6.885765664502103,vanished_full,250,,,,,,,,,,,,,,,,,,,,,,,,,,1.496293,J052728.63-065310.1,16.919,17.329,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J075752.1+371330,119.46741583852057,37.22512861750372,vanished_full,251,,,,,,,,,,,,,,,,,,,,,,,,,,2.272315,J075752.15+371328.2,16.417,16.406,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J052209.4-541115,80.53926493191608,-54.1876757762296,vanished_full,252,,,,,,,,,,,,,,,,,,,,,,,,,,2.814865,J052209.70-541116.9,15.088,14.131,1.0,2.879044,4.770300466339287e+18,19.849836,20.176733,39.0,1.0,2.879044,4.770300466339287e+18,AGN,0.7970107,1.0,,,,,,,,,,,,,,,,,,,,,
1eRASS J044301.5-534001,70.75635642361408,-53.6669716058227,vanished_full,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J063922.2-701247,99.8428014568242,-70.21321230276702,vanished_full,254,26.942769,2RXS J063917.1-701254,14.57,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,9.599169,J063920.39-701246.0,16.928,16.641,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J053615.2-574721,84.06348865078903,-57.78940326239431,vanished_full,255,,,,,,,,,,,,,,,,,,,,,,,,,,3.957473,J053615.72-574722.7,15.459,14.866,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J070413.7-112455,106.05743506563412,-11.415464609309725,vanished_full,256,,,,,,,,,,,,4.329768,2CXO J070413.4-112456,6.2e-06,2.92e-06,False,False,1.0,,,,,,,,3.873375,J070413.52-112455.5,9.829,9.561,1.0,,,,,,,,,,,,5XMM J070413.6-112454,2.7131787418924334,1.21956e-14,8.60901e-15,2.615716e-15,6.0,1.0,,,,,,,,,,,,,,
1eRASS J004611.1-605644,11.54627876978078,-60.945688742134216,vanished_full,257,,,,,,,,,,,,,,,,,,,,,,,,,,2.693575,J004611.13-605647.1,14.654,13.996,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J053157.3-580733,82.98908956478063,-58.12583743567608,vanished_full,258,,,,,,,,,,,,,,,,,,,,,,,,,,3.322905,J053157.48-580729.7,15.267,14.482,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J015134.3-285942,27.89305217867369,-28.99516562945641,vanished_full,259,,,,,,,,,,,,,,,,,,,,,,,,,,2.685748,J015134.12-285942.0,17.076,16.92,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J045559.2-551611,73.99692688882935,-55.269994792523065,vanished_full,260,,,,,,,,,,,,,,,,,,,,,,,,,,1.985504,J045559.46-551611.0,17.186,16.645,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J050506.3-322047,76.27645333808822,-32.3466269578606,vanished_full,261,,,,,,,,,,,,,,,,,,,,,,,,,,5.650977,J050505.91-322046.8,17.513,17.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J101351.9+194539,153.46644727670437,19.760837880806623,vanished_full,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J073821.2-685802,114.5886201564272,-68.96746301131692,vanished_full,263,,,,,,,,,,,,,,,,,,,,,,,,,,1.59946,J073821.46-685801.6,15.478,14.969,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J065250.1+082219,103.20892772614629,8.372077415902908,vanished_full,264,34.142021,2RXS J065250.2+082253,24.22,-0.342,1.0,,,,,,,,,,,,,,,,,,,,,4.512349,J065249.93+082222.8,9.337,9.29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eRASS J051057.6-652935,77.74022229084443,-65.49325708916805,vanished_full,265,,,,,,,,,,,,,,,,,,,,,,,,,,2.710229,J051057.62-652933.0,17.556,16.437,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
