source_id,verdict,phot_g_mean_mag,bp_rp,d_pc,period,significance,l,b,activityindex_espcs,activityindex_espcs_uncertainty,activityindex_espcs_input,amp_g,amp_g_baseline,damp_g,amp_bp,damp_bp,amp_rp,damp_rp,phot_variable_flag,in_vari_summary,std_dev_mag_g_fov,range_mag_g_fov,stetson_mag_g_fov,in_vari_rotation_modulation,ruwe,ipd_frac_multi_peak,ipd_gof_harmonic_amplitude,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,phot_bp_rp_excess_factor,phot_g_n_obs,visibility_periods_used,notes
6092954989675820416,SPURIOUS,13.674644,0.8229656,923.2767198611393,883.0788557285832,14.1,319.08147469387006,12.797202690267666,,,M2,-2.248109558248007,-2.393054279335454,0.14494472108744727,-2.361511081233945,-0.14742051561572733,-2.1597604742322973,0.25491362159219655,NOT_AVAILABLE,False,,,,,3.5586672,1,0.01957936,0.39318722,105.93384,47.101753,1.209105,316,13,RVs inconsistent with orbital solution
3662912491312811008,SPURIOUS,12.605369,0.82443905,382.43814644424833,237.1564979741592,7.9,324.02509170347787,61.16204246634744,,,M2,-2.239453862299294,-2.4351954905168327,0.19574162821753882,-2.4664348427818705,-0.11397943501752117,-2.502530731626982,0.05760664656331427,VARIABLE,True,0.005107768,0.022716772,4.258542,0.0,2.0331533,0,0.008242083,0.20218003,56.490852,27.869915,1.1998825,500,18,RVs inconsistent with orbital solution
5839182174066052224,SPURIOUS,12.988483,1.1201916,418.66509834229714,331.7767814040449,11.0,305.6063257436738,-10.918889615649366,,,,-1.665181277490149,-2.4069038686093913,0.7417225911192422,-1.5883334235669337,0.7226370069324586,-1.6994113200083925,0.8118609730297812,NOT_AVAILABLE,False,,,,,4.4806943,0,0.02109135,0.70162755,466.49496,73.17974,1.2346382,462,27,RVs inconsistent with orbital solution
1695294922548180224,CONFIRMED,13.119968,0.8298845,744.3151057725047,601.1775441016509,79.9,108.95730360210432,42.15441642546707,,,M2,-2.501341914977568,-2.413019394362833,-0.08832252061473511,-2.312977023938601,-0.004049619369657531,-2.661626894726859,-0.16456643440844188,NOT_AVAILABLE,False,,,,,7.2309537,0,0.017763875,0.87905735,668.15576,99.83561,1.199766,322,24,Good solution
2080945469200565248,CONFIRMED,13.29416,0.8431864,719.1204368198655,196.64003858005705,54.3,79.07812050473314,4.915326301229799,,,M2,-2.470246426069106,-2.40368713701882,-0.06655928905028619,-2.438874101666062,-0.16279352864093477,-2.6444459328200263,-0.17760644900084843,NOT_AVAILABLE,False,,,,,3.2676435,0,0.022767339,0.38441494,135.38364,49.73068,1.1985263,396,26,Good solution
2426116249713980416,CONFIRMED,13.024138,0.79877186,607.5818715903982,711.7033843848643,24.8,110.6535129647028,-72.05136982144995,,,M2,-2.4043409422511126,-2.40946679496767,0.005125852716557411,-2.4189596995834344,-0.10598267564483344,-2.549145398266132,-0.0405733133154671,NOT_AVAILABLE,False,,,,,8.64208,0,0.08332206,1.1809728,1134.36,102.21314,1.19753,271,15,Good solution
1028887114002082432,CONFIRMED,13.593007,0.78980637,612.1288428687277,994.4169672411456,24.5,165.59106062265678,35.16860800590206,,,M2,-2.508424784495473,-2.398453712997754,-0.10997107149771868,-2.3378941659037893,-0.09774943745704823,-2.422482200659179,0.00038600029392510393,NOT_AVAILABLE,False,,,,,4.480337,0,0.02209565,0.6802712,331.95898,58.55851,1.1934098,276,17,Good solution
6791860144283753984,SPURIOUS,12.799685,0.8553257,541.797269448322,935.8300972313356,12.0,9.103468241265944,-35.906083691777106,,,M2,-2.330660447907822,-2.4137148054725306,0.08305435756470869,-2.470605866204712,-0.1436576143983923,-2.598496693648488,-0.054998175175260844,NOT_AVAILABLE,False,,,,,5.8645277,1,0.031264428,0.70946074,552.14557,95.6887,1.2010412,443,18,RVs inconsistent with orbital solution
5136025521527939072,CONFIRMED,12.047791,0.6345167,408.84967581355664,536.9000374541339,60.3,191.9919123580534,-74.63467812878464,,,,-2.287089744031854,-2.4330242115675915,0.1459344675357377,-2.441732764217069,-0.050137760522791286,-2.5032414199581288,0.11587796702603459,NOT_AVAILABLE,False,,,,,6.9944983,0,0.023990743,1.0401745,1310.0684,109.33312,1.1887577,415,19,Good solution
2397135910639986304,CONFIRMED,13.346148,0.71879673,489.684224634287,916.0157822158292,43.8,34.85594022578076,-61.000708463661695,,,M2,-2.3923689666125645,-2.40368713701882,0.01131817040625549,-2.3520796970429876,-0.07816106789034105,-2.395370498694911,0.06767678308686564,NOT_AVAILABLE,False,,,,,6.5451856,0,0.05060562,0.7720864,503.79208,93.214264,1.1894771,317,15,Good solution
