rank,source_id,queue_bin,has_epoch_photometry,phot_g_n_obs,phot_g_mean_mag
158,5913084821648555520,v2_main,False,591,15.982324
159,813135719719859456,v2_main,False,345,15.303063
160,233150963936432384,v2_main,False,451,16.546112
161,1394121134170224512,v2_main,True,480,16.182148
162,2094243478217710976,v2_main,False,459,17.14602
163,5299929002634004480,v2_main,False,477,15.463413
164,3072288654854260864,v2_main,False,396,14.255661
165,1964760831408498304,v2_main,False,495,16.574732
166,3014551753093454976,v2_main,False,687,16.571194
167,3253873309421802624,v2_main,False,599,13.607591
168,4631795128323136896,v2_main,True,409,14.548435
169,1204789870432946048,v2_main,False,548,16.81343
170,5983827326751931648,v2_main,False,384,16.581532
171,6083048428569953792,v2_main,False,269,17.231304
172,4065778224715865344,v2_main,False,234,14.951204
173,2300870781411307008,v2_main,False,374,16.557425
174,526804475032774528,v2_main,False,462,16.954935
175,5674676783372468352,v2_main,False,401,16.389513
176,6849286605810570752,v2_main,False,279,16.723326
177,4566039969296448128,v2_main,False,666,16.52791
178,5780641155646533504,v2_main,False,479,16.215458
179,3597514707925243648,v2_main,False,437,14.716318
180,4534069465403072640,v2_main,False,671,16.322943
181,1886436055442248960,v2_main,False,445,16.68839
182,5467622873958750848,v2_main,False,301,16.49908
183,5038672464198039040,v2_main,False,575,16.95578
184,1342378666723266304,v2_main,False,379,17.323904
185,868863951177644160,v2_main,False,192,15.467086
186,2989538791273939200,v2_main,False,530,15.803022
187,2566461354152574976,v2_main,False,409,16.073706
188,5356683903089068288,retrieval_pr999,False,509,16.21347
189,3464913154642472960,v2_main,False,440,17.177877
190,1277688006750319616,v2_main,False,633,16.527004
191,4040127576266563584,v2_main,False,363,16.41101
192,3396221960268240512,v2_main,False,340,14.785463
193,6411562368137194624,retrieval_pr999,False,435,16.779926
194,6276650676500243072,v2_main,False,222,16.25721
195,1251294711160534144,v2_main,False,829,16.757202
196,1255744194199868800,v2_main,False,338,16.985146
197,985796325597093888,v2_main,False,425,16.438251
198,205868816271892864,v2_main,False,410,17.084452
199,2862409305498940544,v2_main,False,369,15.48915
200,6917071738179546752,v2_main,False,379,15.981132
201,6218848456877200640,v2_main,False,195,15.942588
202,613025599896017152,v2_main,False,428,14.024205
203,1644534181545543168,retrieval_pr999,False,329,17.498432
204,6410320813350902656,v2_main,False,508,16.882591
205,2856698098507352064,v2_main,False,408,16.654575
206,486506549240142080,v2_main,False,363,17.099335
207,4573946729210713856,v2_main,False,481,17.207504
208,224549450109569536,v2_main,False,485,15.113473
209,1496207073661296768,v2_main,True,681,17.434212
210,2581557958039687296,v2_main,False,391,13.397092
211,5015791524146225792,v2_main,True,972,16.83915
212,5839685308022836096,v2_main,False,431,14.673898
