rank,source_id,queue_bin,has_epoch_photometry,phot_g_n_obs,phot_g_mean_mag
574,5813236315296173824,v2_main,True,824,12.822415
575,4055726558125681280,v2_main,False,372,14.05309
576,2800293117642445824,v2_main,True,379,15.091603
577,6111811480954965760,v2_main,False,282,13.510172
578,2000643874420209280,v2_main,False,505,11.142999
579,5541715767108021632,v2_main,False,443,14.402978
580,5895166321182018304,v2_main,False,444,14.789216
581,1746878446141859968,v2_main,False,391,15.763784
582,6704912963785653120,v2_main,False,261,11.01336
583,1990645465423518848,v2_main,False,507,17.22075
584,1586949806959008768,v2_main,True,384,15.780199
585,2173911823033237248,v2_main,False,433,15.946395
586,3981295977423773312,v2_main,False,217,13.577896
587,746115022807859712,v2_main,False,355,15.867985
588,4472164113196505728,v2_main,False,418,15.2146
589,474731879218078336,v2_main,False,394,14.9856
590,737640502576656384,v2_main,False,260,14.488436
591,3341306542781547392,v2_main,False,475,15.022722
592,2302795682674624896,v2_main,False,405,11.89419
593,5954475421490093440,v2_main,False,277,14.808965
594,4612689120926484736,v2_main,False,325,12.942905
595,6498539132373446144,v2_main,False,721,16.578665
596,5332815704681444224,v2_main,False,464,11.178243
597,5118716532742525056,v2_main,False,393,15.46748
598,6404973407268787200,v2_main,False,508,15.952234
599,6589237709111184768,v2_main,False,481,15.249221
600,6410599470829058560,v2_main,False,636,15.483091
601,1962476183678332672,v2_main,True,522,14.436549
602,6803410960608215680,v2_main,False,291,15.10254
603,4863754045553887744,v2_main,False,577,16.719753
604,4518143627905286656,v2_main,False,348,14.96683
605,3819808917945934208,v2_main,False,234,13.361972
606,4189020799389583616,v2_main,False,292,10.201223
607,5359871868317321472,v2_main,False,393,15.271762
608,5933215127248291456,v2_main,False,667,13.48727
609,5634687859004763520,v2_main,True,701,16.642912
610,4254362164119828096,v2_main,False,220,14.029654
611,3615078925141325696,v2_main,False,167,8.122025
612,5240533036598132224,v2_main,False,423,11.842533
613,569379558119837056,v2_main,False,440,14.27912
614,6242885877007796608,v2_main,False,285,15.188631
615,4942135618157909632,v2_main,False,577,15.014215
616,4219168995905254272,v2_main,False,276,15.39387
617,2309170719810924672,v2_main,False,349,15.552104
618,5546724970294540544,v2_main,False,402,16.208115
619,6458838138316614784,v2_main,False,554,14.942384
620,3659456004712247552,v2_main,False,220,11.802397
621,4255577674234698624,v2_main,False,185,14.508087
622,6511513266501987712,v2_main,False,515,14.978033
623,6558928365420159488,v2_main,False,649,15.277546
624,5955618466918606336,v2_main,False,321,15.072944
625,2641701617740887808,v2_main,False,288,16.427015
626,4514206242416262656,v2_main,False,450,15.933287
627,5375530765017981952,v2_main,False,496,15.786376
628,1388272763102569472,v2_main,False,493,14.456709
629,3087509606637739648,v2_main,False,323,15.08757
630,1278309505697519360,v2_main,True,579,16.694735
631,6760827970480284288,v2_main,False,216,12.503439
632,527111273138867456,v2_main,False,465,16.271563
633,4357622008333542912,v2_main,False,484,14.150362
634,2790201525044593152,v2_main,False,338,14.190449
635,6784523000111321216,v2_main,False,306,13.980194
636,5057064373153576448,v2_main,False,734,15.595812
637,4743434866083440128,v2_main,False,519,16.29639
638,4868510429775953280,v2_main,False,443,15.359726
639,5276763151622673280,v2_main,False,507,16.068253
640,1963233437956756096,v2_main,False,531,15.098579
641,4920760390559115136,v2_main,False,493,16.010715
642,4385759541680773376,v2_main,False,368,14.233518
643,800547475516832384,v2_main,False,464,15.516474
644,500084590127752960,v2_main,False,520,13.256083
645,5258541770064649728,v2_main,False,381,13.325003
646,580233077914694912,v2_main,False,276,15.818325
647,5942872825078311552,v2_main,False,631,13.506536
648,5547038365463031296,v2_main,False,495,16.747076
649,6349700579783559168,v2_main,False,410,15.80186
650,548950254119058816,v2_main,False,466,14.9786625
651,5837184090862337920,v2_main,False,402,15.659346
652,6806977570172268288,v2_main,False,382,16.510336
653,1759056705651688576,v2_main,False,419,15.408534
654,6091702959474320128,v2_main,False,287,16.471582
655,3236163097674579072,v2_main,False,445,14.052207
656,1094967762832995584,v2_main,False,689,15.839988
657,4888385889154753408,v2_main,False,674,16.135542
658,813438635173507456,v2_main,False,343,16.675913
659,4129880298015426176,v2_main,False,283,13.560696
660,4029061064636970624,v2_main,False,390,15.113965
661,4261143913150355584,v2_main,False,223,12.792135
662,2885499393281538688,v2_main,False,407,16.175352
663,2911328192728836352,v2_main,False,444,14.6877985
664,5664714937442270848,v2_main,False,244,14.012662
665,3706034512721027456,v2_main,False,609,14.539476
666,5405967656372430720,v2_main,False,477,15.495709
667,1799040342916892928,v2_main,False,544,14.472698
668,2189771075667268480,v2_main,False,494,12.913432
669,768642435513276544,v2_main,False,328,16.010132
670,710907560975311104,v2_main,False,307,14.91407
671,4090718481357761792,v2_main,False,223,15.803513
672,5008631916742944128,v2_main,True,920,15.846392
673,5970947922418891904,v2_main,False,531,13.670663
674,1093398519220918272,v2_main,False,876,12.695765
675,5858664081383081600,v2_main,False,531,13.564016
676,423864210713892224,v2_main,False,704,15.2357645
677,2217766634570681984,v2_main,False,370,14.959281
678,5304995582275067136,v2_main,False,435,12.135204
679,6668996931127150208,v2_main,True,418,12.479801
680,6354333818703870720,v2_main,False,359,9.998456
681,3416706995764557568,v2_main,False,237,11.816548
682,4351710754647398528,v2_main,False,249,12.150243
683,1315947506703332352,v2_main,False,616,14.912504
684,3227051582254046720,v2_main,False,616,15.992671
685,1957237732324888320,v2_main,True,723,15.005957
686,5211170273635393920,v2_main,False,373,13.558584
687,4466767229088016256,v2_main,False,620,13.784063
688,3029592969088456192,v2_main,False,350,15.178951
689,1461700864025122176,v2_main,False,434,14.561831
690,611041256286259584,v2_main,False,435,13.998935
691,1310248016382385536,v2_main,False,444,11.5484
692,6628782091478194432,v2_main,False,239,14.025743
693,3177027410962600448,v2_main,False,375,16.556877
694,5237721898914548480,v2_main,False,420,15.418402
695,6055539472293963392,v2_main,False,491,12.78821
696,1273420355446355840,v2_main,False,802,15.34359
697,2254340686276492800,v2_main,False,721,16.359196
698,3075883233243117184,v2_main,False,447,15.807608
699,1439339443215585792,v2_main,False,262,14.00742
700,5858721324714675584,v2_main,False,470,16.414284
701,4366500702166868608,v2_main,False,328,14.979367
702,6418993829793252608,v2_main,False,518,15.702133
703,1442404091359396224,v2_main,False,443,15.807341
704,6150696671738067840,v2_main,False,353,15.18747
705,5120499356487487104,v2_main,False,350,14.258029
706,3261805564258966272,v2_main,False,235,15.087606
707,5073554092632638848,v2_main,False,645,15.46875
708,5859138073991077248,v2_main,False,479,13.96205
709,4751288437122136704,v2_main,False,474,14.698454
710,4248199573219059584,v2_main,False,468,13.368764
711,1322568628286373632,v2_main,False,495,16.466581
712,6387647680995666304,v2_main,False,422,15.340816
713,5649773914452646272,v2_main,False,501,15.403893
714,5355633933885075328,v2_main,False,481,13.725297
715,2440289474287776896,v2_main,False,225,14.723334
716,6679706797153534080,v2_main,False,461,15.308904
717,4071380820557119104,v2_main,False,186,11.167371
718,3482193667796615296,v2_main,False,366,14.011243
719,5852496469609565184,v2_main,False,598,13.040917
720,5999921810471833216,v2_main,False,515,9.897571
721,788587507734102912,v2_main,False,541,16.107828
722,3571596122186232192,v2_main,False,533,15.193114
723,1901235241435006080,v2_main,False,440,15.14034
724,6858282947387193856,v2_main,False,493,14.826546
725,454629027094387712,v2_main,False,396,14.91581
726,379584781510800256,v2_main,True,562,13.56195
727,4236844985355568128,v2_main,False,343,15.24412
728,2024549009598558208,v2_main,False,539,13.816488
729,6492905956347080832,v2_main,False,633,16.139242
730,3184078579032750464,v2_main,False,601,13.73133
731,1987297620020146432,v2_main,False,516,16.419813
732,4858726803513513344,v2_main,False,491,15.077928
733,4968789738520547456,v2_main,False,786,15.066429
734,1964774712743440384,v2_main,False,531,16.029753
735,6914785436893172224,v2_main,False,446,15.981152
736,2208943221256515712,v2_main,True,451,12.688024
737,2174204774167549440,v2_main,True,469,14.069323
738,314069006779562496,v2_main,False,275,16.195084
739,5491686854165100928,v2_main,False,346,15.744383
740,3518458756735181696,v2_main,False,443,14.299618
741,4448680675127557504,v2_main,False,354,15.551419
742,5223927563458221440,v2_main,False,331,14.320263
743,6746675954459579008,v2_main,False,312,15.168456
744,5589511675000872832,v2_main,False,448,14.240776
745,2064090093380317184,v2_main,False,507,13.206537
746,2479455379843705216,v2_main,True,386,14.184252
747,2142623089348748544,v2_main,False,374,9.001281
748,1972351275571839104,v2_main,False,507,15.832582
749,2525183694781218560,v2_main,False,448,16.58939
750,2995158395204088064,v2_main,False,369,13.6350565
751,4039744877394943232,v2_main,False,322,16.060846
752,1636130412312502272,v2_main,True,677,15.533722
753,6128077106221066752,v2_main,False,487,16.551409
754,1002740757557931264,v2_main,False,352,13.229386
755,4534416022026409600,v2_main,False,568,16.663095
756,6456174914995922432,v2_main,False,524,14.821952
757,6397430929301317760,v2_main,False,491,16.185064
758,448779934468113280,v2_main,False,654,12.774986
759,6476435409602501632,v2_main,False,365,11.531026
760,4246017970343178752,v2_main,False,430,13.571696
761,1306009295978440704,v2_main,False,538,16.276798
762,1373190796464436480,v2_main,False,432,15.743003
763,3344044498533737216,v2_main,False,237,14.261006
764,5848928146394433664,v2_main,False,563,15.576547
765,2937859236510622464,v2_main,False,803,14.176444
766,4477338346213720064,v2_main,False,186,15.577912
767,4780527749839871104,v2_main,False,361,15.600411
768,5551971358728457728,v2_main,False,397,16.086477
769,2232204905869396224,v2_main,False,402,15.89211
770,2004175948136111360,v2_main,False,522,12.475311
771,5874328960960829312,v2_main,False,502,14.635188
772,1270820594562801792,v2_main,False,762,16.249107
773,3420433584267533312,v2_main,False,261,12.611645
774,4940545518185889664,v2_main,False,526,13.934154
775,2034291404170380672,v2_main,True,477,15.113458
776,259468049624418560,v2_main,True,489,15.82566
777,1546979535634042752,v2_main,False,871,13.838974
778,4220988103536975872,v2_main,False,525,14.564034
779,5540535956775983488,v2_main,False,368,14.756079
780,5764337356707279360,v2_main,False,365,13.8133955
781,357588982678854528,v2_main,False,388,15.281986
782,5247480408200024960,v2_main,False,322,11.039281
783,5619616406455084416,v2_main,False,503,14.966018
784,2120942919071605376,v2_main,False,309,15.493737
785,1765282312286903168,v2_main,False,347,12.5938835
786,2176888956917121024,v2_main,True,482,16.342905
787,6541556592801136128,v2_main,True,538,13.899361
788,987843891126698240,v2_main,False,319,14.676661
789,4396043583176084352,v2_main,False,472,15.166007
790,5953913841603513984,v2_main,False,277,11.485646
791,5962264499334786816,v2_main,False,264,13.163306
792,5473082636385878016,v2_main,False,298,14.478048
793,1825002320759122304,v2_main,False,392,14.872414
794,5226674761983825792,v2_main,False,373,11.558102
795,5374933356545153920,v2_main,False,633,16.372385
796,1682518807887510656,v2_main,False,351,14.166407
797,4402526716050718464,v2_main,False,469,14.9884615
798,4580570737015651584,v2_main,False,548,16.165674
799,3351077936976749568,v2_main,False,209,13.165386
800,2101240117382728448,v2_main,True,386,15.545869
801,5140841077515932672,v2_main,False,600,15.652228
802,1502611595750572544,v2_main,False,547,15.313456
803,5602760132982139136,v2_main,False,411,13.312773
804,3112286482698379008,v2_main,False,195,15.394966
805,6742294434981881728,v2_main,True,218,13.665426
806,4193423106508658432,v2_main,False,320,15.614362
807,727724075925618688,v2_main,False,213,14.832192
808,3890232873927997184,v2_main,False,265,13.0869875
809,6346103286976026624,v2_main,False,387,16.552015
810,4741744809335903104,v2_main,False,474,17.692966
811,4401090925658852352,v2_main,True,190,13.009589
812,3064258131163402624,v2_main,False,360,13.841629
813,4544483906394740864,v2_main,False,341,13.081196
814,3064939244256749696,v2_main,False,403,14.802489
815,4299945614081802752,v2_main,False,391,15.4675865
816,1218979480306205952,v2_main,False,642,15.325279
817,1106515727302894080,v2_main,False,726,14.780026
818,5341695601100252800,v2_main,False,442,14.969581
819,4838625497574749056,v2_main,False,416,15.018572
820,5337911356971992832,v2_main,False,394,13.947848
821,4810691339520310016,v2_main,False,400,11.707841
822,497577531818080384,v2_main,False,501,15.306165
823,6382964925397171200,v2_main,False,464,15.540586
824,1619073619710824832,v2_main,False,517,15.1584215
825,3797110806060705920,v2_main,False,292,14.819847
826,4041041235966556544,v2_main,False,342,12.873936
827,4485210127905490304,v2_main,False,371,14.3931265
828,2262348184645625984,v2_main,False,302,9.789346
829,5846810590057953536,v2_main,False,539,15.762277
830,5832387540143968512,v2_main,False,406,14.781821
831,1302183648348499968,v2_main,False,981,14.586747
832,5524463123993844608,v2_main,False,483,15.339027
833,131940776857845504,v2_main,False,201,11.958306
834,6059507060006401280,v2_main,False,480,13.725234
835,1301475700298989184,v2_main,False,538,15.651723
836,4995430802181235968,v2_main,False,446,13.037829
837,6437684840272227328,v2_main,False,729,16.20784
838,2443492145501584768,v2_main,False,421,15.899821
839,2791828797958994688,v2_main,False,358,16.047264
840,5243084698149710592,v2_main,False,389,16.821054
841,510090489546052096,v2_main,False,703,14.278466
842,4325945181420334848,v2_main,False,589,16.025017
843,4389814265688543232,v2_main,False,428,16.219069
844,386937834242057344,v2_main,False,374,14.729296
845,2046971075325002880,v2_main,False,438,14.515167
846,2603684358238376704,v2_main,False,239,14.145218
847,1306633200107612288,v2_main,False,550,15.722045
848,5502759692170206976,v2_main,False,312,15.100082
849,2176190492161821440,v2_main,False,481,16.642302
850,1290640322444766720,v2_main,False,506,16.573221
851,2186209551344032384,v2_main,False,318,14.09462
852,5342871047750973312,v2_main,False,514,13.78296
853,440418835736228480,v2_main,False,406,16.306559
854,2892957311933574400,v2_main,False,398,15.4030285
855,5791476774025702528,v2_main,False,465,15.414266
856,5923862234648016128,v2_main,False,431,13.255171
857,6733503251107917440,v2_main,False,255,14.062423
858,6013626260822361728,v2_main,False,236,15.732087
859,5528031588984234368,v2_main,False,378,13.105802
860,6055323246453480320,v2_main,False,473,14.258944
861,432566913959984512,v2_main,False,305,14.225757
862,4408266201105973504,v2_main,False,353,15.067586
863,5689698792267399680,v2_main,False,394,16.797024
864,6879908004645565696,v2_main,False,534,13.864645
865,413695583582490368,v2_main,False,721,16.061102
866,1950368773952812288,v2_main,True,835,14.828571
867,2976921448668589696,v2_main,False,539,14.569888
868,5000442857216841728,v2_main,True,354,15.056487
869,4532086156885010560,v2_main,False,908,16.450588
870,6450416394644994048,v2_main,False,493,15.528959
871,4853349057782110592,v2_main,False,446,14.838857
872,1674635034638596608,v2_main,False,413,14.822971
873,6686468484428027136,v2_main,False,255,15.472822
874,5821878201827024640,v2_main,False,551,14.680069
875,2851512423713780352,v2_main,False,391,14.360954
876,3287177379186168576,v2_main,False,257,15.166365
877,4952256760130463616,v2_main,False,513,16.069807
878,2052985575699218432,v2_main,False,408,15.249236
879,1843411615695680512,v2_main,False,378,13.828584
880,4176960118905876480,v2_main,False,369,16.336023
881,2924413240094412032,v2_main,False,553,15.399718
882,4532042554376123136,v2_main,False,736,15.998834
883,5254694888140645504,v2_main,False,379,13.770284
884,4606270584361441664,v2_main,False,437,15.110039
885,5529065022539001216,v2_main,False,389,14.283797
886,5780071299386991872,v2_main,False,468,16.059004
887,996771272708070144,v2_main,False,354,14.368209
888,4042401027000908928,v2_main,False,342,10.524598
889,2114826232807272832,v2_main,False,342,14.693734
890,1314368436206796672,v2_main,False,416,15.773174
891,2080084929550950272,v2_main,False,378,14.401583
892,4592127635014945280,v2_main,False,437,15.899284
893,6401995105147577216,v2_main,False,538,14.282268
894,2756367039701457408,v2_main,False,272,13.635017
895,6847041987182011648,v2_main,True,283,14.764265
896,5369179131166991360,v2_main,False,609,14.86855
897,3469605737126228864,v2_main,False,454,15.333049
898,4609083547421818496,v2_main,False,336,13.883766
899,5254390593977991552,v2_main,False,385,15.024954
900,2131963839514727296,v2_main,False,369,14.8079
901,1793066352644199808,v2_main,False,253,17.140207
902,5237500725294166144,v2_main,False,390,15.465062
903,5445580792559583104,v2_main,True,459,14.890975
904,1550997322918558080,v2_main,False,663,15.895689
905,1998167739870732544,v2_main,False,540,15.702227
906,426453663677608320,v2_main,True,573,13.698958
907,3868385307301381760,v2_main,False,231,14.817428
908,5583655607350948224,v2_main,False,426,15.516125
909,1479162861021374592,v2_main,False,786,14.50016
910,1374547662532598400,v2_main,False,473,14.269913
911,3435106566940983680,v2_main,False,186,14.902116
912,2968583920715815424,v2_main,False,570,13.841796
913,1828692006869611648,v2_main,False,715,13.067623
914,5343075247678089600,v2_main,False,479,14.656676
915,6607144183679947264,v2_main,False,266,15.912728
916,6506701425661591808,v2_main,False,431,13.164449
917,5910880232107386880,v2_main,False,534,14.459913
918,834891962456503424,v2_main,False,414,14.163282
919,4537040006522179840,v2_main,False,505,14.811476
920,5820250993333201792,v2_main,False,550,14.880564
921,4205743340506712960,v2_main,False,205,14.058211
922,41954481793705984,v2_main,False,239,14.846764
923,5938105342644565504,v2_main,True,355,14.808105
924,4523637956210470784,v2_main,False,458,14.692034
925,3535381993034509184,v2_main,False,432,14.5239315
926,5866932443117002368,v2_main,False,643,14.755364
927,1065890559359361280,v2_main,False,489,14.805735
928,2306728429607333376,v2_main,False,356,15.569422
929,2132670722412809856,v2_main,False,332,12.85597
930,2105520309990362112,v2_main,True,394,14.872442
931,4945419137835511936,v2_main,False,556,15.477622
932,6789997537224573184,v2_main,False,514,14.632804
933,556119173011837952,v2_main,False,454,16.106009
934,1833037689154421120,v2_main,False,608,13.969595
935,6530421361806198912,v2_main,False,513,16.049643
936,421246788921590400,v2_main,False,682,14.663801
937,1602638704014314880,v2_main,False,472,14.62054
938,6396056127449928832,v2_main,False,446,14.074618
939,216409078331960192,v2_main,True,396,15.756701
940,1923185170017264768,v2_main,False,498,14.949905
941,5859747959289618816,v2_main,False,499,15.924239
942,1503707843203401728,v2_main,False,614,13.93998
943,5088083726477393920,v2_main,True,466,14.434345
944,5240824377150510080,v2_main,False,395,15.596525
945,5753401133021714048,v2_main,True,353,12.054872
946,5396859095870109952,v2_main,False,433,14.52236
947,2177869446419020544,v2_main,False,453,13.984377
948,3395274456121556608,v2_main,True,329,16.16252
949,1966716720848592512,v2_main,False,546,13.303962
950,6385252016957373824,v2_main,False,466,13.000323
951,757077222455898496,v2_main,False,227,15.127974
952,6740285146201616512,v2_main,False,314,13.519151
953,2133587229775941504,v2_main,True,394,12.078845
954,4935442719080702208,v2_main,False,672,15.706478
955,4319947173697344640,v2_main,False,356,13.2486725
956,5789735147602340608,v2_main,False,360,15.126733
957,4863685635315115904,v2_main,False,562,16.735617
958,4486048883469580544,v2_main,False,425,16.319305
959,3041386502606163072,v2_main,False,512,13.149635
960,2676923480599520384,v2_main,False,220,14.437146
961,5337140839827127424,v2_main,False,391,13.408023
962,2966627545932980992,v2_main,False,628,15.366006
963,5550210112898557440,v2_main,True,355,14.792244
964,2284972289950843904,v2_main,False,355,13.850091
965,5811371234336131072,v2_main,False,645,13.433845
966,2087564116881310720,v2_main,False,400,12.62031
967,5424555072227272192,v2_main,True,430,15.283094
968,6476043674225081856,v2_main,True,290,13.887659
969,3580124419702540416,v2_main,False,479,15.201823
970,5861746149900335616,v2_main,False,504,15.354291
971,3396443855459250816,v2_main,False,448,14.502882
972,5950897438877554048,v2_main,False,437,13.596138
973,5867164611878424704,v2_main,False,949,14.827927
974,5409933457367884160,v2_main,False,456,14.985093
975,4655785058999138176,v2_main,False,346,12.528733
976,6423111466478037632,v2_main,True,628,12.961346
977,2051413480231679232,v2_main,False,381,13.947688
978,1823815947696505088,v2_main,True,410,13.921622
979,1350450181582728064,v2_main,False,387,15.059014
980,5240942780798156544,v2_main,False,388,10.758243
981,4481997904678998912,v2_main,False,297,13.50543
