family,metric,kind,n_conf,n_spur,p,effect,eff_lo,eff_hi,min_detectable,testable,p_holm
"A (chromospheric activity, ESP-CS)",A1 activityindex_espcs,num,25,15,0.6649510373389409,0.4573333333333333,0.28,0.636,0.7750000000000002,True,0.6649510373389409
B (photometric variability),B1 dAmp_G,num,675,370,6.446047287857902e-13,0.36566166166166164,0.33214574574574574,0.4007482982982983,0.5750000000000001,True,3.223023643928951e-12
B (photometric variability),B2 dAmp_BP,num,675,370,0.0001026198620707827,0.4274314314314314,0.3907233233233233,0.4636969469469469,0.5750000000000001,True,0.0004104794482831308
B (photometric variability),B3 dAmp_RP,num,675,370,0.0015695723371511715,0.4409349349349349,0.4058751751751752,0.47635210210210205,0.5750000000000001,True,0.004708717011453515
B (photometric variability),B4 phot_variable_flag==VARIABLE,bin,675,370,0.00609238253075072,0.4549411873668612,,,0.15000000000000002,True,0.01218476506150144
B (photometric variability),B5 std_dev_mag_g_fov,num,61,18,0.025200533471374912,0.3251366120218579,0.19398907103825136,0.465391621129326,0.7250000000000002,True,0.025200533471374912
C (astrometric/imaging quality -- NOT activity),C1 ruwe,num,675,370,0.6960880151970801,0.4927007007007007,0.45636436436436434,0.5288201701701702,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C2 ipd_frac_multi_peak,num,675,370,0.3502588677453866,0.5100220220220221,0.48851646646646646,0.5313213213213214,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C3 ipd_gof_harmonic_amplitude,num,675,370,0.25122174528210284,0.5214374374374374,0.48568133133133135,0.5573512512512512,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C4 astrometric_excess_noise_sig,num,675,370,0.6368910983853383,0.4911791791791792,0.455380980980981,0.5276206706706708,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C5 astrometric_gof_al,num,675,370,0.6745080148063606,0.49215215215215213,0.45544544544544546,0.5275137637637638,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C6 phot_bp_rp_excess_factor,num,675,370,0.0010403500017753093,0.4387327327327327,0.40234504504504504,0.4739982982982983,0.5750000000000001,True,0.006242100010651856
NEGATIVE CONTROL (must not discriminate),N1 phot_g_n_obs,num,675,370,0.8697631133797055,0.5030650650650651,0.4662815815815816,0.5400236236236235,0.5750000000000001,True,0.8697631133797055
