family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,323,165,20,10,0.06191950464396285,0.06060606060606061,-0.0013134440379022408,1.0,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,323,165,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,323,165,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,488,980,1.0
