family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,633,347,205,50,0.32385466034755134,0.1440922190201729,-0.17976244132737842,3.168519003932226e-10,3.168519003932226e-10,0.45,True,980,980
