family,metric,kind,n_conf,n_spur,p,effect,eff_lo,eff_hi,min_detectable,testable,p_holm
"A (chromospheric activity, ESP-CS)",A1 activityindex_espcs,num,24,12,0.6505268964721425,0.4513888888888889,0.26380208333333344,0.6423611111111112,0.7750000000000002,True,0.6505268964721425
B (photometric variability),B1 dAmp_G,num,633,347,0.25722372914366554,0.47814032260267425,0.4406152259721103,0.5155840970448575,0.5750000000000001,True,0.8179893630816277
B (photometric variability),B2 dAmp_BP,num,633,347,0.5829069202076065,0.4894036448730031,0.4526990544090398,0.5267547154349399,0.5750000000000001,True,1.0
B (photometric variability),B3 dAmp_RP,num,633,347,0.004566792475088935,0.4452836545246778,0.40824171071381415,0.48207850180513634,0.5750000000000001,True,0.022833962375444675
B (photometric variability),B4 phot_variable_flag==VARIABLE,bin,633,347,1.0,0.9680190299986785,,,0.15000000000000002,True,1.0
B (photometric variability),B5 std_dev_mag_g_fov,num,47,27,0.20449734077040693,0.4105594956658786,0.2797478329393223,0.5500394011032309,0.7000000000000002,True,0.8179893630816277
C (astrometric/imaging quality -- NOT activity),C1 ruwe,num,633,347,2.364369970391742e-16,0.658235109332532,0.6230602182553232,0.6931683670914314,0.5750000000000001,True,1.418621982235045e-15
C (astrometric/imaging quality -- NOT activity),C2 ipd_frac_multi_peak,num,633,347,0.5715534729076757,0.4937719382110712,0.4717392590973863,0.5153564062990835,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C3 ipd_gof_harmonic_amplitude,num,633,347,0.9911505039048905,0.4997837478545511,0.461659177513419,0.5374211817838298,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C4 astrometric_excess_noise_sig,num,633,347,1.2443339294711726e-15,0.6543380180377053,0.6186935183541162,0.6889478081137805,0.5750000000000001,True,4.9773357178846905e-15
C (astrometric/imaging quality -- NOT activity),C5 astrometric_gof_al,num,633,347,3.0865241803280006e-16,0.6576159452950362,0.6210481627672991,0.6910383972756783,0.5750000000000001,True,1.5432620901640004e-15
C (astrometric/imaging quality -- NOT activity),C6 phot_bp_rp_excess_factor,num,633,347,0.5178102434521779,0.512478886961589,0.4747288880997582,0.54879797952206,0.5750000000000001,True,1.0
NEGATIVE CONTROL (must not discriminate),N1 phot_g_n_obs,num,633,347,0.1465883700583877,0.47199193265680556,0.4346733568251453,0.5102234909014756,0.5750000000000001,True,0.1465883700583877
