family,metric,kind,n_conf,n_spur,p,effect,eff_lo,eff_hi,min_detectable,testable,p_holm
"A (chromospheric activity, ESP-CS)",A1 activityindex_espcs,num,26,14,0.7658695646183692,0.5302197802197802,0.34065934065934067,0.717032967032967,0.7750000000000002,True,0.7658695646183692
B (photometric variability),B1 dAmp_G,num,675,370,4.758132597836711e-17,0.6567907907907908,0.6216922922922923,0.6905188188188188,0.5750000000000001,True,2.3790662989183555e-16
B (photometric variability),B2 dAmp_BP,num,675,370,5.421085250257203e-09,0.608986986986987,0.5723661161161161,0.6443868368368368,0.5750000000000001,True,2.168434100102881e-08
B (photometric variability),B3 dAmp_RP,num,675,370,1.1945658223339971e-08,0.6064984984984985,0.5701717717717718,0.6431715715715716,0.5750000000000001,True,3.583697467001991e-08
B (photometric variability),B4 phot_variable_flag==VARIABLE,bin,675,370,0.0027271640466509078,2.09009009009009,,,0.15000000000000002,True,0.0054543280933018155
B (photometric variability),B5 std_dev_mag_g_fov,num,37,42,0.7198877792173778,0.5238095238095238,0.38996138996138996,0.6557271557271557,0.7000000000000002,True,0.7198877792173778
C (astrometric/imaging quality -- NOT activity),C1 ruwe,num,675,370,0.017829286852171434,0.45573773773773774,0.4193965965965966,0.492517017017017,0.5750000000000001,True,0.05600490810068611
C (astrometric/imaging quality -- NOT activity),C2 ipd_frac_multi_peak,num,675,370,0.4172024782319691,0.5087047047047047,0.48772362362362365,0.5306587587587588,0.5750000000000001,True,0.4172024782319691
C (astrometric/imaging quality -- NOT activity),C3 ipd_gof_harmonic_amplitude,num,675,370,0.004110010978725572,0.4463883883883884,0.41068123123123124,0.4819153153153153,0.5750000000000001,True,0.020550054893627857
C (astrometric/imaging quality -- NOT activity),C4 astrometric_excess_noise_sig,num,675,370,0.09504317209693315,0.46881081081081083,0.43107702702702705,0.5057803803803803,0.5750000000000001,True,0.1900863441938663
C (astrometric/imaging quality -- NOT activity),C5 astrometric_gof_al,num,675,370,0.014001227025171528,0.4540920920920921,0.41678253253253256,0.4916344844844845,0.5750000000000001,True,0.05600490810068611
C (astrometric/imaging quality -- NOT activity),C6 phot_bp_rp_excess_factor,num,675,370,0.0002696089631301222,0.5680580580580581,0.5313486486486486,0.603817967967968,0.5750000000000001,True,0.0016176537787807332
NEGATIVE CONTROL (must not discriminate),N1 phot_g_n_obs,num,675,370,0.23394443755006555,0.5222382382382382,0.48638418418418417,0.5586673173173173,0.5750000000000001,True,0.23394443755006555
