family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,129,340,6,19,0.046511627906976744,0.05588235294117647,0.00937072503419973,0.8199977897135207,0.15000000000000002,True,525,1057,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,129,340,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,525,1057,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,129,340,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,525,1057,1.0
