family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,329,185,0,28,0.0,0.15135135135135136,0.15135135135135136,9.207671251678938e-14,0.05,True,521,1053,2.7623013755036815e-13
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,329,185,0,0,0.0,0.0,0.0,1.0,0.05,True,521,1053,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,329,185,0,0,0.0,0.0,0.0,1.0,0.05,True,521,1053,1.0
