family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,633,347,168,87,0.26540284360189575,0.2507204610951009,-0.014682382506794878,0.648199341714436,0.648199341714436,0.4,True,980,980
