metric,population,n_conf,n_spur,p,auc,auc_lo,auc_hi,min_detectable_auc
astrometric_gof_al,all-65,633,347,0.6926365953797263,0.507628009888414,0.4703950812880433,0.5445963141529061,0.5750000000000001
astrometric_gof_al,in-list,633,347,0.6926365953797263,0.507628009888414,0.471474976212264,0.5449966082558241,0.5750000000000001
ruwe,all-65,633,347,0.7461082004732378,0.5062485488342872,0.4696586858243304,0.5435765145617365,0.5750000000000001
ruwe,in-list,633,347,0.7461082004732378,0.5062485488342872,0.46856592958830146,0.5442545219461783,0.5750000000000001
